year,premier_ADJ acte_NOUN,premier_ADJ tact_NOUN
1918,3.387332341731053e-06,0.0
1919,3.0606888081763373e-06,0.0
1920,3.472625486722336e-06,0.0
1921,3.7409372986019207e-06,0.0
1922,4.115412199467983e-06,0.0
1923,3.994781462068886e-06,0.0
1924,3.4033888223206077e-06,0.0
1925,3.128981617805948e-06,0.0
1926,3.1209188655623166e-06,0.0
1927,3.867666215739973e-06,0.0
1928,3.01647478906375e-06,2.2852082448565625e-09
1929,3.2284898381362837e-06,1.1140406375176326e-09
1930,3.645800752849482e-06,0.0
1931,2.792031409626361e-06,0.0
1932,2.8977015933406847e-06,0.0
1933,3.2255502837585937e-06,0.0
1934,3.1894965459855484e-06,2.3963160344919743e-09
1935,2.8412706072344918e-06,0.0
1936,2.680774443319933e-06,0.0
1937,2.134194531322464e-06,0.0
1938,2.458204651389906e-06,0.0
1939,2.2130491519334328e-06,0.0
1940,1.8282994440621536e-06,0.0
1941,2.0601488657234768e-06,0.0
1942,2.433437728655008e-06,0.0
1943,2.5083951413762406e-06,0.0
1944,2.8918674797040467e-06,0.0
1945,3.3984663190267383e-06,0.0
1946,2.693733662795239e-06,1.3921104269343232e-09
1947,2.560603022061514e-06,0.0
1948,2.978897281735726e-06,0.0
1949,2.347246667255831e-06,9.817008317369869e-10
1950,3.030014376292911e-06,2.1270722960764488e-09
1951,2.432931953677553e-06,2.1322803522849654e-09
1952,2.1838288581932375e-06,0.0
1953,2.4618194913728075e-06,3.232148326759443e-09
1954,2.63467568828446e-06,0.0
1955,2.566025163019958e-06,0.0
1956,2.65994811243786e-06,1.744228317335228e-09
1957,2.470276605492927e-06,8.835037701437898e-10
1958,2.211997866652382e-06,2.4816730892496253e-09
1959,2.3709537551042104e-06,0.0
1960,2.148918863298377e-06,0.0
1961,2.216462867465907e-06,6.948159270159238e-10
1962,2.2000246531206358e-06,0.0
1963,2.636856521576192e-06,0.0
1964,2.4518391299466202e-06,0.0
1965,2.4104352025489106e-06,0.0
1966,2.2815448623703105e-06,5.539074754423723e-10
1967,2.3236672248572177e-06,4.930335584241163e-10
1968,4.12042503938892e-06,1.3474247273492779e-09
1969,2.428023714529104e-06,0.0
1970,2.5421750997622894e-06,0.0
1971,2.628804224968917e-06,0.0
1972,4.284698654544172e-06,1.0260293725750103e-09
1973,2.285223029474537e-06,0.0
1974,2.0623345111658864e-06,0.0
1975,1.782552988771613e-06,0.0
1976,1.8648951893851518e-06,1.142705374768127e-09
1977,1.892911441814249e-06,0.0
1978,2.21643471931543e-06,0.0
1979,2.1646449290813052e-06,0.0
1980,2.056887449697342e-06,0.0
1981,2.1158963008360843e-06,0.0
1982,2.2719457266617837e-06,0.0
1983,2.397925587871441e-06,6.315316047889041e-10
1984,2.164769874468675e-06,5.799008495621649e-10
1985,2.147554262421636e-06,6.015558051686298e-10
1986,2.2071695511272083e-06,0.0
1987,2.1528408424842382e-06,0.0
1988,2.0676118435147828e-06,0.0
1989,1.9570642955102358e-06,0.0
1990,2.021449528655239e-06,0.0
1991,1.9975874199218424e-06,0.0
1992,2.096533819440083e-06,0.0
1993,2.2461486945957176e-06,0.0
1994,1.869961504752382e-06,0.0
1995,2.36473071701937e-06,0.0
1996,2.0749164590938562e-06,5.338092190498855e-10
1997,1.8158265504553128e-06,0.0
1998,2.114188532686967e-06,0.0
1999,2.0524773489682957e-06,0.0
2000,2.187809215570269e-06,4.4180314962005696e-10
2001,2.2707820672707157e-06,4.3812117822561447e-10
2002,2.0517259500252294e-06,0.0
2003,2.174717078418098e-06,4.1669229178253886e-10
2004,2.031930296908513e-06,0.0
2005,1.997863423142121e-06,1.8014998381943315e-09
2006,2.159421551795049e-06,0.0
2007,2.1246635402150105e-06,0.0
2008,2.7890486684611915e-06,0.0
2009,1.7380061239080646e-06,0.0
2010,1.562158398193958e-06,0.0
2011,1.345655693540948e-06,0.0
2012,1.3123394690950363e-06,0.0
2013,1.3242765692922376e-06,0.0
2014,1.5829403867684277e-06,0.0
2015,1.8883006092096366e-06,2.2165753954528356e-10
2016,1.7405469847631139e-06,4.1426800878596737e-10
2017,1.2208261459534242e-06,0.0
2018,1.244525051902201e-06,0.0
2019,1.8086503494885164e-06,0.0
