year,dernier_ADJ est_NOUN,dernier_ADJ test_NOUN
1915,3.534228465440492e-09,8.246533234057551e-09
1916,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,0.0,4.594550517822427e-09
1919,0.0,1.749491218561161e-08
1920,3.786115865267448e-09,3.786115865267448e-09
1921,0.0,3.7863738810983705e-09
1922,3.6889677978990676e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,5.499089184013428e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,1.205549005067752e-08,1.0959536611565568e-09
1933,0.0,1.1470662641954732e-08
1934,0.0,4.7926320689839486e-09
1935,2.393656828303392e-09,1.0771455727365264e-08
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,1.1668693344901726e-08
1939,3.058810094103137e-09,1.2235240376412548e-08
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,0.0,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,0.0,1.0871888278529696e-08
1949,2.9451024952109606e-09,1.668891336237266e-08
1950,1.0635361480382244e-09,2.4461330738745346e-08
1951,1.0661401761424827e-09,3.3050344683260846e-08
1952,3.1634410646574906e-09,2.214408867384776e-08
1953,4.3095309543161875e-09,2.1547654327491728e-08
1954,3.9090144454689835e-09,1.9545073115523337e-08
1955,1.8771215692936494e-09,3.378818780319648e-08
1956,4.360570571293465e-09,2.3547082506070183e-08
1957,8.835037701437898e-10,2.5621609722747962e-08
1958,4.136121778408608e-09,2.8125628048769613e-08
1959,3.100299128533379e-09,1.8601795659378695e-08
1960,7.612916852473006e-09,3.944875004435744e-08
1961,7.64297514166401e-09,4.307858603169734e-08
1962,3.8051738426858606e-09,2.7904608401740916e-08
1963,3.2330267352165265e-09,2.392439713005956e-08
1964,2.433587276140514e-09,2.5552667481942848e-08
1965,2.188817405102128e-09,2.188817305182056e-08
1966,3.877352328096606e-09,3.268054094007766e-08
1967,3.9442684118817795e-09,1.3804939413830652e-08
1968,3.5931326802796093e-09,2.1558796858833773e-08
1969,7.266812429573832e-09,2.5888018839737015e-08
1970,1.8394900047624674e-09,2.4373242979436327e-08
1971,3.083038491169532e-09,2.3122789016838396e-08
1972,3.5911027485013847e-09,2.7702792948502974e-08
1973,1.6539611902288698e-09,2.3706776985932265e-08
1974,1.687671502548227e-09,2.6440186262632892e-08
1975,8.567220266542108e-09,2.1132477101559743e-08
1976,4.570821388050206e-09,3.7709275646502505e-08
1977,5.289103655048422e-09,2.6445518219730957e-08
1978,7.722768868845264e-09,1.4257419245211622e-08
1979,4.681578791299046e-09,1.6385525491990904e-08
1980,4.5481204913322415e-09,2.2740602401150056e-08
1981,2.5302198114474095e-09,2.7199863250615408e-08
1982,1.2415004579935385e-09,2.048475689075957e-08
1983,1.8945948143667124e-09,2.841892232652299e-08
1984,1.7397025486864948e-09,3.305434709277577e-08
1985,1.8046674155058895e-09,2.6468455538442015e-08
1986,5.994485463567401e-10,2.9372979659658682e-08
1987,1.8332450557601021e-09,1.8943532964499354e-08
1988,5.996553809062277e-10,2.5785181989590455e-08
1989,1.6464366536794728e-09,3.402635651017505e-08
1990,2.179460389939436e-09,2.233946816421195e-08
1991,3.516879065745826e-09,2.8721180100887977e-08
1992,5.509944167592096e-10,1.7631821336294706e-08
1993,2.7696037130375828e-09,2.9357799136153773e-08
1994,2.6374632478010085e-09,1.5297286992677073e-08
1995,4.33796071286352e-09,3.036572460146658e-08
1996,2.135236876199542e-09,3.20285518107255e-08
1997,1.438468344439059e-09,2.1097535385372623e-08
1998,1.43043876743576e-09,2.2410207023426665e-08
1999,2.285100608734325e-09,2.010888425219015e-08
2000,8.836062992401139e-10,1.8555731395863972e-08
2001,2.1906058911280724e-09,2.3658544096027967e-08
2002,2.628732898024566e-09,1.8839252380331573e-08
2003,3.333538334260311e-09,3.083522881475176e-08
2004,8.809582507929292e-10,2.6869226316117434e-08
2005,1.8014998381943315e-09,3.152624572511087e-08
2006,2.47073389525454e-09,3.87081655617294e-08
2007,7.988958938831558e-10,3.315417843041679e-08
2008,3.405951742863067e-09,3.363377421017333e-08
2009,1.430457752249481e-09,3.623826350107606e-08
2010,2.3618965672156378e-09,3.353893129887098e-08
2011,7.64794394481072e-10,4.168129394410691e-08
2012,6.808505426114664e-10,3.710635423925801e-08
2013,1.3945624655065103e-09,4.0721225502693414e-08
2014,4.330890368553497e-10,4.8505971905754564e-08
2015,1.5516028045725605e-09,3.5243549412200537e-08
2016,1.8642060672924288e-09,4.660515262600029e-08
2017,7.54683426862357e-10,5.157003113431813e-08
2018,1.2907333535316923e-09,5.524338614337765e-08
2019,1.275493877184175e-09,4.591777980067491e-08
