year,léger_ADJ temps_NOUN
1916,1.4283700444650549e-08
1917,3.070598708632133e-08
1918,5.743188147278033e-09
1919,4.051453217357448e-08
1920,2.4988365154854364e-08
1921,4.770831041334134e-08
1922,3.836526363265591e-08
1923,2.441668023323018e-08
1924,2.0626599095407983e-08
1925,2.969508017258704e-08
1926,3.12091874565823e-08
1927,8.027442099933779e-08
1928,2.8565103615818543e-08
1929,2.8965057019547658e-08
1930,1.8906486598524452e-08
1931,2.3951248095954725e-08
1932,4.7126006652575825e-08
1933,2.982372038218273e-08
1934,3.1152108448395666e-08
1935,3.231436807027421e-08
1936,5.577368566989094e-08
1937,3.399601977704947e-08
1938,5.575042116845452e-08
1939,7.188203809960214e-08
1940,1.2678914806940611e-08
1941,1.4757512545315876e-08
1942,3.337632992206352e-08
1943,7.548411673496958e-08
1944,1.0924832949399388e-07
1945,3.7034570077310036e-08
1946,6.125285700875338e-08
1947,4.053096258616051e-08
1948,5.762100707684681e-08
1949,4.123143426681963e-08
1950,2.339779547888554e-08
1951,4.691016730618003e-08
1952,1.518451782089869e-07
1953,1.1097042262875334e-07
1954,4.0067397844012476e-08
1955,4.223523575319632e-08
1956,6.279222075633584e-08
1957,5.3893731255527655e-08
1958,3.474342219478288e-08
1959,5.968075633688841e-08
1960,5.259833235626843e-08
1961,7.851419991933284e-08
1962,5.3906627828226306e-08
1963,3.103705514817534e-08
1964,6.266487373451923e-08
1965,5.307882133820385e-08
1966,3.988133978616304e-08
1967,4.4866053761083435e-08
1968,5.88375463905777e-08
1969,2.9067249829317632e-08
1970,3.58700568137138e-08
1971,4.059333846839763e-08
1972,3.4884999333684164e-08
1973,2.7566019022984278e-08
1974,5.625571652956296e-08
1975,2.8557400888473694e-08
1976,2.228275497451193e-08
1977,3.761140243696559e-08
1978,3.029701567403009e-08
1979,3.043026175486574e-08
1980,3.6384965484970166e-08
1981,6.262294149905756e-08
1982,3.289976047149423e-08
1983,4.0418022706489865e-08
1984,3.363425005176168e-08
1985,2.767156781491309e-08
1986,3.177077223526226e-08
1987,2.3832186002437084e-08
1988,1.8529351564211538e-07
1989,3.4026358175509586e-08
1990,3.0512445903241314e-08
1991,5.7442358425419116e-08
1992,3.52636422285002e-08
1993,2.3264670745426486e-08
1994,3.0594573541264936e-08
1995,4.0126135303353294e-08
1996,2.135236965017384e-08
1997,1.0021329188703021e-07
1998,7.581325434102837e-08
1999,3.0163327835452947e-08
2000,7.643194521733676e-08
2001,6.878502389895402e-08
2002,2.9354183972429837e-08
2003,7.208776686695728e-08
2004,2.026203915761471e-08
2005,4.008337217697999e-08
2006,3.21195421371101e-08
2007,3.714865792758815e-08
2008,5.875266850807748e-08
2009,4.76819250749827e-08
2010,5.337886133105485e-08
2011,1.349862071009511e-07
2012,9.327652317203672e-08
2013,7.419072528547233e-08
2014,1.0437445485678154e-07
2015,7.469859286679537e-08
2016,1.1682358191933417e-07
2017,8.553078423290117e-08
2018,1.2184522546476728e-07
2019,6.658078044452509e-08
