year,premier_ADJ est_NOUN,premier_ADJ test_NOUN
1875,4.577221712764867e-09,5.721527140956084e-10
1876,3.02300739996042e-09,6.04601479992084e-10
1877,8.040261012531857e-09,0.0
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,4.276527798552365e-09,0.0
1880,1.4761046829292468e-08,0.0
1881,5.5780060570498335e-09,6.972507571312292e-10
1882,2.1962771157291172e-08,1.3310770263785798e-09
1883,8.847074406403976e-09,0.0
1884,6.601696966868076e-09,0.0
1885,5.80107206715752e-09,0.0
1886,1.5488312854472497e-08,0.0
1887,8.48760173255414e-09,1.3057849246322917e-09
1888,6.340614699951175e-09,0.0
1889,4.385595886446936e-09,0.0
1890,4.588070645628051e-09,0.0
1891,6.374220040683554e-09,6.374220040683554e-10
1892,3.761107425503951e-09,0.0
1893,5.542574843531156e-09,3.079208221734575e-09
1894,5.671385139294216e-09,0.0
1895,3.0093072478365457e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,7.574727511894253e-09,0.0
1898,5.6583548957434004e-09,0.0
1899,7.738609753005221e-09,0.0
1900,6.22926377147337e-09,0.0
1901,2.794369402536745e-09,0.0
1902,9.820567692386817e-10,3.928227076954727e-09
1903,1.026041895890728e-08,2.1600881083827517e-09
1904,2.6873125946735854e-09,5.374625189347171e-09
1905,1.5482277682110634e-09,3.6125313851442797e-09
1906,3.600929110447737e-09,3.0865106026567446e-09
1907,2.057137349353866e-09,5.142843373384665e-10
1908,4.4202501658929805e-09,8.840499887696751e-09
1909,4.400786735025974e-09,5.500983557560346e-10
1910,4.809735609789811e-09,3.206490406526541e-09
1911,1.5961122423746588e-09,1.0640748282497725e-09
1912,3.646594803896619e-09,2.0837684910901544e-09
1913,1.0605979205990934e-08,4.772690909149446e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,5.493730803607377e-09,9.888715624128963e-09
1917,3.2899273305631027e-09,8.773139548168274e-09
1918,1.1486376294556067e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,1.514446346106979e-09,3.786115865267448e-09
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,6.640141769764796e-09,1.0329110011753073e-08
1923,5.307974060286824e-09,1.3800733000834953e-08
1924,5.156649773851996e-09,2.0626599095407983e-08
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,8.916910765321973e-09,8.916910765321973e-09
1927,3.3447675740205796e-09,2.2298449753321847e-09
1928,4.5704163786908225e-09,2.2852082892654835e-08
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,5.251801771244402e-09,1.470504518152893e-08
1931,1.2545892325022123e-08,9.124285327288817e-09
1932,6.575721966939341e-09,1.3151444377967891e-08
1933,3.4411986593596566e-09,1.261772819560747e-08
1934,5.990790086229936e-09,2.995395220750652e-08
1935,4.787313656606784e-09,1.3165112555668657e-08
1936,4.849885826274658e-09,2.182448710641438e-08
1937,6.295559185076627e-09,6.043736533456467e-08
1938,7.779128785578848e-09,3.889564348380503e-08
1939,7.647025235257843e-09,4.129393715857077e-08
1940,1.0143131667916805e-08,3.296517903095264e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,1.7419411690866582e-08,3.4838823381733164e-08
1944,6.4263723231761105e-09,5.1410978585408884e-08
1945,1.3071024262956144e-08,2.3963544037997053e-08
1946,4.1763312808029696e-09,5.4292307538617024e-08
1947,1.4305044926388177e-08,2.5033829231801974e-08
1948,4.348755133776194e-09,3.587723140796584e-08
1949,9.817008317369869e-09,6.577395650353424e-08
1950,2.1270722960764488e-09,3.722376362702562e-08
1951,2.0256663124662566e-08,5.010858972198662e-08
1952,6.326882351359586e-09,5.9050901057844385e-08
1953,2.1547654771580937e-09,7.11072607462171e-08
1954,1.2704297391863406e-08,1.0261163252422989e-07
1955,8.447047061821422e-09,7.696198478512883e-08
1956,9.593255745343754e-09,5.581530593268269e-08
1957,7.951533875782957e-09,6.449577227840564e-08
1958,8.272243445794913e-10,8.768578024787033e-08
1959,1.0851046949866827e-08,7.828255110808868e-08
1960,4.152500010512483e-09,7.474500357540492e-08
1961,5.55852741612739e-09,8.198827572414302e-08
1962,6.341956515498737e-09,8.498221293340436e-08
1963,6.466053248388448e-09,1.2867445497999341e-07
1964,1.0342746104008427e-08,8.030838194450496e-08
1965,2.188817349590977e-09,8.481667040927121e-08
1966,4.431259803538978e-09,7.588532735525177e-08
1967,1.3804939191786048e-08,5.719189111186296e-08
1968,6.287982134978165e-09,8.129462425454648e-08
1969,8.17516396245388e-09,9.356020869155657e-08
1970,8.737577439354993e-09,6.208278691133273e-08
1971,7.1937562573509695e-09,7.758980302696727e-08
1972,7.1822055525139206e-09,9.336867634601731e-08
1973,1.2129048265752118e-08,9.592974870020754e-08
1974,8.438357401718832e-09,1.2038723573581933e-07
1975,6.282628195464213e-09,1.1422960621843004e-07
1976,1.1998406379554183e-08,1.1427054058543717e-07
1977,8.815172591880582e-09,1.0284368379132047e-07
1978,1.247524183956017e-08,1.0514846682241341e-07
1979,8.777959914496591e-09,1.2991381481697317e-07
1980,8.527726191864815e-09,1.1825113110930374e-07
1981,1.3916209129494206e-08,1.1828777912725741e-07
1982,1.3035754364842944e-08,1.2477079369688227e-07
1983,8.209910751233451e-09,1.383054213377477e-07
1984,1.4497521350076426e-08,1.3163749112976575e-07
1985,6.617113856854928e-09,1.618185105911607e-07
1986,7.792830936104167e-09,1.4266875902890774e-07
1987,1.588812381658755e-08,1.2954931882802612e-07
1988,1.0793796745289796e-08,1.4091901245905092e-07
1989,4.390497743145261e-09,1.4653286406485222e-07
1990,1.0897301838674878e-08,1.5692114474497032e-07
1991,8.7921980806982e-09,1.652933132589851e-07
1992,1.1570882973988006e-08,1.6970627569889984e-07
1993,6.647049133334804e-09,1.484507574645022e-07
1994,8.967375175750192e-09,1.21323309620891e-07
1995,5.4224509327127635e-09,1.588778113514877e-07
1996,8.540947504798169e-09,1.6067656893881122e-07
1997,7.671831392386252e-09,1.5103917894165875e-07
1998,4.7681290027412615e-09,1.506728892763931e-07
1999,7.312321859131998e-09,1.5767194061488965e-07
2000,9.719669513685858e-09,1.4579504092893103e-07
2001,9.638665504629884e-09,1.4896119804319596e-07
2002,7.009954394732176e-09,1.3844659241257773e-07
2003,1.3750845628823782e-08,1.5042592416136813e-07
2004,6.166707700039353e-09,1.7707261390498275e-07
2005,1.531274873567412e-08,1.7789810691226648e-07
2006,7.823990788580204e-09,1.9107009840979572e-07
2007,1.278233413559704e-08,1.7336040247784013e-07
2008,7.2376472315394125e-09,1.5667377351036293e-07
2009,9.059565542202108e-09,1.625953682804493e-07
2010,5.196172214727568e-09,1.7572510291330445e-07
2011,1.1089518581197666e-08,2.401454430867034e-07
2012,4.765953853791416e-09,1.627232832923653e-07
2013,6.693900100884775e-09,1.5479644355220756e-07
2014,4.7639794331644225e-09,1.3858849490233638e-07
2015,3.989835573037226e-09,1.6313994377625818e-07
2016,3.935546166733417e-09,1.4437239492792742e-07
2017,5.0312225496895735e-09,1.7408029995280572e-07
2018,5.421080029321956e-09,1.8354228448203003e-07
2019,6.887666881283394e-09,1.8902819665100878e-07
