year,dernier_ADJ an_NOUN,dernier_ADJ temps_NOUN
1930,5.2518016602221e-09,1.2814396654903248e-07
1931,4.5621426636444085e-09,1.7564249787938024e-07
1932,1.0959536611565568e-09,1.3370635087994742e-07
1933,9.176529758292418e-09,1.1355955820135932e-07
1934,2.3963160344919743e-09,1.2341027399997984e-07
1935,4.787313656606784e-09,1.4601306475015008e-07
1936,3.6374143697059935e-09,1.600462269379932e-07
1937,1.0072894518486919e-08,1.775347726606924e-07
1938,3.8895642262559704e-09,1.8540256974119984e-07
1939,4.588215141154706e-09,9.941133072288721e-08
1940,0.0,1.2171757646228798e-07
1941,0.0,7.37875680556499e-08
1942,0.0,1.3350532412914617e-07
1943,2.9032352077962287e-09,8.419382169222445e-08
1944,3.2131861615880553e-09,1.34953822339412e-07
1945,8.714016175304096e-09,1.0238969139209075e-07
1946,2.7842208538686464e-09,1.252899437531596e-07
1947,1.1920870957027319e-09,9.775114051535638e-08
1948,2.174377566888097e-09,1.174163912764925e-07
1949,2.945102384188658e-09,7.755436826073492e-08
1950,4.2541445921528975e-09,9.252764243683487e-08
1951,1.0661401761424827e-09,1.0021717855579482e-07
1952,3.1634410646574906e-09,1.370824520563474e-07
1953,3.232148326759443e-09,7.864893802889128e-08
1954,2.9317608341017376e-09,1.006571253014954e-07
1955,2.815682353940474e-09,1.1450441661509103e-07
1956,1.744228317335228e-09,1.2820078154618386e-07
1957,5.301022731885041e-09,1.4489461364064482e-07
1958,2.4816730892496253e-09,9.761247099504544e-08
1959,7.750747821333448e-10,1.0928554416977931e-07
1960,0.0,1.0519666915342896e-07
1961,1.3896318540318475e-09,1.327098431147533e-07
1962,5.073564957047694e-09,1.6806184532924817e-07
1963,0.0,1.306142820567402e-07
1964,5.475571496216247e-09,1.2472135324514966e-07
1965,3.2832261354087677e-09,1.2147935990469705e-07
1966,2.7695373772118614e-09,1.0358069602034448e-07
1967,3.944268467392931e-09,1.4692399474824924e-07
1968,7.186265332803643e-09,1.4372530188211385e-07
1969,3.1792304344691047e-09,1.4034031892151688e-07
1970,4.598724956395017e-09,1.3750187122241186e-07
1971,3.083038491169532e-09,1.3668137910372025e-07
1972,3.0780880067027283e-09,1.657037387303717e-07
1973,2.7566018356850464e-09,1.6098555022381333e-07
1974,4.500457451150908e-09,1.322009381965472e-07
1975,3.4268881066168433e-09,1.5249652562943083e-07
1976,1.7140580066410394e-09,1.7426256704311527e-07
1977,4.11374712072643e-09,1.7512809336039936e-07
1978,0.0,1.4019795457898e-07
1979,1.1703946700691858e-09,1.5624769389432913e-07
1980,1.7055452605774235e-09,1.500879847071701e-07
1981,1.8976649140967083e-09,1.201854473720232e-07
1982,4.345251713999687e-09,1.3966879919280473e-07
1983,3.157658134966823e-09,1.3072704518890532e-07
1984,2.3196033982486597e-09,1.455551199569527e-07
1985,1.2031116103372597e-09,1.5339672643222002e-07
1986,2.9972427317837003e-09,1.5525716889897012e-07
1987,3.0554083707556856e-09,1.2038309193940222e-07
1988,5.996553809062277e-10,1.4091901334722934e-07
1989,1.0976244357863152e-09,1.273244407684615e-07
1990,3.8140557934163155e-09,1.231395145850911e-07
1991,1.7584395606284886e-09,1.5239810124967335e-07
1992,1.1019888335184191e-09,1.4160556816023018e-07
1993,3.323524566667402e-09,1.262939264279339e-07
1994,1.5824779264761446e-09,1.3503812112958258e-07
1995,5.422450821690461e-10,1.1712494085713843e-07
1996,4.804283193493575e-09,1.5427086452746153e-07
1997,1.917957792585412e-09,1.4672377801616676e-07
1998,4.768129224785866e-10,1.506728892763931e-07
1999,4.570201106446348e-09,1.6407021519171394e-07
2000,2.2090156370779823e-09,1.7893027859372523e-07
2001,2.1906058911280724e-09,1.962782931741458e-07
2002,4.38122149670761e-10,1.936499955945692e-07
2003,4.1669229178253886e-10,1.8126114298411267e-07
2004,2.642874807889939e-09,2.0746567486185086e-07
2005,3.602999676388663e-09,2.1527922910991037e-07
2006,2.0589449589714093e-09,1.927172519344822e-07
2007,1.1983438685803094e-09,1.8294716142008838e-07
2008,0.0,2.013768920505754e-07
2009,1.430457752249481e-09,1.7737676216711407e-07
2010,9.447586046817946e-10,1.7478033953466365e-07
2011,0.0,1.820210684400081e-07
2012,1.7021263287730903e-09,1.4978711249113985e-07
2013,1.6734750252211938e-09,1.4112973190094635e-07
2014,2.1654451842767486e-10,1.2429654816514812e-07
2015,1.773260274728905e-09,1.24571542414742e-07
2016,1.4499380585064614e-09,1.346371050203743e-07
2017,1.509366853724714e-09,1.745834197208751e-07
2018,5.162933414126769e-10,1.3036407153776963e-07
2019,1.02039510174734e-09,1.4872259157527878e-07
