year,premier_ADJ est_NOUN,premier_ADJ geste_NOUN
1904,2.6873125946735854e-09,7.524475620357407e-08
1905,1.5482277682110634e-09,5.212366716023098e-08
1906,3.600929110447737e-09,8.796555306389564e-08
1907,2.057137349353866e-09,9.154260993682328e-08
1908,4.4202501658929805e-09,9.135183631769905e-08
1909,4.400786735025974e-09,1.364243861767811e-07
1910,4.809735609789811e-09,1.1596807070191062e-07
1911,1.5961122423746588e-09,1.55354925368556e-07
1912,3.646594803896619e-09,1.4430096939577197e-07
1913,1.0605979205990934e-08,1.808319451956919e-07
1914,6.696743715117748e-10,1.8215142461031064e-07
1915,1.1780761921542648e-09,2.2147833078633994e-07
1916,5.493730803607377e-09,2.582053690858288e-07
1917,3.2899273305631027e-09,3.8711479533048987e-07
1918,1.1486376294556067e-09,2.45808450927143e-07
1919,6.4454939163738345e-09,2.6242366857331945e-07
1920,1.514446346106979e-09,2.45340308957509e-07
1921,3.7863738810983705e-09,2.6428887167639914e-07
1922,6.640141769764796e-09,2.929040432420038e-07
1923,5.307974060286824e-09,2.2399650978499608e-07
1924,5.156649773851996e-09,2.7845908334711567e-07
1925,2.1996355847875293e-09,2.1776392600258987e-07
1926,8.916910765321973e-09,2.719657743455173e-07
1927,3.3447675740205796e-09,2.9656936817445967e-07
1928,4.5704163786908225e-09,2.490876854777113e-07
1929,1.1140406375176326e-09,2.896505577609787e-07
1930,5.251801771244402e-09,2.85698022794989e-07
1931,1.2545892325022123e-08,3.01101409583282e-07
1932,6.575721966939341e-09,2.9481154228960804e-07
1933,3.4411986593596566e-09,3.234726650980235e-07
1934,5.990790086229936e-09,2.480187113462762e-07
1935,4.787313656606784e-09,2.8723883271908335e-07
1936,4.849885826274658e-09,3.249423641271676e-07
1937,6.295559185076627e-09,3.6262420954891184e-07
1938,7.779128785578848e-09,3.163512356518794e-07
1939,7.647025235257843e-09,3.532925632043771e-07
1940,1.0143131667916805e-08,2.510425076707179e-07
1941,2.9515025978810172e-09,2.8924725370416127e-07
1942,0.0,3.671396200388699e-07
1943,1.7419411690866582e-08,3.3096881679739454e-07
1944,6.4263723231761105e-09,3.920087010556017e-07
1945,1.3071024262956144e-08,5.315550111184564e-07
1946,4.1763312808029696e-09,4.928071115628541e-07
1947,1.4305044926388177e-08,3.9100456206142553e-07
1948,4.348755133776194e-09,4.0225984476727206e-07
1949,9.817008317369869e-09,3.190527637642049e-07
1950,2.1270722960764488e-09,3.243785329232196e-07
1951,2.0256663124662566e-08,3.3690028389266047e-07
1952,6.326882351359586e-09,3.6274124681767717e-07
1953,2.1547654771580937e-09,3.426077067603117e-07
1954,1.2704297391863406e-08,3.8210615427303196e-07
1955,8.447047061821422e-09,3.425746806229313e-07
1956,9.593255745343754e-09,3.4622933453576366e-07
1957,7.951533875782957e-09,3.613530481505478e-07
1958,8.272243445794913e-10,3.6397871916449276e-07
1959,1.0851046949866827e-08,3.4490827371946864e-07
1960,4.152500010512483e-09,3.62651663587954e-07
1961,5.55852741612739e-09,3.5852501811817206e-07
1962,6.341956515498737e-09,3.6275991943668373e-07
1963,6.466053248388448e-09,3.756777009478185e-07
1964,1.0342746104008427e-08,3.285343001535601e-07
1965,2.188817349590977e-09,3.4583315144942617e-07
1966,4.431259803538978e-09,3.101881826950148e-07
1967,1.3804939191786048e-08,3.446304499554742e-07
1968,6.287982134978165e-09,3.6021154581344916e-07
1969,8.17516396245388e-09,3.2064809207810185e-07
1970,8.737577439354993e-09,2.9339865781352614e-07
1971,7.1937562573509695e-09,3.1087305707444557e-07
1972,7.1822055525139206e-09,3.1653006815623996e-07
1973,1.2129048265752118e-08,2.69595651691823e-07
1974,8.438357401718832e-09,2.908420619895935e-07
1975,6.282628195464213e-09,3.1527371735506904e-07
1976,1.1998406379554183e-08,3.096731631124783e-07
1977,8.815172591880582e-09,3.0441730691777025e-07
1978,1.247524183956017e-08,3.2613846112639067e-07
1979,8.777959914496591e-09,3.458516291132696e-07
1980,8.527726191864815e-09,3.4338309573556103e-07
1981,1.3916209129494206e-08,3.6877954112668476e-07
1982,1.3035754364842944e-08,3.3520511788509566e-07
1983,8.209910751233451e-09,3.890234676617865e-07
1984,1.4497521350076426e-08,3.624380298106189e-07
1985,6.617113856854928e-09,3.54316357142892e-07
1986,7.792830936104167e-09,3.7345645509390124e-07
1987,1.588812381658755e-08,3.733709048603373e-07
1988,1.0793796745289796e-08,3.6758873900311073e-07
1989,4.390497743145261e-09,3.484957606936234e-07
1990,1.0897301838674878e-08,3.628801497068679e-07
1991,8.7921980806982e-09,4.0209651963607485e-07
1992,1.1570882973988006e-08,3.7688017640036264e-07
1993,6.647049133334804e-09,3.683572864510154e-07
1994,8.967375175750192e-09,3.4181523700382854e-07
1995,5.4224509327127635e-09,3.855362429305842e-07
1996,8.540947504798169e-09,3.6245647194732555e-07
1997,7.671831392386252e-09,3.7879665093498716e-07
1998,4.7681290027412615e-09,3.5474881920904977e-07
1999,7.312321859131998e-09,3.5419058086461064e-07
2000,9.719669513685858e-09,3.649294040286577e-07
2001,9.638665504629884e-09,3.8510851485540343e-07
2002,7.009954394732176e-09,4.0263426637210387e-07
2003,1.3750845628823782e-08,3.9419091102388393e-07
2004,6.166707700039353e-09,4.00395537170084e-07
2005,1.531274873567412e-08,3.8056685180976046e-07
2006,7.823990788580204e-09,4.0190605332668383e-07
2007,1.278233413559704e-08,4.1023303509746256e-07
2008,7.2376472315394125e-09,4.0913996457447865e-07
2009,9.059565542202108e-09,4.1769366276867004e-07
2010,5.196172214727568e-09,4.520669838470326e-07
2011,1.1089518581197666e-08,5.212073759253144e-07
2012,4.765953853791416e-09,4.687656067758894e-07
2013,6.693900100884775e-09,4.682940817346548e-07
2014,4.7639794331644225e-09,5.424439954992977e-07
2015,3.989835573037226e-09,4.402118847224301e-07
2016,3.935546166733417e-09,3.92726060560733e-07
2017,5.0312225496895735e-09,4.3696168994245e-07
2018,5.421080029321956e-09,4.414308092393071e-07
2019,6.887666881283394e-09,3.961683967546037e-07
