year,dernier_ADJ est_NOUN,dernier_ADJ geste_NOUN
1874,5.974609140757536e-10,3.2262889249068394e-08
1875,5.721527140956084e-10,2.803548326824057e-08
1876,6.04601479992084e-10,1.813804395567331e-08
1877,4.947852905168304e-09,2.783167118991514e-08
1878,6.039088673581716e-10,1.69094480639842e-08
1879,0.0,1.1607718342077078e-08
1880,1.2835692508872398e-09,1.9895322722618403e-08
1881,6.972507571312292e-10,1.673401861523871e-08
1882,0.0,1.2645231528551903e-08
1883,0.0,1.1374810426900694e-08
1884,6.601696966868076e-10,2.772712726084592e-08
1885,1.933690763067375e-09,1.6114089618213256e-08
1886,0.0,1.7424351739236954e-08
1887,1.9586774424595887e-09,2.6115698048556624e-08
1888,3.804368819970705e-09,1.775372027168487e-08
1889,1.8795410228200637e-09,2.0674951528576457e-08
1890,1.3108772956016423e-09,2.4906668727453507e-08
1891,5.099376032546843e-09,7.0116419337296065e-09
1892,6.268512375839919e-10,2.1312942521944933e-08
1893,0.0,1.9091091374434654e-08
1894,6.9316932194141145e-09,2.457600345451283e-08
1895,0.0,2.888934957923084e-08
1896,5.897029031753931e-09,2.1229304536518612e-08
1897,2.9133566670225264e-09,3.204692333724779e-08
1898,5.6583548957434e-10,4.130599151608294e-08
1899,0.0,2.4874102777516782e-08
1900,5.191053142894475e-10,4.516216134398121e-08
1901,5.588738916095792e-10,4.6945405896003933e-08
1902,4.910283846193408e-10,3.191684572190212e-08
1903,1.0800440541913758e-09,3.348136701220028e-08
1904,5.374625189347171e-10,3.869730136329963e-08
1905,5.160759042333041e-10,3.612531429553201e-08
1906,5.144184522798412e-10,7.870602247717073e-08
1907,0.0,9.102832682073014e-08
1908,0.0,8.447589294746649e-08
1909,0.0,8.30648507199605e-08
1910,0.0,9.993561889132252e-08
1911,5.320374141248863e-10,7.448523575703803e-08
1912,5.209421227725386e-10,9.481146950873764e-08
1913,1.590896969716482e-09,7.795394907361697e-08
1914,6.696743715117748e-10,8.839701592933125e-08
1915,3.534228465440492e-09,1.1898569596269226e-07
1916,1.0987462051303964e-09,9.559091851407686e-08
1917,1.0966424435210342e-09,1.7875271129952353e-07
1918,0.0,1.8033610427181657e-07
1919,0.0,1.114149625891514e-07
1920,3.786115865267448e-09,7.345064778618848e-08
1921,0.0,9.087296604093353e-08
1922,3.6889677978990676e-09,8.705963683297568e-08
1923,1.0615948120573648e-09,1.0085150847771729e-07
1924,1.289162443462999e-09,1.0442215625516837e-07
1925,2.1996355847875293e-09,1.055825080698014e-07
1926,2.229227691330493e-09,8.805449103199692e-08
1927,4.4596899506643695e-09,1.248713160650894e-07
1928,2.2852082448565625e-09,9.940656076068421e-08
1929,3.342121912552898e-09,1.0026365515614089e-07
1930,2.100720708497761e-09,8.087774716614149e-08
1931,3.4216069977333063e-09,8.211856794559935e-08
1932,1.205549005067752e-08,7.014103431401963e-08
1933,0.0,8.602996359741155e-08
1934,0.0,1.2101395441277418e-07
1935,2.393656828303392e-09,8.976213194955562e-08
1936,3.6374143697059935e-09,1.3094691553305893e-07
1937,1.2591118148108649e-09,9.94698368117497e-08
1938,1.2965214457594243e-09,9.983214965814113e-08
1939,3.058810094103137e-09,8.564667997035258e-08
1940,0.0,6.339457114812319e-08
1941,0.0,1.0920559390115159e-07
1942,0.0,1.0923162352405313e-07
1943,2.9032352077962287e-09,1.5096823369198376e-07
1944,6.4263723231761105e-09,1.0282195717081777e-07
1945,0.0,1.67744809598247e-07
1946,0.0,1.4338736864516477e-07
1947,1.1920870957027319e-09,1.0728783905733508e-07
1948,0.0,1.315498394660608e-07
1949,2.9451024952109606e-09,1.0013348372694963e-07
1950,1.0635361480382244e-09,1.425138407284976e-07
1951,1.0661401761424827e-09,1.172754195977177e-07
1952,3.1634410646574906e-09,1.0333908084803056e-07
1953,4.3095309543161875e-09,1.1312519021533518e-07
1954,3.9090144454689835e-09,1.3095198880819225e-07
1955,1.8771215692936494e-09,1.5298540789743242e-07
1956,4.360570571293465e-09,1.42154604532152e-07
1957,8.835037701437898e-10,1.016029301803556e-07
1958,4.136121778408608e-09,1.2656531789279057e-07
1959,3.100299128533379e-09,1.0308494380328881e-07
1960,7.612916852473006e-09,1.1627000262581788e-07
1961,7.64297514166401e-09,1.1325499826853047e-07
1962,3.8051738426858606e-09,1.1732619570326008e-07
1963,3.2330267352165265e-09,1.5518527929359038e-07
1964,2.433587276140514e-09,1.2715493713510995e-07
1965,2.188817405102128e-09,1.2093215906450183e-07
1966,3.877352328096606e-09,1.1964401769315458e-07
1967,3.9442684118817795e-09,1.3213299698833225e-07
1968,3.5931326802796093e-09,1.3204763232854688e-07
1969,7.266812429573832e-09,8.493087164107571e-08
1970,1.8394900047624674e-09,1.048509304379941e-07
1971,3.083038491169532e-09,1.0071259115562725e-07
1972,3.5911027485013847e-09,1.1235021446509563e-07
1973,1.6539611902288698e-09,1.3176557289718005e-07
1974,1.687671502548227e-09,8.944658702603192e-08
1975,8.567220266542108e-09,1.1251616083285398e-07
1976,4.570821388050206e-09,1.0684295004281807e-07
1977,5.289103655048422e-09,1.0166832531410819e-07
1978,7.722768868845264e-09,1.0871282496438539e-07
1979,4.681578791299046e-09,1.3049901215200777e-07
1980,4.5481204913322415e-09,1.279158921008161e-07
1981,2.5302198114474095e-09,1.0563667962593115e-07
1982,1.2415004579935385e-09,1.1545954325953289e-07
1983,1.8945948143667124e-09,1.3072703719529954e-07
1984,1.7397025486864948e-09,1.3453700076215824e-07
1985,1.8046674155058895e-09,1.2331894083672523e-07
1986,5.994485463567401e-10,1.234863982180201e-07
1987,1.8332450557601021e-09,1.0693929519689505e-07
1988,5.996553809062277e-10,1.4391728964113781e-07
1989,1.6464366536794728e-09,1.207386888246731e-07
1990,2.179460389939436e-09,1.1769085772606047e-07
1991,3.516879065745826e-09,1.3305525481399627e-07
1992,5.509944167592096e-10,1.327896614888857e-07
1993,2.7696037130375828e-09,1.3737233839350438e-07
1994,2.6374632478010085e-09,1.2659823744876064e-07
1995,4.33796071286352e-09,1.1170248520597781e-07
1996,2.135236876199542e-09,1.329185006504474e-07
1997,1.438468344439059e-09,1.2754418721172556e-07
1998,1.43043876743576e-09,1.4256706171167366e-07
1999,2.285100608734325e-09,1.265945785977607e-07
2000,8.836062992401139e-10,1.122179971169146e-07
2001,2.1906058911280724e-09,1.0295847330255015e-07
2002,2.628732898024566e-09,1.3450349811705564e-07
2003,3.333538334260311e-09,1.245909986846705e-07
2004,8.809582507929292e-10,1.2157223994169186e-07
2005,1.8014998381943315e-09,1.062884926739116e-07
2006,2.47073389525454e-09,1.4494973066270234e-07
2007,7.988958938831558e-10,1.386084413912414e-07
2008,3.405951742863067e-09,1.3198063308905716e-07
2009,1.430457752249481e-09,1.6259536561591403e-07
2010,2.3618965672156378e-09,1.5163375932658596e-07
2011,7.64794394481072e-10,1.8813941937700918e-07
2012,6.808505426114664e-10,2.1957429496843872e-07
2013,1.3945624655065103e-09,2.2982390790460272e-07
2014,4.330890368553497e-10,2.4945929544273326e-07
2015,1.5516028045725605e-09,2.1944095918158268e-07
2016,1.8642060672924288e-09,1.9615589907928666e-07
2017,7.54683426862357e-10,2.087957444718569e-07
2018,1.2907333535316923e-09,2.2536204413725613e-07
2019,1.275493877184175e-09,2.107115879557142e-07
