year,voulait_VERB oser_VERB,voulait_VERB causer_VERB
1854,0.0,5.195664343204953e-09
1855,0.0,2.175844215912548e-08
1856,0.0,1.2425253714809514e-08
1857,0.0,1.4644527368545823e-08
1858,9.787352039936081e-10,1.1255455234504552e-08
1859,1.018434669930457e-09,1.782260738991681e-08
1860,0.0,1.4646988510946812e-08
1861,0.0,1.4147890858851042e-08
1862,0.0,1.400575744270327e-08
1863,0.0,6.493007020935693e-09
1864,0.0,6.712618905169165e-09
1865,0.0,1.1296426905005319e-08
1866,0.0,2.0435575009969398e-08
1867,0.0,1.0190904120577216e-08
1868,0.0,7.903798504571569e-09
1869,0.0,2.197583626184496e-08
1870,0.0,4.013834153937523e-09
1871,0.0,1.3807530230280918e-08
1872,1.2094678591978436e-09,3.0236697590169115e-09
1873,0.0,1.0176207432266438e-08
1874,0.0,9.559374625212058e-09
1875,0.0,2.1741803024610817e-08
1876,0.0,1.3301232115736639e-08
1877,6.184816214727107e-09,1.1132669008873108e-08
1878,2.4156354694326865e-09,1.509772218355465e-08
1879,6.10932526790009e-10,1.0996785704264767e-08
1880,0.0,1.2193908105473383e-08
1881,1.3945015142624584e-09,1.324776466304911e-08
1882,0.0,9.317538740560849e-09
1883,0.0,1.3902545781263598e-08
1884,0.0,1.7824582698722224e-08
1885,0.0,3.2228177904158883e-09
1886,0.0,1.0325542199041138e-08
1887,0.0,3.9173548849191775e-09
1888,0.0,4.4384300679212174e-09
1889,0.0,7.51816386923565e-09
1890,0.0,1.0487018364813139e-08
1891,1.2748440081367107e-09,8.286486163910922e-09
1892,0.0,1.4417578242387208e-08
1893,0.0,1.847524977449666e-08
1894,0.0,5.671385139294216e-09
1895,0.0,4.213029924926559e-09
1896,0.0,1.47425724961181e-08
1897,0.0,4.661370844871726e-09
1898,0.0,6.7900258748920805e-09
1899,5.527578395003729e-10,4.4220627160029835e-09
1900,0.0,1.557315876254961e-08
1901,0.0,7.265360757457984e-09
1902,4.419255628107521e-09,1.276673788908056e-08
1903,1.6200660812870638e-09,1.2420506401156217e-08
1904,5.374625189347171e-10,1.6123875568041512e-08
1905,1.5482277682110634e-09,1.2901897328276846e-08
1906,5.144184522798412e-10,9.773950537805831e-09
1907,5.142843373384665e-10,2.3142794347563722e-08
1908,0.0,2.4556945366072114e-09
1909,0.0,1.5402754627302784e-08
1910,0.0,5.34415089958884e-09
1911,0.0,1.649316061502759e-08
1912,0.0,1.1981668990301841e-08
1913,0.0,1.484837142129436e-08
1914,6.696743715117748e-10,1.6072185360371805e-08
1915,0.0,9.424609537234119e-09
1916,0.0,2.0876177231343718e-08
1917,0.0,7.676496771580332e-09
1918,0.0,2.756730310693456e-08
1919,0.0,1.749491218561161e-08
1920,0.0,9.086678076641874e-09
1921,7.572747429129834e-10,6.058197943303867e-09
1922,0.0,1.623145884366295e-08
1923,0.0,1.1677542488541803e-08
1924,0.0,1.289162443462999e-09
1925,0.0,1.3197813508725176e-08
1926,4.458455382660986e-09,1.4489979882625903e-08
1927,1.1149224876660924e-09,2.3413372574054847e-08
1928,0.0,1.82816659588525e-08
1929,0.0,1.0026365515614089e-08
1930,0.0,1.6805765667982087e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,5.4797681947604815e-09
1933,0.0,0.0
1934,0.0,9.585264137967897e-09
1935,0.0,1.555876849579363e-08
1936,0.0,6.0623572828433225e-09
1937,0.0,1.6368453259474336e-08
1938,0.0,7.779128452511941e-09
1939,0.0,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,0.0,5.960435700558264e-09
1948,2.174377566888097e-09,7.610321262063735e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,1.0635361480382244e-09
1951,0.0,5.330700769690111e-09
1952,0.0,0.0
1953,0.0,4.3095309543161875e-09
1954,0.0,4.886268278880834e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,9.593255967388359e-09
1957,0.0,1.7670075402875796e-09
1958,0.0,1.6544486891589827e-09
1959,0.0,7.750747599288843e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,3.47407969059077e-09
1962,0.0,3.805173953708163e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,2.4335873316516654e-09,3.041984220075733e-09
1965,5.472043373977442e-10,5.47204326295514e-09
1966,0.0,4.985167390003653e-09
1967,1.9721342336964653e-09,3.451234853457663e-09
1968,4.4914158503495116e-10,1.3474247273492779e-09
1969,0.0,4.995933444718048e-09
1970,0.0,2.2993624781975086e-09
1971,1.541519245584766e-09,4.624557625731995e-09
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,5.625571675160757e-10,2.812785782069227e-09
1975,0.0,3.998036124386317e-09
1976,0.0,5.713526984862938e-09
1977,0.0,4.11374712072643e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,5.851973350345929e-10,5.851973128301324e-09
1980,0.0,7.390696055153967e-09
1981,0.0,1.8976649140967083e-09
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,0.0,4.639206796497319e-09
1985,0.0,4.210890747202711e-09
1986,0.0,1.1988970927134801e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,0.0,2.99827696004229e-09
1989,0.0,5.488121956886971e-09
1990,5.44865097484859e-10,2.179460389939436e-09
1991,1.1722930404189924e-09,7.6199047072123e-09
1992,0.0,1.65298330578878e-09
1993,0.0,1.661762283333701e-09
1994,5.274926606624319e-10,3.164955852952289e-09
1995,5.422450821690461e-10,2.7112254663563817e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,7.671831170341648e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,0.0,4.570201106446348e-09
2000,0.0,3.5344251969604557e-09
2001,0.0,5.257454027685071e-09
2002,4.38122149670761e-10,1.752488598683044e-09
2003,1.6667691671301554e-09,5.000307723435071e-09
2004,8.809582507929292e-10,7.928623979580607e-09
2005,9.007499190971657e-10,7.205999352777326e-09
2006,0.0,6.1768350434476815e-09
2007,1.997239706952314e-09,7.988958938831558e-10
2008,0.0,3.405951742863067e-09
2009,0.0,9.53638501499654e-09
2010,9.447586046817946e-10,9.919965293647692e-09
2011,1.911985902935953e-09,3.059177577924288e-09
2012,3.404252713057332e-10,8.851056776393307e-09
2013,1.3945624655065103e-09,1.0877587719448911e-08
2014,1.0827225782605865e-09,1.2343037703033133e-08
2015,1.5516027351836215e-09,1.5294370214746777e-08
2016,6.214020409345267e-10,1.636358604173438e-08
2017,1.0062445321423752e-09,1.0565567976072998e-08
2018,2.8396134332808742e-09,1.523065407127433e-08
2019,1.02039510174734e-09,1.3265136544760026e-08
