year,grand_ADJ are_NOUN,grand_ADJ quart_NOUN
1865,4.706844247692743e-09,7.107335164846518e-08
1866,1.9462451650298362e-09,9.147352386662533e-08
1867,8.249779526181555e-09,7.23068893648815e-08
1868,2.9639244392143382e-09,7.706203319912674e-08
1869,3.906815315701806e-09,5.7137174991339634e-08
1870,6.880858549607183e-09,5.6193677266946906e-08
1871,1.0621177271019633e-09,5.629224020253787e-08
1872,3.628403577593531e-09,7.438227100919903e-08
1873,3.591602570907071e-09,6.70432527272169e-08
1874,5.974609251779839e-09,7.34876905994497e-08
1875,5.149374260327022e-09,6.636971505713518e-08
1876,6.04601479992084e-09,6.771536220639973e-08
1877,2.4739263970730008e-09,8.102109205765373e-08
1878,3.0195443923020093e-09,6.884560832531861e-08
1879,6.720257683667796e-09,7.697749992985337e-08
1880,3.2089231272180996e-09,5.455169471701993e-08
1881,2.091752326904839e-09,8.506459181489845e-08
1882,2.6621540527571597e-09,7.387477296560974e-08
1883,3.159669414998234e-09,1.0806069639102134e-07
1884,4.621187876807653e-09,8.582205879292815e-08
1885,5.156508553483263e-09,9.023889901982329e-08
1886,5.162771099520569e-09,6.453463896605172e-08
1887,3.9173548849191775e-09,9.140494228176976e-08
1888,2.53624587998047e-09,5.135897751529228e-08
1889,5.012109394186837e-09,6.766347837583453e-08
1890,2.4251230357208442e-08,4.7191583973926754e-08
1891,3.1871101313640793e-09,6.947900033082988e-08
1892,7.522214851007902e-09,4.2625885043889866e-08
1893,3.079208221734575e-09,5.480990594719515e-08
1894,6.301539290376468e-10,6.238524008495006e-08
1895,2.4074457982692365e-09,7.402896073926968e-08
1896,6.486732040400511e-09,4.8945342001616154e-08
1897,3.4960281336537946e-09,5.651912005077975e-08
1898,5.6583546736987955e-09,7.695362569393183e-08
1899,3.8693048765026106e-09,5.9145087050183065e-08
1900,6.748368974740515e-09,4.8276795894253155e-08
1901,3.353243460679778e-09,6.4829372092845e-08
1902,6.38336894454028e-09,1.1097241525703794e-07
1903,2.1600881083827517e-09,6.642270733436817e-08
1904,6.449550227216605e-09,3.547252447333449e-08
1905,4.1286072338664326e-09,3.9221767167418875e-08
1906,8.745113966313056e-09,6.790323681116206e-08
1907,5.142843484406967e-09,3.959989314239465e-08
1908,3.929111258571538e-09,6.679488961935931e-08
1909,7.701377313651392e-09,7.041258953677243e-08
1910,4.809735720812114e-09,7.268045010278001e-08
1911,5.852411444351446e-09,5.054355511902031e-08
1912,6.772247651554153e-09,5.365703970028335e-08
1913,2.121195885607108e-09,5.1438998838193584e-08
1914,7.366418142140674e-09,3.8171439342704616e-08
1915,8.246533234057551e-09,6.361611326610728e-08
1916,2.197492410260793e-09,3.625862632361532e-08
1917,1.0966424435210342e-09,6.68951898319392e-08
1918,1.033773866510046e-08,3.9053681177847466e-08
1919,4.603924352863942e-09,2.762354434082681e-08
1920,3.028892692213958e-09,6.057785384427916e-08
1921,6.058197943303867e-09,5.982470696608289e-08
1922,2.951174193910333e-09,3.8365264742878935e-08
1923,8.492758496458919e-09,2.9724654737606215e-08
1924,2.578324886925998e-09,5.9301473953610184e-08
1925,5.499089184013428e-09,6.708888378170741e-08
1926,4.458455382660986e-09,6.576221522891501e-08
1927,2.2298449753321847e-09,1.3156085287846508e-07
1928,4.570416489713125e-09,6.969884935870141e-08
1929,2.2280812750352652e-09,7.01845621620123e-08
1930,8.402882833991043e-09,5.3568378177715203e-08
1931,3.4216069977333063e-09,7.071321306284517e-08
1932,0.0,6.24693612394367e-08
1933,3.4411986593596566e-09,5.850037609889114e-08
1934,1.1981580172459871e-09,4.4331848414458364e-08
1935,1.196828414151696e-09,3.111753699158726e-08
1936,0.0,5.941110003959693e-08
1937,3.777335333410292e-09,3.651424407280501e-08
1938,2.5930428915188486e-09,4.019216603978748e-08
1939,1.5294050470515685e-09,2.4470480752825097e-08
1940,5.0715658339584024e-09,5.5787225505810056e-08
1941,1.1806010391524069e-08,4.7224041566096275e-08
1942,3.034211770724937e-09,4.8547388331598995e-08
1943,5.806470415592457e-09,6.387117679196308e-08
1944,1.2852744646352221e-08,5.1410978585408884e-08
1945,6.535512131478072e-09,6.753362669087437e-08
1946,0.0,4.872386583087973e-08
1947,1.1920870957027319e-09,4.52993091926146e-08
1948,0.0,5.3272248834446145e-08
1949,0.0,4.22131343214005e-08
1950,2.1270722960764488e-09,4.998619829166273e-08
1951,2.1322803522849654e-09,6.716683031982029e-08
1952,4.2179215675730575e-09,4.8506098693223976e-08
1953,3.232148326759443e-09,4.740483916521043e-08
1954,9.772536113672459e-10,6.058972701339371e-08
1955,1.8771215692936494e-09,4.411235821066839e-08
1956,2.616342476002842e-09,2.616342520411763e-08
1957,0.0,2.6505112771246786e-08
1958,2.4816730892496253e-09,3.4743422361316334e-08
1959,4.650448914844674e-09,3.410329085795638e-08
1960,6.920833350854139e-10,4.290916777449638e-08
1961,1.3896318540318475e-09,4.794229724325305e-08
1962,6.341956404476434e-10,4.1856910826254534e-08
1963,3.2330267352165265e-09,4.7202188824257973e-08
1964,2.4335873316516654e-09,3.832900219435942e-08
1965,1.0944086747954884e-09,2.7360217202954118e-08
1966,5.539074754423723e-10,7.366969612121466e-08
1967,0.0,3.254021407883556e-08
1968,4.042274071025531e-09,4.042274426296899e-08
1969,4.5417578031781147e-10,4.723428048691858e-08
1970,4.5987250119061684e-10,2.8052221878738237e-08
1971,0.0,3.699646100585596e-08
1972,1.0260293725750103e-09,4.565830735714371e-08
1973,4.410563025913916e-09,4.2451670623222526e-08
1974,1.1251143350321513e-09,3.037808582462276e-08
1975,0.0,1.599214449754527e-08
1976,2.285410749536254e-09,2.399681342524218e-08
1977,0.0,2.703319701424789e-08
1978,5.940591352171509e-10,2.198018833610149e-08
1979,1.1703946700691858e-09,2.0481905949054635e-08
1980,5.685150683554241e-10,2.615169236719339e-08
1981,1.2651099057237047e-09,2.340453342242199e-08
1982,6.207502289967692e-10,2.1726258125909226e-08
1983,1.2630632095778083e-09,2.273513821648976e-08
1984,0.0,2.7255339318799088e-08
1985,1.2031116103372597e-09,1.3835783185811579e-08
1986,0.0,2.577628777089558e-08
1987,0.0,1.8943532964499354e-08
1988,0.0,2.6384837426007834e-08
1989,5.488122178931576e-10,2.1952487827547884e-08
1990,0.0,2.5608660081388734e-08
1991,0.0,2.6962739596569918e-08
1992,1.1019888335184191e-09,3.195767561692264e-08
1993,0.0,2.9911721100006616e-08
1994,0.0,2.9012095836833396e-08
1995,0.0,2.76544991351102e-08
1996,5.338092190498855e-10,2.7224270837677977e-08
1997,0.0,2.4453962410575514e-08
1998,0.0,2.527108478034279e-08
1999,4.570201161957499e-10,3.153438754566196e-08
2000,4.4180314962005696e-10,3.401884285381129e-08
2001,0.0,4.249775287235025e-08
2002,0.0,4.205972459203622e-08
2003,4.1669229178253886e-10,3.333538245442469e-08
2004,8.809582507929292e-10,3.3916894182084434e-08
2005,0.0,4.053374524914943e-08
2006,0.0,4.117890028965121e-08
2007,0.0,5.472436725995067e-08
2008,8.514879357157668e-10,4.044567702976565e-08
2009,4.76819250749827e-10,3.147006921722095e-08
2010,4.723793023408973e-10,2.8815136943194375e-08
2011,3.82397197240536e-10,3.1738967010142005e-08
2012,6.808505426114664e-10,5.174464234869447e-08
2013,0.0,5.1598814110320745e-08
2014,0.0,7.145968794475266e-08
2015,4.433150790905671e-10,6.361571536217525e-08
2016,4.1426800878596737e-10,8.513207916394094e-08
2017,0.0,3.270294612889302e-08
2018,0.0,5.266192104613765e-08
2019,0.0,6.734607893577049e-08
