year,sont_VERB assez_ADV,sont_VERB cassées_ADJ
1800,1.1730877304216847e-05,0.0
1801,1.1734467989299446e-05,0.0
1802,1.2816110029234551e-05,2.2378401354217203e-09
1803,1.5165837794484105e-05,0.0
1804,1.0132116585737094e-05,0.0
1805,1.2309660633036401e-05,0.0
1806,8.913002602639608e-06,0.0
1807,1.001558848656714e-05,0.0
1808,1.3118302376824431e-05,1.5862518409903714e-08
1809,1.1498465028125793e-05,0.0
1810,8.094498298305552e-06,0.0
1811,1.0263972399116028e-05,0.0
1812,9.959355338651221e-06,8.00162425207418e-09
1813,1.0392930562375113e-05,0.0
1814,8.67224207468098e-06,0.0
1815,1.0060643944598269e-05,0.0
1816,1.234355841006618e-05,0.0
1817,1.1214158803340979e-05,0.0
1818,9.53455764829414e-06,0.0
1819,9.254873475583736e-06,0.0
1820,8.736103154660668e-06,0.0
1821,8.924646863306407e-06,0.0
1822,9.278707693738397e-06,1.0025615893027862e-09
1823,8.29849250294501e-06,0.0
1824,8.445534149359446e-06,0.0
1825,9.41477992455475e-06,0.0
1826,9.440397661819588e-06,0.0
1827,8.892825462680776e-06,0.0
1828,1.1500231266836636e-05,0.0
1829,1.095737661671592e-05,0.0
1830,1.0858483619813342e-05,0.0
1831,1.2002110452158377e-05,0.0
1832,9.870112990029156e-06,0.0
1833,1.12164270831272e-05,0.0
1834,9.017157026391942e-06,0.0
1835,9.259488251700532e-06,0.0
1836,8.365989742742386e-06,0.0
1837,9.631808097765315e-06,0.0
1838,8.632512617623433e-06,0.0
1839,8.973558578873053e-06,0.0
1840,7.485657988581806e-06,0.0
1841,8.496954251313582e-06,0.0
1842,7.676268069189973e-06,0.0
1843,8.507133316015825e-06,0.0
1844,8.174114555004053e-06,0.0
1845,8.3826180343749e-06,0.0
1846,9.017688171297777e-06,0.0
1847,7.693973202549387e-06,0.0
1848,8.502190212311689e-06,0.0
1849,8.536948371329345e-06,0.0
1850,7.724519491603132e-06,0.0
1851,7.918621122371405e-06,0.0
1852,8.586107469454873e-06,0.0
1853,9.610629604139831e-06,0.0
1854,8.091727977443952e-06,0.0
1855,8.607321433373727e-06,0.0
1856,8.061401786108036e-06,0.0
1857,7.854836439946666e-06,0.0
1858,7.414408628392266e-06,0.0
1859,7.936660949781071e-06,0.0
1860,8.16706960904412e-06,0.0
1861,7.821426152077038e-06,0.0
1862,7.538259978900896e-06,0.0
1863,7.015943992882967e-06,0.0
1864,7.952536179800518e-06,0.0
1865,8.183790669136215e-06,0.0
1866,8.093947144516278e-06,0.0
1867,8.694297321198974e-06,0.0
1868,9.337350093119312e-06,4.93987406535723e-10
1869,8.57350642036181e-06,0.0
1870,8.278246241388842e-06,0.0
1871,8.07315700512845e-06,0.0
1872,8.399149919569027e-06,0.0
1873,9.92299919744255e-06,5.986004469882289e-10
1874,9.482899258728139e-06,0.0
1875,9.267157111025881e-06,0.0
1876,9.825378583627753e-06,0.0
1877,1.0070117241411936e-05,0.0
1878,9.416750799573492e-06,0.0
1879,9.606303137843497e-06,0.0
1880,9.223728739016224e-06,6.417846254436199e-10
1881,9.25600397749804e-06,0.0
1882,9.542491170577705e-06,0.0
1883,9.628776751924306e-06,0.0
1884,9.478056199441198e-06,0.0
1885,9.812190910452046e-06,0.0
