year,put_VERB ouvrir_VERB,put_VERB couvrir_VERB
1909,3.740668930163338e-08,6.0510818578052294e-09
1910,2.4583092894658876e-08,2.137660271017694e-09
1911,2.2345570727111408e-08,5.3203743632934675e-09
1912,3.5945006970905524e-08,7.814131564032323e-09
1913,3.446943352969356e-08,7.954484182448596e-09
1914,4.3528835647066444e-08,3.3483718020477227e-09
1915,3.534228554258334e-08,1.1780761921542648e-09
1916,4.2851102222130066e-08,0.0
1917,7.566833204464274e-08,1.4256351654751143e-08
1918,2.1824114071478107e-08,2.2972752589112133e-09
1919,3.4069039145379065e-08,6.4454939163738345e-09
1920,3.180337415642498e-08,1.3630017114962811e-08
1921,2.3475516641724425e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,8.853522359686394e-09
1923,3.6094224498128824e-08,8.492758496458919e-09
1924,3.0939897754933554e-08,3.867487219366694e-09
1925,3.959344141435395e-08,5.499089184013428e-09
1926,3.343841470382358e-08,3.343841648018042e-09
1927,4.3481975353643065e-08,6.689535148041159e-09
1928,3.7705934374798744e-08,6.8556245125250825e-09
1929,6.238627747734427e-08,5.570202965543558e-09
1930,3.046045193855207e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,3.287861005674131e-08,9.863582839386709e-09
1933,4.3588517684156614e-08,6.882397318719313e-09
1934,3.354842448288764e-08,1.1981580172459871e-09
1935,4.0692164304800826e-08,2.393656828303392e-09
1936,2.66743711563322e-08,6.0623572828433225e-09
1937,1.7627565185307503e-08,3.777335333410292e-09
1938,3.3709557811789637e-08,1.1668692678767911e-08
1939,3.058810094103137e-08,4.588215141154706e-09
1940,2.2822046474857416e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,3.944475324146879e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,3.485606470121638e-08,4.357008087652048e-09
1946,2.645009899993056e-08,5.568441707737293e-09
1947,2.8610090296865565e-08,4.7683483828109274e-09
1948,2.717971980814582e-08,3.2615663503321457e-09
1949,2.3560819073509265e-08,2.945102384188658e-09
1950,2.5524867552917385e-08,0.0
1951,2.5587365115598004e-08,2.1322803522849654e-09
1952,3.690681538159879e-08,9.490323193972472e-09
1953,3.44762476345295e-08,5.386913581872932e-09
1954,2.7363100230104465e-08,8.795282724349818e-09
1955,2.9095383879962355e-08,4.6928039232341234e-09
1956,1.3953826538681824e-08,5.232684952005684e-09
1957,2.738861759610245e-08,1.7670075402875796e-09
1958,3.060729980575161e-08,4.1361216673863055e-09
1959,2.015194411342236e-08,3.100299128533379e-09
1960,3.18358317485945e-08,2.076250060767393e-09
1961,3.821487482014163e-08,2.08444772553662e-09
1962,1.7123282347597524e-08,3.805173953708163e-09
1963,3.556329275511416e-08,2.5864212993553792e-09
1964,2.6161064425878067e-08,0.0
1965,1.860494691641179e-08,3.830430195250756e-09
1966,2.326411419062424e-08,3.3234448526542337e-09
1967,2.070740912074598e-08,1.4791006197611978e-09
1968,3.188905139950293e-08,3.5931326802796093e-09
1969,2.043791091921321e-08,4.5417578031781147e-10
1970,2.5292987260172595e-08,4.598724956395017e-09
1971,2.363662865434435e-08,4.1107179882260425e-09
1972,1.7442499000708267e-08,5.130146973897354e-09
1973,2.4809416743210022e-08,6.615844760915479e-09
1974,2.1377172032543967e-08,1.1251143350321513e-09
1975,1.3707552426467373e-08,2.8557400888473694e-09
1976,1.5997875024709174e-08,3.4281160132820787e-09
1977,1.2928920156696222e-08,1.7630346071939584e-09
1978,1.7821774278559133e-08,2.3762365408686037e-09
1979,1.9896710057309974e-08,2.3407893401383717e-09
1980,2.1603572264439208e-08,2.2740602734216964e-09
1981,2.909752794266751e-08,6.325549528618524e-10
1982,1.6139505731871395e-08,6.207502289967692e-10
1983,1.515675762675528e-08,1.89459470334441e-09
1984,1.2177918229383522e-08,4.059305780401701e-09
1985,2.285912081845254e-08,3.0077789148208467e-09
1986,1.8582904104391673e-08,2.3977941854269602e-09
1987,1.4054879038383206e-08,3.6664902225425067e-09
1988,1.8589316752581908e-08,1.1993107618124554e-09
1989,1.8659616074501173e-08,2.7440609784434855e-09
1990,1.3621627381610324e-08,1.6345953479657283e-09
1991,2.3445860364290638e-08,1.1722930404189924e-09
1992,1.652983172562017e-08,1.1019888335184191e-09
1993,1.994114740000441e-08,1.1078414852150331e-09
1994,2.2154692302933654e-08,4.2199412852994556e-09
1995,2.277429267394382e-08,2.1689803286761844e-09
1996,1.5480466686312866e-08,5.338092190498855e-10
1997,1.965906726297817e-08,3.3564262480467733e-09
1998,1.5258013519314773e-08,6.675381136744818e-09
1999,1.7366764026860437e-08,5.0272213059088244e-09
2000,2.164835422036049e-08,2.2090156370779823e-09
2001,1.3581756164171566e-08,1.3143635069212678e-09
2002,1.8839251936242363e-08,2.6287327870022636e-09
2003,1.4167538253673229e-08,2.9168460979889232e-09
2004,1.3214373595360485e-08,3.9643119897903034e-09
2005,1.8915748967174295e-08,1.3511248786457486e-09
2006,1.8942293067425453e-08,1.2353669198716943e-09
2007,2.157018919035636e-08,3.1955835755326234e-09
2008,2.3415918093405708e-08,1.2772318758180745e-09
2009,1.9549588614609092e-08,2.384096253749135e-09
2010,2.5980861906305108e-08,0.0
2011,2.7532598423363197e-08,4.5887662558641296e-09
2012,3.5063802528156884e-08,3.744677901096338e-09
2013,4.6299476252897875e-08,3.6258624991347688e-09
2014,4.0710368409691e-08,2.3819897165822113e-09
2015,3.657349267882637e-08,6.428068743957738e-09
2016,4.018399835103992e-08,4.349814286541687e-09
2017,3.547011928617394e-08,2.264050280587071e-09
2018,3.949644167278166e-08,2.581466596041082e-09
2019,4.3621891876455265e-08,3.826481798085979e-09
