year,doit_VERB analyser_VERB,doit_VERB canaliser_VERB
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.9032351633873077e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,1.7881307101674793e-08,0.0
1948,1.522064252412747e-08,2.174377566888097e-09
1949,2.9451024730065e-08,3.9268033269479474e-09
1950,3.084254984742074e-08,8.508289184305795e-09
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,3.268889159357968e-08,3.1634410646574906e-09
1953,4.8482224457302436e-08,0.0
1954,3.0294863506696856e-08,1.9545072227344917e-09
1955,4.974372203037092e-08,9.385607846468247e-10
1956,4.360570926564833e-08,0.0
1957,2.9155623693100097e-08,2.6505113659425206e-09
1958,2.9780077070995503e-08,4.9633461784992505e-09
1959,3.332821663093455e-08,0.0
1960,5.259833457671448e-08,4.152500121534786e-09
1961,5.141637871020066e-08,5.55852741612739e-09
1962,5.0735650347633054e-08,6.341956404476434e-10
1963,5.043521511538529e-08,3.2330267352165265e-09
1964,4.137098486012292e-08,4.867174663303331e-09
1965,5.034279837445865e-08,1.0396882466068291e-08
1966,5.81602854765606e-08,3.3234448526542337e-09
1967,4.9796391010659136e-08,1.4791006197611978e-09
1968,5.704098171577243e-08,5.3896989093971115e-09
1969,5.495526878007695e-08,3.6334062425424918e-09
1970,6.208279046404641e-08,1.3796175313274261e-09
1971,5.3953172596266086e-08,4.1107179882260425e-09
1972,5.335352781798974e-08,7.182205497002769e-09
1973,5.8991279416886755e-08,5.513203671370093e-09
1974,6.075617164924552e-08,6.1881286761433785e-09
1975,6.511087491389844e-08,2.8557400888473694e-09
1976,6.284879816575994e-08,3.4281160132820787e-09
1977,6.229388560541338e-08,7.052138428775834e-09
1978,5.643561706847322e-08,4.752473081737207e-09
1979,4.9156575698816596e-08,3.5111840102075575e-09
1980,5.2871900635409474e-08,3.97960553399912e-09
1981,5.3767170271612486e-08,3.795329828193417e-09
1982,6.331652002700139e-08,3.1037510339615437e-09
1983,6.946847719291327e-08,3.157658134966823e-09
1984,5.3930779841948606e-08,1.739702604197646e-09
1985,6.015557829641693e-08,2.4062232206745193e-09
1986,7.193382600689802e-08,7.792831269171074e-09
1987,6.538574126579988e-08,4.277571630240118e-09
1988,7.315795613749287e-08,4.197587610832443e-09
1989,7.13455889922443e-08,1.0976244357863152e-09
1990,6.919786699199904e-08,6.538381391862913e-09
1991,6.447611866633451e-08,3.5168792322792797e-09
1992,6.99762878753063e-08,8.815910668147353e-09
1993,7.034793725324562e-08,3.323524566667402e-09
1994,7.437646587504787e-08,5.802419433820205e-09
1995,7.808328916780738e-08,4.880205572987961e-09
1996,7.740233343156433e-08,7.473328622609188e-09
1997,7.911575750085831e-08,7.671831170341648e-09
1998,6.15088637800909e-08,5.72175506974304e-09
1999,6.306877509132391e-08,6.398281460207045e-09
2000,6.98048978620136e-08,7.510653432518666e-09
2001,9.551041557642748e-08,5.257454027685071e-09
2002,8.543381824210883e-08,8.324320788233308e-09
2003,7.500461407516923e-08,2.5001538617175356e-09
2004,7.576240790285738e-08,7.928623979580607e-09
2005,7.431187043493992e-08,3.1526248278623825e-09
2006,6.506265748384976e-08,4.941467679486777e-09
2007,7.030283910580692e-08,5.192823504529542e-09
2008,6.513882766512324e-08,6.3861596011349775e-09
2009,7.390698186782174e-08,1.2874119548200724e-08
2010,7.794258749527216e-08,8.030448306328708e-09
2011,9.445210480407695e-08,1.0324724186716594e-08
2012,8.340418844454689e-08,4.425528388196653e-09
2013,5.968727379013217e-08,6.9728125495771565e-09
2014,6.626262205600142e-08,5.630157673408576e-09
2015,7.292533155123238e-08,5.319781060109108e-09
2016,5.095496646845277e-08,4.142679976837371e-09
2017,6.21355980001681e-08,5.282783988036499e-09
2018,5.421080118139798e-08,4.3884935685412074e-09
2019,5.841761918645716e-08,5.612172948588068e-09
