year,eût_VERB ouvert_VERB,eût_VERB couvert_VERB
1976,2.856763359204706e-08,1.142705374768127e-09
1977,2.7620874476497193e-08,5.876781838942691e-10
1978,3.861384456627093e-08,0.0
1979,3.920822067016161e-08,1.1703946700691858e-09
1980,2.1603572264439208e-08,0.0
1981,2.7199863694704618e-08,0.0
1982,2.5450759721934446e-08,6.207502289967692e-10
1983,2.273513821648976e-08,6.315316047889041e-10
1984,2.4355836458767044e-08,1.1598016991243298e-09
1985,2.5866899733273385e-08,6.015558051686298e-10
1986,2.45773907892044e-08,2.997242676272549e-09
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,1.9788627625416666e-08,5.996553809062277e-10
1989,2.798942233539492e-08,1.6464366536794728e-09
1990,2.0704874259536155e-08,1.6345953479657283e-09
1991,3.04796188288492e-08,0.0
1992,1.8733810946969243e-08,0.0
1993,2.6588196533339215e-08,5.539207426075166e-10
1994,2.3737170451454404e-08,2.1099706426497278e-09
1995,2.060531301140145e-08,5.422450821690461e-10
1996,1.5480466686312866e-08,5.338092190498855e-10
1997,2.013855748828064e-08,4.79489448146353e-10
1998,2.0979769033147022e-08,0.0
1999,2.2851006420410158e-08,4.570201161957499e-10
2000,1.678851901942835e-08,1.3254094488601709e-09
2001,1.7086726700199506e-08,2.6287270138425356e-09
2002,3.1106672793157486e-08,8.76244299341522e-10
2003,2.1251306492331423e-08,0.0
2004,1.805964444656638e-08,1.3214374039449694e-09
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,2.182481573242967e-08,8.235779835885637e-10
2007,1.8774054311165855e-08,7.988958938831558e-10
2008,1.5326783397995314e-08,0.0
2009,2.6701878041990312e-08,1.430457752249481e-09
2010,2.0312310056169736e-08,0.0
2011,2.2179037273417634e-08,1.529588788962144e-09
2012,4.5616985744345584e-08,3.404252713057332e-10
2013,5.578250039661725e-08,5.578250084070646e-10
2014,4.850597079553154e-08,8.661780737106994e-10
2015,7.58068807726886e-08,1.10828768384863e-09
2016,7.042556404712741e-08,2.278474076078396e-09
2017,3.6224804489393136e-08,5.031222660711876e-10
2018,5.033859906689031e-08,2.581466596041082e-09
2019,6.351959314088163e-08,7.65296326310505e-10
