year,eût_VERB ouvert_VERB,eût_VERB couvert_VERB
1800,2.200915076855381e-07,2.829747991484055e-08
1801,1.9287578822968499e-07,0.0
1802,9.175144555229053e-08,2.9091921760482364e-08
1803,1.5992782209650613e-07,0.0
1804,1.2359254242255702e-07,1.730295728918918e-08
1805,2.700733716665127e-07,0.0
1806,2.0171684411707247e-07,0.0
1807,1.5658253005312872e-07,2.562259560079383e-08
1808,1.2236799307174806e-07,4.5321479902327155e-09
1809,1.581321384946932e-07,0.0
1810,2.620942041176022e-07,2.3401267590372754e-09
1811,9.777599530025327e-08,0.0
1812,9.868670503010435e-08,1.600324850414836e-08
1813,7.764502640839055e-08,2.8757416448144113e-09
1814,6.922689976818219e-08,6.293354282149721e-09
1815,1.9959453823048534e-07,0.0
1816,1.5296186006708012e-07,2.3176038865813098e-09
1817,1.821541957269801e-07,9.341240669868967e-09
1818,2.133890717459508e-07,3.337929754820834e-08
1819,1.8424869097088958e-07,2.070210003424222e-09
1820,2.195298947071933e-07,1.1866481131050932e-08
1821,1.824375317482918e-07,2.1695274909916407e-08
1822,2.175558648787046e-07,3.5089655625597516e-08
1823,1.9666546791086148e-07,6.621399961659336e-08
1824,1.7515914407795208e-07,5.894778887238772e-09
1825,2.042862803364187e-07,0.0
1826,2.1315321419024258e-07,4.403992281964975e-09
1827,1.3457218983603525e-07,1.013900075008678e-08
1828,1.9628724601261638e-07,1.6510142586412258e-08
1829,2.1004281336445274e-07,1.0287811491593857e-08
1830,1.8264462653405644e-07,1.0436835395921662e-08
1831,1.5279381671007286e-07,6.236482441579483e-09
1832,1.6641862998767465e-07,1.0823975493678972e-08
1833,1.7027933552071772e-07,0.0
1834,1.3815105148751172e-07,2.14694217959277e-08
1835,1.2781617897417163e-07,4.5378527602224494e-09
1836,1.5995385638234438e-07,2.016224964762614e-09
1837,1.6629358867703559e-07,9.74104708006962e-09
1838,1.5969769151524815e-07,6.943378316748294e-09
1839,1.8317665251288417e-07,0.0
1840,2.0637791919853044e-07,1.0828470564661075e-08
1841,1.6821837789393612e-07,6.420548537278137e-09
1842,1.4355687483202928e-07,1.1404051036834062e-08
1843,1.4294724337560183e-07,1.1813821920725331e-08
1844,1.0428266250528395e-07,6.586273748609983e-09
1845,1.1495269802708208e-07,2.2320911785556063e-09
1846,1.2879903010798444e-07,7.025401593807601e-09
1847,1.380665253236657e-07,8.089835468183537e-09
1848,1.713632258315556e-07,6.43617736884039e-09
1849,1.1731180649121598e-07,7.54147322368226e-09
1850,1.5139461595481407e-07,8.146795238417326e-09
1851,1.6252585055553936e-07,7.094382858952031e-09
1852,1.1588770831849615e-07,9.114764054629632e-09
1853,1.0331442013011838e-07,1.1943863675867306e-09
1854,1.3352857308746025e-07,1.1950028522278444e-08
1855,1.215288563116701e-07,5.306937111981824e-09
1856,1.4910304457771417e-07,1.2942972915652717e-08
1857,2.1478639666838717e-07,7.322263684272912e-09
1858,1.448528053060727e-07,3.9149408159744326e-09
1859,1.4970989070661744e-07,5.601390462572908e-09
1860,1.7576385857864807e-07,7.781213007262977e-09
1861,9.90352404528494e-08,1.650587222457034e-08
1862,1.617439124856901e-07,1.9879140111811466e-08
1863,1.238665987557397e-07,3.496234635136375e-09
1864,1.80761247747796e-07,4.794728170054441e-09
1865,1.219072629510265e-07,1.553258677233771e-08
1866,1.5180712864548696e-07,9.731225603104576e-09
1867,1.1307050584719036e-07,1.747012134956094e-08
1868,1.0867722721741302e-07,8.397785578040384e-09
1869,1.1476269889953983e-07,1.2697149998075474e-08
1870,1.152543802618311e-07,7.454262984651905e-09
1871,1.4657224767233856e-07,2.1242354542039266e-09
1872,9.554796065458504e-08,5.442605477412599e-09
1873,1.1373408170811672e-07,1.7958012854535355e-09
1874,1.2486933087529906e-07,6.572069999322139e-09
1875,1.2072422350684064e-07,3.089624556196213e-08
1876,1.0882826728675354e-07,4.232210137899983e-09
1877,1.0514187209764714e-07,6.184815992682502e-10
1878,1.1051532311512346e-07,6.039088673581716e-10
1879,9.958200308801679e-08,7.94212251520321e-09
1880,9.305877313181554e-08,5.776061406947974e-09
1881,7.669758161910067e-08,6.972507571312292e-10
1882,1.3044554236785189e-07,5.324308105514319e-09
1883,1.2133131122027407e-07,6.319338829996468e-09
1884,1.2609241650807235e-07,1.3203393933736152e-09
1885,1.0828667740270248e-07,7.090199094506033e-09
1886,9.551126822771039e-08,2.5813855497602844e-09
1887,9.597518868531552e-08,5.876032105334161e-09
1888,1.0208389511490168e-07,2.53624587998047e-09
1889,8.395283401796405e-08,3.132568426877924e-09
1890,9.30722876546497e-08,7.209825181320184e-09
1891,1.0262494498647357e-07,1.2748440081367107e-09
1892,6.958048714977849e-08,6.268512375839919e-09
1893,8.560198949680853e-08,8.621783287310336e-09
1894,8.318031774479095e-08,4.411077725308132e-09
1895,6.500103921780465e-08,2.4074457982692365e-09
1896,9.022454605656094e-08,5.897029087265082e-09
1897,7.050323347357335e-08,6.992056267307589e-09
1898,9.279702339881624e-08,4.52668391659472e-09
1899,7.351679442990644e-08,3.3165470370022376e-09
1900,9.032432757294373e-08,2.07642125715779e-09
1901,7.433023085923196e-08,5.588738916095792e-10
1902,6.383368855722438e-08,0.0
1903,8.964365605379498e-08,6.480264325148255e-09
1904,5.482117870769798e-08,7.524475265086039e-09
1905,7.6895311451608e-08,3.6125313851442797e-09
1906,4.8869754465385995e-08,2.0576738091193647e-09
1907,5.502842270743713e-08,2.5714217422034835e-09
1908,7.51442499336008e-08,1.0313916831705683e-08
1909,4.0707277548790444e-08,3.300590023513905e-09
1910,8.01622590529405e-08,6.947395991829808e-09
1911,6.118430206925041e-08,6.384448969498635e-09
1912,6.563870869058519e-08,6.251305251225858e-09
1913,8.962052788774599e-08,6.893886794756554e-09
1914,8.10305991194582e-08,5.357394972094198e-09
1915,5.5369582696584985e-08,8.246533234057551e-09
1916,5.383856560570166e-08,0.0
1917,7.786161404510494e-08,2.1932848870420685e-09
1918,6.547234221443432e-08,1.8378202071289707e-08
1919,8.102906434714896e-08,1.012863304339362e-08
1920,6.436396660092214e-08,3.028892692213958e-09
1921,7.19411019645122e-08,6.058197943303867e-09
1922,8.337067214370109e-08,0.0
1923,9.342033990833443e-08,3.1847844361720945e-09
1924,7.219309594574952e-08,5.156649773851996e-09
1925,7.478760721824074e-08,5.499089184013428e-09
1926,6.018914433525424e-08,2.229227691330493e-09
1927,7.469980545238286e-08,1.1149224876660924e-09
1928,7.198406137831626e-08,5.713020723163709e-09
1929,7.686880110213679e-08,2.2280812750352652e-09
1930,7.772666776872938e-08,5.2518016602221e-09
1931,7.641588695150858e-08,7.983749661377715e-09
1932,5.8085543486186e-08,6.575722188983946e-09
1933,6.423570653169008e-08,1.1470662197865522e-09
1934,6.470052937856963e-08,2.3963160344919743e-09
1935,7.061287732312849e-08,1.196828414151696e-09
1936,5.577368611398015e-08,1.2124714565686645e-09
1937,5.414180748175568e-08,6.295559185076627e-09
1938,5.0564334941327616e-08,2.5930428915188486e-09
1939,5.047036566452334e-08,1.5294050470515685e-09
1940,5.0715659227762444e-08,0.0
1941,5.60785480274717e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,0.0
1943,4.935499831049128e-08,2.9032352077962287e-09
1944,1.0603514510876266e-07,0.0
1945,7.62476446425353e-08,0.0
1946,5.0115975369635635e-08,4.1763312808029696e-09
1947,5.245183132274178e-08,0.0
1948,6.52313261184645e-08,3.2615663503321457e-09
1949,7.559096104614582e-08,2.945102384188658e-09
1950,5.104973510583477e-08,3.190608444114673e-09
1951,5.010858927789741e-08,0.0
1952,6.221434034614504e-08,2.1089607837865287e-09
1953,7.433941107137798e-08,4.3095309543161875e-09
1954,4.88626810124515e-08,1.9545072227344917e-09
1955,5.255940394022218e-08,3.754243138587299e-09
1956,3.9245136917998025e-08,8.72114158667614e-10
1957,6.449577227840564e-08,0.0
1958,5.376958256420039e-08,4.9633461784992505e-09
1959,2.9452841943111707e-08,7.750747821333448e-10
1960,4.982999968206059e-08,1.3841666701708277e-09
1961,4.58578526263409e-08,2.779263708063695e-09
1962,5.7077606641087186e-08,2.5367825617905737e-09
1963,4.978861056770256e-08,2.5864212993553792e-09
1964,3.467862086381501e-08,2.4335873316516654e-09
1965,4.81539821350907e-08,3.2832261354087677e-09
1966,4.818994980837488e-08,2.215629901769489e-09
1967,6.655952944356613e-08,3.451234853457663e-09
1968,5.165128058592927e-08,3.5931326802796093e-09
1969,3.905911682977603e-08,4.541757636644661e-09
1970,3.862929176534635e-08,1.3796175313274261e-09
1971,3.44272628183262e-08,4.1107179882260425e-09
1972,3.8989117712162624e-08,1.0260293725750103e-09
1973,2.7566018800939673e-08,1.6539611902288698e-09
1974,1.800182936051442e-08,0.0
1975,2.627280792921738e-08,5.140332159925265e-09
