year,serait_VERB assez_ADV,serait_VERB cassée_ADJ
1856,1.3336439224076457e-06,2.0708756931497874e-09
1857,1.3995286280987784e-06,0.0
1858,1.2767600310326088e-06,4.893676019968041e-10
1859,1.2832276752305916e-06,1.171199848215565e-08
1860,1.443643782295112e-06,4.119465657481669e-09
1861,1.361498675578332e-06,4.715963619617014e-09
1862,1.4218102251106757e-06,3.6143890103090826e-09
1863,1.4514367876472534e-06,9.489779628779615e-09
1864,1.3425237739284057e-06,3.3563094525845827e-09
1865,1.4548855915563763e-06,2.3534221238463715e-09
1866,1.38280722694617e-06,4.865612912574591e-10
1867,1.4034330888534896e-06,0.0
1868,1.3545134152082028e-06,1.4819622196071691e-09
1869,1.4816597513345187e-06,1.953407657850903e-09
1870,1.4186036878527375e-06,0.0
1871,1.527325252936862e-06,1.0621177271019633e-09
1872,1.3854454437023378e-06,4.8378714367913744e-09
1873,1.440831283616717e-06,2.9930022904522957e-09
1874,1.34070228341443e-06,2.3898436563030145e-09
1875,1.4435413504543249e-06,5.721527251978387e-09
1876,1.4292778587332577e-06,4.232210137899983e-09
1877,1.3006667813897366e-06,0.0
1878,1.3279956192491227e-06,2.4156354694326865e-09
1879,1.3862058949598577e-06,6.109325489944695e-09
1880,1.2225997352288687e-06,5.776061406947974e-09
1881,1.2620238294402952e-06,3.4862537301449947e-09
1882,1.4215902410796843e-06,3.3276925659464496e-09
1883,1.1273700692981947e-06,3.791603475633565e-09
1884,1.2728071396850282e-06,0.0
1885,1.1337873502270668e-06,7.7347630522695e-09
1886,1.1093504781456431e-06,6.453463874400711e-10
1887,1.1125287073809886e-06,2.6115698492645834e-09
1888,1.1945718370043323e-06,6.340614699951175e-09
1889,1.260545559489401e-06,1.2530273485467092e-09
1890,1.21059520097333e-06,0.0
1891,1.1479970680738916e-06,3.1871101313640793e-09
1892,1.205434955409146e-06,1.8805537127519756e-09
1893,1.103588260775723e-06,9.853466487186324e-09
1894,1.06811091882264e-06,5.041231432301174e-09
1895,1.102610212910804e-06,0.0
1896,1.2177364396848134e-06,1.179405795248556e-09
1897,1.065123228727316e-06,5.826713556089658e-10
1898,1.0722582146627246e-06,2.26334195829736e-09
1899,1.1165708428961807e-06,0.0
1900,1.1165955129399663e-06,2.595526460424935e-09
1901,1.1814594245151966e-06,8.38310842965484e-09
1902,9.766554285306484e-07,5.4013122863239005e-09
1903,1.1567271940293722e-06,7.560307935250421e-09
1904,1.1840298839160823e-06,3.2247751136083025e-09
1905,1.2122623047616798e-06,2.0643036169332163e-09
1906,1.1569270554900868e-06,1.0288369045596824e-09
1907,1.1669111472656368e-06,1.5428529565042481e-09
1908,1.3103585843055043e-06,4.911389073214423e-10
1909,1.1095484069301165e-06,3.850688656825696e-09
1910,1.1703690461217775e-06,2.137660271017694e-09
1911,1.0725874517447664e-06,4.25629931299909e-09
1912,1.2388003369778744e-06,1.5628263128064646e-09
1913,1.1353700983818271e-06,1.060597942803554e-09
1914,1.0567462140897987e-06,6.696743715117748e-10
1915,1.1403777762097889e-06,1.1780761921542648e-09
1916,1.1064374803027022e-06,1.0987462051303964e-09
1917,1.1734074405467254e-06,1.0966424435210342e-09
1918,1.0958002576444414e-06,2.2972752589112133e-09
1919,1.1325653304083971e-06,0.0
1920,1.0222512401014683e-06,1.514446346106979e-09
1921,1.1275820952505455e-06,1.5145494858259667e-09
1922,1.1192328202014323e-06,1.4755870969551665e-09
1923,1.0573484132692101e-06,1.0615948120573648e-09
1924,1.1164146371811512e-06,1.289162443462999e-09
1925,9.469431461184286e-07,2.1996355847875293e-09
1926,1.1201868801435921e-06,0.0
1927,1.0558316034803283e-06,2.2298449753321847e-09
1928,1.0077768592964276e-06,2.2852082448565625e-09
1929,1.1563741963982466e-06,2.2280812750352652e-09
1930,9.957416295947041e-07,2.100720708497761e-09
1931,1.1473788390503614e-06,1.1405356659111021e-09
1932,1.0345802365918644e-06,0.0
1933,9.543590522298473e-07,0.0
1934,9.34563274768152e-07,0.0
1935,1.0472248277437757e-06,3.590485242455088e-09
1936,9.918016985466238e-07,1.2124714565686645e-09
1937,8.939693998399889e-07,3.777335333410292e-09
1938,9.672049827713636e-07,0.0
1939,9.956427220458863e-07,0.0
1940,8.114505476441991e-07,0.0
1941,8.824992505651608e-07,0.0
1942,1.1560347275008098e-06,0.0
1943,1.0625840332068037e-06,0.0
1944,1.0442854545544833e-06,0.0
1945,1.1219295856790268e-06,0.0
1946,9.800457974051824e-07,0.0
1947,1.051420781550405e-06,0.0
1948,1.0284805966875865e-06,2.174377566888097e-09
1949,9.120000754592184e-07,4.908504269707237e-09
1950,9.454836344957585e-07,6.381216888229346e-09
1951,9.723198672872968e-07,3.1984206394497505e-09
1952,9.342696216663171e-07,3.1634410646574906e-09
1953,9.976564570024493e-07,0.0
1954,9.391407047587563e-07,5.863521668203475e-09
1955,9.47946375617903e-07,4.6928039232341234e-09
1956,8.991497111310309e-07,8.72114158667614e-10
1957,7.836678719286283e-07,5.301022731885041e-09
1958,9.28972951896867e-07,3.3088973783179654e-09
1959,8.448315043096954e-07,0.0
1960,8.471100159113121e-07,0.0
1961,8.511495366292365e-07,1.3896318540318475e-09
1962,9.233888249582378e-07,1.2683912808952869e-09
1963,9.278786592403776e-07,3.879631726988464e-09
1964,9.083364602702204e-07,5.475571551727398e-09
1965,8.087679930213199e-07,2.73602163147757e-09
1966,8.253221608356398e-07,1.1078149508847446e-09
1967,8.312545674016292e-07,4.930335584241163e-10
1968,9.036728556566231e-07,1.3474247273492779e-09
1969,8.320500342051673e-07,4.5417578031781147e-10
1970,7.808635018591303e-07,2.2993624781975086e-09
1971,7.76411866354465e-07,2.0553589941130213e-09
1972,7.525925411755452e-07,5.130146862875051e-10
1973,7.007282079030119e-07,2.7566018356850464e-09
1974,6.598795607715147e-07,4.500457340128605e-09
1975,6.311185529739305e-07,5.711480177694739e-10
1976,6.479139642578957e-07,5.713526873840635e-10
1977,5.970810548205918e-07,2.3507127355770763e-09
1978,6.487125574494712e-07,2.970295565063452e-09
1979,6.208943545971124e-07,4.096381456264453e-09
1980,5.491855290529202e-07,2.8425752862659692e-09
1981,5.319787419466593e-07,2.5302198114474095e-09
1982,5.29499970980396e-07,1.2415004579935385e-09
1983,5.298550149746006e-07,6.315316047889041e-10
1984,5.491660886036698e-07,3.479405208395292e-09
1985,4.7583063178535667e-07,1.8046674155058895e-09
1986,5.592854677161085e-07,5.994485463567401e-10
1987,4.809213010048552e-07,1.8332451112712533e-09
1988,4.6473292059090454e-07,1.798966087207532e-09
1989,5.04907234244456e-07,2.1952488715726304e-09
1990,5.007310051041713e-07,1.089730194969718e-09
1991,4.700895033238339e-07,4.68917216167597e-09
1992,4.523664074440603e-07,1.1019888335184191e-09
1993,4.763718379763304e-07,2.7696036575264316e-09
1994,4.6313854795698717e-07,1.0549853213248639e-09
1995,4.516901412898733e-07,3.253470381991974e-09
1996,4.190402478343458e-07,0.0
1997,4.348969184775342e-07,2.3974471297094624e-09
1998,4.6632302996840735e-07,2.3840645013706308e-09
1999,4.60676290003903e-07,1.8280804647829996e-09
2000,3.879031567066704e-07,4.4180314962005696e-10
2001,4.149007679643546e-07,2.190605918883648e-09
2002,4.1884476331688347e-07,2.1906108038649563e-09
2003,4.429439002251456e-07,1.6667691671301554e-09
2004,4.224194753987831e-07,0.0
2005,4.3100882862745493e-07,1.3511248786457486e-09
2006,4.4102600327278196e-07,8.235779835885637e-10
2007,4.889242859462684e-07,1.5977917877663117e-09
2008,4.985461714568373e-07,4.257439678578834e-10
2009,4.6871332415321376e-07,1.907277002999308e-09
2010,5.186724933992082e-07,1.4171379625338432e-09
2011,5.303849093252211e-07,4.206369030868018e-09
2012,6.31829323083366e-07,1.3617010852229328e-09
2013,7.056486310830223e-07,2.7891249310130206e-09
2014,7.455627724084479e-07,3.897801192920269e-09
2015,7.722548502897553e-07,2.659890530054554e-09
2016,8.330929404110066e-07,4.142679976837371e-09
2017,6.434933652599284e-07,3.018733707449428e-09
2018,7.88121781170048e-07,3.0977600484760615e-09
2019,7.408068540826207e-07,2.2958890344426663e-09
