year,soit_VERB ouvert_ADJ,soit_VERB couvert_ADJ
1937,1.2591118148108649e-09,1.3850230295986421e-08
1938,0.0,2.3337385357535823e-08
1939,0.0,3.364691281149135e-08
1940,0.0,7.607348528892999e-09
1941,0.0,2.6563522936839945e-08
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.5313215584455975e-08
1947,0.0,8.344609447874518e-09
1948,0.0,9.784699273041042e-09
1949,0.0,5.890204768377316e-09
1950,0.0,1.808011518278363e-08
1951,0.0,1.2793682557799002e-08
1952,0.0,1.687168627029223e-08
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,0.0,1.172704333640695e-08
1955,0.0,1.0324168187025862e-08
1956,0.0,1.2209598665435806e-08
1957,0.0,7.951533653738352e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,7.750747821333448e-10,1.3176271629333769e-08
1960,0.0,2.353083417006019e-08
1961,0.0,5.55852741612739e-09
1962,0.0,1.7123282347597524e-08
1963,0.0,1.3578711488548834e-08
1964,6.083968329129164e-10,1.8251904876365188e-08
1965,5.472043373977442e-10,1.2038495533772675e-08
1966,0.0,1.6617224929404983e-08
1967,4.930335584241163e-10,1.8735275442161026e-08
1968,0.0,1.4372530721118437e-08
1969,0.0,1.9075383050903838e-08
1970,0.0,2.115413444414571e-08
1971,0.0,1.1818314327172175e-08
1972,0.0,3.0780880067027283e-09
1973,0.0,9.923766697284009e-09
1974,0.0,2.193973003272731e-08
1975,0.0,1.7134440977173426e-08
1976,0.0,1.1427053969725876e-08
1977,0.0,1.1165885105413054e-08
1978,0.0,1.6039596317796168e-08
1979,0.0,1.2289143924704149e-08
1980,0.0,1.0801786132219604e-08
1981,0.0,1.644642821929665e-08
1982,0.0,1.1794254461960918e-08
1983,6.315316047889041e-10,1.1999100379966876e-08
1984,0.0,1.4497521405587577e-08
1985,0.0,9.624892882698077e-09
1986,0.0,8.392279760016663e-09
1987,0.0,1.099947066762752e-08
1988,5.996553809062277e-10,1.0194141475405871e-08
1989,0.0,1.1525056464734007e-08
1990,1.089730194969718e-09,2.179460345530515e-08
1991,0.0,6.4476117778156095e-09
1992,0.0,1.2672871640972971e-08
1993,0.0,1.1632335983335906e-08
1994,0.0,7.912389854425328e-09
1995,0.0,7.591431483433553e-09
1996,0.0,1.92171327739743e-08
1997,0.0,7.671831170341648e-09
1998,0.0,8.10582001520288e-09
1999,0.0,1.690974471557638e-08
2000,4.4180314962005696e-10,9.277865697931986e-09
2001,0.0,1.0514908055370142e-08
2002,4.38122149670761e-10,9.200564754507923e-09
2003,8.333845835650777e-10,1.0833999475323708e-08
2004,4.404791253964646e-10,1.1011977996133737e-08
2005,0.0,8.106749049829887e-09
2006,0.0,1.1118302722934459e-08
2007,0.0,1.1983438241713884e-08
2008,0.0,1.4901038625225738e-08
2009,0.0,1.2397300963584712e-08
2010,0.0,1.0864724231396394e-08
2011,0.0,1.3383901986685487e-08
2012,0.0,1.327658516458996e-08
2013,5.578250084070646e-10,1.1714325509615264e-08
2014,2.1654451842767486e-10,1.3642305063399363e-08
2015,0.0,1.662431614590787e-08
2016,0.0,1.3670844012381167e-08
2017,0.0,1.509366853724714e-08
2018,0.0,1.3165480261534412e-08
2019,0.0,1.632632162795744e-08
