year,sont_VERB en_ADP,sont_VERB quand_ADV
1800,5.161145963938907e-05,0.0
1801,5.156689076102339e-05,0.0
1802,5.145018076291308e-05,0.0
1803,6.011725781718269e-05,0.0
1804,5.189650983083993e-05,0.0
1805,4.7831417759880424e-05,0.0
1806,4.838610766455531e-05,0.0
1807,4.5457330998033285e-05,2.8469551160981155e-09
1808,4.987855572835542e-05,0.0
1809,4.826192889595404e-05,2.259030518203531e-09
1810,4.104816252947785e-05,0.0
1811,4.16651091654785e-05,2.5070767684098882e-09
1812,4.6465433115372434e-05,2.6672082320544632e-09
1813,4.550861194729805e-05,0.0
1814,4.2779076466104016e-05,3.1466771410748606e-09
1815,4.342799729784019e-05,0.0
1816,4.8477319069206715e-05,0.0
1817,4.888738112640567e-05,0.0
1818,4.273145896149799e-05,0.0
1819,4.105640618945472e-05,0.0
1820,4.095953408977948e-05,0.0
1821,4.041139254695736e-05,0.0
1822,4.386507862363942e-05,0.0
1823,3.771529736695811e-05,0.0
1824,4.05417631554883e-05,8.421112696055388e-10
1825,4.133098991587758e-05,0.0
1826,3.96720424760133e-05,8.807984341885344e-10
1827,4.0907179936766624e-05,0.0
1828,4.317035200074315e-05,9.172301251858528e-10
1829,4.329625517129898e-05,0.0
1830,4.413320493767969e-05,0.0
1831,4.3462045141495764e-05,0.0
1832,4.002164860139601e-05,1.3529969367098715e-09
1833,4.654881195165217e-05,1.1583628500844156e-09
1834,4.361746323411353e-05,9.334530925997342e-10
1835,4.3036237912019715e-05,0.0
1836,4.1444178350502625e-05,3.3603750337896088e-09
1837,4.4034404709236696e-05,6.2621018370734305e-09
1838,4.223341238684952e-05,0.0
1839,4.4241354771656916e-05,1.3982950353153e-09
1840,4.294444079278037e-05,1.2739377330817092e-09
1841,4.31281077908352e-05,1.2841097074556274e-09
1842,4.097810960956849e-05,1.341653010911159e-09
1843,4.277489642845467e-05,0.0
1844,4.111481393920258e-05,1.6465684371524958e-09
1845,4.0300405089510605e-05,0.0
1846,4.2521241994109005e-05,5.854501328173001e-10
1847,4.158283263677731e-05,0.0
1848,4.1573683120077476e-05,0.0
1849,3.9678205212112516e-05,0.0
1850,3.9947812183527276e-05,1.3577992064028876e-09
1851,3.983302303822711e-05,0.0
1852,4.162321783951484e-05,1.3021090872200602e-09
1853,4.3756343075074255e-05,1.1943863675867306e-09
1854,4.021548375021666e-05,5.195664454227256e-10
1855,3.9843951526563615e-05,0.0
1856,4.016515231342055e-05,0.0
1857,3.968227611039765e-05,4.881509085841174e-10
1858,3.996126906713471e-05,0.0
1859,3.924741758964956e-05,0.0
1860,4.0090180846164e-05,1.373155145145688e-09
1861,4.175844514975324e-05,0.0
1862,4.147420986555517e-05,1.3553959066214816e-09
1863,3.9475984522141516e-05,0.0
1864,4.1741943277884275e-05,1.4384183844029508e-09
1865,4.186126170679927e-05,0.0
1866,3.933750849682838e-05,0.0
1867,4.279888526070863e-05,0.0
1868,4.346200148575008e-05,0.0
1869,4.1885945393005386e-05,4.883519144627257e-10
1870,4.173412889940664e-05,1.1468097582678638e-09
1871,4.2491083149798214e-05,0.0
1872,4.176836955593899e-05,1.2094678591978436e-09
1873,4.2975920223398134e-05,0.0
1874,4.429515320225619e-05,5.974609140757536e-10
1875,4.195767542114481e-05,0.0
1876,4.472962609725073e-05,6.04601479992084e-10
1877,4.38280803791713e-05,1.2369631985365004e-09
1878,4.3230815208517015e-05,6.039088673581716e-10
1879,4.407145024742931e-05,0.0
1880,4.306631672079675e-05,6.417846254436199e-10
1881,4.404951323522255e-05,1.3945015142624584e-09
1882,4.366331995697692e-05,0.0
1883,4.454375812201761e-05,6.319338941018771e-10
1884,4.428880492923781e-05,0.0
1885,4.4544500269694254e-05,6.445635691854079e-10
1886,4.51013220299501e-05,0.0
1887,4.5546432374976575e-05,0.0
1888,4.3823791202157736e-05,1.268122939990235e-09
1889,4.562648609862663e-05,6.265136742733546e-10
1890,4.537732820608653e-05,0.0
1891,4.6860717702656984e-05,6.374220040683554e-10
1892,4.6027180360397324e-05,0.0
1893,4.572439502226189e-05,0.0
1894,4.692000220529735e-05,0.0
1895,4.5773369492962956e-05,0.0
1896,4.554452243610285e-05,1.7691086373616827e-09
1897,4.802843614015728e-05,5.826713556089658e-10
1898,4.6255918277893215e-05,2.8291773368493978e-09
1899,4.6463719627354294e-05,1.1055156790007459e-09
1900,4.702575097326189e-05,5.191053142894475e-10
1901,4.835432628169656e-05,1.1177477832191585e-09
1902,5.0056416512234136e-05,1.4730851538580225e-09
1903,4.6833411033730954e-05,5.400220270956879e-10
1904,4.7323035687441006e-05,0.0
1905,4.652217830880545e-05,1.0321518084666081e-09
1906,4.751014421344735e-05,0.0
1907,4.704107413999736e-05,3.599990305858114e-09
1908,4.78757283417508e-05,4.911389073214423e-10
1909,4.70834675070364e-05,0.0
1910,4.695317329606041e-05,1.068830135508847e-09
1911,4.756893395096995e-05,0.0
1912,4.7032739530550316e-05,1.0418842455450772e-09
1913,4.7498349886154756e-05,5.30298971401777e-10
1914,4.690600326284766e-05,0.0
1915,4.814090425497852e-05,2.3561523843085297e-09
1916,4.6898883738322183e-05,0.0
1917,4.6143424697220325e-05,1.0966424435210342e-09
1918,4.590874959831126e-05,0.0
1919,4.5143318857299164e-05,0.0
1920,4.6025539631955326e-05,1.514446346106979e-09
1921,4.592871482600458e-05,1.5145494858259667e-09
1922,4.701294164988212e-05,2.951174193910333e-09
1923,4.6202731027733535e-05,1.0615948120573648e-09
1924,4.5981847506482154e-05,0.0
1925,4.426876694196835e-05,0.0
1926,4.3967058445559815e-05,2.229227691330493e-09
1927,4.365701897768304e-05,0.0
1928,4.514085958362557e-05,1.1426041224282812e-09
1929,4.385532520245761e-05,0.0
1930,4.478946721064858e-05,0.0
1931,4.706420440925285e-05,0.0
1932,4.5751679863315076e-05,0.0
1933,4.692533184424974e-05,0.0
1934,4.6304015995701775e-05,0.0
1935,4.7443474613828585e-05,0.0
1936,4.803812043974176e-05,0.0
1937,4.7060562792466953e-05,2.5182236296217297e-09
1938,4.731914305011742e-05,0.0
1939,4.722649828181602e-05,0.0
1940,4.676490789279342e-05,5.0715658339584024e-09
1941,4.41898955614306e-05,0.0
1942,4.5252232666825876e-05,0.0
1943,4.485208046389744e-05,2.9032352077962287e-09
1944,4.487857222557068e-05,0.0
1945,4.2842460970859975e-05,0.0
1946,4.2929899791488424e-05,0.0
1947,4.367807196103968e-05,2.3841741914054637e-09
1948,4.7313369577750564e-05,0.0
1949,5.1638446166180074e-05,1.9634016634739737e-09
1950,4.781445750268176e-05,3.190608444114673e-09
1951,4.7075420297915116e-05,1.0661401761424827e-09
1952,4.9343354476150125e-05,2.1089607837865287e-09
1953,4.909848576062359e-05,1.0773827385790469e-09
1954,4.9108948587672785e-05,0.0
1955,4.9099868192570284e-05,1.8771215692936494e-09
1956,5.015528586227447e-05,0.0
1957,4.9699738156050444e-05,8.835037701437898e-10
1958,5.133837112225592e-05,8.272243445794913e-10
1959,4.8952948418445885e-05,0.0
1960,4.963344690622762e-05,2.076250060767393e-09
1961,4.981830352335237e-05,0.0
1962,4.9476137064630166e-05,6.341956404476434e-10
1963,5.1533796067815274e-05,0.0
1964,4.8760572099126875e-05,1.2167936658258327e-09
1965,4.9275204219156876e-05,5.472043373977442e-10
1966,5.1185481424909085e-05,0.0
1967,4.847949821851216e-05,0.0
1968,4.8160552978515625e-05,1.3474247551048535e-09
1969,5.066966696176678e-05,9.083515606356229e-10
1970,4.899205669062212e-05,1.839490032518043e-09
1971,4.871868804912083e-05,0.0
1972,4.9265825509792194e-05,1.5390440588625154e-09
1973,4.9382870201952755e-05,0.0
1974,5.035617868998088e-05,1.6876715580593782e-09
1975,4.994632399757393e-05,0.0
1976,4.9294594646198675e-05,2.285410749536254e-09
1977,4.85921700601466e-05,2.3507127355770763e-09
1978,4.8607700591674075e-05,1.1881182704343018e-09
1979,4.69737897219602e-05,5.851973350345929e-10
1980,4.820439426111989e-05,0.0
1981,4.7885041567496955e-05,0.0
1982,4.885428279521875e-05,0.0
1983,4.848394382861443e-05,6.315316047889041e-10
1984,4.739007636089809e-05,2.899504303321976e-09
1985,4.740018994198181e-05,0.0
1986,4.7257526603061706e-05,5.994485463567401e-10
1987,4.750182415591553e-05,6.110816852533674e-10
1988,4.78992733405903e-05,5.996553809062277e-10
1989,4.737456765724346e-05,5.488122178931576e-10
1990,4.789473314303905e-05,5.44865097484859e-10
1991,4.6993125579319894e-05,5.861465202094962e-10
1992,4.754145265906118e-05,2.2039776670368383e-09
1993,4.71574894618243e-05,1.1078414852150331e-09
1994,4.6961089537944645e-05,0.0
1995,4.711188012151979e-05,2.168980273165033e-09
1996,4.7486068069702014e-05,5.338092190498855e-10
1997,4.8234720452455804e-05,4.79489448146353e-10
1998,4.8862835683394223e-05,0.0
1999,4.952178642270155e-05,4.570201161957499e-10
2000,4.9344111175742e-05,0.0
2001,4.88562072860077e-05,4.3812117822561447e-10
2002,4.892466313322075e-05,8.76244299341522e-10
2003,4.9403872253606096e-05,4.1669229178253886e-10
2004,4.8698930186219513e-05,8.809582507929292e-10
2005,4.863779395236634e-05,1.3511248786457486e-09
2006,4.8493919166503474e-05,1.6471559116659762e-09
2007,4.6674293116666377e-05,1.9972397347078896e-09
2008,4.761009768117219e-05,8.514879357157668e-10
2009,4.64221702713985e-05,1.430457752249481e-09
2010,4.475840978557244e-05,9.447586046817946e-10
2011,4.3186410039197654e-05,7.64794394481072e-10
2012,4.12445624533575e-05,1.7021263842842416e-09
2013,3.8126225263113156e-05,1.3945624655065103e-09
2014,3.591065978980623e-05,8.661780875884872e-10
2015,3.581564669730142e-05,0.0
2016,3.5549994208849967e-05,6.21402013178951e-10
2017,3.642051888164133e-05,5.031222660711876e-10
2018,3.504108826746233e-05,2.0651733656507076e-09
2019,3.5055927583016455e-05,1.02039510174734e-09
