year,faudrait_VERB analyser_VERB,faudrait_VERB canaliser_VERB
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,1.3652374342143503e-08,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,3.1698359492793315e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,2.8320094713762956e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,2.490997452753163e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,1.7596784473994376e-08,0.0
1820,2.3732962262101864e-09,0.0
1821,2.3667571014129862e-08,0.0
1822,2.0051231786055723e-09,0.0
1823,5.929612356680991e-09,0.0
1824,8.421112696055388e-09,0.0
1825,1.7610886970942374e-08,0.0
1826,1.6735169694470642e-08,0.0
1827,5.530363722527909e-09,0.0
1828,2.109629271274116e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,9.39315203396518e-09,3.1310507520032616e-09
1831,3.585977381703742e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,4.6334514003376626e-09,0.0
1834,2.333632664885954e-08,0.0
1835,2.2689263801112247e-09,0.0
1836,2.016225053580456e-08,0.0
1837,2.1569462660409044e-08,0.0
1838,1.1361890983607736e-08,0.0
1839,2.7965900706306e-09,0.0
1840,1.52872523528913e-08,0.0
1841,1.5409316489467528e-08,0.0
1842,4.427455024824667e-08,0.0
1843,2.126487963494128e-08,2.953455480181333e-09
1844,2.140538946093784e-08,0.0
1845,1.3950569588416784e-08,0.0
1846,2.8101606375230404e-08,0.0
1847,1.5640349459999925e-08,0.0
1848,1.850401076808339e-08,0.0
1849,2.3462362719328667e-08,0.0
1850,1.3577992064028876e-08,6.788996032014438e-10
1851,1.2898877521649865e-08,0.0
1852,2.018269107395554e-08,0.0
1853,1.5527023222716707e-08,0.0
1854,1.7665259477439577e-08,0.0
1855,3.1841622671890946e-09,0.0
1856,6.73034605824796e-09,0.0
1857,1.0251168802710708e-08,0.0
1858,2.1532175153993194e-08,0.0
1859,8.656694916453489e-09,3.5645213447565993e-09
1860,1.5562426014525954e-08,0.0
1861,2.2165028923382124e-08,0.0
1862,4.653525920161883e-08,0.0
1863,1.8480097452311384e-08,0.0
1864,6.233146443435089e-09,0.0
1865,1.553258677233771e-08,1.4120533631256649e-09
1866,1.556996132023869e-08,0.0
1867,1.3102591012170706e-08,0.0
1868,1.4819621974027086e-08,0.0
1869,1.4650557211837167e-08,0.0
1870,5.103303379883073e-08,0.0
1871,2.549082545044712e-08,0.0
1872,1.3304146229131675e-08,0.0
1873,1.0176207432266438e-08,0.0
1874,2.7483201492373155e-08,0.0
1875,3.032409523484603e-08,0.0
1876,1.5115036333668286e-08,0.0
1877,3.5253449937044934e-08,0.0
1878,1.2078177569208037e-08,2.4156354694326865e-09
1879,2.1993571408529533e-08,6.10932526790009e-10
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,2.5101027034679646e-08,6.972507571312292e-10
1882,2.1297232422057277e-08,0.0
1883,1.64302811356265e-08,0.0
1884,1.386356363042296e-08,0.0
1885,1.8692343672910283e-08,0.0
1886,2.0651084398082276e-08,1.2906927748801422e-09
1887,1.7628096316002484e-08,6.528924623161458e-10
1888,1.8387781963724592e-08,6.340614699951175e-10
1889,2.5060547415023393e-08,0.0
1890,3.2771932723107966e-08,0.0
1891,1.9122660788184476e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,3.510297474917934e-08,6.158416554491453e-10
1894,1.5753848003896564e-08,0.0
1895,3.7315409429083957e-08,0.0
1896,1.6511680911435178e-08,0.0
1897,1.981082675683865e-08,0.0
1898,3.7910979244770715e-08,0.0
1899,2.5979618456517528e-08,3.8693048765026106e-09
1900,2.28406342728249e-08,5.191053142894475e-10
1901,2.3472702892490815e-08,5.588738916095792e-10
1902,1.9641134940684424e-08,0.0
1903,1.296052865029651e-08,5.400220270956879e-10
1904,1.7736262236667244e-08,0.0
1905,1.7030505006232488e-08,0.0
1906,2.8807432883581896e-08,5.144184522798412e-10
1907,3.239991386294605e-08,1.5428529565042481e-09
1908,2.0136695866312948e-08,9.822778146428846e-10
1909,3.245580160182726e-08,3.850688656825696e-09
1910,2.7255168788542505e-08,0.0
1911,1.649316061502759e-08,0.0
1912,2.031674206648404e-08,0.0
1913,1.856046338843953e-08,0.0
1914,2.8126324380650658e-08,2.678697486047099e-09
1915,2.0027295377644805e-08,1.1780761921542648e-09
1916,1.8678685265172135e-08,0.0
1917,1.864292187292449e-08,0.0
1918,1.4932290071101306e-08,3.44591288836682e-09
1919,5.1563951330990676e-08,9.207848372660976e-10
1920,4.391894492528081e-08,3.786115865267448e-09
1921,2.499006690470651e-08,1.5145494858259667e-09
1922,3.24629176873259e-08,1.4755870969551665e-09
1923,3.503262746562541e-08,0.0
1924,5.543398629015428e-08,0.0
1925,2.74954441437103e-08,0.0
1926,3.009457216762712e-08,0.0
1927,4.0137209111890115e-08,4.4596899506643695e-09
1928,3.427812345080383e-08,0.0
1929,3.230717737778832e-08,0.0
1930,3.361153133596417e-08,1.0503603542488804e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,2.6302888755935783e-08,0.0
1933,2.1794258842078307e-08,0.0
1934,2.995395220750652e-08,0.0
1935,2.8723881939640705e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,1.510934133364117e-08,0.0
1938,4.6674770715071645e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,4.7224041566096275e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,3.534504600111177e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,4.733175273941015e-08,1.3921104269343232e-09
1947,4.172304812755101e-08,1.1920870957027319e-09
1948,4.240036233227329e-08,2.174377566888097e-09
1949,4.515823803785679e-08,0.0
1950,4.5732054587688253e-08,0.0
1951,5.757156884556025e-08,0.0
1952,5.166953798152463e-08,0.0
1953,4.201792691560513e-08,2.1547654771580937e-09
1954,4.88626810124515e-08,9.772536113672459e-10
1955,4.035811329572425e-08,1.8771215692936494e-09
1956,6.192010459926678e-08,8.72114158667614e-10
1957,6.184526313290917e-08,1.7670075402875796e-09
1958,5.376958256420039e-08,0.0
1959,5.8905683886223414e-08,1.5501495642666896e-09
1960,6.22874978262189e-08,1.3841666701708277e-09
1961,7.434530147065743e-08,0.0
1962,5.7711801559889864e-08,0.0
1963,7.112658551022832e-08,6.466053248388448e-10
1964,6.023128662491217e-08,1.2167936658258327e-09
1965,7.496699083731073e-08,0.0
1966,6.203763547318886e-08,5.539074754423723e-10
1967,7.937840251770467e-08,0.0
1968,7.141350977235561e-08,0.0
1969,6.585548817383824e-08,4.5417578031781147e-10
1970,7.449934713577022e-08,0.0
1971,8.940811824231787e-08,1.0276794970565106e-09
1972,1.0157690866208213e-07,0.0
1973,1.102640752037587e-07,5.513203782392395e-10
1974,9.282193502713199e-08,0.0
1975,1.1480074846303978e-07,0.0
1976,1.1084242146353063e-07,0.0
1977,1.1753563455840776e-07,0.0
1978,1.1465341032135257e-07,5.940591352171509e-10
1979,1.357657879452745e-07,5.851973350345929e-10
1980,1.569101613085877e-07,5.685150683554241e-10
1981,1.138598904049104e-07,6.325549528618524e-10
1982,1.3408204324605322e-07,4.345251713999687e-09
1983,1.1872793947986793e-07,1.2630632095778083e-09
1984,1.1829977353272625e-07,1.739702604197646e-09
1985,1.0828004803897784e-07,0.0
1986,9.291452585102888e-08,2.3977941854269602e-09
1987,1.0510604653291011e-07,0.0
1988,1.0793797144970085e-07,5.996553809062277e-10
1989,9.713976112379896e-08,4.939309850016116e-09
1990,1.1278707745532301e-07,1.089730194969718e-09
1991,1.1371242436553075e-07,0.0
1992,1.1681081701908624e-07,1.1019888335184191e-09
1993,9.416652346772025e-08,2.2156829704300662e-09
1994,1.2712573038697883e-07,1.5824779264761446e-09
1995,1.0628003366264238e-07,2.7112254663563817e-09
1996,8.594328448907618e-08,1.6014276571496566e-09
1997,9.877482654019332e-08,0.0
1998,1.0680609818791709e-07,9.536258449571733e-10
1999,8.363468140260011e-08,0.0
2000,1.047073467930204e-07,0.0
2001,8.762423675534592e-08,4.3812117822561447e-10
2002,8.762442860188457e-08,0.0
2003,9.583922633282782e-08,8.333845835650777e-10
2004,9.866732142427281e-08,8.809582507929292e-10
2005,9.36779898097484e-08,9.007499190971657e-10
2006,8.071064172554543e-08,0.0
2007,7.869124374337844e-08,1.5977917877663117e-09
2008,6.428734167229777e-08,1.2772318758180745e-09
2009,5.14964781928029e-08,9.53638501499654e-10
2010,8.927968764282923e-08,1.8895172093635892e-09
2011,3.976930784688193e-08,3.82397197240536e-10
2012,3.9148904562580356e-08,1.3617010852229328e-09
2013,4.295252509223246e-08,1.3945624655065103e-09
2014,4.0710368409691e-08,8.661780737106994e-10
2015,3.236199930256589e-08,1.5516027351836215e-09
2016,3.976973061980971e-08,1.86420612280358e-09
2017,3.471543763566842e-08,7.54683426862357e-10
2018,3.123574643382199e-08,1.290733298020541e-09
2019,3.035675533169524e-08,1.02039510174734e-09
