year,tout_ADV en_ADP,tout_ADV quand_ADV
1800,1.9028483393412898e-05,0.0
1801,1.7718379126563377e-05,0.0
1802,1.6410081343565253e-05,0.0
1803,1.532966666673019e-05,0.0
1804,1.6971728655335028e-05,0.0
1805,1.5405554449898773e-05,0.0
1806,1.660705879658053e-05,0.0
1807,1.612515382021229e-05,0.0
1808,1.8196573478235223e-05,0.0
1809,1.8557934936325182e-05,0.0
1810,1.790431053905195e-05,0.0
1811,1.7657341459198506e-05,0.0
1812,1.713681263026956e-05,0.0
1813,2.0173327584416256e-05,0.0
1814,2.2306795017357217e-05,0.0
1815,2.2511027054861188e-05,0.0
1816,1.8183920815317833e-05,0.0
1817,2.1058269794593798e-05,0.0
1818,2.0964582290616818e-05,2.384235475716423e-09
1819,1.9405113221182546e-05,0.0
1820,2.275041720167792e-05,0.0
1821,2.3038409153741668e-05,0.0
1822,2.265789225930348e-05,0.0
1823,2.3819251964596333e-05,0.0
1824,2.506038845240255e-05,0.0
1825,2.5388734684383962e-05,0.0
1826,2.320287239854224e-05,0.0
1827,2.605907366159954e-05,0.0
1828,2.774988047349325e-05,0.0
1829,2.849552242878417e-05,8.57317605795771e-10
1830,3.097444073318911e-05,0.0
1831,3.152853741994477e-05,0.0
1832,3.399810702831019e-05,0.0
1833,3.543547904882871e-05,0.0
1834,3.198663762304932e-05,0.0
1835,3.4127676372008864e-05,7.563087933704082e-10
1836,3.579673216336232e-05,0.0
1837,3.608571023505647e-05,0.0
1838,3.499778108562168e-05,6.312161904276081e-10
1839,3.782248290917778e-05,0.0
1840,3.8571648474317044e-05,0.0
1841,4.11499390793324e-05,0.0
1842,4.428394004207803e-05,0.0
1843,4.4460728076956e-05,0.0
1844,4.503090167418122e-05,0.0
1845,4.604525202012155e-05,0.0
1846,4.4961982894164976e-05,0.0
1847,4.4796656311518745e-05,0.0
1848,4.633484513760777e-05,8.045221711050488e-10
1849,4.92734725412447e-05,0.0
1850,4.515157479545451e-05,0.0
1851,4.68390503556293e-05,6.449438760824933e-10
1852,4.4760649871022906e-05,0.0
1853,4.7161540351225995e-05,4.180352064508952e-09
1854,4.853581776842475e-05,1.0391328908454511e-09
1855,5.267241158435354e-05,0.0
1856,5.059615159552777e-05,0.0
1857,5.221066794547369e-05,0.0
1858,5.353143433239893e-05,0.0
1859,5.6231344387924764e-05,0.0
1860,5.836184118379606e-05,0.0
1861,5.80591708967404e-05,0.0
1862,5.692843296856154e-05,0.0
1863,5.686075974153937e-05,0.0
1864,5.95059309489443e-05,0.0
1865,5.929541248406167e-05,4.706844358715045e-10
1866,5.88987309129152e-05,0.0
1867,6.039323761797277e-05,4.85281148598915e-10
1868,6.098620133343502e-05,0.0
1869,6.161682586025563e-05,0.0
1870,6.073160511732567e-05,0.0
1871,6.467765842899098e-05,0.0
1872,6.238435162231326e-05,6.047339295989218e-10
1873,5.985465713820304e-05,0.0
1874,6.044751080480637e-05,5.974609140757536e-10
1875,5.9252708524581976e-05,5.721527140956084e-10
1876,5.895650519960327e-05,0.0
1877,5.7761850712267915e-05,0.0
1878,5.8003032791020814e-05,0.0
1879,5.93801978538977e-05,0.0
1880,5.8438341056898935e-05,0.0
1881,6.110845151852118e-05,6.972507571312292e-10
1882,6.044553992978763e-05,0.0
1883,5.797361700388137e-05,0.0
1884,6.130797828518553e-05,0.0
1885,6.137921036497573e-05,0.0
1886,6.029858514011721e-05,0.0
1887,6.213512097019702e-05,0.0
1888,6.138412618383882e-05,0.0
1889,5.950313607172575e-05,0.0
1890,6.181900880619651e-05,6.554386478008212e-10
1891,6.195550804477534e-05,0.0
1892,6.047860779290204e-05,1.2537024751679837e-09
1893,6.003285989208962e-05,0.0
1894,6.267573962759343e-05,0.0
1895,6.087587780712056e-05,6.018614495673091e-10
1896,6.294960394370719e-05,0.0
1897,6.0901976212335285e-05,0.0
1898,6.353313983709086e-05,0.0
1899,6.098687890698784e-05,0.0
1900,6.169670450617559e-05,0.0
1901,6.238206378839095e-05,0.0
1902,6.914170353411464e-05,0.0
1903,6.18822032265598e-05,1.0800440541913758e-09
1904,6.041616143193096e-05,0.0
1905,6.0498546190501656e-05,5.160759042333041e-10
1906,6.083461357775377e-05,0.0
1907,6.083572134230053e-05,0.0
1908,6.107803574195714e-05,9.822778146428846e-10
1909,6.198948267410742e-05,0.0
1910,6.30182230452192e-05,0.0
1911,6.030165241099894e-05,0.0
1912,6.144356029835762e-05,0.0
1913,6.121294200056582e-05,0.0
1914,6.00128678343026e-05,0.0
1915,5.668784706358565e-05,0.0
1916,6.164405886011082e-05,0.0
1917,6.280361685639946e-05,0.0
1918,6.117644079495221e-05,0.0
1919,6.138412300060736e-05,0.0
1920,6.324782316369237e-05,0.0
1921,6.098333506088238e-05,0.0
1922,6.439019307435956e-05,7.377935484775833e-10
1923,6.159373242553556e-05,0.0
1924,6.262493207032094e-05,0.0
1925,6.068794391467236e-05,0.0
1926,6.0364141972968355e-05,0.0
1927,6.361413261402049e-05,0.0
1928,6.272554037423106e-05,0.0
1929,6.228378333617002e-05,1.1140406375176326e-09
1930,6.346066993501154e-05,0.0
1931,6.31719881312165e-05,0.0
1932,6.402341932698619e-05,0.0
1933,6.223293212315184e-05,0.0
1934,6.21580429651658e-05,1.1981580172459871e-09
1935,6.214890527189709e-05,1.196828414151696e-09
1936,6.155475011837552e-05,0.0
1937,6.106440650910372e-05,5.0364472592434595e-09
1938,6.228100164662465e-05,0.0
1939,6.0090324041084386e-05,0.0
1940,5.7148940413753735e-05,0.0
1941,5.6471100378985284e-05,0.0
1942,5.767429775005439e-05,0.0
1943,6.107245553721441e-05,0.0
1944,6.486137499450706e-05,0.0
1945,6.52832304695039e-05,0.0
1946,6.540830690937582e-05,0.0
1947,6.452648221966228e-05,0.0
1948,6.534439580718754e-05,0.0
1949,6.503964414150687e-05,0.0
1950,6.25571947239223e-05,0.0
1951,6.33127328910632e-05,0.0
1952,6.224070375537849e-05,0.0
1953,6.382738411048194e-05,2.1547654771580937e-09
1954,6.607016121051856e-05,0.0
1955,6.199006202223245e-05,2.815682353940474e-09
1956,6.389457303157542e-05,0.0
1957,6.502322594315046e-05,0.0
1958,6.42356249045406e-05,8.272243445794913e-10
