year,tout_ADV en_ADP,tout_ADV quand_ADV
1959,6.371192284859717e-05,0.0
1960,6.48855798317527e-05,0.0
1961,6.663840576948132e-05,0.0
1962,6.73629938319209e-05,0.0
1963,6.698119796055835e-05,0.0
1964,6.603295696550049e-05,0.0
1965,6.550254829562618e-05,0.0
1966,6.702335667796433e-05,0.0
1967,6.545168480442953e-05,0.0
1968,6.768428738723742e-05,0.0
1969,6.496121523014153e-05,1.3625273131978588e-09
1970,6.72011669848871e-05,4.5987250119061684e-10
1971,6.582698279089527e-05,0.0
1972,6.58715994177328e-05,5.130146862875051e-10
1973,6.535572447319282e-05,0.0
1974,6.526338211187976e-05,5.625571675160757e-10
1975,6.50566148578946e-05,1.7134440533084216e-09
1976,6.621463262490579e-05,0.0
1977,6.871485993542592e-05,0.0
1978,7.04500644133077e-05,0.0
1979,7.002588426985312e-05,5.851973350345929e-10
1980,7.097057687133201e-05,0.0
1981,7.370593721134355e-05,0.0
1982,7.49208247725619e-05,0.0
1983,7.586526135128224e-05,0.0
1984,7.533666212111712e-05,0.0
1985,7.574730807391461e-05,0.0
1986,7.620189899171237e-05,0.0
1987,7.709161855018465e-05,6.110816852533674e-10
1988,7.856505089876009e-05,0.0
1989,7.644405650353292e-05,0.0
1990,7.855810417822795e-05,0.0
1991,8.05763902462786e-05,0.0
1992,8.205904759961413e-05,0.0
1993,8.149891164066503e-05,5.539207426075166e-10
1994,8.415354022872634e-05,1.0549853213248639e-09
1995,8.57652794366004e-05,0.0
1996,8.652994165458949e-05,0.0
1997,8.82188660398242e-05,4.79489448146353e-10
1998,8.936666472436627e-05,0.0
1999,8.81523255884531e-05,0.0
2000,9.181288169202162e-05,0.0
2001,9.201464581565233e-05,0.0
2002,9.430141290067695e-05,4.38122149670761e-10
2003,9.602090722182766e-05,0.0
2004,9.732518356031505e-05,4.404791253964646e-10
2005,9.862356000667205e-05,1.3511248786457486e-09
2006,9.998566383728758e-05,8.235779835885637e-10
2007,0.00010604783983581001,0.0
2008,0.0001069886102413875,1.7029758436759579e-09
2009,0.00010820936313393759,0.0
2010,0.00011428603102103807,0.0
2011,0.00011602925314946333,3.82397197240536e-10
2012,0.00011851905583171174,0.0
2013,0.00011846975849039154,0.0
2014,0.00012029611207253765,6.496335691608124e-10
2015,0.0001209197289426811,4.433150790905671e-10
2016,0.00012022182090731803,4.1426800878596737e-10
2017,0.00012363550558802672,5.031222660711876e-10
2018,0.00013045183732174337,2.5814667070633845e-10
2019,0.00012800881995644886,7.65296326310505e-10
