year,avaient_VERB ôté_VERB,avaient_VERB oté_VERB,avaient_VERB coté_VERB
1800,4.4018303668735825e-08,0.0,0.0
1801,1.3572740442668874e-07,0.0,4.7623651688866175e-09
1802,1.7902721083373763e-08,0.0,0.0
1803,4.095712213825209e-08,1.950339223455444e-09,0.0
1804,1.1864884186252311e-07,2.4718509461507665e-09,0.0
1805,6.822906328807221e-08,0.0,0.0
1806,5.4751712497136396e-08,0.0,0.0
1807,5.693910054560547e-08,0.0,0.0
1808,6.118399653587403e-08,0.0,0.0
1809,6.551188391767937e-08,0.0,0.0
1810,7.254392642153107e-08,0.0,0.0
1811,5.264861258069686e-08,0.0,0.0
1812,4.000812481308458e-08,2.6672082320544632e-09,0.0
1813,4.3136125782439194e-08,2.8757416448144113e-09,0.0
1814,2.5173417128598885e-08,0.0,1.2586708564299443e-08
1815,8.631115377966125e-08,0.0,2.697223555614414e-09
1816,6.025770460382773e-08,0.0,0.0
1817,5.1376822796100896e-08,0.0,0.0
1818,9.417730240102173e-08,0.0,0.0
1819,9.315944993204539e-08,2.070210003424222e-09,0.0
1820,1.4002448267547152e-07,2.3732962262101864e-09,0.0
1821,1.1735171057125626e-07,0.0,0.0
1822,8.120748873352568e-08,0.0,0.0
1823,1.2452186126665765e-07,9.882686891060644e-10,0.0
1824,7.831634718513669e-08,1.6842225392110777e-09,0.0
1825,1.1535130539641614e-07,1.7610886082763955e-09,0.0
1826,1.0657660709512129e-07,0.0,0.0
1827,1.0968555130830282e-07,1.8434546111834038e-09,0.0
1828,7.429564163885516e-08,0.0,0.0
1829,1.2516836989107105e-07,0.0,0.0
1830,9.393152566872232e-08,1.0436835840010872e-09,0.0
1831,7.795603096383275e-08,0.0,0.0
1832,5.682587200794842e-08,4.058990921151917e-09,0.0
1833,8.571885246055899e-08,0.0,0.0
1834,1.4375177670444828e-07,9.334530925997342e-10,0.0
1835,1.2705987728622858e-07,0.0,0.0
1836,1.2567802798457706e-07,1.3441500135158435e-09,6.720750067579218e-10
1837,1.14805203565993e-07,1.3915781860163179e-09,0.0
1838,1.04781889831429e-07,6.312161904276081e-10,0.0
1839,7.061390050466798e-08,0.0,0.0
1840,1.0828470919932442e-07,0.0,0.0
1841,1.0208672307499e-07,0.0,0.0
1842,7.647422251011449e-08,6.708265054555795e-10,0.0
1843,7.856191786004274e-08,1.1813822142769936e-09,0.0
1844,1.0153838303494922e-07,5.488561272137815e-10,0.0
1845,1.1272060618239266e-07,1.1160455892778032e-09,5.580227946389016e-10
1846,8.957387365171599e-08,0.0,0.0
1847,1.0786447290911383e-07,1.0786447290911383e-09,0.0
1848,8.447482713336285e-08,1.6090443422100975e-09,0.0
1849,7.709061833338637e-08,8.379414939696517e-10,5.02764896381791e-09
1850,7.060555873295016e-08,6.788996032014438e-10,6.788996032014438e-10
1851,3.8696633453128015e-08,6.449438760824933e-10,3.2247193804124663e-09
1852,7.356916142953196e-08,1.3021090872200602e-09,0.0
1853,9.137055911878633e-08,1.7915795513800958e-09,0.0
1854,6.442623856628416e-08,1.0391328908454511e-09,5.195664454227256e-10
1855,8.331890910540096e-08,5.306937111981824e-10,0.0
1856,1.0716781417841048e-07,0.0,7.765783571755946e-09
1857,8.005675056210748e-08,9.763018171682347e-10,1.9526036343364694e-09
1858,7.09583005686909e-08,1.468102750479261e-09,0.0
1859,9.114990007219603e-08,1.5276520048956854e-09,1.5276520048956854e-09
1860,6.682688535875059e-08,4.577183909670879e-10,0.0
1861,6.272231445336729e-08,0.0,0.0
1862,6.776979688538631e-08,1.8071945051545413e-09,0.0
1863,7.342092800399769e-08,9.989241656072068e-10,0.0
1864,6.041356925834407e-08,9.589455896019672e-10,0.0
1865,6.165966226490127e-08,1.882737743486018e-09,3.294791106611683e-09
1866,5.498142741089396e-08,4.865612912574591e-10,0.0
1867,5.483676801532056e-08,4.85281148598915e-10,0.0
1868,3.951899429921468e-08,4.93987406535723e-10,4.44588676984381e-09
1869,5.9578933786497146e-08,4.883519144627257e-10,0.0
1870,5.3326655091723296e-08,0.0,0.0
1871,3.611200227737754e-08,1.0621177271019633e-09,0.0
1872,7.438227100919903e-08,6.047339295989218e-10,0.0
1873,3.292302608315367e-08,5.986004469882289e-10,0.0
1874,2.8080663128093875e-08,5.974609140757536e-10,5.377148060148329e-09
1875,3.833423178889461e-08,5.721527140956084e-10,0.0
1876,5.3204928462946555e-08,0.0,0.0
1877,5.690030846494665e-08,0.0,0.0
1878,3.5026715750063886e-08,0.0,0.0
1879,7.758843167948726e-08,1.221865053580018e-09,0.0
1880,5.711883233061599e-08,0.0,1.2835692508872398e-09
1881,2.8587281875047665e-08,0.0,6.972507571312292e-10
1882,4.592215674392719e-08,0.0,6.655385131892899e-10
1883,3.5388296737437486e-08,6.319338941018771e-10,0.0
1884,2.442627788923346e-08,1.3203393933736152e-09,0.0
1885,4.18966337178972e-08,1.2891271383708158e-09,0.0
1886,4.7755634113855194e-08,6.453463874400711e-10,0.0
1887,3.4603299781110763e-08,0.0,0.0
