year,auront_VERB osé_VERB,auront_VERB causé_VERB
1902,6.874397495693074e-09,1.6203935970793282e-08
1903,1.6200660812870638e-09,2.3220946943069976e-08
1904,1.0749250378694342e-09,2.3110889202371254e-08
1905,2.580379465655369e-09,2.2707340008309984e-08
1906,3.600929110447737e-09,2.5206503551089554e-08
1907,2.057137349353866e-09,1.2857108266928208e-08
1908,2.4556945366072114e-09,1.080505640516094e-08
1909,1.6502950117569526e-09,1.980354014108343e-08
1910,3.206490406526541e-09,1.8170112525695004e-08
1911,3.1922244847493175e-09,2.2877609140437016e-08
1912,5.209421227725386e-10,1.719108944087111e-08
1913,3.181793939432964e-09,2.6514948459066545e-08
1914,6.696743715117748e-10,2.0090231700464756e-08
1915,1.5314990164938536e-08,9.424609537234119e-09
1916,1.0987461607214755e-08,2.6369908923129515e-08
1917,0.0,2.9609346086090227e-08
1918,1.378365155346728e-08,1.378365155346728e-08
1919,3.6831393490643904e-09,1.6574126959767455e-08
1920,1.514446346106979e-09,6.057785384427916e-09
1921,0.0,1.2873671018098776e-08
1922,2.951174193910333e-09,1.3280283539529592e-08
1923,2.1231896241147297e-09,1.2739137744688378e-08
1924,0.0,1.933743654092268e-08
1925,0.0,2.3096173862313663e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,1.7838759802657478e-08
1928,1.1426041224282812e-09,1.82816659588525e-08
1929,1.1140406375176326e-09,1.2254447234738564e-08
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,3.4216069977333063e-09,2.0529641986399838e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,0.0,8.02946331646126e-09
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,2.7700460591972842e-08
1938,1.2965214457594243e-09,2.7226949583791793e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,2.1239483061208375e-08
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.832055301382752e-08
1946,0.0,2.227376683094917e-08
1947,2.3841741914054637e-09,2.9802176726434482e-08
1948,1.0871887834440486e-09,2.6092530802657166e-08
1949,4.908504269707237e-09,1.7670615193310368e-08
1950,7.444753258312176e-09,8.508289184305795e-09
1951,1.0661401761424827e-09,2.3455083209000804e-08
1952,0.0,1.0544804140977249e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,0.0,4.886268278880834e-09
1955,0.0,3.754243138587299e-09
1956,3.488456634670456e-09,2.2674967681268754e-08
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,6.617794756635931e-09,1.5717262158432277e-08
1959,7.750747821333448e-10,2.5577467255288866e-08
1960,6.920833350854139e-10,1.038124963770315e-08
1961,7.64297514166401e-09,1.181187059273725e-08
1962,5.7077609305622445e-09,6.341956293454132e-09
1963,3.879631726988464e-09,9.052474325699222e-09
1964,3.041984220075733e-09,7.909158661334459e-09
1965,3.2832261354087677e-09,7.660860390501512e-09
1966,0.0,1.273987226824147e-08
1967,4.930335695263466e-09,1.9228309611207806e-08
1968,3.5931326802796093e-09,9.88111459321317e-09
1969,1.3625273131978588e-09,1.589615195030092e-08
1970,3.219107425067591e-09,1.2876429700270364e-08
1971,4.624557625731995e-09,8.221435976452085e-09
1972,4.6171320100540925e-09,8.721249500354133e-09
1973,1.6539611902288698e-09,6.064523994098181e-09
1974,1.1251143350321513e-09,1.3501372464475025e-08
1975,5.711480177694739e-10,1.4849848462006321e-08
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,3.526069214387917e-09,5.876781727920388e-09
1978,1.1881182704343018e-09,5.346532105932056e-09
1979,2.925986564150662e-09,9.363157360553487e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,5.69299452024552e-09,6.325549417596221e-09
1982,1.8622506869903077e-09,6.828252629986764e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,4.639206796497319e-09,4.639206796497319e-09
1985,1.8046674155058895e-09,6.015557829641693e-09
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,2.99827696004229e-09,4.797243047249822e-09
1989,3.2928733073589456e-09,8.780995486290522e-09
1990,4.90378582185258e-09,1.5256222951620657e-08
1991,1.7584396161396398e-09,4.68917216167597e-09
1992,2.2039776670368383e-09,4.958949695321735e-09
1993,3.323524566667402e-09,2.7696036575264316e-09
1994,5.802419433820205e-09,7.912389854425328e-09
1995,4.880205572987961e-09,8.675921314704738e-09
1996,3.2028553142993132e-09,5.3380921904988554e-09
1997,9.58978896292706e-10,8.630809844589749e-09
1998,1.43043876743576e-09,5.2449422582867555e-09
1999,3.656160929565999e-09,5.941261704833778e-09
2000,3.5344251969604557e-09,5.3016377954406835e-09
2001,1.7524847129024579e-09,9.20054432640427e-09
2002,2.1906108038649563e-09,4.81934359086722e-09
2003,1.2500769308587678e-09,9.167230530238157e-09
2004,5.285749615779878e-09,5.285749615779878e-09
2005,5.854874363109275e-09,3.602999676388663e-09
2006,3.706100981659688e-09,2.4707338397433887e-09
2007,5.991719120856942e-09,7.190063211481856e-09
2008,3.8316958494988285e-09,5.960415716543821e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,1.4171379625338432e-09,6.613310343794865e-09
2011,2.2943831279320648e-09,3.059177577924288e-09
2012,2.0425516833455504e-09,1.1574459612972987e-08
2013,3.3469500504423877e-09,6.693900100884775e-09
2014,3.681256854903836e-09,8.661780626084692e-09
2015,2.659890530054554e-09,6.871383906315032e-09
2016,3.5212781579474495e-09,4.556948152156792e-09
2017,4.024978128569501e-09,7.798394818792076e-09
2018,3.872199894061623e-09,5.937373259712331e-09
2019,3.06118530524202e-09,4.08158040698936e-09
