year,tout_DET as_NOUN,tout_DET casse_NOUN
1938,2.5930428915188486e-09,1.6854778905894818e-08
1939,1.070583532936098e-08,6.117620188206274e-09
1940,2.2822046030768206e-08,1.0143131667916805e-08
1941,0.0,1.7709016475464523e-08
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,1.089252066321933e-08
1946,9.744772988540262e-09,8.352662561605939e-09
1947,5.960435478513659e-09,1.1920871401116528e-08
1948,3.2615663503321457e-09,7.610321262063735e-09
1949,3.9268033269479474e-09,1.2762110479513922e-08
1950,5.317680518146517e-09,9.57182533234402e-09
1951,4.264560704569931e-09,1.8124383771578323e-08
1952,2.1089607837865287e-09,2.741649041126948e-08
1953,5.386913581872932e-09,6.464296653518886e-09
1954,9.772536113672459e-09,1.1727043114362345e-08
1955,5.631364707880948e-09,8.447047505910632e-09
1956,6.104799332717903e-09,2.3547081839936368e-08
1957,7.0680299946168645e-09,7.0680299946168645e-09
1958,5.790570245522986e-09,1.9853384713997002e-08
1959,8.525822381422188e-09,9.300897829689347e-09
1960,4.8445834566201995e-09,1.5225833482901407e-08
1961,4.863711378089164e-09,7.642975308197464e-09
1962,1.331810839388936e-08,2.5367825617905737e-09
1963,8.405868889838075e-09,1.2285501282960354e-08
1964,4.867174552281028e-09,9.125952327160292e-09
1965,5.47204326295514e-09,1.0396882466068291e-08
1966,6.646889594286165e-09,1.3847687219126215e-08
1967,7.395503320850594e-09,1.824224188373691e-08
1968,3.5931326802796093e-09,1.8414804126010154e-08
1969,7.2668124850849836e-09,7.2668124850849836e-09
1970,4.5987250119061684e-09,1.3796175091229657e-08
1971,8.221435976452085e-09,1.4387512958791149e-08
1972,4.617132176587546e-09,8.721249833421041e-09
1973,7.718485517393958e-09,9.372446430067072e-09
1974,5.06301445213353e-09,1.8564386528030496e-08
1975,5.711480177694739e-09,1.4278700888326057e-08
1976,5.713526984862938e-09,1.5426522226302808e-08
1977,6.464459911814657e-09,1.5867311020656416e-08
1978,4.752473081737207e-09,1.3663360221016774e-08
1979,3.5111840102075575e-09,9.94835469558808e-09
1980,4.548120602354544e-09,5.1166357817322705e-09
1981,8.223214609248686e-09,1.644642960707543e-08
1982,2.483000915987077e-09,9.311253101884631e-09
1983,9.47297396081126e-09,1.4525227243211702e-08
1984,2.3196033982486597e-09,1.2757819078945687e-08
1985,2.4062232206745193e-09,1.2031116214394899e-08
1986,4.795588426365072e-09,1.4386765556650971e-08
1987,5.49973533381376e-09,2.9943003188037665e-08
1988,6.596209134457354e-09,1.3192418657492766e-08
1989,2.7440609784434855e-09,9.329808037250586e-09
1990,4.90378582185258e-09,1.089730239378639e-08
1991,1.7584395606284886e-09,1.3481370353396471e-08
1992,4.958949750832886e-09,1.652983222522053e-08
1993,1.661762283333701e-09,9.416652624327781e-09
1994,3.6924485691258724e-09,7.3848970827405935e-09
1995,3.253470381991974e-09,3.416144167545099e-08
1996,3.2028553142993132e-09,4.217092719471793e-08
1997,1.438468344439059e-09,3.5002730491839884e-08
1998,3.814503379828693e-09,8.582632826659164e-09
1999,3.6561608462992723e-09,2.1022925844604856e-08
2000,2.6508188977203417e-09,2.9159007652879154e-08
2001,3.5049694258049158e-09,1.0514908277414747e-08
2002,3.9430991805033955e-09,2.1467984723244626e-08
2003,3.75023062604285e-09,8.750538071922165e-09
2004,4.404791115186768e-09,1.189293641346012e-08
2005,4.5037495954858286e-10,1.216012401883404e-08
2006,6.58862386870851e-09,1.729513776638214e-08
2007,3.1955835755326234e-09,1.677681416012433e-08
2008,2.1287198670449925e-09,2.554463884862912e-08
2009,1.907277002999308e-09,7.104606591923357e-08
2010,1.8895172093635892e-09,2.267420651236307e-08
2011,2.294383183443216e-09,1.1854312975678738e-08
2012,3.4042526575461807e-09,2.5872320730258025e-08
2013,2.2313000336282585e-09,1.7850400491070673e-08
2014,1.2992671383216248e-09,2.4469530179871413e-08
2015,1.329945265027277e-09,2.0170836390054347e-08
2016,1.449938086262037e-09,2.609888438698249e-08
2017,1.509366853724714e-09,1.8867085671558925e-08
2018,3.0977600484760615e-09,1.8070267504555204e-08
2019,2.04079020349468e-09,1.3265136100670816e-08
