year,tout_DET as_NOUN,tout_DET casse_NOUN
1800,2.5153315874604232e-08,0.0
1801,2.8574191901498125e-08,2.3811825844433088e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,1.755305234496518e-08,3.900678446910888e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,1.8128591960930862e-08
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,2.300593315851529e-08,5.751483289628823e-09
1814,5.034683425719777e-08,0.0
1815,8.091670444798638e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,3.0076847679083585e-09,0.0
1823,1.2847492847356534e-08,8.894418312976882e-09
1824,1.6842225392110777e-09,0.0
1825,5.283265824829186e-09,8.805443041381977e-10
1826,2.6423953025656033e-09,0.0
1827,6.452091305675367e-09,0.0
1828,3.668920500743411e-09,0.0
1829,2.571952872898464e-09,5.143905745796928e-09
1830,1.0436835840010872e-09,0.0
1831,7.795603274018958e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,8.108540061613212e-09,2.3167257001688313e-09
1834,9.334530925997342e-10,0.0
1835,1.5126175867408165e-09,0.0
1836,6.048674894287842e-09,1.3441500135158435e-09
1837,4.87052354003481e-09,0.0
1838,4.418513555037862e-09,0.0
1839,1.3982949909063791e-08,2.7965900706306e-09
1840,3.3759349093998026e-08,0.0
1841,1.1556987367100646e-08,1.926164561183441e-09
1842,2.683306021822318e-09,6.708265054555795e-10
1843,4.134837805480629e-09,1.7720733769266417e-09
1844,3.293136763282689e-09,1.6465684371524958e-09
1845,1.1160455504199973e-08,0.0
1846,8.196302303531411e-09,5.269050973311096e-09
1847,7.011190739092399e-09,1.6179670936367074e-09
1848,4.02261068899179e-09,0.0
1849,7.54147322368226e-09,1.6758829879393033e-09
1850,2.0366988096043315e-09,6.788996032014438e-10
1851,1.9348316282474798e-09,3.8696632564949596e-09
1852,1.2370036106545967e-08,3.2552727180501506e-09
1853,4.180352286553557e-09,5.971931837933653e-10
1854,4.676098175337984e-09,5.7152309551611324e-09
1855,4.2455496895854594e-09,1.326734277995456e-08
1856,4.659470143053568e-09,6.212627079449362e-09
1857,3.4170564155999728e-09,4.881509085841174e-10
1858,6.8511463169329545e-09,9.787352039936081e-10
1859,9.675129142294736e-09,1.018434669930457e-09
1860,5.492620580582752e-09,6.865775947773045e-09
1861,3.772770984511453e-09,2.357981809808507e-09
1862,9.035972525772706e-10,1.3553959066214816e-09
1863,0.0,1.3485475847119233e-08
1864,4.315255264231155e-09,8.151037622639024e-09
1865,2.824106559717876e-09,5.1775286835642476e-09
1866,8.271541951376804e-09,8.758102965078507e-09
1867,7.76449837758264e-09,1.0190904120577216e-08
1868,7.409810987013543e-09,4.939874176379533e-09
1869,1.7580668809635824e-08,1.4162205741463652e-08
1870,2.8670243956696595e-09,7.454263428741115e-09
1871,8.496942038860311e-09,1.3807530230280918e-08
1872,4.23313739617015e-09,7.256807155187062e-09
1873,1.496501100817227e-08,3.591602570907071e-09
1874,9.559374791745512e-09,1.0754296120296658e-08
1875,2.8607636259891933e-09,2.8607636259891933e-09
1876,3.02300739996042e-09,6.650616057868319e-09
1877,1.2369632207409609e-08,4.9478527941460015e-09
1878,4.831270883354222e-09,1.3889904337816006e-08
1879,9.774920428640144e-09,4.887460214320072e-09
1880,1.9253538763308597e-09,1.6686400705623328e-08
1881,2.7890030285249168e-09,1.533951698995395e-08
1882,3.3276925659464496e-09,8.652000893505374e-09
1883,5.055470986281563e-09,3.2860562271253e-08
1884,5.281357573494461e-09,2.178560087884307e-08
1885,3.2228177904158883e-09,2.0626034435977658e-08
1886,8.38950331427668e-09,2.45231626117004e-08
1887,5.223139754040318e-09,1.0446279008480275e-08
1888,3.1703073499755874e-09,1.4583413587843097e-08
1889,6.265136742733546e-10,1.8795409673089125e-08
1890,6.554386478008212e-10,2.1629475988049762e-08
1891,7.649063937797962e-09,1.3385862196457765e-08
1892,5.641661138255927e-09,1.191017329205124e-08
1893,1.1700991731089516e-08,1.4780200174868696e-08
1894,3.150769645188234e-09,1.5753848447985774e-08
1895,3.0093072478365457e-09,1.3240952112525406e-08
1896,7.076434771491336e-09,1.4152869765027276e-08
1897,4.078699378240458e-09,1.1070755867592652e-08
1898,3.960848538042683e-09,2.3199254184369522e-08
1899,6.080336234504102e-09,1.879376654301268e-08
1900,2.595526460424935e-09,1.453494924419374e-08
1901,5.58873880507349e-09,1.1177477832191585e-08
1902,2.455141867585553e-09,1.6203937414083214e-08
1903,1.6200660812870638e-09,8.100329962346109e-09
1904,6.987012746151322e-09,1.3974025492302644e-08
1905,1.0321518084666081e-09,3.302885698275304e-08
1906,7.201858220895474e-09,1.5946971465563564e-08
1907,7.199980611716228e-09,2.2628510065736407e-08
1908,1.0313917053750288e-08,2.1610112144188065e-08
1909,3.850688434781091e-09,1.1001967059609541e-08
1910,8.55064130611538e-09,1.8704527371404822e-08
1911,3.7242617878519013e-09,1.862130949437102e-08
1912,8.856016031622005e-09,1.1981668546212632e-08
1913,4.772690798127144e-09,1.8030165027660416e-08
1914,2.0090231700464756e-09,1.1384464315700171e-08
1915,3.534228465440492e-09,2.1205371680821372e-08
1916,5.493730803607377e-09,9.888715846173568e-09
1917,0.0,6.57985488317081e-09
1918,2.2972752589112133e-09,1.033773866510046e-08
1919,3.6831393490643904e-09,1.9336480860943084e-08
1920,1.514446346106979e-09,1.817335615328375e-08
1921,8.330022005509363e-09,1.9689143204715265e-08
1922,8.115728866719962e-09,8.853522359686394e-09
1923,6.369568872344189e-09,5.307974060286824e-09
1924,6.445812106292692e-09,2.578324886925998e-09
1925,5.499089184013428e-09,1.429763130111894e-08
1926,1.0031524944054127e-08,5.57306911730393e-09
1927,4.4596899506643695e-09,2.7873062080630007e-08
1928,5.713020723163709e-09,1.942426997025848e-08
1929,3.342121912552898e-09,2.4508893137209498e-08
1930,7.352522590764465e-09,1.470504518152893e-08
1931,3.4216069977333063e-09,1.9389107208667156e-08
1932,2.1919073223131136e-09,3.287861094491973e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,1.1981580172459871e-08
1935,4.787313656606784e-09,1.196828414151696e-08
1936,3.6374143697059935e-09,1.091224310911798e-08
1937,1.2591118370153254e-08,5.036447148221157e-09
