year,sont_VERB ouverts_ADJ,sont_VERB couverts_ADJ
1959,9.61092752049808e-08,6.681144668618799e-07
1960,1.0519667015262968e-07,7.61983756092377e-07
1961,7.017640513140577e-08,7.615182653353259e-07
1962,8.117704197729836e-08,7.762554901091789e-07
1963,8.729171696586491e-08,7.739865850453498e-07
1964,8.700074971557115e-08,8.499303589815099e-07
1965,8.919430999343447e-08,7.59519593884761e-07
1966,8.751738211909554e-08,7.461133577635337e-07
1967,8.874604162656397e-08,7.16377769549581e-07
1968,7.815063482463636e-08,7.671338266845851e-07
1969,7.720988459691824e-08,7.816365155122185e-07
1970,7.128024037683645e-08,6.585374308087921e-07
1971,8.58112408907985e-08,7.625382067999453e-07
1972,7.541315766301793e-08,7.228376830425987e-07
1973,8.765994152781786e-08,7.492444069612247e-07
1974,7.031964260884038e-08,6.936330123608059e-07
1975,8.167416565285635e-08,6.419703595383908e-07
1976,8.513155336231648e-08,6.090619422138843e-07
1977,7.581048822036252e-08,5.982564061923767e-07
1978,8.257422323687535e-08,6.635640374952345e-07
1979,7.958683456710247e-08,6.32013097856543e-07
1980,8.982538379775917e-08,6.924513513695274e-07
1981,8.412980889715982e-08,6.135783223726321e-07
1982,7.014477643174644e-08,5.921957040300185e-07
1983,8.651983307572664e-08,6.157433176667837e-07
1984,7.190770645593147e-08,5.213308895690716e-07
1985,8.782714577826312e-08,5.64860897611652e-07
1986,8.452224709021294e-08,6.048435921002238e-07
1987,9.838415326868244e-08,5.75638921418431e-07
1988,8.455140937391192e-08,5.151039772499644e-07
1989,8.396827022583153e-08,6.025958327882108e-07
1990,1.0624869123398994e-07,6.195116384333232e-07
1991,6.857914469637905e-08,6.172122652969847e-07
1992,9.311805571066145e-08,5.686262625204108e-07
1993,9.638221182273199e-08,6.425480592042732e-07
1994,7.490395836917685e-08,6.398486220859922e-07
1995,8.242125354440688e-08,6.024342837918084e-07
1996,7.793614953399697e-08,5.599658834398724e-07
1997,9.350044338773955e-08,5.619616558760754e-07
1998,9.154808366940159e-08,5.964929528090579e-07
1999,9.46031652182544e-08,6.402851795428433e-07
2000,8.968603992798307e-08,5.72576880131237e-07
2001,1.05149079665523e-07,6.067978119972395e-07
2002,8.85006729012261e-08,5.765687660641561e-07
2003,1.0333968702980201e-07,5.479503784044937e-07
2004,9.250061286381062e-08,6.413375785996323e-07
2005,8.286899089160471e-08,6.044031692908902e-07
2006,9.800577771557073e-08,5.328549832483986e-07
2007,1.042559127084619e-07,5.168856205273187e-07
2008,1.1750533701615495e-07,5.551701178774238e-07
2009,1.1014524892161148e-07,6.446596216846956e-07
2010,1.2707003432810282e-07,6.037007551640272e-07
2011,1.2007271876779413e-07,6.328673407551832e-07
2012,1.1914884368025014e-07,6.696164973618579e-07
2013,1.1240174224713684e-07,5.846006274623505e-07
2014,1.1520168641254713e-07,6.36640891116258e-07
2015,1.1415363623812347e-07,6.620910539822944e-07
2016,1.1350943340815434e-07,8.262575192929944e-07
2017,1.1093845900256305e-07,5.785906296296162e-07
2018,1.2881518784979562e-07,6.355571144922578e-07
2019,1.1862093174386246e-07,6.527977802761598e-07
