year,était_VERB en_ADP,était_VERB quand_ADV,etait_VERB en_ADP
1800,1.0504653801035602e-05,3.144164484325529e-09,7.545995117652637e-08
1801,1.0924865819106344e-05,0.0,3.5717739876872656e-08
1802,8.953598808147945e-06,0.0,4.0281122437590966e-08
1803,9.765348295331933e-06,0.0,3.510610602219799e-08
1804,1.3372713510761969e-05,0.0,5.190887142347833e-08
1805,9.984186362999026e-06,0.0,2.558589917711629e-08
1806,1.1884003470186144e-05,0.0,4.8988376022407465e-08
1807,1.582337608851958e-05,0.0,6.832692145408714e-08
1808,1.1507123417686671e-05,0.0,7.704651894258063e-08
1809,1.4685957467008848e-05,0.0,1.2424668227595248e-07
1810,1.2185039850010071e-05,0.0,5.8503168531842675e-08
1811,1.8096079656970687e-05,0.0,7.270522672797597e-08
1812,1.6264635632978752e-05,2.6672082320544632e-09,8.00162425207418e-08
1813,1.8729704606812447e-05,0.0,1.2365688917270745e-07
1814,1.8194086806033738e-05,0.0,5.034683425719777e-08
1815,1.8778069716063328e-05,1.888056444521169e-08,8.90083740046066e-08
1816,1.708073978079483e-05,1.3905623319487859e-08,4.1716869958463576e-08
1817,2.1392997950897552e-05,0.0,6.227493865029743e-08
1818,2.044005123025272e-05,0.0,6.199012148044858e-08
1819,2.01058792299591e-05,0.0,6.728182455617571e-08
1820,2.193993714172393e-05,1.779972080839798e-08,9.730514616279606e-08
1821,2.181755735364277e-05,0.0,1.0255947557880063e-07
1822,2.3111049813451245e-05,0.0,7.418955760840618e-08
1823,2.4961691451608203e-05,0.0,4.249555374258307e-08
1824,2.4017856048885733e-05,8.421112696055388e-10,5.136878566958103e-08
1825,2.3954327843966894e-05,0.0,5.811592274085342e-08
1826,2.387316089880187e-05,8.807984341885344e-10,1.3123896791533696e-07
1827,2.6107003577635624e-05,0.0,1.0599863864424464e-07
1828,2.548707379901316e-05,1.8344602503717056e-09,1.8894940956304396e-07
1829,3.028217179235071e-05,0.0,1.0716469811544727e-07
1830,2.723701072682161e-05,0.0,7.931995482657328e-08
1831,2.550565477577038e-05,0.0,8.107427351689012e-08
1832,2.6817751859198324e-05,0.0,7.712082483735117e-08
1833,2.709989894356113e-05,0.0,4.401778908036391e-08
1834,2.6145087758777663e-05,0.0,6.160790522180548e-08
1835,2.6971483748639002e-05,0.0,6.731148260996633e-08
1836,2.6290230380254798e-05,6.720750067579218e-10,3.8308274774578877e-08
1837,2.7292328013572842e-05,2.0873671680021744e-09,4.0355767172428614e-08
1838,2.8186328563606367e-05,0.0,4.229148586887277e-08
1839,2.680251964193303e-05,0.0,5.9427538667833346e-08
1840,3.0001234335941263e-05,6.369688665408546e-10,5.3505384289831426e-08
1841,2.848476287908852e-05,0.0,5.1364388298225094e-08
1842,3.064134216401726e-05,3.3541325272778977e-09,7.043678174056822e-08
1843,2.760122333711479e-05,0.0,5.906911143549465e-08
1844,3.034460860362742e-05,6.586273748609983e-09,5.049476403673481e-08
1845,2.9978100428706966e-05,0.0,4.798996011690093e-08
1846,2.8665393983828835e-05,5.854501328173001e-10,4.6836010625384006e-08
1847,2.890228461183142e-05,5.393223645455691e-10,6.84939411854657e-08
1848,2.7029531338484958e-05,0.0,5.631655042304118e-08
1849,2.771659092104528e-05,0.0,6.535943386509757e-08
1850,2.7677378966473043e-05,6.788996032014438e-10,5.906426459034719e-08
1851,2.8698712412733585e-05,1.2898877521649865e-09,3.4826967976187007e-08
1852,2.6620318749337457e-05,6.510545436100301e-10,3.776116330733714e-08
1853,2.7551506718737073e-05,1.7915795513800958e-09,4.2997910787434535e-08
1854,2.713643516472075e-05,5.195664454227256e-10,5.819144260899023e-08
1855,2.8601738449651748e-05,0.0,4.404757802944914e-08
1856,2.753798798948992e-05,5.177189232874468e-10,3.98643568710888e-08
1857,2.908158967329655e-05,1.464452725752352e-09,3.465871434293888e-08
1858,2.8846263376181014e-05,6.361778659424999e-09,3.1808895073481835e-08
1859,2.9613025617436506e-05,5.092173349652285e-10,3.6154432336843456e-08
1860,2.9765427825623192e-05,4.577183909670879e-10,4.027921818305913e-08
1861,2.8060456315870397e-05,0.0,4.150048238393822e-08
1862,2.9710277885897085e-05,3.614389038064658e-09,3.659569025593612e-08
1863,2.8783500965801068e-05,4.994620828036034e-10,4.145535470456707e-08
1864,2.7224465156905353e-05,4.794727948009836e-10,3.691940542172034e-08
1865,2.838603722921107e-05,4.706844358715045e-10,2.9182435246077887e-08
1866,2.9020948204561137e-05,0.0,3.7951779718881085e-08
1867,2.9046503186691552e-05,1.94112459439566e-09,3.202855580752839e-08
1868,2.783767195069231e-05,0.0,2.76632952100897e-08
1869,2.8540751372929662e-05,1.4650557433881772e-09,7.71595997095531e-08
1870,3.0044122468098067e-05,5.734048791339319e-10,5.447346307363432e-08
1871,2.8196040148031898e-05,1.0621177271019633e-09,4.354682658913589e-08
1872,2.9624705348396674e-05,1.2094678591978436e-09,4.595977975974108e-08
1873,2.7120191589347087e-05,0.0,3.831042860724665e-08
1874,2.862972905859351e-05,1.792382742227261e-09,1.3741600746186577e-08
1875,2.7450170819065534e-05,5.721527140956084e-10,2.803548326824057e-08
1876,2.737212344072759e-05,2.418405919968336e-09,1.6928840551599933e-08
1877,2.6780871849041432e-05,0.0,2.5976227391311113e-08
1878,2.749717896222137e-05,6.039088673581716e-10,3.0799351957710996e-08
1879,2.7368554583517835e-05,6.10932526790009e-10,2.5048234486568788e-08
1880,2.7077534468844533e-05,0.0,1.8611753915820373e-08
1881,2.6955714929499663e-05,6.972507571312292e-10,2.6495529548142827e-08
1882,2.7774252885137685e-05,7.986462158271479e-09,4.592215852028403e-08
1883,2.67876785073895e-05,3.1596695260205365e-09,1.95899512722697e-08
1884,2.6588993932818994e-05,5.941527270181268e-09,2.178559910248623e-08
1885,2.635169221321121e-05,0.0,3.0294487363136113e-08
1886,2.6363044526078738e-05,2.5813855497602844e-09,2.904058704622514e-08
1887,2.5876739528030157e-05,1.3057849246322917e-09,2.6768590677406223e-08
1888,2.636047065607272e-05,2.53624587998047e-09,2.663058107366112e-08
1889,2.5932653443305753e-05,1.2530273485467092e-09,3.4458251363389536e-08
1890,2.5438228476559743e-05,6.554386478008212e-10,2.6872984115744458e-08
1891,2.5185818230966106e-05,6.374220040683554e-10,5.609313724619369e-08
1892,2.530222263885662e-05,5.01480967862733e-09,3.6984222795410915e-08
1893,2.531109203118831e-05,3.0792082772457263e-09,3.387129199339256e-08
