year,auront_VERB en_PRON,auront_VERB quand_ADV
1985,3.0077789148208467e-09,0.0
1986,4.196139880008332e-09,0.0
1987,5.49973533381376e-09,6.110816852533674e-10
1988,6.596209356501959e-09,0.0
1989,8.232182935330457e-09,0.0
1990,1.0352437129768077e-08,5.44865097484859e-10
1991,8.20605094986604e-09,0.0
1992,6.61193322315512e-09,0.0
1993,7.200969598386564e-09,0.0
1994,6.329911705904578e-09,0.0
1995,8.133675954979935e-09,0.0
1996,7.473328622609188e-09,0.0
1997,7.192341833217597e-09,0.0
1998,7.629006759657386e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,7.95245647111642e-09,0.0
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,7.886198361006791e-09,0.0
2003,6.250384210204629e-09,0.0
2004,8.369103632333008e-09,8.809582507929292e-10
2005,9.457874483587148e-09,0.0
2006,1.1118302722934459e-08,1.2353669198716943e-09
2007,5.991719120856942e-09,0.0
2008,6.811903485726134e-09,0.0
2009,3.337734755248789e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,6.118355155848576e-09,0.0
2012,4.765953853791416e-09,0.0
2013,5.020424964641279e-09,0.0
2014,2.3819897165822113e-09,0.0
2015,3.103205470367243e-09,0.0
2016,3.1070099826280284e-09,2.0713400439298368e-10
2017,3.018733707449428e-09,0.0
2018,2.581466596041082e-09,0.0
2019,2.2958890344426663e-09,0.0
