year,veut_VERB oser_VERB,veut_VERB causer_VERB
1850,1.3577992064028876e-09,1.3577992064028876e-08
1851,5.8044946626978344e-09,6.449438760824933e-09
1852,0.0,9.765818376195057e-09
1853,5.971931837933653e-10,4.777545470346922e-09
1854,5.195664454227256e-10,6.234797567117312e-09
1855,1.5920811335945473e-09,7.960405667972736e-09
1856,1.0354378465748937e-09,6.212626857404757e-09
1857,4.881509085841174e-10,8.78671624349181e-09
1858,4.893676019968041e-10,8.31924928945682e-09
1859,5.601390462572908e-09,1.5785737161877478e-08
1860,2.288591982591015e-09,2.197048232233101e-08
1861,4.715963730639317e-10,1.5091083938045813e-08
1862,4.517986262886353e-10,2.3041730301542884e-08
1863,4.994620828036034e-10,1.9978482868054925e-08
1864,0.0,2.589153069720851e-08
1865,4.706844358715045e-10,5.177528628053096e-09
1866,0.0,1.5083399418358567e-08
1867,3.88224918879132e-09,2.038180824115443e-08
1868,0.0,3.951899252285784e-09
1869,4.883519144627257e-10,1.6115613732381462e-08
1870,1.1468097582678638e-09,2.0069171213776826e-08
1871,0.0,2.1242353653860846e-08
1872,0.0,1.69325495846806e-08
1873,0.0,1.0774807712721213e-08
1874,5.974609140757536e-10,1.0156835372754358e-08
1875,0.0,2.5174719198162165e-08
1876,0.0,1.0278225381910033e-08
1877,0.0,1.2369632429454214e-08
1878,0.0,1.3889904337816006e-08
1879,1.221865053580018e-09,1.4662380642960215e-08
1880,5.134277003548959e-09,2.5029599726167362e-08
1881,0.0,1.4642266066289267e-08
1882,0.0,1.2645231528551903e-08
1883,0.0,6.319338829996468e-09
1884,6.601696966868076e-10,8.582206056928499e-09
1885,1.2891271383708158e-09,1.4824961702686323e-08
1886,0.0,1.355227396970804e-08
1887,0.0,1.566941953967671e-08
1888,6.340614699951175e-10,1.1413106904001324e-08
1889,6.265136742733546e-10,1.628935564212952e-08
1890,5.898947996740844e-09,9.176140736144589e-09
1891,0.0,1.466070642663908e-08
1892,0.0,9.402768341715273e-09
1893,0.0,2.463366621796581e-09
1894,6.301539290376468e-10,1.0082462864602348e-08
1895,1.2037228991346183e-09,6.018614495673091e-09
1896,5.89702897624278e-10,1.6511680911435178e-08
1897,0.0,2.330685422435863e-09
1898,5.6583548957434e-10,1.584339415217073e-08
1899,5.527578395003729e-10,1.2160672469008205e-08
1900,5.19105292084987e-09,1.245852754294674e-08
1901,0.0,3.912117296778206e-09
1902,1.9641135384773634e-09,1.6694965410124496e-08
1903,0.0,9.1803746826713e-09
1904,1.0749250378694342e-09,6.449550227216605e-09
1905,1.0321518084666081e-09,1.5998352864698973e-08
1906,0.0,1.0288369267641428e-08
1907,0.0,1.3885677496716653e-08
1908,1.4734167219643268e-09,2.2592390180875555e-08
1909,2.2003934230241384e-09,1.320236009405562e-08
1910,0.0,1.336037680488289e-08
1911,5.320374141248863e-10,7.980561100850991e-09
1912,2.0837684910901544e-09,1.3544495303108306e-08
1913,1.060597942803554e-09,1.484837142129436e-08
1914,0.0,1.6072185360371805e-08
1915,0.0,1.4136913861761968e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,2.7416060532914344e-08
1918,0.0,1.033773866510046e-08
1919,0.0,1.6574126959767455e-08
1920,0.0,6.815008557481406e-09
1921,0.0,2.574734203619755e-08
1922,7.377935484775833e-10,1.4018077365562931e-08
1923,1.0615948120573648e-09,1.4862327368803108e-08
1924,0.0,3.0939897754933554e-08
1925,1.0998177923937646e-09,1.9796720707176974e-08
1926,0.0,1.89484357093761e-08
1927,0.0,1.2264147031260109e-08
1928,7.998228745975666e-09,1.7139061725401916e-08
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,5.2518016602221e-09,1.3654684494213143e-08
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,0.0,1.753525857850491e-08
1933,3.4411986593596566e-09,1.8353059516584835e-08
1934,0.0,7.188948103475923e-09
1935,0.0,1.3165112555668657e-08
1936,1.2124714565686645e-09,1.4549657478823974e-08
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,1.1668692678767911e-08,1.8151300906765755e-08
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,2.1457568166738383e-08
1948,0.0,5.435944139264848e-09
1949,0.0,1.7670615193310368e-08
1950,2.1270722960764488e-09,2.5524867552917385e-08
1951,0.0,2.1322803078760444e-08
1952,0.0,8.435843135146115e-09
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,0.0,1.4658803948464083e-08
1955,9.385607846468247e-10,1.407841132561316e-08
1956,2.616342476002842e-09,1.3081712602058815e-08
1957,8.835037701437898e-10,1.3252556385623393e-08
1958,0.0,1.2408365002158916e-08
1959,0.0,1.5501495198577686e-08
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,2.08444772553662e-09,1.876002997391879e-08
1962,1.2683912808952869e-09,8.8787386332001e-09
1963,0.0,4.526237162849611e-09
1964,1.2167936658258327e-09,8.517555549758526e-09
1965,1.0944086747954884e-09,4.377634699181954e-09
1966,5.539074754423723e-10,8.862519607077957e-09
1967,0.0,1.2818872185960117e-08
1968,2.6948494546985557e-09,6.287982134978165e-09
1969,3.1792304344691047e-09,7.72098829315837e-09
1970,4.5987250119061684e-10,6.898087434592526e-09
1971,3.083038491169532e-09,1.6956711590410123e-08
1972,3.5911027485013847e-09,1.2312352026810913e-08
1973,0.0,9.923766697284009e-09
1974,1.6876715580593782e-09,9.00091468025721e-09
1975,0.0,1.028066431985053e-08
1976,1.7140580066410394e-09,9.141642998145016e-09
1977,0.0,7.639816779203557e-09
1978,1.7821774056514528e-09,1.1881182260253809e-08
1979,2.3407893401383717e-09,1.1703946256602649e-08
1980,1.1370301367108482e-09,4.548120546843393e-09
1981,2.5302198114474095e-09,6.958104314946922e-09
1982,6.207502289967692e-10,3.7245013739806154e-09
1983,0.0,1.2630632539867293e-08
1984,0.0,8.69851302098823e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,2.3977941854269602e-09,1.019062523255343e-08
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,2.1952488715726304e-09,5.488121956886971e-09
1990,1.089730194969718e-09,6.538381391862913e-09
1991,1.1722930404189924e-09,1.0550637696837839e-08
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,0.0,5.539207315052863e-09
1994,1.5824779264761446e-09,8.967375286772494e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,4.804283193493575e-09,3.2028553142993132e-09
1997,9.58978896292706e-10,9.110299181713799e-09
1998,1.43043876743576e-09,6.675381136744818e-09
1999,3.1991407301035224e-09,2.285100553223174e-09
2000,3.5344251969604557e-09,4.418031274155965e-09
2001,1.7524847129024579e-09,5.257454027685071e-09
2002,5.6955880012310445e-09,4.81934359086722e-09
2003,4.1669229178253886e-10,9.167230530238157e-09
2004,1.3214374039449694e-09,4.845270407116686e-09
2005,4.5037495954858286e-10,1.0358624180639708e-08
2006,8.235779835885637e-10,7.823991232669414e-09
2007,1.5977917877663117e-09,4.7933754743212376e-09
2008,5.108927503272298e-09,5.5346713878634546e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,2.8342759250676863e-09,8.97520635589899e-09
2011,4.971163480860241e-09,7.265546830836911e-09
2012,3.063827413996023e-09,1.1234034147378225e-08
2013,8.367375126105969e-10,1.3666713094551142e-08
2014,2.165445156521173e-09,1.0610681222544827e-08
2015,3.32486305154589e-09,1.7067630864175953e-08
2016,2.278474076078396e-09,1.822779260862717e-08
2017,1.2578056374223934e-09,1.0817128526241504e-08
2018,1.5488800242380307e-09,1.4972506789945328e-08
2019,1.7856913725466939e-09,1.3265136544760026e-08
