year,aient_VERB assez_ADV,aient_VERB cassé_VERB
1800,2.6096566330124915e-07,0.0
1801,1.9049460320275102e-07,0.0
1802,1.9469209178168967e-07,0.0
1803,1.794312112224361e-07,1.3652374342143503e-08
1804,1.97748079244775e-07,0.0
1805,2.1321582721611776e-07,0.0
1806,1.873084869430386e-07,0.0
1807,7.971474502710407e-08,0.0
1808,2.741949458595627e-07,0.0
1809,2.41716264781644e-07,0.0
1810,1.427477371862551e-07,0.0
1811,1.42903374467096e-07,0.0
1812,1.7870294755084615e-07,0.0
1813,1.4378707646756084e-07,0.0
1814,2.643208745212178e-07,0.0
1815,1.8880564311984926e-07,0.0
1816,2.3176039576355834e-07,0.0
1817,1.6502858102285245e-07,3.580808893843823e-08
1818,2.443841253807477e-07,0.0
1819,1.738976465048836e-07,0.0
1820,1.874904000942479e-07,0.0
1821,1.6370070454740926e-07,0.0
1822,2.406147814326687e-07,0.0
1823,1.5416991061556473e-07,6.917880934764753e-09
1824,1.7263280938095704e-07,8.421112696055388e-10
1825,1.576174355477633e-07,0.0
1826,1.9113325322450692e-07,0.0
1827,2.037017310385636e-07,1.8434546111834038e-09
1828,1.770254129951354e-07,9.172301251858528e-10
1829,1.2345373079369892e-07,0.0
1830,1.8368831433690502e-07,0.0
1831,1.4811645598911127e-07,2.0268567268999504e-08
1832,1.2582871988797706e-07,0.0
1833,1.7259606011066353e-07,0.0
1834,1.736222685622124e-07,0.0
1835,1.4218605315363675e-07,3.025235173481633e-09
1836,1.7406742358616611e-07,5.376600054063374e-09
1837,1.544651837548372e-07,2.0873671680021744e-09
1838,1.5149188925533963e-07,6.312161904276081e-10
1839,1.3563462175625318e-07,0.0
1840,1.0127804728199408e-07,0.0
1841,1.4767262257464608e-07,1.926164561183441e-09
1842,1.4825265282070177e-07,2.683306021822318e-09
1843,1.0159887153804448e-07,5.906911071384968e-10
1844,1.7179196731831325e-07,0.0
1845,1.2499710067004344e-07,0.0
1846,1.2235908286584163e-07,8.196302303531411e-09
1847,1.310553301436812e-07,0.0
1848,1.504456434986423e-07,0.0
1849,9.971503800443315e-08,1.6758829879393033e-09
1850,9.572484316322516e-08,0.0
1851,9.996630012665264e-08,0.0
1852,1.1133032984389502e-07,0.0
1853,1.1227231766497425e-07,0.0
1854,1.288524771325683e-07,0.0
1855,1.2524371584277105e-07,0.0
1856,1.113095677851561e-07,5.177189232874468e-10
1857,8.298565745690212e-08,0.0
1858,1.0912897607795458e-07,2.4468380654951716e-09
1859,9.420520541425503e-08,2.036869339860914e-09
1860,8.010071894659632e-08,9.154367819341758e-10
1861,8.583054267319312e-08,0.0
1862,1.0391368476803109e-07,9.035972525772706e-10
1863,9.589672345100553e-08,9.989241656072068e-10
1864,9.73329790099342e-08,3.3563094525845827e-09
1865,1.0543331541157386e-07,1.4120533631256649e-09
1866,9.196008221579177e-08,1.4596839292835284e-09
1867,7.958610837022206e-08,1.455843445796745e-09
1868,9.879747864260935e-08,4.93987406535723e-10
1869,7.325278517100742e-08,0.0
1870,8.199689460752779e-08,5.734048791339319e-10
1871,1.0196330180178848e-07,0.0
1872,6.47065334646868e-08,0.0
1873,6.584605216630735e-08,0.0
1874,8.543690910300938e-08,5.974609140757536e-10
1875,8.124568751100014e-08,1.1443054281912168e-09
1876,8.948101992700686e-08,6.04601479992084e-10
1877,9.277223966819292e-08,6.184815992682502e-10
1878,6.401433694236403e-08,6.039088673581716e-10
1879,7.147910707772098e-08,0.0
1880,6.610381575455904e-08,6.417846254436199e-10
1881,6.554157039317943e-08,0.0
1882,8.652000360598322e-08,0.0
1883,7.014466518739937e-08,0.0
1884,5.743476449993068e-08,6.601696966868076e-10
1885,8.37932674357944e-08,0.0
1886,5.8726520535401505e-08,1.2906927748801422e-09
1887,6.006610675513002e-08,0.0
1888,5.7699594435689505e-08,0.0
1889,4.448246926358479e-08,0.0
1890,6.161123167203186e-08,2.6217545912032847e-09
1891,5.418086956865409e-08,6.374220040683554e-10
1892,7.14610379759506e-08,1.2537024751679837e-09
1893,5.6041589147071136e-08,1.847525021858587e-09
1894,6.742646974089439e-08,6.301539290376468e-10
1895,6.801034402315054e-08,0.0
1896,5.189385632320409e-08,0.0
1897,6.409384667449558e-08,0.0
1898,4.809601605870739e-08,5.6583548957434e-10
1899,5.251199297617859e-08,5.527578395003729e-10
1900,4.152842336679896e-08,0.0
1901,8.494883019238841e-08,0.0
1902,5.3031065760933416e-08,0.0
1903,5.34621804604285e-08,0.0
1904,4.83716249277677e-08,5.374625189347171e-10
1905,5.3155819301764495e-08,4.64468330463319e-09
1906,6.173021205313489e-08,5.144184522798412e-10
1907,4.988558188756542e-08,1.5428529565042481e-09
1908,6.188350454294778e-08,4.911389073214423e-10
1909,4.620826032919467e-08,0.0
1910,7.749018493541371e-08,5.344150677544235e-10
1911,5.533189195716659e-08,0.0
1912,6.147116948795883e-08,5.209421227725386e-10
1913,4.5075413623862914e-08,0.0
1914,5.6252648761301316e-08,0.0
1915,7.421880354741006e-08,0.0
1916,4.504859418830165e-08,0.0
1917,5.263883906536648e-08,0.0
1918,7.466144325007917e-08,1.1486376294556067e-09
1919,5.985101125816072e-08,0.0
1920,3.63467123065675e-08,1.514446346106979e-09
1921,2.7261890522822796e-08,0.0
1922,4.721878710256533e-08,2.951174193910333e-09
1923,4.140219900250486e-08,0.0
1924,3.9964035636330664e-08,1.289162443462999e-09
1925,4.6192347724627325e-08,0.0
1926,5.015762383209221e-08,0.0
1927,4.1252132376712325e-08,0.0
1928,2.9707706517001498e-08,1.1426041224282812e-09
1929,6.572840050012019e-08,2.2280812750352652e-09
1930,3.7812974085227324e-08,1.0503603542488804e-09
1931,5.7026781519198266e-08,0.0
1932,6.904507898752854e-08,0.0
1933,4.01473165823063e-08,1.1470662197865522e-09
1934,4.313368862085554e-08,0.0
1935,4.787313656606784e-08,1.196828414151696e-09
1936,5.8198629915295896e-08,0.0
1937,6.1696475484041e-08,0.0
1938,4.148868626430158e-08,1.2965214457594243e-09
1939,4.129393715857077e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,4.427253941230447e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,5.010559434026618e-08,0.0
1946,6.821341003160342e-08,0.0
1947,5.006765846360395e-08,0.0
1948,4.240036233227329e-08,3.2615663503321457e-09
1949,3.6322930441201606e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,3.9015773722894664e-08,1.0544803918932644e-09
1953,4.740483916521043e-08,1.0773827385790469e-09
1954,4.593092128857279e-08,0.0
1955,4.223523575319632e-08,0.0
1956,4.7966278060584955e-08,0.0
1957,3.975766915687018e-08,6.184526224473075e-09
1958,6.038737865310395e-08,8.272243445794913e-10
1959,4.417926291466756e-08,0.0
1960,4.221708493901133e-08,0.0
1961,4.099414141478519e-08,2.779263708063695e-09
1962,5.5175021884679154e-08,1.9025869768540815e-09
1963,5.1728427763464424e-08,0.0
1964,5.77976990712159e-08,1.2167936658258327e-09
1965,4.487075599968193e-08,0.0
1966,5.0405581930590415e-08,0.0
1967,4.3879985867079085e-08,1.4791006197611978e-09
1968,4.626158300879979e-08,0.0
1969,5.7226149152711514e-08,1.3625273131978588e-09
1970,5.5184699476740207e-08,4.5987250119061684e-10
1971,5.0356295133724416e-08,0.0
1972,4.2580218462262565e-08,0.0
1973,3.6387145740945925e-08,0.0
1974,4.050411561706824e-08,5.06301445213353e-09
1975,3.255543745694922e-08,2.2845920710778955e-09
1976,4.1137393935741784e-08,0.0
1977,3.408533544302372e-08,1.1753563677885381e-09
1978,4.455443658457625e-08,0.0
1979,4.154901134256761e-08,5.851973350345929e-10
1980,3.183684427199296e-08,0.0
1981,4.2381181231121445e-08,2.5302198114474095e-09
1982,3.47620137119975e-08,3.1037510339615437e-09
1983,2.7787390166622572e-08,0.0
1984,4.001315900836744e-08,0.0
1985,2.5866899733273385e-08,3.609334831011779e-09
1986,2.937297871596911e-08,1.1988970927134801e-09
1987,4.27757171905796e-08,6.110816852533674e-10
1988,3.47800117594943e-08,1.798966087207532e-09
1989,2.4147738031388144e-08,5.488122178931576e-10
1990,2.3429199913493903e-08,1.089730194969718e-09
1991,4.0444110283033297e-08,0.0
1992,3.4161654838271716e-08,2.2039776670368383e-09
1993,4.09901339537555e-08,1.1078414852150331e-09
1994,3.586950114708998e-08,2.1099706426497278e-09
1995,2.548551947256783e-08,0.0
1996,4.4839975288368805e-08,0.0
1997,2.924885578181602e-08,1.438468344439059e-09
1998,2.6224711291433778e-08,0.0
1999,2.8792268125243936e-08,1.3710603763428253e-09
2000,1.899753598877396e-08,1.7672125984802278e-09
2001,4.249775287235025e-08,2.190605918883648e-09
2002,4.0745359086713506e-08,0.0
2003,2.8335076507346457e-08,3.7502307925763034e-09
2004,2.686922684347337e-08,1.3214374039449694e-09
2005,2.9274373147814003e-08,0.0
2006,2.635449547483404e-08,1.2353669198716943e-09
2007,3.515141955290346e-08,1.1983438685803094e-09
2008,2.6396126173722223e-08,1.7029758714315335e-09
2009,3.4807804638603557e-08,0.0
2010,3.590082542359596e-08,1.4171379625338432e-09
2011,4.703485600998647e-08,3.82397197240536e-10
2012,3.948933269271038e-08,1.7021263287730903e-09
2013,4.0442312609911824e-08,2.7891249310130206e-09
2014,3.9844191945803686e-08,1.9489005964601347e-09
2015,3.901172718201451e-08,1.10828768384863e-09
2016,4.5983750140976554e-08,2.899876117012923e-09
2017,6.037467414898856e-08,1.2578056374223934e-09
2018,3.872199982879465e-08,1.0325866828253538e-09
2019,4.311169377047008e-08,3.06118530524202e-09
