year,tout_DET ouvert_ADJ,tout_DET couvert_NOUN
1869,9.767038289254515e-10,6.055563517293194e-07
1870,6.880858549607183e-09,6.307453404019725e-07
1871,3.18635318130589e-09,4.5777273527392026e-07
1872,0.0,6.688357250261845e-07
1873,0.0,5.866284169542269e-07
1874,0.0,5.586259792522696e-07
1875,1.716458086775674e-09,6.762845057295408e-07
1876,0.0,6.856181027359298e-07
1877,0.0,6.772373701835477e-07
1878,1.2078177347163432e-09,6.341043103930133e-07
1879,2.443730107160036e-09,6.14598137715916e-07
1880,6.417846254436199e-10,6.193221437911234e-07
1881,6.972507571312292e-10,5.745346225438652e-07
1882,3.9932310791357395e-09,6.77518189107218e-07
1883,6.319338941018771e-10,5.396715199168511e-07
1884,0.0,4.931467429969416e-07
1885,0.0,5.775289757536939e-07
1886,7.744156427236248e-09,5.975907679811598e-07
1887,0.0,5.125205877476446e-07
1888,0.0,4.400386499625597e-07
1889,0.0,5.563441414224712e-07
1890,1.3108772956016423e-09,4.679831979714777e-07
1891,1.2748440081367107e-09,4.417334409367868e-07
1892,0.0,5.146448565085393e-07
1893,0.0,3.947544942040082e-07
1894,6.301539290376468e-10,4.404775975075381e-07
1895,0.0,3.779689876637349e-07
1896,2.358811590497112e-09,3.2669541205621044e-07
1897,0.0,4.067046144307085e-07
1898,0.0,3.9551901043211046e-07
1899,1.2160672469008205e-08,4.1346286749899264e-07
1900,3.114631885736685e-09,4.0957410041286835e-07
1901,0.0,3.3588320835775676e-07
1902,3.437198747846537e-09,3.221146345211423e-07
1903,0.0,3.472341540966539e-07
1904,0.0,3.0796601357963027e-07
1905,4.1286072338664326e-09,3.31320743285346e-07
1906,5.144184522798412e-10,3.204826950486961e-07
1907,1.5428529565042481e-09,3.5794189434668056e-07
1908,1.4734167219643268e-09,3.727744317671977e-07
1909,0.0,3.5041266421842465e-07
1910,0.0,4.0668987821845803e-07
1911,0.0,3.814708240401643e-07
1912,5.209421227725386e-10,3.860181063686241e-07
1913,5.30298971401777e-10,3.1605817785163026e-07
1914,2.0090231700464756e-09,3.1943468048467594e-07
1915,1.1780761921542648e-09,2.4268370024671526e-07
1916,2.197492410260793e-09,2.9116774413751045e-07
1917,5.483212106582869e-09,2.3577811880670652e-07
1918,8.040463406189247e-09,3.147267175762636e-07
1919,9.207848372660976e-10,2.5137425785359824e-07
1920,0.0,2.483691887711359e-07
1921,0.0,3.1502629926905e-07
1922,0.0,2.8183714118057424e-07
1923,3.1847844361720945e-09,3.397103380819999e-07
1924,0.0,2.758807680081077e-07
1925,0.0,4.124316825837582e-07
1926,5.57306911730393e-09,3.577910332452916e-07
1927,1.1149224876660924e-09,3.612348944415089e-07
1928,1.1426041224282812e-09,3.496368505828684e-07
1929,0.0,3.4089644262991214e-07
1930,0.0,3.1300737557415914e-07
1931,0.0,2.611826728227129e-07
1932,2.1919073223131136e-09,2.696046057515389e-07
1933,3.4411986593596566e-09,2.638252172282307e-07
1934,0.0,2.6119844065419784e-07
1935,0.0,2.4415299915148125e-07
1936,1.2124714565686645e-09,2.461316963575655e-07
1937,1.2591118148108649e-09,1.9390321615020412e-07
1938,1.2965214457594243e-09,1.8540256041532643e-07
1939,0.0,2.3858719000457995e-07
1940,2.5357829613881222e-08,2.1554155349434723e-07
1941,0.0,3.0990776167527656e-07
1942,0.0,3.1252380017221526e-07
1943,0.0,3.9193673906368076e-07
1944,1.927911696952833e-08,2.956131179843169e-07
1945,0.0,2.5488498067716137e-07
1946,1.3921104269343232e-09,2.422272125102154e-07
1947,3.5762612871081956e-09,2.4080158844697053e-07
1948,2.174377566888097e-09,2.467918482906839e-07
1949,1.9634016634739737e-09,2.0124867150528303e-07
1950,1.914365022059883e-08,2.339779587856583e-07
1951,2.3455083209000804e-08,2.3135242166461012e-07
1952,1.1599284199803606e-08,2.40421535124824e-07
1953,2.2625037843226892e-08,1.7561339049620983e-07
1954,8.795282724349818e-09,2.0522326504845978e-07
1955,6.476069103200643e-08,1.7644942440497857e-07
1956,5.407107650512444e-08,2.215169896402358e-07
1957,9.983592264006802e-08,2.2440996394479384e-07
1958,1.3897368944526534e-07,1.9770661285889446e-07
1959,5.348016074435691e-08,2.0772003939129036e-07
1960,5.3982500247684584e-08,2.3115583402955053e-07
1961,5.83645380913822e-08,2.452700238464445e-07
1962,6.532214769094935e-08,2.3338399035566226e-07
1963,3.814971449855875e-08,2.146729691787641e-07
1964,3.589541464066315e-08,2.640442353651906e-07
1965,5.1984411442163037e-08,2.298258232613648e-07
1966,9.859552818625161e-08,2.531357186086325e-07
1967,7.148986469474039e-08,3.283603371428967e-07
1968,8.623518255035378e-08,2.5556156124650897e-07
1969,9.35602102458688e-08,2.1709602249231352e-07
1970,1.1680761247134797e-07,2.2579740210915134e-07
1971,1.0482330736749645e-07,2.2917252628928964e-07
1972,4.6171322765076184e-08,2.221353554432426e-07
1973,5.513203760187935e-08,2.3431115803163038e-07
1974,7.819544833864711e-08,1.7383016492900083e-07
1975,4.454954449784054e-08,1.787693237886856e-07
1976,3.828062844490887e-08,1.8111880306648231e-07
1977,6.170620991952092e-08,1.6161149574145384e-07
1978,5.643561706847322e-08,1.895048615807582e-07
1979,5.091216692676426e-08,1.7029242371791042e-07
1980,4.832378053265529e-08,1.7169154453711144e-07
1981,2.5934753011824796e-08,1.7015727538094438e-07
1982,4.96600165433847e-08,1.5518756368848585e-07
1983,4.736487113632393e-08,1.604090300588723e-07
1984,5.5090580985961424e-08,1.5657323393369893e-07
1985,3.9101127669027846e-08,1.3474849858141624e-07
1986,2.038125046510686e-08,1.4686489935300528e-07
1987,2.3832186002437084e-08,1.619366467586758e-07
1988,1.8589316752581908e-08,1.6790350754192218e-07
1989,1.7013178421620978e-08,1.7561990972581043e-07
1990,2.9967580417178397e-08,1.6128006796733985e-07
1991,1.0550637696837839e-08,1.5005350617602886e-07
1992,9.91789939064347e-09,1.7191025625251655e-07
1993,7.754890063438324e-09,1.512203600118056e-07
1994,2.2154692302933654e-08,1.7882001612790077e-07
1995,2.4401028753118226e-08,1.6375800804269147e-07
1996,1.8149513891785318e-08,1.740218062984411e-07
1997,6.7128524960935465e-09,1.6014947079590058e-07
1998,9.059445638115449e-09,1.9740054746364422e-07
1999,1.3253583119876566e-08,1.7412467023802947e-07
2000,1.3254094710646314e-08,1.5772371764199988e-07
2001,1.4896119893137438e-08,1.6867665708630852e-07
2002,1.62105191492401e-08,1.5684772414203962e-07
2003,1.91678459771083e-08,1.625099868007851e-07
2004,5.285749615779878e-09,1.3698901080161363e-07
2005,4.954124666056714e-09,1.477229836233107e-07
2006,5.435614625071139e-08,1.6471559849406958e-07
2007,1.3980677948666198e-08,1.442007153684699e-07
2008,6.3861596011349775e-09,1.65614403080383e-07
2009,4.76819250749827e-09,1.411384937810567e-07
2010,1.2754241218715379e-08,1.3651762120758804e-07
2011,1.1471915861704929e-08,1.349862157606907e-07
2012,1.4978711604385353e-08,2.011913307065072e-07
2013,3.904775169871755e-09,2.2201435712077e-07
2014,2.815078836704288e-09,2.1394598004320642e-07
2015,1.7732603163622684e-09,3.26501554681613e-07
2016,5.3854840587064245e-09,3.365927510046163e-07
2017,2.7671724911471074e-09,1.5169136258208482e-07
2018,2.8396134332808742e-09,2.212316969618655e-07
2019,1.7856913725466939e-09,2.6632313421259823e-07
