year,serait_VERB en_PRON,serait_VERB quand_ADV
1800,7.231578535993322e-08,0.0
1801,1.142967676059925e-07,0.0
1802,8.727576528144709e-08,0.0
1803,6.631153581793114e-08,0.0
1804,9.145848167690929e-08,0.0
1805,5.1171799242411e-08,0.0
1806,1.0662175498055149e-07,0.0
1807,1.0249038240317532e-07,3.131650672116848e-08
1808,7.478044494746428e-08,6.798221985349073e-09
1809,9.487928309681593e-08,6.7770917766551975e-09
1810,1.427477371862551e-07,0.0
1811,1.178326058948187e-07,0.0
1812,1.893717893608482e-07,2.6672082320544632e-09
1813,1.5241430162404868e-07,0.0
1814,1.6992056828257773e-07,0.0
1815,8.361393355471591e-08,0.0
1816,9.038654980031424e-08,0.0
1817,7.161617787687646e-08,7.784367150875937e-09
1818,1.0609847578280096e-07,2.384235475716423e-09
1819,1.2938812687934842e-07,0.0
1820,1.6494408328071586e-07,0.0
1821,1.311577904061778e-07,9.86148829262845e-10
1822,9.825103575167304e-08,0.0
1823,1.1562743651438723e-07,0.0
1824,7.915846111927749e-08,0.0
1825,1.1535130539641614e-07,0.0
1826,9.248383747717526e-08,8.807984341885344e-10
1827,1.778933693685758e-07,9.217273055917019e-10
1828,1.4950850868444832e-07,0.0
1829,2.1690135554308654e-07,1.714635211591542e-09
1830,1.2941676175159955e-07,2.0873671680021744e-09
1831,1.6682589887295762e-07,3.1182412207897414e-09
1832,1.3665268738805025e-07,0.0
1833,1.0656938087549861e-07,2.3167257001688313e-09
1834,1.1388127774125678e-07,0.0
1835,1.6941316971497145e-07,0.0
1836,1.357591514761225e-07,7.392825018825988e-09
1837,1.3637466622640204e-07,1.3915781860163179e-09
1838,1.4139243376121158e-07,4.418513555037862e-09
1839,1.3283802502428443e-07,0.0
1840,1.5350950377523986e-07,4.4587821212971335e-09
1841,1.1492782192590312e-07,6.420548537278137e-10
1842,1.925272101743758e-07,4.024959032733477e-09
1843,1.3704033108297153e-07,1.7720733214154905e-09
1844,1.679499774809301e-07,4.390849017710252e-09
1845,1.858215910033323e-07,5.580227946389016e-10
1846,1.5865698799188976e-07,1.1709002656346001e-09
1847,1.5586415713642054e-07,1.0786447290911383e-09
1848,1.5527277241744741e-07,0.0
1849,1.4496387734652671e-07,2.513824481908955e-09
1850,1.6972489902400412e-07,6.788996032014438e-09
1851,1.6123597390560462e-07,6.449438760824933e-10
1852,1.7838894450505904e-07,0.0
1853,1.6243654954450903e-07,1.1943863675867306e-09
1854,1.662612589825585e-07,1.558699391779328e-09
1855,1.3744967475304293e-07,5.306937111981824e-10
1856,1.7291812071107415e-07,5.177189232874468e-10
1857,1.7426987142243888e-07,2.440754598431738e-09
1858,1.6932119706325466e-07,9.787352039936081e-10
1859,1.2323059195296082e-07,4.073738679721828e-09
1860,1.3411148813702312e-07,6.865775947773045e-09
1861,1.4713806706367905e-07,1.414789119191795e-09
1862,1.4502735723453952e-07,9.035972525772706e-10
1863,1.388504529131751e-07,4.994620939058336e-09
1864,1.2082713851668814e-07,2.3973640850272204e-09
1865,1.2379000224882475e-07,4.706844358715045e-10
1866,1.0023162388961282e-07,4.865612912574591e-10
1867,1.3199647241890489e-07,9.7056229719783e-10
1868,8.051994626612213e-08,0.0
1869,1.4357546262999676e-07,1.953407657850903e-09
1870,1.152543802618311e-07,1.7202146374017957e-09
1871,1.614418891904279e-07,3.18635318130589e-09
1872,1.2094677970253542e-07,1.2094678591978436e-09
1873,1.2151589601216983e-07,1.1972008939764578e-09
1874,1.4996268760114617e-07,1.1949218281515073e-09
1875,1.4132172054814873e-07,1.1443054281912168e-09
1876,1.1185127135604489e-07,0.0
1877,9.7101612084316e-08,3.710889595609501e-09
1878,1.1293095525388708e-07,2.4156354694326865e-09
1879,1.1302251579081712e-07,0.0
1880,1.1744658934276231e-07,6.417846254436199e-10
1881,1.052848617177915e-07,3.4862537301449947e-09
1882,9.783416032860259e-08,6.655385131892899e-10
1883,1.308103207975364e-07,6.319338941018771e-10
1884,8.912290638818376e-08,4.621187876807653e-09
1885,1.0506386161068804e-07,0.0
1886,1.1680769773647626e-07,5.162771044009418e-09
1887,8.87933779836203e-08,6.528924623161458e-10
1888,1.1539918887137901e-07,1.268122939990235e-09
1889,8.896493852716958e-08,2.5060546970934183e-09
1890,1.291214175580535e-07,2.6217545912032847e-09
1891,1.6318003304149897e-07,1.912266012205066e-09
1892,1.1847488678995433e-07,6.268512375839919e-10
1893,1.0469307909488634e-07,0.0
1894,9.011201029807125e-08,0.0
1895,1.3060393655450753e-07,3.0093072478365457e-09
1896,1.1263325205845831e-07,5.89702897624278e-10
1897,9.847146031916054e-08,1.1653427112179315e-09
1898,1.1146958911467664e-07,0.0
1899,1.1663190235822185e-07,5.527578395003729e-10
1900,1.1160764046280747e-07,1.5573159428683425e-09
1901,1.358063599354864e-07,0.0
1902,1.0802624217376433e-07,9.820567692386817e-10
1903,1.0422424878697711e-07,7.020286352243943e-09
1904,1.1447951919763e-07,0.0
1905,1.223099843628006e-07,1.0321518084666081e-09
1906,8.539346652014501e-08,1.0288369045596824e-09
1907,1.2034253416004503e-07,5.142843373384665e-10
1908,1.154176416662267e-07,9.822778146428846e-10
1909,9.791750699150725e-08,4.4007870125817306e-09
1910,1.1810573141701752e-07,1.6032452032632705e-09
1911,1.2556083106574079e-07,1.5961122423746588e-09
1912,1.0106277414934084e-07,1.5628263128064646e-09
1913,1.214384610648267e-07,1.060597942803554e-09
1914,1.1317496984020181e-07,2.678697486047099e-09
1915,1.284103063881048e-07,0.0
1916,9.55909200683891e-08,1.0987462051303964e-09
1917,1.1843738434436091e-07,1.0966424213165737e-08
1918,1.0682330042754984e-07,2.2972752589112133e-09
1919,9.668240608107226e-08,1.8415696745321952e-09
1920,1.0298235508798825e-07,2.2716695191604686e-09
1921,1.1964941393216577e-07,0.0
1922,1.1362020302385645e-07,3.6889677978990676e-09
1923,1.1996021953564195e-07,1.0615948120573648e-09
1924,9.797634703545555e-08,1.289162443462999e-09
1925,1.1878032069034816e-07,0.0
1926,1.248367453854371e-07,3.343841648018042e-09
1927,1.103773286104115e-07,4.4596899506643695e-09
1928,7.655447831211859e-08,1.1426041224282812e-09
1929,9.91496165170247e-08,2.2280812750352652e-09
1930,9.138135226294253e-08,3.1510810627466412e-09
1931,9.58049923838189e-08,1.1405356659111021e-09
1932,1.249387224788734e-07,0.0
1933,1.192948815287309e-07,2.2941324395731044e-09
1934,8.626737724171107e-08,1.1981580172459871e-09
1935,9.574627313213568e-08,1.196828414151696e-09
1936,1.0427254437672673e-07,1.2124714565686645e-09
1937,7.680581859403901e-08,0.0
1938,7.519824407609121e-08,2.5930428915188486e-09
1939,8.870549095263414e-08,1.5294050470515685e-09
1940,7.86092684279538e-08,0.0
1941,6.493305448884712e-08,0.0
1942,6.675266206457309e-08,0.0
1943,1.0161323160673419e-07,2.9032352077962287e-09
1944,8.996921252446555e-08,3.2131861615880553e-09
1945,1.5903079031431844e-07,4.357008087652048e-09
1946,1.0440827935553898e-07,4.1763312808029696e-09
1947,1.1682453759931377e-07,5.960435700558264e-09
1948,1.4024735150997003e-07,5.435944139264848e-09
1949,1.0798709126902395e-07,1.9634016634739737e-09
1950,1.2337019938968297e-07,5.317680518146517e-09
1951,1.6098717026125087e-07,6.396841056854896e-09
1952,1.1810180211568877e-07,2.1089607837865287e-09
1953,1.4867882214275596e-07,1.0773827385790469e-09
1954,1.2899747048322752e-07,3.9090144454689835e-09
1955,1.4266123571360367e-07,0.0
1956,1.42154604532152e-07,1.744228317335228e-09
1957,1.5726367053048307e-07,7.068030161150318e-09
1958,1.2904699531191e-07,8.272243612328367e-09
1959,1.1083569262382298e-07,2.325224457422337e-09
1960,1.377245837375085e-07,5.536666680683311e-09
1961,1.1950834277740796e-07,2.779263652552544e-09
1962,1.6235408395459672e-07,5.0735651235811474e-09
1963,1.4483958921118756e-07,5.172842487688456e-09
1964,1.3019692346460943e-07,9.125952382671443e-09
1965,1.3789549768716824e-07,1.6416130121932326e-09
1966,1.6118707435452961e-07,1.1078149508847446e-09
1967,1.3903546403071232e-07,7.395503320850594e-09
1968,1.3788645958356938e-07,2.245707841908029e-09
1969,1.698617353440568e-07,1.8167031212712459e-09
1970,1.5129805319702427e-07,9.197450023812337e-10
1971,1.7830238618898875e-07,3.083038491169532e-09
1972,1.446701389795635e-07,5.130146696341598e-09
1973,1.4885650045926013e-07,2.205281512956958e-09
1974,1.3838906909313664e-07,6.1881286761433785e-09
1975,1.6791751988876058e-07,1.7134440533084216e-09
1976,1.7426256704311527e-07,1.7140580066410394e-09
1977,2.0451200555271498e-07,9.402850942308305e-09
1978,1.7940585905762418e-07,8.316828115084718e-09
1979,1.8901873488630372e-07,4.0963813452421505e-09
1980,1.637323379100053e-07,3.411090521154847e-09
1981,1.929292636759783e-07,5.69299452024552e-09
1982,1.8808731283570523e-07,4.966001831974154e-09
1983,1.9956398489284766e-07,5.683784443100137e-09
1984,2.0702459835320042e-07,4.059305780401701e-09
1985,1.8347452623856952e-07,7.218669662023558e-09
1986,1.9182353128144314e-07,6.593933843390687e-09
1987,2.1876724076719256e-07,8.555143982125202e-09
1988,1.8709248195136752e-07,4.197587721854745e-09
1989,2.1513439207865304e-07,2.1952488715726304e-09
1990,1.825298028279576e-07,4.358920779878872e-09
1991,2.2449411574143596e-07,5.8614650910726596e-09
1992,1.9450102684004378e-07,2.2039777225479895e-09
1993,2.3153887696025777e-07,6.093128224193833e-09
1994,2.0413965273746726e-07,3.6924485691258724e-09
1995,2.0659537369738246e-07,4.337960657352369e-09
1996,2.3701129236997076e-07,2.6690460952494277e-09
1997,2.4693707700862433e-07,3.835915585170824e-09
1998,2.1504263258975698e-07,5.2449422582867555e-09
1999,2.408496015959827e-07,4.570201106446348e-09
2000,2.602220661174215e-07,7.068850393920911e-09
2001,2.1511749537239666e-07,2.6287270138425356e-09
2002,2.3395722337227198e-07,4.81934359086722e-09
2003,2.5168213824144914e-07,2.5001538617175356e-09
2004,2.382992079219548e-07,6.6071870752359985e-09
2005,2.4275209398183506e-07,4.503749373441224e-09
2006,2.1865994881409279e-07,4.941467679486777e-09
2007,2.2169361102442053e-07,3.595031605740928e-09
2008,2.1202049538260326e-07,4.683183785214595e-09
2009,2.274427828297121e-07,3.814554005998616e-09
2010,2.1729448462792789e-07,8.97520635589899e-09
2011,1.8928660949768528e-07,6.500752380844688e-09
2012,1.7293604059887002e-07,1.1574459612972987e-08
2013,1.5479643877824856e-07,1.0319762822064149e-08
2014,1.5136461684051028e-07,1.4725027419615344e-08
2015,1.4984050267230486e-07,1.1304534197620342e-08
2016,1.4333673448163609e-07,1.1392369853036044e-08
2017,1.4540233905790956e-07,1.5345229670282734e-08
2018,1.559205884404946e-07,2.0135439982027492e-08
2019,1.428553133564492e-07,1.632632162795744e-08
