year,tout_ADV osé_VERB,tout_ADV causé_VERB
1903,1.0800440541913758e-08,3.2401321625741275e-09
1904,2.1498500757388683e-08,1.0749250378694342e-09
1905,2.3223416079076742e-08,1.5482277682110634e-09
1906,1.0802787109298606e-08,0.0
1907,1.7999951751335175e-08,0.0
1908,1.620758460774141e-08,9.822778146428846e-10
1909,1.7603147384193107e-08,5.500983557560346e-10
1910,2.0842188419578633e-08,8.01622590529405e-09
1911,1.5429085564733214e-08,5.320374141248863e-10
1912,2.344239469209697e-08,1.0418842455450772e-09
1913,2.8105844762649212e-08,3.71209285532359e-09
1914,1.5402511266415786e-08,3.3483718020477227e-09
1915,1.5314990164938536e-08,3.534228465440492e-09
1916,1.3184954461564757e-08,0.0
1917,3.180263163926611e-08,1.0966424435210342e-09
1918,3.445912710731136e-08,4.594550517822427e-09
1919,1.2890987832747669e-08,0.0
1920,2.4988365154854364e-08,0.0
1921,2.574734203619755e-08,0.0
1922,2.2871599725249325e-08,0.0
1923,1.8047112249064412e-08,4.246379248229459e-09
1924,2.0626599095407983e-08,0.0
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,1.5604593173179637e-08,5.57306911730393e-09
1927,3.9022285847067906e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,4.096405348263943e-08,0.0
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,2.520693342944469e-08,2.1919073223131136e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,0.0
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.944475324146879e-08,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,1.522064252412747e-08,0.0
1949,1.47255123650325e-08,0.0
1950,2.7651939404904624e-08,0.0
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,1.0544804140977249e-08,0.0
1953,6.464296653518886e-09,3.232148326759443e-09
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,2.815682353940474e-09,0.0
1956,1.3081712602058815e-08,8.72114158667614e-10
1957,1.501956425897788e-08,3.534015080575159e-09
1958,4.9633461784992505e-09,0.0
1959,4.650448914844674e-09,0.0
1960,4.844583401109048e-09,0.0
1961,1.042223907177231e-08,1.3896318540318475e-09
1962,9.512934440181198e-09,0.0
1963,1.1638896069143811e-08,0.0
1964,1.1559539991878864e-08,0.0
1965,1.5321720781003023e-08,5.472043373977442e-10
1966,1.2185964237687585e-08,1.6617224263271169e-09
1967,7.888536934785861e-09,1.4791006197611978e-09
1968,1.4821671889819754e-08,0.0
1969,8.175163657142548e-09,1.3625273131978588e-09
1970,1.103694025061941e-08,4.5987250119061684e-10
1971,8.735275613958038e-09,5.138397485282553e-10
1972,9.234264020108185e-09,0.0
1973,1.4885650045926013e-08,5.513203782392395e-10
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,1.028066431985053e-08,0.0
1976,7.427584769459372e-09,0.0
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,1.1881182260253809e-08,5.940591352171509e-10
1979,1.345953837272873e-08,0.0
1980,1.4212877097463661e-08,0.0
1981,6.958104314946922e-09,0.0
1982,4.966001831974154e-09,0.0
1983,6.315316269933646e-09,1.89459470334441e-09
1984,7.538710988796993e-09,2.8995041922996734e-09
1985,1.0226449020933615e-08,0.0
1986,9.591176741707841e-09,0.0
1987,5.49973533381376e-09,0.0
1988,1.199310784016916e-08,5.996553809062277e-10
1989,7.683371272548811e-09,5.488122178931576e-10
1990,1.6345952147389653e-08,5.44865097484859e-10
1991,9.96449056600568e-09,1.7584396161396398e-09
1992,8.264915862810085e-09,5.509944167592096e-10
1993,1.4955860550003308e-08,2.2156829704300662e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,7.591431483433553e-09,0.0
1996,1.014237493990322e-08,0.0
1997,1.1507746755512471e-08,0.0
1998,1.0966696883940585e-08,1.43043876743576e-09
1999,1.1425503210205079e-08,9.140402323914998e-10
2000,9.719669513685858e-09,4.4180314962005696e-10
2001,3.5049694258049158e-09,1.7524847129024579e-09
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,1.0131019578807354e-08,4.404791253964646e-10
2005,1.0808999029165989e-08,0.0
2006,7.412201963319376e-09,0.0
2007,1.0385647009059085e-08,2.3966877371606188e-09
2008,8.940623352771127e-09,4.257439678578834e-10
2009,6.675469510497578e-09,4.76819250749827e-10
2010,8.502827775203059e-09,0.0
2011,9.942326961720482e-09,0.0
2012,8.510632198976964e-09,3.404252713057332e-10
2013,1.1714325509615264e-08,8.367375126105969e-10
2014,1.537466154388767e-08,4.330890368553497e-10
2015,1.440773989003219e-08,1.10828768384863e-09
2016,1.677785377296459e-08,4.1426800878596737e-10
2017,1.1320251402935355e-08,1.0062445321423752e-09
2018,1.5488799576246493e-08,2.5814667070633845e-10
2019,1.403043281555938e-08,0.0
