year,avaient_VERB osé_VERB,avaient_VERB causé_VERB
1800,2.986956246786576e-07,1.6664071722516383e-07
1801,2.9764782993879635e-07,1.4287095950749062e-07
1802,1.7007585029205075e-07,6.713520406265161e-08
1803,1.3067273130218382e-07,1.0921899473714802e-07
1804,1.7550141251376772e-07,2.5707248596518184e-07
1805,1.7341554325867037e-07,1.3361525930122298e-07
1806,1.9019016406218725e-07,1.671368039524168e-07
1807,2.9608332852149033e-07,3.7579806644316704e-07
1808,1.6315732409566408e-07,2.130109493236887e-07
1809,2.213849938925705e-07,2.5075237886085233e-07
1810,2.620942041176022e-07,2.901757056861243e-07
1811,1.9805906958936248e-07,2.281439890339243e-07
1812,3.414026537029713e-07,3.5207148130211863e-07
1813,3.163315795973176e-07,4.658701584503433e-07
1814,2.6117419338334e-07,1.3845379953636439e-07
1815,3.5873074466508115e-07,2.643278946834471e-07
1816,2.248075787747439e-07,3.1287652291212e-07
1817,4.1568520714463375e-07,2.95805961059159e-07
1818,4.1485697011012235e-07,3.385614490980515e-07
1819,5.66202459140186e-07,2.794783426907088e-07
1820,4.829657882510219e-07,4.7109929823818675e-07
1821,3.8361190490832087e-07,3.6290276739237015e-07
1822,3.829785271136643e-07,4.912551503366558e-07
1823,4.387912895253976e-07,4.5756840449939773e-07
1824,4.6063485115155345e-07,4.78319179819664e-07
1825,3.900811407220317e-07,4.085725606728374e-07
1826,4.756311682285741e-07,3.4527297998465656e-07
1827,4.608636459124682e-07,4.6455056690319907e-07
1828,3.457957689079194e-07,3.6322313690106967e-07
1829,4.560929767194466e-07,4.1751366097741993e-07
1830,3.7990082546457415e-07,3.7572610267488926e-07
1831,3.8822102510494005e-07,3.648342215001321e-07
1832,4.870789211963711e-07,3.8695711168657e-07
1833,3.243415847009601e-07,3.6256756175134797e-07
1834,4.1071936607295356e-07,3.5564562494982965e-07
1835,4.273144611488533e-07,3.6075928733225737e-07
1836,5.235464186625904e-07,4.3550460304686567e-07
1837,3.7920506201771786e-07,5.148839363755542e-07
1838,4.083968860868481e-07,4.885613407168421e-07
1839,3.901243132986565e-07,5.061828005636926e-07
1840,6.356949029395764e-07,5.089381147627137e-07
1841,4.0192634287450346e-07,3.325844204482564e-07
1842,6.426517984436941e-07,5.541027121580555e-07
1843,4.3711142438951356e-07,4.0285132740791596e-07
1844,4.736628511636809e-07,5.093384629617503e-07
1845,3.549025109350623e-07,5.301216674524767e-07
1846,3.4775737844938703e-07,4.420148513872846e-07
1847,5.112776193527679e-07,4.1366024561284576e-07
1848,3.0571843012694444e-07,3.073274683629279e-07
1849,3.9802222318030545e-07,3.6534248692987603e-07
1850,3.7746818293271645e-07,3.822204632797366e-07
1851,3.7471238556463504e-07,4.7080902731977403e-07
1852,2.3568173901367118e-07,3.2878253364287957e-07
1853,3.147208076370589e-07,3.863839879159059e-07
1854,3.0238766157708596e-07,3.4707039731074474e-07
1855,3.1894691687739396e-07,4.2243220832460793e-07
1856,3.0234784276217397e-07,4.2660039412112383e-07
1857,2.9191423323027266e-07,3.3633597240623203e-07
1858,3.1074841899680905e-07,4.0421764424536377e-07
1859,3.5085074046037334e-07,3.57979786258511e-07
1860,4.526834800344659e-07,3.767022462852765e-07
1861,4.4801655008086527e-07,3.9944211494002957e-07
1862,3.2258421356345934e-07,4.4818423816650466e-07
1863,3.261487506733829e-07,4.0806051515573927e-07
1864,2.977525923597568e-07,3.917292872301914e-07
1865,3.694872816595307e-07,4.0431794445794367e-07
1866,3.050739394439006e-07,3.800043657520291e-07
1867,2.7806609637082147e-07,3.72210649857152e-07
1868,3.107180646111374e-07,3.507310566419619e-07
1869,2.9154608682802063e-07,3.535667758569616e-07
1870,3.480567727365269e-07,4.357877116945019e-07
1871,2.697778995752742e-07,3.1013837542559486e-07
1872,2.5640719059083494e-07,3.6586402529792394e-07
1873,2.0891155827484909e-07,3.268358454988629e-07
1874,1.672890590498355e-07,3.8356989762178273e-07
1875,2.2600032423270022e-07,3.759043352147273e-07
1876,2.539326260375674e-07,2.859765118046198e-07
1877,2.659470794696972e-07,3.500605885164987e-07
1878,2.832332484103972e-07,2.850449902780383e-07
1879,3.042443950107554e-07,2.7797429424936126e-07
1880,2.2205747995940328e-07,3.298773094684293e-07
1881,2.10569723435583e-07,2.475240137300716e-07
1882,2.2295540702543803e-07,3.474111167633964e-07
1883,2.1232979463547963e-07,3.0143246476654895e-07
1884,2.053127730050619e-07,3.479094345948397e-07
1885,1.9852558352795313e-07,2.9392097644631576e-07
1886,1.8585976135909732e-07,3.3235338037229667e-07
1887,1.4755369193153456e-07,3.081652550918079e-07
1888,2.1875121092307381e-07,3.2780977221591456e-07
1889,2.2115932551969308e-07,2.813046364735783e-07
1890,1.6189333962302044e-07,2.7004071512237715e-07
1891,1.306715091686783e-07,2.409455248653103e-07
1892,1.8930907685899e-07,3.002617461334012e-07
1893,1.3918021579684137e-07,2.9868320439163654e-07
1894,1.657304835589457e-07,2.9491204145415395e-07
1895,1.7754912562395475e-07,3.111623811946629e-07
1896,1.568609775404184e-07,2.960308620458818e-07
1897,1.4042379348211398e-07,2.831782808243588e-07
1898,1.5617060000749916e-07,3.151703538151196e-07
1899,1.6029977700782183e-07,3.1120265475692577e-07
1900,1.3860112346719689e-07,2.66301015017234e-07
1901,1.4977820228523342e-07,2.4702225687178725e-07
1902,9.133128031635351e-08,2.401128824658372e-07
1903,1.188048486255866e-07,3.045724099592917e-07
1904,1.445774131525468e-07,2.466952935264999e-07
1905,1.2282606576263788e-07,2.7713275585483643e-07
1906,1.8570506199466763e-07,2.428054983738548e-07
1907,1.506853095634142e-07,2.437707848912396e-07
1908,1.5323533375521947e-07,2.5293653038716e-07
1909,1.386247845402977e-07,2.3599218934577948e-07
1910,1.5818686449620145e-07,2.5491598876214994e-07
1911,1.282210178032983e-07,2.6123038310288393e-07
1912,1.609711119954227e-07,2.682851913959894e-07
1913,1.3787773411877424e-07,2.1318018639249203e-07
1914,1.4933738157196785e-07,2.8929932227583777e-07
1915,1.2487608103128878e-07,2.462179224949068e-07
1916,1.6261444102383393e-07,3.548950360254821e-07
1917,1.7326951251561695e-07,2.3139155302942527e-07
1918,1.6770108857144805e-07,2.756730168584909e-07
1919,1.7679069230780442e-07,2.550573867665662e-07
1920,1.5750242710055318e-07,2.468547677381139e-07
1921,9.996026761882604e-08,2.150660236566182e-07
1922,1.313272548486566e-07,2.0953336843376746e-07
1923,1.0934426342146253e-07,2.2611969541230792e-07
1924,1.2375959101973422e-07,2.436516979287262e-07
1925,1.0118323956476161e-07,2.485588197487232e-07
1926,1.5047287149627664e-07,1.9282819607724377e-07
1927,1.2933101345424802e-07,2.4305310830641247e-07
1928,1.1883082606800599e-07,2.2395040844003233e-07
1929,1.4148315585771343e-07,2.1835197117070493e-07
1930,1.3654684494213143e-07,2.0692098701147188e-07
1931,9.238338805062085e-08,2.4407464138676005e-07
1932,1.249387224788734e-07,2.0055952631992113e-07
1933,1.4108914569987974e-07,1.8582473160222435e-07
1934,8.866369682891673e-08,1.9769606751651736e-07
1935,1.1250187270661627e-07,1.8670523616037826e-07
1936,1.1639725983059179e-07,2.1460745358581335e-07
1937,1.0450627740965501e-07,1.989396736234994e-07
1938,7.90878047496335e-08,1.737338806151456e-07
1939,8.564668263488784e-08,1.8046979732844193e-07
1940,1.2678914629304927e-07,1.3186071612381056e-07
1941,1.2986610897769424e-07,2.095566884463551e-07
1942,1.5474479653221351e-07,1.608132293995368e-07
1943,1.1903264152124393e-07,1.4225852851268428e-07
1944,1.34953822339412e-07,1.702988612350964e-07
1945,1.32888743564763e-07,2.3092142953373695e-07
1946,1.1972149138728128e-07,1.531321487391324e-07
1947,9.179070303844128e-08,1.6212383968650101e-07
1948,1.0328293598149685e-07,1.6633988764169771e-07
1949,1.0013348372694963e-07,1.394015214373212e-07
1950,9.89088633218671e-08,1.5314920176479063e-07
1951,1.0661401717015906e-07,1.7591312939657655e-07
1952,1.1810180211568877e-07,1.4024588779193436e-07
1953,1.1851209791302608e-07,1.465240586639993e-07
1954,9.186184257714558e-08,1.8274641888638143e-07
1955,9.291751723594643e-08,1.304599521745331e-07
1956,8.982775767663043e-08,1.334334598368514e-07
1957,1.0336994193949067e-07,1.722832365658178e-07
1958,7.941353885598801e-08,1.2987422337573662e-07
1959,8.060777645368944e-08,1.5811525599929155e-07
1960,1.045045863179439e-07,1.1834625013307232e-07
1961,1.0630683533463525e-07,1.0978091324886918e-07
1962,9.44951494830093e-08,1.325468872437341e-07
1963,8.535189977010305e-08,1.3902014472932933e-07
1964,9.916868037862514e-08,1.186373808081953e-07
1965,9.576076109851783e-08,1.5102840222880332e-07
1966,1.0967367813918827e-07,1.6007926717520604e-07
1967,1.0698828134536598e-07,1.2523052816959535e-07
1968,1.6034354644034465e-07,1.333950478965562e-07
1969,1.853037190358009e-07,1.2944009597504191e-07
1970,1.0347131507160157e-07,1.1726748994078662e-07
1971,1.4079209620376787e-07,1.1766930185785895e-07
1972,1.0055087784621719e-07,1.0260293947794707e-07
1973,1.1963652468693908e-07,1.152259585524007e-07
1974,1.1476166150714562e-07,1.2038722729812434e-07
1975,9.995090266556872e-08,1.125161617210324e-07
1976,1.0055807564413044e-07,1.176986543782732e-07
1977,8.580101251709493e-08,9.344083196083375e-08
1978,1.116831143121999e-07,1.1881182615525177e-07
1979,9.538716483348253e-08,1.2113585512452119e-07
1980,1.0801786487490972e-07,9.664756106531058e-08
1981,1.1196222970966119e-07,8.286470176699368e-08
1982,1.1421803947087028e-07,1.1235579222557135e-07
1983,9.599280303973501e-08,9.283514401658977e-08
1984,1.1829977353272625e-07,1.0206255041111945e-07
1985,1.3294383904849383e-07,9.925670951815846e-08
1986,1.1209687755808773e-07,1.3247813512862194e-07
1987,9.349550111892313e-08,9.96063178604345e-08
1988,1.0194141708552706e-07,1.0014245077627493e-07
1989,1.4598404618482164e-07,8.890757641211167e-08
1990,1.2695356588210416e-07,9.044760673759811e-08
1991,1.266076452566267e-07,1.0374793646406033e-07
1992,1.4601351949750097e-07,1.0083197565791124e-07
1993,1.2463216592095705e-07,9.85978942935617e-08
1994,1.123559343341185e-07,1.0866348532090342e-07
1995,1.0899125868490955e-07,9.923085286800415e-08
1996,1.1637040842060742e-07,1.2437755003702478e-07
1997,1.1891338402847396e-07,1.1268001998132604e-07
1998,1.072829078907489e-07,9.011764490196583e-08
1999,1.201962902541709e-07,1.0237250336331272e-07
2000,1.2282127670459886e-07,1.0117292248423837e-07
2001,1.1873083849422983e-07,1.090921699642422e-07
2002,1.3056039449566015e-07,9.375813903034214e-08
2003,1.5542622122666216e-07,1.2500768775680626e-07
2004,1.2861990228429931e-07,1.250960650622801e-07
2005,1.29257614389644e-07,1.1529598964443721e-07
2006,1.2065417820394941e-07,1.0912408043850519e-07
2007,1.3701064460747148e-07,1.0785094417542496e-07
2008,1.5454506296919135e-07,1.2218852418754977e-07
2009,1.4924442837127572e-07,1.0633069535970208e-07
2010,1.464375856130573e-07,1.2943192473358067e-07
2011,1.6213641629292397e-07,1.3422142330909992e-07
2012,1.8791475042689854e-07,1.5455307789125072e-07
2013,1.7850399558483332e-07,2.030483017279039e-07
2014,2.232574018989908e-07,1.996540390791779e-07
2015,1.9239874404775037e-07,2.2919390119113814e-07
2016,2.1500510172245413e-07,2.4193252556869993e-07
2017,1.9495988112794294e-07,1.7936308438493143e-07
2018,2.2148984157865925e-07,2.1684320472559193e-07
2019,1.9183427468760783e-07,2.3111948621590273e-07
