year,était_VERB ouvert_ADJ,était_VERB couvert_ADJ,etait_VERB couvert_ADJ
1800,0.0,2.5467733166806283e-07,0.0
1801,0.0,3.9289511732931715e-07,0.0
1802,0.0,2.7077865638602816e-07,2.2378401354217203e-09
1803,1.950339223455444e-09,3.3350801231790683e-07,0.0
1804,0.0,2.1999473176492756e-07,0.0
1805,0.0,2.3311596919484145e-07,0.0
1806,0.0,3.602086451337527e-07,0.0
1807,0.0,3.245528716888657e-07,0.0
1808,0.0,2.039466551195801e-07,0.0
1809,0.0,3.772580896566069e-07,0.0
1810,0.0,3.7208016578915704e-07,0.0
1811,0.0,3.1087751040104195e-07,0.0
1812,0.0,3.200649985046766e-07,2.6672082320544632e-09
1813,0.0,4.4286420575190277e-07,0.0
1814,0.0,4.405347908686963e-07,0.0
1815,0.0,4.693168875746778e-07,0.0
1816,0.0,5.145080876900465e-07,0.0
1817,0.0,3.7053587220725603e-07,0.0
1818,0.0,5.10226414007775e-07,3.5763532135746345e-09
1819,0.0,3.9541009755339473e-07,1.035105001712111e-09
1820,8.306536791735653e-09,5.684044595000159e-07,0.0
1821,3.94459531705138e-09,4.6546225007659814e-07,9.86148829262845e-10
1822,0.0,4.541603857433074e-07,1.0025615893027862e-09
1823,0.0,5.326768359736889e-07,9.882686891060644e-10
1824,0.0,3.88213294399975e-07,8.421112696055388e-10
1825,0.0,5.15118415478355e-07,0.0
1826,8.807984341885344e-10,4.474456147818273e-07,0.0
1827,0.0,3.991079324805469e-07,0.0
1828,0.0,5.099799409435946e-07,0.0
1829,8.57317605795771e-10,5.503978854903835e-07,8.57317605795771e-10
1830,0.0,5.896812353967107e-07,0.0
1831,1.5591206103948707e-09,5.503695774677908e-07,1.5591206103948707e-09
1832,1.3529969367098715e-09,5.08726827774808e-07,0.0
1833,1.3900354645102198e-08,7.761030929032131e-07,0.0
1834,0.0,5.395359039539471e-07,0.0
1835,0.0,7.495020213355019e-07,7.563087933704082e-10
1836,0.0,5.450528419714828e-07,0.0
1837,3.478945576063097e-09,5.134923526384227e-07,1.3915781860163179e-09
1838,1.8936485712828244e-09,5.384274004427425e-07,0.0
1839,3.4957374772659477e-09,5.362461479307967e-07,2.0974426639952526e-09
1840,0.0,6.204076612448262e-07,1.9109065441114126e-09
1841,6.420548537278137e-10,5.438204766505805e-07,3.2102742686390684e-09
1842,2.0124795163667386e-09,5.252571781966253e-07,6.708265054555795e-10
1843,2.3627644285539873e-09,4.0875823970054626e-07,1.1813822142769936e-09
1844,0.0,5.329392820385692e-07,1.6465684371524958e-09
1845,1.1160455892778032e-09,5.228673671808792e-07,5.580227946389016e-10
1846,0.0,4.654328620290471e-07,0.0
1847,5.393223645455691e-10,4.1527820826559037e-07,0.0
1848,0.0,4.7305903194683196e-07,0.0
1849,0.0,4.55002236776636e-07,1.6758829879393033e-09
1850,0.0,4.229544572353916e-07,6.788996032014438e-10
1851,0.0,4.959618422617496e-07,1.2898877521649865e-09
1852,0.0,4.5248290803101554e-07,0.0
1853,0.0,4.0848013327376975e-07,0.0
1854,0.0,4.083792362052918e-07,5.195664454227256e-10
1855,0.0,4.4472133708950423e-07,5.306937111981824e-10
1856,5.177189232874468e-10,3.665450094558764e-07,0.0
1857,0.0,4.251794507581508e-07,4.881509085841174e-10
1858,9.787352261980686e-09,4.335796859322727e-07,0.0
1859,0.0,4.272333455901389e-07,0.0
1860,0.0,4.416982335442299e-07,9.154367819341758e-10
1861,6.13075279431996e-09,4.791419314642553e-07,0.0
1862,3.162590411776023e-09,4.0164897541217215e-07,0.0
1863,4.994620828036034e-10,4.225449288242089e-07,0.0
1864,1.4384183844029508e-09,4.2721026716208144e-07,0.0
1865,1.882737743486018e-09,3.840785041120398e-07,0.0
1866,7.298419202328432e-09,4.174695789060934e-07,0.0
1867,4.85281148598915e-10,3.4794658176906523e-07,9.7056229719783e-10
1868,0.0,3.66538642992964e-07,9.87974813071446e-10
1869,0.0,3.643105230821675e-07,4.883519144627257e-10
1870,5.734048791339319e-09,2.700736843053164e-07,0.0
1871,0.0,3.1544897183266585e-07,0.0
1872,0.0,3.6465456787482253e-07,6.047339295989218e-10
1873,0.0,3.2264563287753845e-07,0.0
1874,2.3898436563030145e-09,3.029126958153938e-07,0.0
1875,0.0,3.3985870118158346e-07,0.0
1876,1.209202959984168e-09,3.0109154636193125e-07,6.04601479992084e-10
1877,0.0,3.104777590579033e-07,0.0
1878,6.039088673581716e-10,3.2309125685969775e-07,0.0
1879,0.0,3.2318331477654283e-07,6.10932526790009e-10
1880,2.5671385017744797e-09,2.7147490300194477e-07,0.0
1881,1.3945015142624584e-09,3.367721035374416e-07,0.0
1882,0.0,3.0947541063142125e-07,0.0
1883,0.0,2.7805091917798563e-07,0.0
1884,1.9805090900604227e-09,3.016975540504063e-07,0.0
1885,1.933690763067375e-09,2.9263185297168093e-07,0.0
1886,0.0,2.858884613488044e-07,0.0
1887,5.223139698529167e-09,2.585454126347031e-07,0.0
1888,0.0,2.3016431782707514e-07,6.340614699951175e-10
1889,4.385595886446936e-09,2.2930400689347152e-07,0.0
1890,2.6217545912032847e-09,2.3005895855021663e-07,6.554386478008212e-10
1891,0.0,2.2309770031370135e-07,6.374220040683554e-10
1892,1.2537024751679837e-09,2.1062201938093494e-07,2.5074049503359674e-09
1893,0.0,2.1554457418915263e-07,0.0
1894,3.150769645188234e-09,2.337871052304763e-07,0.0
1895,1.8055843487019274e-09,2.882916305679828e-07,0.0
1896,1.7691086373616827e-09,2.0580631598932086e-07,0.0
1897,1.1653427112179315e-09,2.1442305353502888e-07,0.0
1898,0.0,2.0256911170690728e-07,0.0
1899,1.6582735185011188e-09,2.0894246688385465e-07,0.0
1900,0.0,1.9622180502665287e-07,0.0
1901,5.588738916095792e-10,2.0063572492290405e-07,5.588738916095792e-10
1902,0.0,1.993575295955452e-07,0.0
1903,0.0,1.8144740465686482e-07,1.0800440541913758e-09
