year,petit_ADJ are_NOUN,petit_ADJ quart_NOUN
1915,0.0,1.0013647511186718e-07
1916,0.0,6.922100936890274e-08
1917,0.0,5.3735480065597585e-08
1918,0.0,6.317507228459363e-08
1919,2.762354567309444e-09,6.721729306491397e-08
1920,2.2716695191604686e-09,7.193619921963545e-08
1921,3.0290989716519334e-09,7.64847456480311e-08
1922,0.0,6.49258353746518e-08
1923,1.0615948120573648e-09,6.157249998750558e-08
1924,0.0,7.86389122708897e-08
1925,1.0998177923937646e-09,9.128487477028102e-08
1926,0.0,8.582526334066642e-08
1927,0.0,1.1260716803462856e-07
1928,0.0,7.084145892122251e-08
1929,1.1140406375176326e-09,6.461435475557664e-08
1930,0.0,5.882018072611572e-08
1931,0.0,5.930785462737731e-08
1932,0.0,8.219652158913959e-08
1933,1.1470662197865522e-09,5.964744076436546e-08
1934,0.0,7.188948103475923e-08
1935,0.0,5.2660450222674626e-08
1936,0.0,4.849885826274658e-08
1937,0.0,8.561960385122802e-08
1938,1.2965214457594243e-09,5.704694316932546e-08
1939,0.0,6.117620188206274e-08
1940,0.0,8.114505334333444e-08
1941,0.0,5.312704587367989e-08
1942,0.0,9.709477666319799e-08
1943,2.9032352077962287e-09,7.83873517207212e-08
1944,0.0,6.105053529381621e-08
1945,0.0,9.149717072887142e-08
1946,2.7842208538686464e-09,6.682130049284751e-08
1947,0.0,8.702235732016561e-08
1948,1.0871887834440486e-09,7.610321262063735e-08
1949,0.0,5.890204946013e-08
1950,0.0,8.189228140054183e-08
1951,0.0,8.529121231504178e-08
1952,0.0,8.119499028680366e-08
1953,0.0,9.911921239336152e-08
1954,9.772536113672459e-10,5.961246785091134e-08
1955,9.385607846468247e-10,5.631364530245264e-08
1956,0.0,6.976912914069544e-08
1957,0.0,7.509782307124624e-08
1958,8.272243445794913e-10,7.196851470325782e-08
1959,7.750747821333448e-10,7.130687862400009e-08
1960,0.0,6.159541499073384e-08
1961,6.948159270159238e-10,7.712456806530099e-08
1962,0.0,7.9908652139693e-08
1963,0.0,6.595374202333915e-08
1964,0.0,7.726639950078606e-08
1965,0.0,9.19303317914455e-08
1966,0.0,8.474784607415131e-08
1967,4.930335584241163e-10,6.064312429998608e-08
1968,0.0,7.186265094105693e-08
1969,0.0,6.767218962977495e-08
1970,0.0,4.5067505283213904e-08
1971,0.0,5.806389324902739e-08
1972,0.0,6.258779450263319e-08
1973,0.0,7.222296716236087e-08
1974,1.1251143350321513e-09,6.300640364997889e-08
1975,0.0,8.281646302066292e-08
1976,0.0,7.370449850441219e-08
1977,0.0,6.28815683967332e-08
1978,5.940591352171509e-10,9.920787391592967e-08
1979,0.0,7.72460495568339e-08
1980,0.0,6.424220089229493e-08
1981,0.0,8.539491602732596e-08
1982,0.0,8.7525783953879e-08
1983,0.0,9.409821188910428e-08
1984,0.0,1.1598017124470061e-07
1985,0.0,7.459291850864247e-08
1986,0.0,9.471286688267355e-08
1987,0.0,1.0388388460569331e-07
1988,5.996553809062277e-10,9.53452072849359e-08
1989,0.0,9.384688581803857e-08
1990,0.0,1.0842815356681967e-07
1991,0.0,1.260215043430435e-07
1992,0.0,7.438424631800444e-08
1993,0.0,9.084300245376653e-08
1994,0.0,1.09190978037077e-07
1995,0.0,1.1712494085713843e-07
1996,5.338092190498855e-10,8.594328448907618e-08
1997,0.0,9.925431498913895e-08
1998,0.0,7.485962782993738e-08
1999,0.0,1.0739972822193522e-07
2000,0.0,1.3121552910888568e-07
2001,0.0,9.682477752903651e-08
2002,0.0,1.0558743923638758e-07
2003,0.0,8.500522596932569e-08
2004,0.0,1.0923882598490309e-07
2005,0.0,1.1664711507819447e-07
2006,1.2353669198716943e-09,1.0171188336016712e-07
2007,0.0,1.6736869667965948e-07
2008,0.0,1.630599371083008e-07
2009,0.0,1.783303957836324e-07
2010,0.0,2.8248283001630625e-07
2011,0.0,2.4549899535486475e-07
2012,0.0,2.7982957817584975e-07
2013,0.0,2.460008374782774e-07
2014,2.1654451842767486e-10,3.1052482540872006e-07
2015,0.0,2.7308209382681525e-07
2016,2.0713400439298368e-10,2.978586906010605e-07
2017,0.0,2.779750616355159e-07
2018,2.5814667070633845e-10,3.035804923001706e-07
2019,0.0,3.035675320006703e-07
