year,petit_ADJ are_NOUN,petit_ADJ quart_NOUN
1800,0.0,1.320549074534938e-07
1801,0.0,1.3334621939975477e-07
1802,0.0,2.2378401354217203e-07
1803,0.0,2.1648764914061758e-07
1804,0.0,1.1617699158250616e-07
1805,5.685755422035754e-09,3.1271653710973624e-07
1806,0.0,5.76333825108577e-08
1807,0.0,2.44838133767189e-07
1808,0.0,2.01680592226694e-07
1809,0.0,2.7334269248058263e-07
1810,4.680253518074551e-09,1.778496283577624e-07
1811,5.0141535368197765e-09,2.356652117896374e-07
1812,2.6672082320544632e-09,1.0935553973467904e-07
1813,0.0,1.4378707646756084e-07
1814,0.0,9.44003133440674e-08
1815,0.0,7.821948599939788e-08
1816,0.0,8.57513455798653e-08
1817,0.0,1.4167548556542897e-07
1818,1.1921177378582115e-09,8.702459552978326e-08
1819,2.070210003424222e-09,1.2938812687934842e-07
1820,0.0,1.0323838495196469e-07
1821,0.0,1.1044866710108181e-07
1822,0.0,1.2431763707354548e-07
1823,1.9765373782121287e-09,2.213721899124721e-07
1824,3.3684450784221553e-09,8.58953512761218e-08
1825,0.0,1.1359021812040737e-07
1826,8.807984341885344e-10,1.3652375230321923e-07
1827,0.0,8.940754980812926e-08
1828,2.7516904310687096e-09,9.447470006307412e-08
1829,8.57317605795771e-10,6.001223340490469e-08
1830,2.0873671680021744e-09,4.905312778191728e-08
1831,0.0,1.0602020239502963e-07
1832,0.0,7.170883975504694e-08
1833,0.0,6.486831694019202e-08
1834,9.334530925997342e-10,8.214387037241977e-08
1835,0.0,1.1798417176578369e-07
1836,0.0,1.263501019366231e-07
1837,2.0873671680021744e-09,8.906100390504434e-08
1838,1.2624323808552163e-09,1.4896701827638026e-07
1839,3.4957374772659477e-09,1.1955422962728335e-07
1840,0.0,9.427139247009109e-08
1841,1.2841097074556274e-09,1.0080260892664228e-07
1842,0.0,6.03743828264669e-08
1843,5.906911071384968e-10,7.678984559333912e-08
1844,5.488561272137815e-10,5.1043620885593555e-08
1845,5.580227946389016e-10,5.412821124650691e-08
1846,1.1709002656346001e-09,7.786486833083472e-08
1847,2.6966118227278457e-09,5.8786138623645456e-08
1848,8.045221711050488e-10,6.355725190587691e-08
1849,2.513824481908955e-09,3.6869426622843093e-08
1850,0.0,6.653215933738466e-08
1851,6.449438760824933e-10,9.351686003356008e-08
1852,6.510545436100301e-10,6.640756566866912e-08
1853,5.971931837933653e-10,6.748282999069488e-08
1854,3.117398783558656e-09,7.741540031247496e-08
1855,2.1227748447927297e-09,6.580602018857462e-08
1856,1.5531567143511893e-09,1.289120064029703e-07
1857,4.881509085841174e-10,8.249750038658021e-08
1858,4.893676019968041e-10,7.38945047373818e-08
1859,5.092173349652285e-10,8.351164382247589e-08
1860,1.373155145145688e-09,9.9324893199082e-08
1861,2.357981809808507e-09,1.0375120496064483e-07
1862,9.035972525772706e-10,1.0029929597976661e-07
1863,0.0,8.241124049845894e-08
1864,2.8768367688059016e-09,6.904408422769848e-08
1865,0.0,8.284045804884954e-08
1866,0.0,8.076917623611735e-08
1867,0.0,1.0093847890857433e-07
1868,4.93987406535723e-10,7.459210138449635e-08
1869,9.767038289254515e-10,7.520619504930437e-08
1870,4.587239033071455e-09,6.76617730732687e-08
1871,0.0,6.478918379571041e-08
1872,6.047339295989218e-10,6.893966997267853e-08
1873,0.0,6.345164393906089e-08
1874,1.1949218281515073e-09,7.707245686106035e-08
1875,1.1443054281912168e-09,7.552415581812966e-08
1876,3.02300739996042e-09,5.501873445723504e-08
1877,0.0,6.617753456339415e-08
1878,6.039088673581716e-10,7.428079129567777e-08
1879,1.221865053580018e-09,9.958200308801679e-08
1880,0.0,9.04916319655058e-08
1881,0.0,7.600033313792665e-08
1882,6.655385131892899e-10,8.0530156765235e-08
1883,6.319338941018771e-10,5.624211496524367e-08
1884,0.0,8.780256877116699e-08
1885,6.445635691854079e-10,8.637152149049143e-08
1886,1.2906927748801422e-09,4.58195934527339e-08
1887,0.0,6.071899605331055e-08
1888,0.0,6.78445744028977e-08
1889,1.2530273485467092e-09,7.894072240333116e-08
1890,1.9663159989136147e-09,8.520702721170892e-08
1891,6.374220040683554e-10,7.202868346212199e-08
1892,6.268512375839919e-10,6.895363924286357e-08
1893,6.158416554491453e-10,7.513268229786263e-08
1894,0.0,1.0334524347399565e-07
1895,0.0,1.0773320013868215e-07
1896,5.89702897624278e-10,6.309821287686646e-08
1897,5.826713556089658e-10,8.914872040577393e-08
1898,5.6583548957434e-10,1.1486460493870254e-07
1899,1.6582735185011188e-09,9.783813936792285e-08
1900,1.038210628578895e-09,4.6200373304827735e-08
1901,0.0,8.10367168924131e-08
1902,0.0,1.1097241525703794e-07
1903,0.0,6.642270733436817e-08
1904,5.374625189347171e-10,5.159640181773284e-08
1905,0.0,6.605771574186292e-08
1906,3.600929110447737e-09,9.56818340114296e-08
1907,1.028568674676933e-09,7.662836765121028e-08
1908,9.822778146428846e-10,6.286578013714461e-08
1909,0.0,7.97642627503592e-08
1910,5.344150677544235e-10,8.336875367831453e-08
1911,1.0640748282497725e-09,6.863282919766789e-08
1912,0.0,7.970414372948653e-08
1913,5.30298971401777e-10,6.946916641936696e-08
1914,1.3393487430235496e-09,5.960101745472457e-08
