year,avait_VERB ouvert_VERB,avait_VERB couvert_VERB
1800,4.999221800972009e-07,1.540640539587912e-07
1801,4.690929813477851e-07,1.9287578822968499e-07
1802,2.506380951672327e-07,2.8196785706313676e-07
1803,3.6276310311222915e-07,1.2677205063482688e-07
1804,3.781931923185766e-07,2.3235398316501232e-07
1805,5.031893692830636e-07,2.0184431548386783e-07
1806,4.841203917749226e-07,1.6425514104412287e-07
1807,5.352275707082299e-07,1.679703558465917e-07
1808,4.464165783701901e-07,1.540930298915555e-07
1809,5.805708269690513e-07,2.778607495201868e-07
1810,4.446240779998334e-07,1.778496283577624e-07
1811,6.518399686683551e-07,3.6101906175645126e-07
1812,8.241673299380636e-07,2.7738965968637785e-07
1813,7.822017096259515e-07,3.077043686516845e-07
1814,9.2826974196214e-07,2.2656075771010364e-07
1815,8.388365131395403e-07,4.180696464572975e-07
1816,5.840361723130627e-07,2.2248997311180574e-07
1817,7.566404747194611e-07,1.9616605584360514e-07
1818,7.605711402902671e-07,2.64650140024969e-07
1819,8.632775916339597e-07,2.577411351012415e-07
1820,9.635582500777673e-07,3.18021704970306e-07
1821,1.0157333463212126e-06,2.5639869249971525e-07
1822,8.942849376580853e-07,3.60922172149003e-07
1823,1.1295910553599242e-06,3.80483442086188e-07
1824,1.1368501873221248e-06,2.223173680704349e-07
1825,1.176407181446848e-06,3.8920057932045893e-07
1826,8.02407384981052e-07,3.2149142725756974e-07
1827,9.779527090358897e-07,2.820485462962097e-07
1828,1.1226896958760335e-06,3.824849557076959e-07
1829,1.1805263966380153e-06,3.729331581325823e-07
1830,1.0217662520517479e-06,3.6633292666010675e-07
1831,9.51063555021392e-07,3.1650148457629257e-07
1832,1.2596401575137861e-06,3.747801429199171e-07
1833,1.0853859748749528e-06,2.7337364372215234e-07
1834,1.2246904361745692e-06,3.2110787628880644e-07
1835,1.2206824067106936e-06,4.386591001548368e-07
1836,1.1418554777264944e-06,3.299888362562342e-07
1837,1.3275655419420218e-06,3.1171350656222785e-07
1838,1.2655884802370565e-06,3.869355111874029e-07
1839,1.3507529956768849e-06,3.6705245065604686e-07
1840,1.4376387298398186e-06,3.5033286849284195e-07
1841,1.3842702628608095e-06,3.698235957472207e-07
1842,1.5865047089391737e-06,3.823710983397177e-07
1843,1.421202796336729e-06,3.786329898503027e-07
1844,1.6998073988361284e-06,4.050558288781758e-07
1845,1.391150817653397e-06,4.2911952391477826e-07
1846,1.3845896091879695e-06,3.735171958396677e-07
1847,1.3903730859965435e-06,6.212993639564957e-07
1848,1.2132194342484581e-06,3.9743395063851494e-07
1849,1.6247685152848135e-06,3.016589289472904e-07
1850,1.4603130011892063e-06,3.3333969895466e-07
1851,1.3730855243920814e-06,3.714876584126614e-07
1852,1.186221425086842e-06,3.144593563320086e-07
1853,1.3723499705520226e-06,3.839952285034087e-07
1854,1.2386464049995993e-06,3.065441944727354e-07
1855,1.46896013575315e-06,3.364598057942203e-07
1856,1.315006102231564e-06,3.624032558491308e-07
1857,1.4229599401005544e-06,4.124875090383284e-07
1858,1.5052947901494917e-06,2.994929673150182e-07
1859,1.6585208868491463e-06,3.3048203817998e-07
1860,1.6065915815488552e-06,4.1743916767700284e-07
1861,1.3685727253687219e-06,3.433221706927725e-07
1862,1.5320491684178705e-06,3.4020436601167603e-07
1863,1.4868986681904062e-06,3.406331359201431e-07
1864,1.3593054291050066e-06,2.43092699747649e-07
1865,1.3875777540306444e-06,2.960605058888177e-07
1866,1.4645495411969023e-06,3.172379479110532e-07
1867,1.490783688495867e-06,2.858305947484041e-07
1868,1.4192257822287502e-06,2.944164805285254e-07
1869,1.415732185705565e-06,2.700586207993183e-07
1870,1.4277781019700342e-06,3.188131074693956e-07
1871,1.4189893136062892e-06,3.3775344832065457e-07
1872,1.3727460554946447e-06,2.908770113663195e-07
1873,1.2839979035561555e-06,2.0112975107622333e-07
1874,1.318596218879975e-06,2.395818228251301e-07
1875,1.3010752581976703e-06,2.4202060444622475e-07
1876,1.3343554883249453e-06,2.41235994735689e-07
1877,1.165837829830707e-06,2.9068635853946034e-07
1878,1.1613167316681938e-06,2.222384694050561e-07
1879,1.2414149068717961e-06,2.7614149189503223e-07
1880,1.2880617532573524e-06,2.2462461402028566e-07
1881,1.2341338333499152e-06,2.4682677235432493e-07
1882,1.3690126934307045e-06,1.9966155662132223e-07
1883,1.2644997013921966e-06,1.9273983298262465e-07
1884,1.319679199696111e-06,2.0795344823909545e-07
1885,1.3477824722940568e-06,1.8692342962367547e-07
1886,1.2661696473514894e-06,2.400688572379295e-07
1887,1.223520484927576e-06,1.6779335965111386e-07
1888,1.3125072655384429e-06,1.9909529669348558e-07
1889,1.2442561683201347e-06,1.6414658432495344e-07
1890,1.1804449968622066e-06,1.7959018805413507e-07
1891,1.2773937214660691e-06,1.5871808045631042e-07
1892,1.154033157035883e-06,1.6235446764767403e-07
1893,1.1473130143713206e-06,1.6874061259386508e-07
1894,1.1891004305653041e-06,2.3063633136644057e-07
1895,1.237427113665035e-06,1.8416960756439948e-07
1896,1.1982763226114912e-06,1.716035455956444e-07
1897,1.0185095788983745e-06,1.6256531409908348e-07
1898,1.0524539675316191e-06,1.5786810081408476e-07
1899,1.0999881396855926e-06,1.801990521244079e-07
1900,1.0875256748477113e-06,1.9985554899903946e-07
1901,1.0003842589867418e-06,1.9728248901174084e-07
1902,9.123307336267317e-07,1.6351245335499698e-07
1903,1.0962446594930952e-06,1.4202579734501342e-07
1904,1.1700559525706922e-06,1.478021971479393e-07
1905,9.660941486799857e-07,1.67208597190438e-07
1906,1.0797643881232943e-06,1.574120460645645e-07
1907,1.0146829936275026e-06,1.4451390484282456e-07
1908,1.0412144320071093e-06,1.8663278922304016e-07
1909,1.1084481457146467e-06,1.4467586595401372e-07
1910,1.1644904134300305e-06,1.3413817612217827e-07
1911,1.0800359859786113e-06,1.55354925368556e-07
1912,1.0882480410145945e-06,1.755574885464739e-07
1913,1.0187043244513916e-06,1.612108917470323e-07
1914,1.0908995591307757e-06,1.767940318586625e-07
1915,1.0037209676738712e-06,1.7082105330246122e-07
1916,1.0690800991142169e-06,1.538244731591476e-07
1917,1.1339283219058416e-06,1.2721052655706444e-07
1918,9.694501841295278e-07,1.4472834664047696e-07
1919,1.0791598015202908e-06,1.243059557509696e-07
1920,1.066927438841958e-06,1.6053131446369662e-07
1921,1.183620383926609e-06,1.1207666261725535e-07
1922,1.0941478194581578e-06,1.571500263253256e-07
1923,1.0775187320177793e-06,1.2314499997501116e-07
1924,9.681609753897646e-07,1.0957880647310958e-07
1925,1.1515091955516255e-06,1.2647905123230885e-07
1926,1.0120693332282826e-06,1.6161901328359818e-07
1927,1.3813889836455928e-06,1.79502521291397e-07
1928,1.131178123614518e-06,1.3939769871740282e-07
1929,1.1017862107109977e-06,1.459393246250329e-07
1930,1.0398567837910377e-06,1.6385621393055771e-07
1931,9.512067435935023e-07,1.1633463969928926e-07
1932,1.0828022141140536e-06,1.5343351833507768e-07
1933,1.0610363005980616e-06,9.864769623391112e-08
1934,1.0699551467041601e-06,1.3778817731235904e-07
1935,1.0173041573580122e-06,1.3524160635824956e-07
1936,9.505776006335509e-07,9.457277627689109e-08
1937,9.7203428595094e-07,9.94698368117497e-08
1938,9.801701708056498e-07,1.5039648815218243e-07
1939,9.497605333308456e-07,1.0705835506996664e-07
1940,8.545588343622512e-07,1.2678914629304927e-07
1941,1.1068134426750476e-06,1.3576911328527785e-07
1942,1.0194951300945831e-06,1.153000468434584e-07
1943,1.1612941079874872e-06,1.8871028828471026e-07
1944,1.1085492133133812e-06,1.4138018400444707e-07
1945,1.2744249033858068e-06,1.2635322832466045e-07
1946,1.2167045042588143e-06,1.3503471052445093e-07
1947,1.186126610264182e-06,1.4424253436118306e-07
1948,1.1263275609962875e-06,1.6416551318343409e-07
1949,1.0298041388523416e-06,1.1191389148734743e-07
1950,1.1135223303426756e-06,1.0209947021166954e-07
1951,1.0810661024152068e-06,1.3433366063964058e-07
1952,9.669585097071831e-07,1.1282940448609224e-07
1953,1.0763053523987764e-06,1.1204780747675613e-07
1954,1.1902949381692451e-06,8.99073313576082e-08
1955,1.1131330666103167e-06,1.267057001541616e-07
1956,1.0552581670708605e-06,1.3866615233837365e-07
1957,1.1247002476011403e-06,1.3517608010715776e-07
1958,1.07125549675402e-06,1.0671193706457416e-07
1959,1.0378250863141147e-06,1.2323688736159966e-07
1960,1.2194508371976553e-06,9.896791652863612e-08
1961,1.1137899491586722e-06,1.4730098030213412e-07
1962,1.076229978025367e-06,1.0147130069526611e-07
1963,1.1121611578346347e-06,1.2608803956482006e-07
1964,1.05374328995822e-06,1.1498700303036458e-07
1965,9.603436410543509e-07,1.2640420266052388e-07
1966,1.1100305528088938e-06,1.3459951730965258e-07
1967,1.071854967449326e-06,1.2325838838478376e-07
1968,1.0756940582723473e-06,1.2171736329946725e-07
1969,1.0119036915057222e-06,1.2853175235250092e-07
1970,8.774367188379983e-07,8.691590380749403e-08
1971,9.069271413864044e-07,9.249115606735359e-08
1972,9.259915145776176e-07,1.1286323342574178e-07
1973,8.793559800324147e-07,7.663353329689926e-08
1974,9.248439596376556e-07,8.607124613035921e-08
1975,7.978937901498284e-07,8.510105686809766e-08
1976,8.793118126959598e-07,9.884401208637428e-08
1977,8.145219680955051e-07,8.756404668019968e-08
1978,8.768312795837119e-07,7.722768913254185e-08
1979,9.544568229102879e-07,1.0709111109008518e-07
1980,8.715335866327223e-07,7.731804885224847e-08
1981,9.070838018487848e-07,9.29855801246049e-08
1982,9.6588735232217e-07,7.759378206628753e-08
1983,1.0060298336611595e-06,1.0609731049271431e-07
1984,9.91050569609797e-07,1.0438215269914508e-07
1985,1.0136214996236959e-06,9.925670951815846e-08
1986,1.013068072097667e-06,8.452224165012012e-08
1987,9.954520692190272e-07,8.005169860325623e-08
1988,1.0535944738876424e-06,8.215278768375356e-08
1989,1.0504265901545295e-06,8.726114231194515e-08
1990,1.1196977993677137e-06,9.753085095098868e-08
1991,1.0146196700588916e-06,8.909427151593263e-08
1992,1.1548843303899048e-06,7.989419259502029e-08
1993,1.1072875167883467e-06,1.0192141530751542e-07
1994,1.1072071401940775e-06,1.1182844161794492e-07
1995,1.0958773373204167e-06,1.0411105222374317e-07
1996,1.063348008756293e-06,8.914614113564312e-08
1997,1.0822076319527696e-06,7.911575750085831e-08
1998,1.0876102578549762e-06,8.391907613258809e-08
1999,1.0360646456319955e-06,8.866189915579525e-08
2000,1.0435389867780032e-06,7.86409586339687e-08
2001,1.131666977016721e-06,1.1259714227662698e-07
2002,1.152261233983154e-06,9.156752867056639e-08
2003,1.2371593811622006e-06,1.0917337789351222e-07
2004,1.1857698609674117e-06,1.0307211795179683e-07
2005,1.1813335731858388e-06,1.1484561213137567e-07
2006,1.2880759641120676e-06,9.347610330223688e-08
2007,1.4723651702297502e-06,1.178371462629002e-07
2008,1.6263419411188806e-06,1.2176278119113704e-07
2009,1.9220583453716245e-06,1.3541666987748613e-07
2010,2.2400226953323e-06,1.6391561530326726e-07
2011,2.4301341454702197e-06,1.7972668331367458e-07
2012,3.009699867106974e-06,2.369359890508349e-07
2013,3.3198955406987807e-06,2.613410288176965e-07
2014,3.541152409525239e-06,2.864883867914614e-07
2015,3.2257821658276953e-06,2.6421579946145357e-07
2016,3.2619464036542922e-06,2.6430299726598605e-07
2017,3.25972905557137e-06,2.8023910658703244e-07
2018,3.396693955437513e-06,2.7182844064554956e-07
2019,3.315773938084021e-06,2.3902754264781834e-07
