year,tout_ADV ouverte_ADJ,tout_ADV couverte_ADJ
1863,6.093437576737415e-08,0.0
1864,8.007195617665275e-08,3.835782358407869e-09
1865,5.130460323243824e-08,0.0
1866,5.060237384668653e-08,2.432806400776144e-09
1867,5.871901720411188e-08,4.367530337390235e-09
1868,7.805000734606438e-08,1.4819622196071691e-09
1869,5.860222884734867e-08,2.441759683335931e-09
1870,7.0528798801206e-08,0.0
1871,3.504988654867702e-08,3.18635318130589e-09
1872,4.2936108002322726e-08,1.8142017887967654e-09
1873,5.267683889087493e-08,4.190203295451056e-09
1874,8.603436896237326e-08,0.0
1875,6.636971505713518e-08,0.0
1876,3.627608791134662e-08,0.0
1877,5.3807898581226254e-08,0.0
1878,3.6838439854136595e-08,0.0
1879,5.376206146934237e-08,6.10932526790009e-10
1880,5.776061584583658e-08,0.0
1881,5.787181223126936e-08,0.0
1882,5.523969548448804e-08,0.0
1883,4.802697617378726e-08,1.8958017378167824e-09
1884,4.357119820497246e-08,1.3203393933736152e-09
1885,5.994441210077639e-08,0.0
1886,2.5813855941692054e-08,6.453463874400711e-10
1887,3.590908548289917e-08,1.9586774424595887e-09
1888,4.311618084784641e-08,0.0
1889,3.821733329800736e-08,1.8795409673089125e-09
1890,5.309053108248918e-08,0.0
1891,3.952016314201501e-08,2.5496880162734215e-09
1892,4.0745330665004076e-08,0.0
1893,4.92673315477532e-08,6.158416554491453e-10
1894,4.159015887239548e-08,2.520615716150587e-09
1895,3.611168608586013e-08,0.0
1896,4.2458609073037223e-08,1.7691086373616827e-09
1897,2.9133568446582103e-08,0.0
1898,3.508180057565369e-08,0.0
1899,2.5979618456517528e-08,1.6582735185011188e-09
1900,2.8550791952852705e-08,0.0
1901,1.956058603980182e-08,3.353243460679778e-09
1902,2.455141867585553e-08,4.910283846193408e-10
1903,1.9980815224585058e-08,0.0
1904,2.4723275870996986e-08,0.0
1905,1.5482276793932215e-08,0.0
1906,1.2346042410626978e-08,5.144184522798412e-10
1907,1.1828539925318182e-08,0.0
1908,2.7994918383456024e-08,0.0
1909,1.870334465081669e-08,0.0
1910,3.954671612405036e-08,0.0
1911,2.500575924102577e-08,0.0
1912,2.344239469209697e-08,0.0
1913,1.8030165804816534e-08,1.590896969716482e-09
1914,2.0090231700464756e-08,6.696743715117748e-10
1915,7.068456930880984e-09,0.0
1916,4.394984820521586e-09,2.197492410260793e-09
1917,5.483212106582869e-09,0.0
1918,6.89182577673364e-09,0.0
1919,9.207848705727883e-09,0.0
1920,5.300562211374427e-09,0.0
1921,2.6504615391331754e-08,0.0
1922,4.574319945049865e-08,7.377935484775833e-10
1923,2.7601466001669905e-08,1.0615948120573648e-09
1924,2.1915761649893284e-08,0.0
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,1.4489979882625903e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,1.753525857850491e-08,1.0959536611565568e-09
1933,1.261772819560747e-08,0.0
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,1.795242710045386e-08,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,6.482607339819424e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,0.0
1942,3.034211770724937e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,4.172304812755101e-08,0.0
1948,1.3046265401328583e-08,0.0
1949,7.853606653895895e-09,0.0
1950,6.381216888229346e-09,0.0
1951,1.5992101864981123e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,8.795282724349818e-09,0.0
1955,1.5016972554349195e-08,0.0
1956,1.4825940475304833e-08,0.0
1957,3.3573144264664734e-08,1.7670075402875796e-09
1958,1.9026160202884057e-08,2.4816730892496253e-09
1959,1.7826719656000023e-08,3.100299128533379e-09
1960,2.2146666722733244e-08,0.0
1961,1.876002997391879e-08,6.948159270159238e-10
1962,2.72704117065814e-08,0.0
1963,2.5864213881732212e-08,0.0
1964,2.068549243006146e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,2.3818021332999706e-08,2.215629901769489e-09
1967,1.9721342781053863e-08,0.0
1968,1.6169096284102125e-08,4.4914158503495116e-10
1969,1.9075383050903838e-08,0.0
1970,1.103694025061941e-08,0.0
1971,1.6956711590410123e-08,0.0
1972,8.721249500354133e-09,5.130146862875051e-10
1973,1.3783009400469837e-08,1.102640756478479e-09
1974,1.1251143128276908e-08,0.0
1975,1.313640396460869e-08,5.711480177694739e-10
1976,6.2848797277581525e-09,0.0
1977,5.876781727920388e-09,5.876781838942691e-10
1978,1.6633656230169436e-08,1.1881182704343018e-09
1979,8.777959692451986e-09,0.0
1980,6.822181042309694e-09,5.685150683554241e-10
1981,2.0874313833019187e-08,6.325549528618524e-10
1982,6.828252629986764e-09,0.0
1983,3.78918940668882e-09,0.0
1984,1.5657322549600394e-08,0.0
1985,1.2632671797518924e-08,6.015558051686298e-10
1986,1.1988970705090196e-08,0.0
1987,1.3443797186596385e-08,0.0
1988,9.594486094499644e-09,0.0
1989,1.0427432250992297e-08,0.0
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.3481369798284959e-08,1.7584396161396398e-09
1992,1.652983172562017e-08,1.65298330578878e-09
1993,8.862731881720265e-09,1.661762283333701e-09
1994,9.494868002946077e-09,3.164955852952289e-09
1995,8.675921314704738e-09,0.0
1996,6.4057106285986265e-09,0.0
1997,3.835915585170824e-09,4.79489448146353e-10
1998,1.0966696883940585e-08,0.0
1999,1.1882523409667556e-08,9.140402323914998e-10
2000,9.277866475088103e-09,8.836062992401139e-10
2001,1.0514908055370142e-08,1.3143635069212678e-09
2002,8.324320788233308e-09,1.3143663935011318e-09
2003,1.0417307017007715e-08,8.333845835650777e-10
2004,1.1011977996133737e-08,0.0
2005,1.216012357474483e-08,4.5037495954858286e-10
2006,9.471146533712727e-09,4.1178899179428186e-10
2007,6.7906151812735516e-09,1.5977917877663117e-09
2008,1.4475294740634581e-08,0.0
2009,1.192048149079028e-08,1.907277002999308e-09
2010,8.030448306328708e-09,1.4171379625338432e-09
2011,1.5678285336662157e-08,0.0
2012,2.6212745751763578e-08,3.404252713057332e-10
2013,2.8449075983871808e-08,1.3945624655065103e-09
2014,2.03551842048455e-08,6.496335691608124e-10
2015,4.7213056575401424e-08,4.433150790905671e-10
2016,3.50056481579486e-08,4.1426800878596737e-10
2017,1.3584300795344006e-08,2.515611330355938e-10
2018,2.6589107804397827e-08,2.5814667070633845e-10
2019,4.234639661149231e-08,5.1019755087367e-10
