year,est_VERB en_PRON,est_VERB quand_ADV
1910,2.597257093839289e-07,7.481810837539626e-09
1911,2.979409430281521e-07,5.852411444351446e-09
1912,3.021464181074407e-07,1.0418842455450772e-08
1913,2.402254324351816e-07,5.833288740930698e-09
1914,2.122867783782567e-07,7.366418142140674e-09
1915,2.7449175377114443e-07,3.5342285764627945e-09
1916,2.955627280698536e-07,8.789969641043172e-09
1917,3.662785843516758e-07,8.773139770212879e-09
1918,2.8371349003464275e-07,2.2972752589112133e-09
1919,3.185915602443856e-07,6.445494027396137e-09
1920,2.604847679776867e-07,6.815008557481406e-09
1921,2.612597995721444e-07,2.27182422873895e-09
1922,3.644700257154909e-07,2.21338064543275e-09
1923,3.471415084277396e-07,7.431163684401554e-09
1924,3.2744725331212976e-07,2.578324886925998e-09
1925,2.958509810468968e-07,4.399271169575059e-09
1926,3.2881109746085713e-07,8.916910765321973e-09
1927,3.322469126487704e-07,2.2298449753321847e-09
1928,3.153587329052243e-07,5.713020501119104e-09
1929,3.364402800798416e-07,7.798284462623428e-09
1930,3.4977000495928223e-07,4.201441416995522e-09
1931,3.558471348696912e-07,4.5621426636444085e-09
1932,4.219421612106089e-07,4.383814644626227e-09
1933,3.7279653497535037e-07,9.176529536247813e-09
1934,3.7741978076155647e-07,9.585264137967897e-09
1935,3.985438752351911e-07,5.98414207075848e-09
1936,4.1830264763120795e-07,8.487300195980652e-09
1937,4.0039756754595146e-07,8.813782592653752e-09
1938,4.0840424730959057e-07,1.2965214457594243e-08
1939,4.2058638882735977e-07,6.117620188206274e-09
1940,5.122281550029584e-07,0.0
1941,5.814459882458323e-07,1.4757513433494296e-08
1942,5.006449441680161e-07,6.068423541449874e-09
1943,4.964531967743824e-07,2.9032352077962287e-09
1944,6.233581189007964e-07,1.2852744646352221e-08
1945,5.707680656996672e-07,8.714016175304096e-09
1946,6.946631287974014e-07,4.1763312808029696e-09
1947,7.045234724500915e-07,5.960435478513659e-09
1948,6.914520440659544e-07,4.348755133776194e-09
1949,8.275737855001353e-07,8.835307596655184e-09
1950,6.285498557190294e-07,6.381216888229346e-09
1951,7.633563541276089e-07,6.396841278899501e-09
1952,8.530746526957955e-07,5.272401959466322e-09
1953,7.864894087106222e-07,4.30953106533849e-09
1954,9.537994856145815e-07,5.863521668203475e-09
1955,9.385607881995384e-07,7.508486277174597e-09
1956,1.0151409242098453e-06,6.104799110673298e-09
1957,1.1423703654145356e-06,7.068030272172621e-09
1958,1.101862835639622e-06,1.2408365446248126e-08
1959,1.1223082765354775e-06,6.975673039200103e-09
1960,1.2381370879666065e-06,3.4604167309382206e-09
1961,1.2562271649585455e-06,6.94815938118154e-09
1962,1.3406895504886052e-06,4.439369538644655e-09
1963,1.38826158035954e-06,8.405868889838075e-09
1964,1.4029631074663484e-06,9.125952438182594e-09
1965,1.476904458286299e-06,4.924839203113152e-09
1966,1.6445512756035896e-06,3.323444963676536e-09
1967,1.5860889561736258e-06,1.1832804958089582e-08
1968,1.7404236132279038e-06,6.737123525724087e-09
1969,1.7226886939170072e-06,8.629339465215935e-09
1970,1.726821210468188e-06,9.19745013483464e-09
1971,1.984448999792221e-06,8.735275613958038e-09
1972,2.1172115793888224e-06,9.234264353175092e-09
1973,2.111005642291275e-06,9.37244637455592e-09
1974,2.1298415049386676e-06,8.438357679274588e-09
1975,2.3417069314746186e-06,1.028066431985053e-08
1976,2.5545177777530625e-06,6.8562320265641574e-09
1977,2.546997166064102e-06,9.40285116435291e-09
1978,2.5871274829114554e-06,9.504946274496717e-09
1979,2.6052985049318522e-06,1.4629933042797916e-08
1980,2.720913016673876e-06,1.0233271341419936e-08
1981,2.8971016945433803e-06,1.138598948458025e-08
1982,2.9833256576239364e-06,8.69050320595477e-09
1983,3.085031949012773e-06,1.0104505676622466e-08
1984,2.7945422971242806e-06,8.118612004892611e-09
1985,2.934389158326667e-06,6.015557829641693e-09
1986,2.9828559036104707e-06,1.0190625288064581e-08
1987,3.0016333312232746e-06,1.3443797630685594e-08
1988,2.992879899466061e-06,1.139345240375178e-08
1989,3.0031003461772343e-06,7.683370939481904e-09
1990,2.9940338208689354e-06,8.71784133771314e-09
1991,3.0796138617006363e-06,8.206051227421796e-09
1992,3.2012776500778273e-06,1.1019888557228796e-08
1993,3.055980641875067e-06,7.754890507527534e-09
1994,3.105349378529354e-06,6.329911705904578e-09
1995,3.238287717977073e-06,6.506941208073158e-09
1996,3.389688572497107e-06,6.939519847648512e-09
1997,3.3636185889918124e-06,8.151320729510303e-09
1998,3.3419817100366345e-06,1.5258013075225563e-08
1999,3.3225362585653784e-06,9.14040199084809e-09
2000,3.3917228847712977e-06,1.5021307531171146e-08
2001,3.4173451695096446e-06,1.4896119671092833e-08
2002,3.335424025863176e-06,9.200565365130586e-09
2003,3.4039592264889507e-06,1.1667383947866483e-08
2004,3.390367737665656e-06,1.2773895052831108e-08
2005,3.407987378523103e-06,1.3511248786457486e-08
2006,3.244073695896077e-06,1.1941881261634535e-08
2007,3.141258730465779e-06,1.3181782776428008e-08
2008,3.0359801712620538e-06,1.4475294740634581e-08
2009,3.0554576824215474e-06,1.0013204265746367e-08
2010,2.9433954296109732e-06,9.447586268862551e-09
2011,2.910807552325423e-06,1.3383901764640882e-08
2012,2.5824660951911937e-06,1.565956264659718e-08
2013,2.267837544422946e-06,1.3666712872506537e-08
2014,2.155267566195107e-06,1.4941572201720987e-08
2015,2.033264536294155e-06,1.4186082863965055e-08
2016,1.9456097106740344e-06,1.470651400659051e-08
2017,2.2504659682454076e-06,1.4087423894082463e-08
2018,2.120158569596242e-06,1.3681773491924787e-08
2019,2.0785448668902973e-06,1.2754939104908658e-08
