year,étaient_VERB en_ADP,etaient_VERB en_ADP
1928,9.250523362425156e-06,4.570416489713125e-09
1929,9.533960110275075e-06,6.684243825105796e-09
1930,9.841876817517914e-06,2.100720708497761e-09
1931,9.67516371019883e-06,4.5621426636444085e-09
1932,9.786866030481178e-06,9.863582839386709e-09
1933,9.6215917437803e-06,5.735331320977366e-09
1934,9.525356290396303e-06,3.5944740517379614e-09
1935,8.755996532272547e-06,8.377798899061872e-09
1936,9.186896022583824e-06,6.0623572828433225e-09
1937,9.226770998793654e-06,6.295559185076627e-09
1938,8.8357937784167e-06,1.5558256905023882e-08
1939,8.760432137933094e-06,1.2235240376412548e-08
1940,8.865096788213123e-06,3.0429394115571995e-08
1941,8.869265002431348e-06,1.1806010391524069e-08
1942,8.802247975836508e-06,1.2136847082899749e-08
1943,9.490676347923e-06,5.806470415592457e-09
1944,9.948023944161832e-06,6.4263723231761105e-09
1945,1.1092942258983385e-05,8.714016175304096e-09
1946,9.810201845539268e-06,2.7842208538686464e-09
1947,1.0085056601383258e-05,1.4305045148432782e-08
1948,9.131298611464445e-06,8.697510267552389e-09
1949,9.989787940867245e-06,7.853606653895895e-09
1950,8.792253538558725e-06,6.381216888229346e-09
1951,9.39162873692112e-06,1.2793682557799002e-08
1952,9.03057025425369e-06,8.435843135146115e-09
1953,8.92396110430127e-06,7.54167928107563e-09
1954,8.506015547027346e-06,9.772536113672459e-10
1955,8.214284207497258e-06,2.0648336374051723e-08
1956,8.210954547394067e-06,9.593255967388359e-09
1957,8.604442882642616e-06,8.835037590415595e-09
1958,8.350002644874621e-06,1.6544486891589827e-09
1959,8.601004992669914e-06,8.525822714489095e-09
1960,8.62266642798204e-06,3.460416619915918e-09
1961,8.738004908082075e-06,5.55852741612739e-09
1962,9.021432560984977e-06,9.512934440181198e-09
1963,9.465008588449564e-06,9.69907976156037e-09
1964,8.91301351657603e-06,5.475571551727398e-09
1965,9.082497854251415e-06,8.20806533852192e-09
1966,8.979393896879628e-06,4.431259803538978e-09
1967,8.688730304129422e-06,7.395503320850594e-09
1968,9.58243526838487e-06,8.084548142051062e-09
1969,9.308332664659247e-06,9.537691525451919e-09
1970,8.613871614215896e-06,5.978342709767048e-09
1971,8.578555025451351e-06,6.679916619845017e-09
1972,8.638654435344506e-06,9.747279428040656e-09
1973,8.48482068249723e-06,7.718485406371656e-09
1974,8.539617738279048e-06,6.1881286761433785e-09
1975,8.487259947287384e-06,8.567219822452898e-09
1976,8.585145224060398e-06,6.8562320265641574e-09
1977,8.493125278619118e-06,7.052138428775834e-09
1978,8.321580025949515e-06,1.0099005187669263e-08
1979,8.361299478565343e-06,1.345953837272873e-08
1980,8.626078852103092e-06,1.193881615790815e-08
1981,8.411715498368721e-06,1.0753434587229549e-08
1982,8.430409252468962e-06,1.2415004135846175e-08
1983,8.543991498299874e-06,1.0104505676622466e-08
1984,8.412042006966658e-06,9.278413592994639e-09
1985,8.67804374138359e-06,3.609334831011779e-09
1986,8.732166861591395e-06,1.4386765556650971e-08
1987,8.38159667182481e-06,9.777306964053878e-09
1988,8.41136625240324e-06,1.199310784016916e-08
1989,8.596594852861017e-06,9.878619700032232e-09
1990,8.49826119520003e-06,9.80757164370516e-09
1991,8.580012945458293e-06,8.20605094986604e-09
1992,8.767974577494897e-06,4.4079553340736766e-09
1993,8.617344974481966e-06,9.416652346772025e-09
1994,8.757433533901349e-06,7.912389854425328e-09
1995,8.493184395774733e-06,8.133675954979935e-09
1996,8.560698006476741e-06,1.2811421257197253e-08
1997,8.779931704339106e-06,2.4453962410575514e-08
1998,8.739503755350597e-06,5.2449422582867555e-08
1999,9.008780580188613e-06,3.519054914136177e-08
2000,8.72649616212584e-06,1.0161472552283612e-08
2001,9.043696991284378e-06,8.324302136486494e-09
2002,8.99640053830808e-06,4.381221607729913e-09
2003,9.41224516282091e-06,5.000307723435071e-09
2004,9.354014764539897e-06,3.523833003171717e-09
2005,9.238991879101377e-06,6.305249655724765e-09
2006,9.018179298436735e-06,7.000412693969338e-09
2007,9.229644092556555e-06,7.589511241690161e-09
2008,9.411495739186648e-06,6.3861596011349775e-09
2009,9.68801396084018e-06,5.245011536203492e-09
2010,1.0514218956814148e-05,4.723793023408973e-10
2011,1.0544602446316276e-05,6.883149605840799e-09
2012,1.1955055015278049e-05,1.7021263287730903e-09
2013,1.29264790302841e-05,5.578250084070646e-10
2014,1.271506062039407e-05,8.661780737106994e-10
2015,1.242678627022542e-05,8.866301581811342e-10
2016,1.3005323125980794e-05,1.86420612280358e-09
2017,1.270207667403156e-05,1.509366853724714e-09
2018,1.2890295693068765e-05,4.3884935685412074e-09
2019,1.2160558981122449e-05,1.53059265262101e-09
