year,grand_ADJ or_NOUN,grand_ADJ corps_NOUN
1948,2.174377566888097e-09,9.828186486871004e-07
1949,9.817008317369869e-10,7.264586430189013e-07
1950,2.1270722960764488e-09,1.017804127201316e-06
1951,2.1322803522849654e-09,8.987561912476849e-07
1952,0.0,8.214402029693701e-07
1953,2.1547654771580937e-09,7.907989374444924e-07
1954,2.9317608341017376e-09,8.472788675106813e-07
1955,2.815682353940474e-09,7.686812999452286e-07
1956,2.616342476002842e-09,8.511834064250934e-07
1957,8.835037701437898e-10,8.693676836202258e-07
1958,8.272243445794913e-10,8.586588471359846e-07
1959,3.1002992395556817e-09,7.805003043870329e-07
1960,0.0,8.298079112734058e-07
1961,1.3896318540318475e-09,9.67183751754419e-07
1962,1.9025869213429303e-09,8.365040233826448e-07
1963,7.1126584622049904e-09,9.55036073335691e-07
1964,3.0419841090534305e-09,9.144204309308179e-07
1965,2.7360217424998723e-09,8.109568341296836e-07
1966,5.539074865446025e-09,8.081510101121125e-07
1967,5.916402701089396e-09,8.480177333680672e-07
1968,3.1439910119779313e-09,9.70594943972003e-07
1969,1.8167031212712459e-09,1.250800092833515e-06
1970,4.138852427448825e-09,8.98131013116199e-07
1971,4.624557625731995e-09,8.642784568024808e-07
1972,6.669190699692962e-09,7.541315998338405e-07
1973,4.410563081425067e-09,7.784643560881932e-07
1974,7.313243399753588e-09,6.705681334651103e-07
1975,3.4268881066168433e-09,6.579625368985376e-07
1976,5.7135269293517865e-09,8.153202744054511e-07
1977,3.5260691033656144e-09,7.34010029646015e-07
1978,2.3762365408686037e-09,8.881184232478745e-07
1979,1.7555920051037788e-09,7.314966428140224e-07
1980,2.8425753417771205e-09,6.969994714722816e-07
1981,3.795329717171114e-09,8.128331314694037e-07
1982,1.2415004579935385e-09,7.529700063457767e-07
1983,3.1576580239445207e-09,7.641532393520833e-07
1984,5.219107590548333e-09,7.561907020559033e-07
1985,1.2031116103372597e-09,8.29545470537596e-07
1986,1.1988970927134801e-09,7.900731588961207e-07
1987,1.8332451112712533e-09,7.944061950482251e-07
1988,3.5979322854373663e-09,8.22127542932094e-07
1989,1.0976244357863152e-09,7.425429382479365e-07
1990,0.0,7.753430448786958e-07
1991,2.344586136349136e-09,7.467506586422701e-07
1992,3.30596661157756e-09,8.711221592960783e-07
1993,2.7696036575264316e-09,7.898909917258834e-07
1994,2.6374633033121597e-09,7.279398732684683e-07
1995,5.4224509327127635e-09,6.951582198766459e-07
1996,5.871901631593346e-09,7.889700235352848e-07
1997,1.917957792585412e-09,8.899324210887016e-07
1998,4.7681292247858664e-09,7.114048887757463e-07
1999,5.027221361419976e-09,7.138653970173436e-07
2000,3.97622823555821e-09,6.856784784403658e-07
2001,5.257454194218525e-09,7.049369736833455e-07
2002,3.943099347036849e-09,6.51049496092071e-07
2003,8.333845835650777e-10,7.221277318336661e-07
2004,4.845270351605535e-09,6.193136750098915e-07
2005,3.15262471684008e-09,7.034856825960389e-07
2006,4.941467901531382e-09,7.700453932280027e-07
2007,5.192823337996089e-09,8.739921222300495e-07
2008,2.5544638071473003e-09,7.680421179045993e-07
2009,2.860915504498962e-09,9.197843597874567e-07
2010,6.140931096965119e-09,8.918521059442241e-07
2011,4.588766200352978e-09,9.491098595937331e-07
2012,3.4042526853017563e-09,1.0427225907161386e-06
2013,8.367375126105969e-10,1.0701872574792048e-06
2014,1.5158116428715118e-09,1.3274178440880746e-06
2015,4.43315073539452e-09,1.1320050430363437e-06
2016,2.278474020567245e-09,1.0855893073369316e-06
2017,2.515611330355938e-10,1.0072507556913024e-06
2018,3.6140533898887384e-09,1.1768907133280493e-06
2019,1.275493877184175e-09,1.1022818657835387e-06
