year,petit_ADJ épi_NOUN,petit_ADJ képi_NOUN
1800,2.5153315874604232e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,6.042168365638645e-08,0.0
1803,3.90067853572873e-08,0.0
1804,1.4831105232815389e-08,0.0
1805,3.1271653710973624e-08,0.0
1806,0.0,0.0
1807,6.263301344233696e-08,0.0
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,7.270522450752992e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,3.163315653864629e-08,0.0
1814,9.440030979135372e-09,0.0
1815,1.3486118000116676e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.556873407970727e-09,0.0
1818,4.768470951432846e-09,0.0
1819,1.6561680249438382e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,0.0
1822,3.0076847679083585e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,1.584979791857677e-08,0.0
1826,1.6735169694470642e-08,0.0
1827,2.6730091917670507e-08,0.0
1828,2.7516904310687096e-08,0.0
1829,1.1145129097389628e-08,0.0
1830,8.349468672008697e-09,0.0
1831,9.354723218280014e-09,0.0
1832,8.117981842303834e-09,0.0
1833,9.26690302271993e-09,0.0
1834,9.334531370086552e-09,0.0
1835,8.31939672707449e-09,0.0
1836,4.032449929525228e-09,0.0
1837,4.87052354003481e-09,0.0
1838,3.1560809521380406e-09,0.0
1839,1.6080392128969834e-08,0.0
1840,1.2739377330817092e-09,0.0
1841,8.988767952189392e-09,0.0
1842,6.708265054555795e-09,0.0
1843,2.3627644285539873e-09,0.0
1844,1.0428266250528395e-08,0.0
1845,6.138250630005615e-09,0.0
1846,5.854501106128396e-09,0.0
1847,3.235934187273415e-09,0.0
1848,9.65426583121598e-09,0.0
1849,5.865590679832167e-09,0.0
1850,7.467895635215882e-09,0.0
1851,9.674158363282004e-09,0.0
1852,7.812654523320361e-09,0.0
1853,8.957897534855874e-09,0.0
1854,1.0910894965299178e-08,0.0
1855,7.960405667972736e-09,2.1227748447927297e-09
1856,1.0872097000458325e-08,0.0
1857,9.274867096564776e-09,0.0
1858,2.300027723833864e-08,0.0
1859,1.1202780925145817e-08,1.018434669930457e-09
1860,1.373155189554609e-08,1.373155145145688e-09
1861,1.4147890858851042e-08,3.772770984511453e-09
1862,1.3553959066214816e-09,0.0
1863,7.491931519609807e-09,9.989241656072068e-10
1864,1.3904711160250827e-08,4.794727948009836e-10
1865,9.413688495385486e-09,2.3534221238463715e-09
1866,2.432806400776144e-09,4.865612912574591e-10
1867,4.367530337390235e-09,4.85281148598915e-10
1868,8.397785578040384e-09,0.0
1869,1.953407657850903e-09,9.767038289254515e-10
1870,2.2936195165357276e-09,5.734048791339319e-10
1871,8.496941816815706e-09,3.18635318130589e-09
1872,2.4189357183956872e-09,3.0236697590169115e-09
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,1.9118749250424116e-08,0.0
1875,5.721527140956084e-10,0.0
1876,1.813804439976252e-09,3.02300739996042e-09
1877,5.566334504436554e-09,1.2369631985365004e-09
1878,1.2078177347163432e-08,0.0
1879,4.27652757650776e-09,0.0
1880,9.626769603698904e-09,1.2835692508872398e-09
1881,3.4862537301449947e-09,0.0
1882,1.5972924316542958e-08,0.0
1883,1.2638677882037541e-09,0.0
1884,3.300848483434038e-09,0.0
1885,7.7347630522695e-09,0.0
1886,2.5813855497602844e-09,0.0
1887,1.3057849246322917e-09,0.0
1888,1.394935256193719e-08,0.0
1889,7.51816386923565e-09,6.265136742733546e-10
1890,9.176140958189194e-09,6.554386478008212e-10
1891,4.461953917456185e-09,0.0
1892,6.268512375839919e-09,3.761107425503951e-09
1893,0.0,6.158416554491453e-10
1894,5.671385361338821e-09,1.8904617871129403e-09
1895,4.814891596538473e-09,6.018614495673091e-09
1896,1.1794057674929803e-08,0.0
1897,4.078699600285063e-09,0.0
1898,8.487532454637403e-09,1.6975064687230201e-09
1899,1.3818945987509323e-08,0.0
1900,5.191053142894475e-10,1.038210628578895e-09
1901,1.0059730048972426e-08,2.235495566438317e-09
1902,1.4730852093691738e-09,0.0
1903,6.48026410310365e-09,0.0
1904,1.0749250378694342e-08,3.2247751136083025e-09
1905,4.64468330463319e-09,0.0
1906,1.080278771992127e-08,5.144184522798412e-10
1907,1.3371392326710918e-08,4.114274698707732e-09
1908,7.367083609821634e-09,0.0
1909,3.850688656825696e-09,0.0
1910,9.085056262847502e-09,5.344150677544235e-10
1911,1.0640748615564632e-08,1.0640748282497725e-09
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,3.71209285532359e-09,1.060597942803554e-09
1914,7.366418142140674e-09,3.3483718020477227e-09
1915,4.712304657594757e-09,3.534228465440492e-09
1916,1.0987461607214755e-08,1.4283700444650549e-08
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,4.594550517822427e-09,3.44591288836682e-09
1919,7.366278698128781e-09,1.8415696745321952e-09
1920,4.543339038320937e-09,1.0601124422748853e-08
1921,8.330022005509363e-09,3.7863738810983705e-09
1922,2.2133805899215986e-09,6.640141769764796e-09
1923,9.554353308516284e-09,3.1847844361720945e-09
1924,1.0313299547703991e-08,3.867487219366694e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,3.343841648018042e-09
1927,0.0,2.2298449753321847e-09
1928,3.4278123672848437e-09,5.713020723163709e-09
1929,1.1140405931087116e-08,0.0
1930,7.352522590764465e-09,2.100720708497761e-09
1931,6.843213995466613e-09,7.983749661377715e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,8.02946331646126e-09
1934,0.0,0.0
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,9.176430282309411e-09,6.117620188206274e-09
1940,7.607348528892999e-09,0.0
1941,0.0,5.9030051957620344e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,9.744772988540262e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,4.264560815592233e-09,1.0661401761424827e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
