year,petit_ADJ épi_NOUN,petit_ADJ képi_NOUN
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,6.840775501615326e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,3.488456634670456e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,7.445019101215422e-09,8.272243445794913e-10
1959,1.3951346411467114e-08,7.750747821333448e-10
1960,8.305000243069571e-09,6.920833350854139e-10
1961,5.55852741612739e-09,0.0
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,0.0
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,4.930335695263466e-09,4.930335584241163e-10
1968,2.6948494546985557e-09,4.042274071025531e-09
1969,9.083515606356229e-10,3.1792304344691047e-09
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,5.138397485282553e-10
1972,3.0780880067027283e-09,0.0
1973,0.0,5.513203782392395e-10
1974,0.0,1.6876715580593782e-09
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,4.570821499072508e-09,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781838942691e-10
1978,6.534650376366358e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,2.8425752862659692e-09,5.685150683554241e-10
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,0.0
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,6.958810416790584e-09,0.0
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,0.0
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,5.396898483667201e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,4.958949750832886e-09,1.1019888335184191e-09
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,3.6924485691258724e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,0.0
1997,2.876936688878118e-09,9.58978896292706e-10
1998,5.72175506974304e-09,0.0
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,3.943090520763803e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,8.76244299341522e-10
2003,1.2500769308587678e-09,0.0
2004,2.2023955992267474e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,1.2353669198716943e-09
2007,1.997239706952314e-09,7.988958938831558e-10
2008,5.5346713878634546e-09,1.2772318758180745e-09
2009,1.907277002999308e-09,1.907277002999308e-09
2010,6.140930874920514e-09,2.3618964561933353e-09
2011,4.206369030868018e-09,1.529588788962144e-09
2012,1.0212758416727752e-09,3.4042526575461807e-09
2013,2.2313000336282585e-09,1.9523875849358774e-09
2014,5.630157673408576e-09,8.661780737106994e-10
2015,5.984753762011685e-09,1.329945265027277e-09
2016,6.006886238418829e-09,2.899876117012923e-09
2017,5.534345121072093e-09,1.7609279590047322e-09
2018,7.744399788123246e-09,2.5814667070633845e-10
2019,3.5713827450933877e-09,7.65296326310505e-10
