year,eut_VERB ouvert_VERB,eut_VERB couvert_VERB
1800,1.6978488304175698e-07,3.144164484325529e-09
1801,1.5477687043130572e-07,7.143547975374531e-09
1802,1.4993528907325526e-07,8.951360541686881e-09
1803,1.501761204281138e-07,0.0
1804,1.458392091535643e-07,7.4155526164076946e-09
1805,2.1890159018767008e-07,5.685755422035754e-09
1806,7.492339904047185e-08,2.881669125542885e-09
1807,1.6512339584551228e-07,5.693910232196231e-09
1808,1.3823051858707913e-07,0.0
1809,1.423189246452239e-07,9.036122072814123e-09
1810,1.2168659679900884e-07,4.680253518074551e-09
1811,9.025476543911282e-08,0.0
1812,1.7336853375127248e-07,0.0
1813,9.777521370324394e-08,0.0
1814,1.258670891957081e-07,1.5733386149463513e-08
1815,2.1847510822681215e-07,3.236668177919455e-08
1816,3.1519414278591285e-07,0.0
1817,1.401186011662503e-07,1.71256075987003e-08
1818,1.8835460480204347e-07,0.0
1819,1.749327509514842e-07,8.280840013696888e-09
1820,1.38837833674188e-07,1.542642635854463e-08
1821,1.784929395398649e-07,5.9168927535324656e-09
1822,1.5339192316332628e-07,9.023054303725075e-09
1823,1.9963027853009407e-07,2.4706716672540097e-08
1824,1.8442236182636407e-07,9.263223965660927e-09
1825,1.0654586191094495e-07,1.8491430608946757e-08
1826,1.1802698907104059e-07,1.9377566218281572e-08
1827,8.20337291429496e-08,1.013900075008678e-08
1828,1.5134297370877903e-07,7.337841001486822e-09
1829,1.6374765721138829e-07,7.715858174606183e-09
1830,1.6907674194044375e-07,2.0873671680021744e-09
1831,1.4811645598911127e-07,1.5591206103948707e-09
1832,1.6371262745451531e-07,1.0823975493678972e-08
1833,1.482704448108052e-07,6.950177322551099e-09
1834,1.7082192016459885e-07,4.29388435918554e-08
1835,2.04959690108808e-07,1.3613558280667348e-08
1836,1.754115714902582e-07,2.1506400216253496e-08
1837,1.6977253380900947e-07,1.6698937344017395e-08
1838,1.6727229024127155e-07,1.64116205070286e-08
1839,1.6779540601419285e-07,1.4682098203877558e-08
1840,1.5478343584618415e-07,2.7389662093924017e-08
1841,1.4703056194775854e-07,1.733548060656176e-08
1842,1.5697339961207035e-07,2.2137275124123335e-08
1843,1.6303074801271578e-07,4.134837805480629e-09
1844,1.4215373767001438e-07,1.3172547497219966e-08
1845,1.2220699829867954e-07,1.0044410636567136e-08
1846,1.43435286759086e-07,1.3465353276842507e-08
1847,1.5910009665276448e-07,5.393223645455691e-10
1848,1.2952807537658373e-07,6.43617736884039e-09
1849,1.0390474614041523e-07,1.6758829879393033e-09
1850,8.757805147752151e-08,1.968808760466345e-08
1851,1.3156855516172072e-07,1.5478653025979838e-08
1852,8.724131106419009e-08,5.208436348880241e-09
1853,1.009256465067665e-07,1.0152284346531815e-08
1854,1.2313724084833666e-07,1.0391328686409906e-08
1855,1.4859423913549108e-07,6.8990182455763716e-09
1856,2.1071160460905958e-07,1.5531567143511893e-08
1857,1.6060164398368215e-07,9.763017949637742e-09
1858,2.0504502629137278e-07,1.8595969208945462e-08
1859,1.22721374395951e-07,5.601390462572908e-09
1860,1.6249002499080234e-07,5.492620580582752e-09
1861,1.4619487842537637e-07,5.187560159214399e-09
1862,1.4593095443160564e-07,2.710791813242963e-09
1863,1.3135853293988475e-07,8.990317823531768e-09
1864,1.529518272036512e-07,7.1920918109924514e-09
1865,1.035505761137756e-07,1.0355057256106193e-08
1866,1.5229367988922604e-07,6.3252967308358166e-09
1867,1.2132028359701508e-07,9.220341823379385e-09
1868,1.0521931415041763e-07,1.1361710683388537e-08
1869,1.450405164860058e-07,3.4184632902167778e-09
1870,9.17447806614291e-08,8.027668307875047e-09
1871,1.2851624831000663e-07,0.0
1872,7.49870068261771e-08,3.0236697590169115e-09
1873,1.0295927665993077e-07,1.6760813181804224e-08
1874,1.0216581358690746e-07,2.3898436563030145e-09
1875,1.1328624083262184e-07,2.8607636259891933e-09
1876,1.148742825307636e-07,6.650616057868319e-09
1877,7.483627229021295e-08,1.2369631985365004e-09
1878,6.280652087298222e-08,7.2469061862534545e-09
1879,1.0263666183618625e-07,7.94212251520321e-09
1880,7.573058269372268e-08,6.417846254436199e-10
1881,1.0598211730439289e-07,4.8807553554297556e-09
1882,1.0382400716935081e-07,9.317538740560849e-09
1883,1.0995649546430286e-07,5.687405213450347e-09
1884,1.0430681385287244e-07,1.3203393933736152e-08
1885,6.123353557541122e-08,2.5782542767416317e-09
1886,1.0906354219741843e-07,3.2267319927115068e-09
1887,6.724792456225259e-08,2.6115698492645834e-09
1888,1.1413106193458589e-07,1.9021844099853524e-09
1889,6.139833885754342e-08,3.759081934617825e-09
1890,7.472000618236052e-08,6.554386478008212e-10
1891,7.01164211136529e-08,4.461953917456185e-09
1892,8.525177008777973e-08,2.5074049503359674e-09
1893,7.020594949835868e-08,1.2316833108982905e-09
1894,8.381046967542716e-08,7.561847148451761e-09
1895,8.967735709575209e-08,5.416753268150387e-09
1896,7.017464298542109e-08,4.1279202278587945e-09
1897,7.516460698298033e-08,1.0488084178916779e-08
1898,6.054439438685222e-08,2.8291773368493978e-09
1899,7.572782578790793e-08,2.2110313580014918e-09
1900,7.994221817853031e-08,5.710158568206225e-09
1901,8.606657786458527e-08,4.470991132876634e-09
1902,7.316322836459221e-08,4.910283846193408e-10
1903,9.396383404691733e-08,1.0800440541913758e-09
1904,7.846952598811185e-08,5.912087708281888e-09
1905,5.418797144329801e-08,0.0
1906,1.028836891237006e-07,3.0865106026567446e-09
1907,4.988558188756542e-08,5.142843484406967e-09
1908,5.402527847309102e-08,6.384805573134145e-09
1909,9.461691519163651e-08,2.2003934230241384e-09
1910,7.588693762272669e-08,0.0
1911,6.224837534318794e-08,7.448523575703803e-09
1912,6.355493553655833e-08,2.0837684910901544e-09
1913,5.302989691813309e-08,5.30298971401777e-10
1914,9.107571230515532e-08,6.696743715117748e-10
1915,6.950649833470379e-08,0.0
1916,7.361599330124591e-08,1.0987462051303964e-09
1917,4.276905585243185e-08,1.0966424435210342e-09
1918,8.499918635607173e-08,2.2972752589112133e-09
1919,8.287063479883727e-08,9.207848372660976e-10
1920,5.982062845077962e-08,2.2716695191604686e-09
1921,3.937828552125211e-08,1.5145494858259667e-09
1922,6.418803621954794e-08,2.2133805899215986e-09
1923,6.157249998750558e-08,1.0615948120573648e-09
1924,9.153053071031536e-08,0.0
1925,8.35861513337477e-08,2.1996355847875293e-09
1926,6.576221522891501e-08,3.343841648018042e-09
1927,1.2487132039495918e-07,4.4596899506643695e-09
1928,8.912311955100449e-08,4.570416489713125e-09
1929,7.909688548579652e-08,1.1140406375176326e-09
1930,7.562594817045465e-08,0.0
1931,5.7026781519198266e-08,0.0
1932,6.13734059129456e-08,2.1919073223131136e-09
1933,8.488289893193723e-08,3.4411986593596566e-09
1934,5.032263672433146e-08,1.1981580172459871e-09
1935,5.984141893122796e-08,0.0
1936,4.607391446143083e-08,0.0
1937,5.288269733227935e-08,1.2591118148108649e-09
1938,5.4453899167583586e-08,3.8895642262559704e-09
1939,6.423501019980904e-08,3.058810094103137e-09
1940,4.81798743123818e-08,2.5357829169792012e-09
1941,4.132103725851266e-08,2.9515025978810172e-09
1942,5.461581054078124e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,9.960876923287287e-08,0.0
1945,6.317661416233022e-08,2.178504043826024e-09
1946,6.26449718765798e-08,0.0
1947,6.556479092978407e-08,1.1920870957027319e-09
1948,6.740570768215548e-08,5.435944139264848e-09
1949,4.123143426681963e-08,5.890204768377316e-09
1950,5.317680873417885e-08,1.0635361480382244e-09
1951,7.569595084078173e-08,0.0
1952,7.4868104604775e-08,2.1089607837865287e-09
1953,4.0940545176226806e-08,1.0773827385790469e-09
1954,4.0067398288101685e-08,2.9317608341017376e-09
1955,6.006789021739678e-08,5.631364707880948e-09
1956,5.319896345667985e-08,5.232684952005684e-09
1957,6.891329462632712e-08,8.835037701437898e-10
1958,5.7905705119765116e-08,0.0
1959,6.820658171591276e-08,7.750747821333448e-10
1960,7.820541725322983e-08,6.2287499602575735e-09
1961,8.476754231878658e-08,2.08444772553662e-09
1962,6.785893447158742e-08,2.5367825617905737e-09
1963,4.138274078968607e-08,1.2932106496776896e-09
1964,6.996563683969725e-08,0.0
1965,4.9795595202795084e-08,1.6416130677043839e-09
1966,9.139473178265689e-08,2.769537488234164e-09
1967,6.803863072946115e-08,1.9721342336964653e-09
1968,7.096436860365429e-08,2.6948494546985557e-09
1969,5.7226149152711514e-08,2.2708788183223305e-09
1970,5.334521091526767e-08,9.197450023812337e-10
1971,4.72732573086887e-08,3.5968783507200897e-09
1972,4.2067203054330093e-08,0.0
1973,3.6938466507763223e-08,3.859242703185828e-09
1974,4.612968851347432e-08,3.937900228123681e-09
1975,3.655347313724633e-08,2.2845920710778955e-09
1976,3.085304456362792e-08,0.0
1977,4.7014253823363106e-08,1.1753563677885381e-09
1978,5.8217796805593025e-08,1.7821774056514528e-09
1979,5.500854882711792e-08,5.851973350345929e-10
1980,3.524793257270176e-08,5.685150683554241e-10
1981,3.921840630027873e-08,2.5302198114474095e-09
1982,3.9107263205551135e-08,1.8622506869903077e-09
1983,2.7787390166622572e-08,6.315316047889041e-10
1984,4.1172960152380256e-08,1.1598016991243298e-09
1985,4.992913105184016e-08,2.4062232206745193e-09
1986,3.956360572487938e-08,2.3977941854269602e-09
1987,2.9331921780340053e-08,1.2221633705067347e-09
1988,4.077656612366809e-08,1.798966087207532e-09
1989,3.4026356843241956e-08,4.390497743145261e-09
1990,2.887784944505256e-08,2.724325431913144e-09
1991,2.7548885839223658e-08,3.5168792322792797e-09
1992,3.250866953408149e-08,5.509944167592096e-10
1993,2.2156829260211452e-08,1.1078414852150331e-09
1994,3.481451571474281e-08,5.274926606624319e-10
1995,4.446409818115171e-08,5.422450821690461e-10
1996,2.93595068256991e-08,4.270473752399084e-09
1997,3.020783623242096e-08,4.79489448146353e-10
1998,3.6237782552461795e-08,1.43043876743576e-09
1999,4.25028723327614e-08,4.570201161957499e-10
2000,2.87172046142814e-08,8.836062992401139e-10
2001,4.337399772680328e-08,4.3812117822561447e-10
2002,4.162160394116654e-08,3.066854992184176e-09
2003,4.291930721933568e-08,2.083461403401543e-09
2004,4.096455796798182e-08,0.0
2005,6.035024568973313e-08,4.5037495954858286e-10
2006,2.7178073125355695e-08,1.6471559671771274e-09
2007,6.511001515718817e-08,7.988958938831558e-10
2008,7.109924382575628e-08,3.405951742863067e-09
2009,8.535064921488811e-08,1.430457752249481e-09
2010,9.305872339382404e-08,9.447586046817946e-10
2011,9.445210480407695e-08,1.529588788962144e-09
2012,1.320850060437806e-07,3.744677901096338e-09
2013,1.4085081545545108e-07,5.020424964641279e-09
2014,1.6045949280396599e-07,6.279790909502481e-09
2015,1.567118772527465e-07,4.876465897751814e-09
2016,1.6632860422305384e-07,4.142679976837371e-09
2017,1.8867085316287557e-07,1.7609279590047322e-09
2018,1.613416742429763e-07,5.6792268665617485e-09
2019,1.535694593712833e-07,3.5713827450933877e-09
