year,devant_VERB ouvrir_VERB,devant_VERB couvrir_VERB
1868,3.457911734727759e-09,5.9278488784286765e-09
1869,1.4162205630441349e-08,3.906815315701806e-09
1870,8.601073631098188e-09,8.601073631098188e-09
1871,5.3105884134652115e-09,6.37270636261178e-09
1872,1.4513614310374123e-08,8.4662747923403e-09
1873,1.855661402316855e-08,2.334541804316359e-08
1874,9.559374625212058e-09,2.9873046258899194e-09
1875,9.154443425529735e-09,4.005069165202713e-09
1876,7.255217759905008e-09,1.4510435519810017e-08
1877,1.4843558382438005e-08,1.0514186854493346e-08
1878,6.039088784604019e-09,6.039088784604019e-09
1879,2.6881030734671185e-08,3.0546627449723474e-09
1880,9.626769603698904e-09,1.2835692508872398e-09
1881,5.5780060570498335e-09,5.5780060570498335e-09
1882,0.0,1.9966154951589488e-08
1883,6.951272890631799e-09,6.951272890631799e-09
1884,2.6406787867472303e-09,1.386356363042296e-08
1885,2.5782542767416317e-09,1.6758653131887513e-08
1886,1.936039106809062e-09,3.2267319927115068e-09
1887,6.528924512139156e-09,9.140494583448344e-09
1888,1.4583413587843097e-08,6.340614699951175e-09
1889,1.2530273707511697e-08,2.5060546970934183e-09
1890,1.1797895993481688e-08,5.898947996740844e-09
1891,1.3385862196457765e-08,7.649063604731055e-09
1892,3.1342561879199593e-09,7.522214851007902e-09
1893,1.1700991287000306e-08,9.853466487186324e-09
1894,5.041231432301174e-09,8.822155450616265e-09
1895,2.4074457982692365e-09,1.3240951446391591e-08
1896,5.307326134129653e-09,1.8870492723976895e-08
1897,4.661370844871726e-09,1.1653426668090106e-08
1898,5.6583546736987955e-09,1.1316709347397591e-08
1899,1.3818945987509323e-08,1.9346524382513053e-08
1900,4.15284251431558e-09,2.28406342728249e-08
1901,8.38310842965484e-09,8.38310842965484e-09
1902,1.0311596021495006e-08,9.329538919189417e-09
1903,7.560307935250421e-09,1.2420506401156217e-08
1904,8.599400302955473e-09,6.449550227216605e-09
1905,3.096455536422127e-09,5.676835002077496e-09
1906,2.572092316910357e-09,1.0288369267641428e-08
1907,6.685696440911215e-09,7.199980611716228e-09
1908,5.893666887857307e-09,1.1787333775714615e-08
1909,2.7504918342913243e-09,1.0451868703853506e-08
1910,6.412980813053082e-09,9.619471441624228e-09
1911,2.6601870706244313e-09,1.0108711201439746e-08
1912,5.730363183964471e-09,1.3544495303108306e-08
1913,9.545381374209683e-09,2.0151361468379037e-08
1914,4.68772043404897e-09,1.0714789944188396e-08
1915,8.246533234057551e-09,2.238344798399794e-08
1916,6.592477230782379e-09,2.307367097387214e-08
1917,8.773139548168274e-09,9.869782324756216e-09
1918,0.0,1.033773866510046e-08
1919,9.207848372660976e-10,1.4732557396257562e-08
1920,5.300562211374427e-09,1.741613253614105e-08
1921,3.7863738810983705e-09,1.3630945261411398e-08
1922,3.6889677978990676e-09,1.3280283539529592e-08
1923,5.307974060286824e-09,2.1231896241147297e-08
1924,3.867487219366694e-09,1.1602462102189293e-08
1925,5.499089184013428e-09,1.2097995494286806e-08
1926,7.802296586589819e-09,6.687683296036084e-09
1927,1.1149224654616319e-08,1.0034302277972529e-08
1928,0.0,1.3711249025050165e-08
1929,5.570202965543558e-09,1.4482528065684619e-08
1930,4.201441416995522e-09,2.3107928015519974e-08
1931,6.843213995466613e-09,3.9918749195066994e-08
1932,5.4797681947604815e-09,1.53433514782364e-08
1933,5.735331320977366e-09,6.882397318719313e-09
1934,5.990790086229936e-09,9.585264137967897e-09
1935,8.377798899061872e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,2.182448710641438e-08
1937,1.6368453259474336e-08,1.7627565185307503e-08
1938,1.0372171566075394e-08,2.5930429359277696e-08
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,8.854508237732261e-09,2.9515025090631752e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,4.357008087652048e-09,3.267756198965799e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,3.5762612871081956e-09,3.695469885656166e-08
1948,1.0871887834440486e-09,2.391815279167986e-08
1949,7.853606653895895e-09,4.319483792869505e-08
1950,3.190608444114673e-09,3.722376362702562e-08
1951,3.1984206394497505e-09,3.0918066329377325e-08
1952,8.435843135146115e-09,2.5307528517259925e-08
1953,4.3095309543161875e-09,4.417269394707546e-08
1954,1.9545072227344917e-09,2.443134050622575e-08
1955,2.5341140741375057e-08,3.472674947602172e-08
1956,1.0465369904011368e-08,1.4825940475304833e-08
1957,1.236905244894615e-08,3.975766915687018e-08
1958,1.6544486669545222e-08,4.053399393910695e-08
1959,7.750747599288843e-09,2.6352543258667538e-08
1960,8.305000243069571e-09,3.114374891310945e-08
1961,6.94815938118154e-09,2.431855783413539e-08
1962,5.0735651235811474e-09,2.473363025501385e-08
1963,8.405868889838075e-09,3.0390449268224984e-08
1964,8.517555549758526e-09,3.224503331011874e-08
1965,6.5664522708175355e-09,2.407699106754535e-08
1966,3.8773522170743036e-09,4.0989153404780154e-08
1967,1.035370456037299e-08,3.254021407883556e-08
1968,1.1677681044375277e-08,3.0092486724697665e-08
1969,6.8126366770115965e-09,4.496340366699769e-08
1970,1.2416557920724713e-08,3.127133041402885e-08
1971,1.849823094701719e-08,3.083038535578453e-08
1972,1.846852804021637e-08,3.9502129567381417e-08
1973,8.821126051827832e-09,5.678599990233124e-08
1974,7.313243344242437e-09,4.6692246513657665e-08
1975,5.140332159925265e-09,4.512069295969923e-08
1976,5.142174241967723e-09,5.3135799760184454e-08
1977,9.990529292736028e-09,6.28815683967332e-08
1978,1.3069301196821925e-08,5.524750079644036e-08
1979,6.437170463335917e-09,6.729769097546523e-08
1980,1.2507331170752423e-08,4.8892296433677984e-08
1981,1.138598904049104e-08,2.5934753011824796e-08
1982,9.932003663948308e-09,2.669225906970496e-08
1983,7.57837881337764e-09,2.3366668600033336e-08
1984,7.538710988796993e-09,3.479405208395292e-08
1985,1.142956040922627e-08,2.1054452403745927e-08
1986,1.1389522214244607e-08,2.3977941410180392e-08
1987,1.3443797186596385e-08,3.666490044906823e-08
1988,1.199310784016916e-08,3.358070088665954e-08
1989,1.2073868682627165e-08,3.1831110192115375e-08
1990,7.62811153132148e-09,1.9070277801347402e-08
1991,9.37834432335194e-09,1.6998249918742658e-08
1992,8.815910668147353e-09,2.5345743281945943e-08
1993,6.647049133334804e-09,2.3264671966671813e-08
1994,1.0549853435293244e-08,2.4264663167627987e-08
1995,1.1929391696696712e-08,2.1689803730851054e-08
1996,8.007138063703678e-09,2.7758080278772468e-08
1997,3.835915585170824e-09,1.91795770376757e-08
1998,1.1443509806419172e-08,2.288702027897216e-08
1999,1.2339542720951613e-08,1.9194844824710344e-08
2000,1.1045078629479121e-08,3.446064411605221e-08
2001,7.448059946568719e-09,1.4896119893137438e-08
2002,1.6648641576466616e-08,1.927737436346888e-08
2003,6.250384210204629e-09,1.6667691227212345e-08
2004,6.166707589017051e-09,2.5547789661573006e-08
2005,1.261049931144953e-08,2.38698731891418e-08
2006,7.412201963319376e-09,2.388376074691223e-08
2007,1.078509459517818e-08,2.3167981311189578e-08
2008,1.064359897440248e-08,2.1287197782271505e-08
2009,8.582746957586096e-09,2.145686650578682e-08
2010,1.1809483002611643e-08,2.1257068993918438e-08
2011,6.118355155848576e-09,1.6825476123472072e-08
2012,6.808505315092361e-09,1.3617010630184723e-08
2013,3.904775169871755e-09,9.204113027294625e-09
2014,7.145969038724331e-09,9.744502982300673e-09
2015,3.768178213903184e-09,9.309617077235544e-09
2016,6.006886099640951e-09,1.0149566520567532e-08
2017,6.037467248365402e-09,1.0062445099379147e-08
2018,5.421079862788503e-09,7.744399788123246e-09
2019,6.632568272380013e-09,8.673358031785483e-09
