year,petit_ADJ or_NOUN,petit_ADJ cor_NOUN
1872,0.0,1.572308139241585e-08
1873,5.986004469882289e-10,1.1972009161809183e-08
1874,1.7923826867161097e-09,2.6885740744830855e-08
1875,1.7164581422868253e-09,3.547346771881621e-08
1876,1.209202959984168e-09,2.5997863417615008e-08
1877,2.4739263970730008e-09,8.658742167710898e-09
1878,3.019544281279707e-09,2.0532902045289347e-08
1879,6.10932526790009e-10,1.8938908330490278e-08
1880,3.2089231272180996e-09,2.0537108236240442e-08
1881,2.7890030285249168e-09,1.3945015031602281e-08
1882,6.655385131892899e-10,1.2645231528551903e-08
1883,2.5277355764075082e-09,1.1374810093833787e-08
1884,0.0,2.5746618170785496e-08
1885,1.2891271383708158e-09,9.023889857573408e-09
1886,4.5174246565693466e-09,2.452316255618925e-08
1887,1.3057849246322917e-09,8.48760173255414e-09
1888,2.53624587998047e-09,1.2047167707862627e-08
1889,1.2530273485467092e-09,1.754238299067623e-08
1890,6.554386478008212e-10,4.5880703680722945e-09
1891,0.0,1.529812854172974e-08
1892,3.1342561879199593e-09,1.4417578686476418e-08
1893,3.079208221734575e-09,5.542574843531156e-09
1894,1.2603078580752936e-09,8.822155006527055e-09
1895,6.018614495673091e-10,8.426060515986933e-09
1896,1.179405795248556e-09,1.6511681355524388e-08
1897,2.9133566670225264e-09,6.409385022720926e-09
1898,2.8291774478717002e-09,6.224190496340043e-09
1899,4.9748205555033564e-09,1.1055156790007459e-08
1900,0.0,8.30568502863116e-09
1901,1.1177477832191585e-09,1.117747761014698e-08
1902,9.820567692386817e-10,2.946170252204894e-09
1903,0.0,8.100330184390714e-09
1904,5.374625189347171e-10,1.1824175416563776e-08
1905,1.0321518084666081e-09,5.160758931310738e-09
1906,1.0288369045596824e-09,1.0288369267641428e-08
1907,2.5714217422034835e-09,4.6285588695127444e-09
1908,1.4734167219643268e-09,2.0136695866312948e-08
1909,3.8506885458033935e-09,3.3005901345362076e-09
1910,1.6032452032632705e-09,4.275320542035388e-09
1911,3.1922244847493175e-09,9.044636151145369e-09
1912,2.6047105583515417e-09,1.1460726589973547e-08
1913,1.5908969142053309e-09,1.590896836489719e-08
1914,2.678697486047099e-09,6.696743604095445e-09
1915,0.0,1.4136913861761968e-08
1916,1.0987462051303964e-09,5.493731025651982e-09
1917,5.483212328627474e-09,1.0966424435210342e-09
1918,0.0,8.040463406189247e-09
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,6.057785384427916e-09
1921,1.5145494858259667e-09,8.330022227553968e-09
1922,0.0,8.115728866719962e-09
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,2.1996355847875293e-09,1.4297631523163545e-08
1926,2.229227691330493e-09,1.4489980104670508e-08
1927,2.2298449753321847e-09,1.6723836537835268e-08
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,8.912325100141061e-09
1930,0.0,5.2518016602221e-09
1931,0.0,7.983749661377715e-09
1932,2.1919073223131136e-09,9.863583061431314e-09
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,2.0346083040578833e-08
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,2.5930428915188486e-09,6.482607339819424e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,1.2136847082899749e-08
1943,5.806470415592457e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,0.0,1.1920871401116528e-08
1948,4.348755133776194e-09,1.3046265179283978e-08
1949,1.9634016634739737e-09,9.817008539414473e-09
1950,0.0,1.2762433776458693e-08
1951,0.0,1.1727541604500402e-08
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,1.744228317335228e-09,9.593255967388359e-09
1957,8.835037423882142e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,3.1002992395556817e-09
1960,0.0,8.997083078554624e-09
1961,1.3896318540318475e-09,5.55852741612739e-09
1962,0.0,3.170978202238217e-09
1963,3.2330267352165265e-09,1.0345685197421517e-08
1964,1.2167936658258327e-09,7.300761772910391e-09
1965,1.6416130121932326e-09,1.4227312938874803e-08
1966,5.539074754423723e-10,8.308612464702492e-09
1967,2.9582014060558492e-09,7.3955032653394426e-09
1968,2.245707925174756e-09,8.982831367632116e-09
1969,0.0,6.812636621500445e-09
1970,4.5987250119061684e-10,1.839490032518043e-09
1971,1.0276794970565106e-09,5.6522370117662035e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,1.6539611902288698e-09,8.821126051827832e-09
1974,1.1251143350321513e-09,3.3753429495853027e-09
1975,1.1422960355389478e-09,1.4849848462006321e-08
1976,0.0,5.7135269293517865e-09
1977,5.876781838942691e-10,7.052138428775834e-09
1978,5.940591352171509e-10,7.128709400561206e-09
1979,1.7555920051037788e-09,4.681578680276743e-09
1980,0.0,1.8760997255728995e-08
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,0.0,1.2415004579935385e-09
1983,2.5261264191556165e-09,3.1576580239445207e-09
1984,5.799008495621649e-10,2.8995041922996734e-09
1985,0.0,9.624892882698077e-09
1986,2.3977942409381114e-09,7.792830936104167e-09
1987,1.2221633705067347e-09,6.110816852533674e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,6.036934174780129e-09
1990,0.0,2.724325431913144e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,5.509944167592096e-10,6.611933001110515e-09
1993,1.6617622278225497e-09,8.308810972579295e-09
1994,0.0,3.692448513614721e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,3.736664533349199e-09,9.07475650180345e-09
1997,3.3564261370244708e-09,4.794894370441227e-09
1998,2.8608774238492174e-09,7.1521940592234046e-09
1999,4.570201161957499e-10,8.683382235474824e-09
2000,0.0,3.092622158362701e-09
2001,1.7524847129024579e-09,3.94309060403053e-09
2002,1.314366449012283e-09,7.448076377869484e-09
2003,1.2500768753476166e-09,5.416999848684156e-09
2004,0.0,6.607186797680242e-09
2005,4.5037495954858286e-10,6.755624393228743e-09
2006,2.0589449589714093e-09,7.412201852297073e-09
2007,3.994479469415779e-10,6.7906151812735516e-09
2008,2.9802078582719105e-09,3.405951742863067e-09
2009,4.76819250749827e-10,2.860915504498962e-09
2010,1.8895172093635892e-09,7.085689368580006e-09
2011,1.147191591721608e-09,3.823972000160936e-09
2012,6.808505426114664e-10,5.787229612197464e-09
2013,8.367375126105969e-10,5.29933741333366e-09
2014,0.0,6.929424506418869e-09
2015,1.3299452372717013e-09,8.866301304255586e-09
2016,1.6570720906550207e-09,8.492493819289848e-09
2017,1.2578056374223934e-09,3.5218558347427376e-09
2018,1.2907333535316923e-09,9.035133474721846e-09
2019,1.02039510174734e-09,8.418259866971312e-09
