year,eût_VERB assez_ADV,eût_VERB cassé_VERB
1800,3.20704771183955e-07,3.144164484325529e-09
1801,2.4288061695187935e-07,1.4287095950749062e-08
1802,3.110597788236191e-07,2.6854081625060644e-08
1803,2.6719646939454833e-07,5.851017448321727e-09
1804,2.694317515761213e-07,9.887403784603066e-09
1805,4.09374393939288e-07,2.55858996212055e-08
1806,4.553037342702737e-07,0.0
1807,3.7295112065294234e-07,2.2775640928784924e-08
1808,2.900574713748938e-07,3.172503681980743e-08
1809,4.179206598564633e-07,1.3554183553310395e-08
1810,4.376037168185576e-07,3.510190182964834e-08
1811,3.334412213007454e-07,0.0
1812,3.0939614248381986e-07,0.0
1813,3.6521919355436694e-07,0.0
1814,2.0768068509369186e-07,0.0
1815,4.180696464572975e-07,2.1577788444915313e-08
1816,3.1287652291212e-07,2.3176038865813098e-09
1817,3.26943421669057e-07,2.490997452753163e-08
1818,2.9564520787062065e-07,1.0729059418679299e-08
1819,3.7884842640778515e-07,1.6561680027393777e-08
1820,3.9871378021416604e-07,4.153268307049984e-08
1821,3.2444296493849833e-07,2.9584463767662328e-09
1822,3.478888856989215e-07,1.1028177482330648e-08
1823,4.36814758586479e-07,5.929612356680991e-09
1824,3.915817501365382e-07,1.0947446504872005e-08
1825,3.7247025375108933e-07,1.7610886082763955e-09
1826,3.1884903251011565e-07,1.145037931138404e-08
1827,3.7145611031519365e-07,6.452091305675367e-09
1828,3.182788645972323e-07,3.668920500743411e-09
1829,2.717696929721569e-07,1.3717081692732336e-08
1830,2.776198471110547e-07,1.878630406793036e-08
1831,1.9956743813054345e-07,2.3386808933878456e-08
1832,3.396022236756835e-07,9.470978667991403e-09
1833,2.617900065615686e-07,8.108539617524002e-09
1834,2.5016544213940506e-07,9.334531370086552e-09
1835,2.805905694458488e-07,6.806779140333674e-09
1836,2.4799567199806916e-07,4.704525213838906e-09
1837,2.497882860552636e-07,4.174734336004349e-09
1838,3.3075727401410404e-07,8.2058102535143e-09
1839,2.9993427119734406e-07,4.194885327990505e-09
1840,2.6561602339825185e-07,1.9109066329292546e-08
1841,1.9646878968160308e-07,1.4767261191650505e-08
1842,2.851012652627105e-07,9.391571076378114e-09
1843,2.2209985672816401e-07,5.906910960362666e-09
1844,2.0143019696661213e-07,9.330554107123135e-09
1845,2.382757315899653e-07,1.0044410636567136e-08
1846,2.2305650304588198e-07,7.025401593807601e-09
1847,1.8768417930914438e-07,2.6966118227278457e-09
1848,1.5768634398227732e-07,1.045878850192139e-08
1849,1.3909829021940823e-07,1.6758829879393033e-09
1850,1.6633040900160267e-07,2.3761487000228954e-08
1851,1.857438292063307e-07,5.8044946626978344e-09
1852,2.3112436053907004e-07,1.4974254725075298e-08
1853,1.8035234461422078e-07,1.1346670270029335e-08
1854,2.182179059673217e-07,1.558699391779328e-09
1855,2.000715255690011e-07,1.539011762474729e-08
1856,2.226191355703122e-07,6.212626857404757e-09
1857,1.923314556506739e-07,1.4644527812635033e-09
1858,1.3017178446261823e-07,5.872411001917044e-09
1859,1.6855094031598128e-07,1.018434669930457e-08
1860,2.0276924317386147e-07,3.661747127736703e-09
1861,1.6788830237146612e-07,1.131831339762357e-08
1862,1.7077988445635128e-07,9.035972858839614e-09
1863,1.8979558547016495e-07,5.9935452156878455e-09
1864,1.7980229927161417e-07,3.3563094525845827e-09
1865,1.812135081991073e-07,5.177528628053096e-09
1866,1.6591739893101476e-07,1.702964524952222e-08
1867,1.514077183628615e-07,5.338092634588065e-09
1868,1.541240663982535e-07,1.531360993567432e-08
1869,1.2404139226873667e-07,3.906815315701806e-09
1870,1.7259486639886745e-07,4.587239033071455e-09
1871,1.1895718898813357e-07,3.18635318130589e-09
1872,1.3364619633193797e-07,1.1489944995446422e-08
1873,1.0834668273673742e-07,8.979006871356887e-09
1874,1.3383125008203933e-07,7.766991494406739e-09
1875,1.7107366545587865e-07,5.149374260327022e-09
1876,1.2152489148320456e-07,4.836811839936672e-09
1877,1.4781710433453554e-07,1.1751150275074451e-08
1878,1.1715832215486444e-07,1.268208649207736e-08
1879,1.1241158404118323e-07,1.588424503040642e-08
1880,1.3413298916020722e-07,2.5671385017744797e-09
1881,9.064260098057275e-08,2.7890030285249168e-09
1882,1.3776647733720893e-07,5.989846840748214e-09
1883,1.2133131122027407e-07,6.951272890631799e-09
1884,1.1024833668216161e-07,1.386356363042296e-08
1885,1.2182250941350503e-07,7.090199094506033e-09
1886,1.0390076710109497e-07,1.0325542199041138e-08
1887,1.1164461000134906e-07,6.528924512139156e-09
1888,1.0398608196737769e-07,6.340614699951175e-09
1889,9.58565919972898e-08,8.14467782106476e-09
1890,1.1470176275452104e-07,1.3108772956016423e-09
1891,8.796423855983448e-08,6.374220040683554e-10
1892,8.337121215618026e-08,4.387958441043338e-09
1893,7.143763269823467e-08,4.310891643655168e-09
1894,6.994708456886656e-08,6.9316934414587195e-09
1895,5.657497581523785e-08,5.416753268150387e-09
1896,9.199365536005644e-08,8.845543852942228e-09
1897,7.225124676324413e-08,9.905413378419325e-09
1898,1.0185038945564884e-07,3.960848538042683e-09
1899,1.0281296169978305e-07,1.0502398950507086e-08
1900,9.863001082521805e-08,7.26747462209687e-09
1901,7.433023085923196e-08,3.912117296778206e-09
1902,5.155797921929661e-08,5.892340837476695e-09
1903,1.0530429506161454e-07,9.720396931811592e-09
1904,4.83716249277677e-08,4.299700151477737e-09
1905,7.121847289681682e-08,6.192911072844254e-09
1906,8.847997179373124e-08,4.115347618238729e-09
1907,1.0337114986214146e-07,8.742834012309686e-09
1908,8.152905905944863e-08,1.964555629285769e-09
1909,7.536347368386487e-08,4.400786846048277e-09
1910,8.817848851094823e-08,4.275320542035388e-09
1911,6.969690247160543e-08,1.0640748282497725e-09
1912,8.387168293211289e-08,3.125652625612929e-09
1913,7.636305099367746e-08,5.302989602995467e-09
1914,8.170027143705738e-08,1.0714789944188396e-08
1915,3.534228554258334e-08,9.424609537234119e-09
1916,2.966614687238689e-08,7.69122365795738e-09
1917,6.68951898319392e-08,2.1932848870420685e-09
1918,7.810736235569493e-08,6.89182577673364e-09
1919,8.102906434714896e-08,4.603924352863942e-09
1920,6.587841738792122e-08,8.329454459499175e-09
1921,7.042655170153012e-08,7.572747429129834e-10
1922,6.123686802084194e-08,5.164555005876537e-09
1923,5.095655097875351e-08,1.3800733000834953e-08
1924,7.477142105472012e-08,1.804827398643738e-08
1925,5.939016034517408e-08,5.499089184013428e-09
1926,9.028372005559504e-08,1.3375366592072169e-08
1927,6.243566019747959e-08,6.689535148041159e-09
1928,5.484499610020066e-08,5.713020723163709e-09
1929,1.0583386256257654e-07,4.4561625500705304e-09
1930,5.882018072611572e-08,2.100720708497761e-09
1931,8.097803316786667e-08,9.124285327288817e-09
1932,6.685317543997371e-08,2.1919073223131136e-09
1933,4.588265056781893e-08,2.2941324395731044e-09
1934,5.391711255242626e-08,1.1981580172459871e-09
1935,5.984141893122796e-08,2.393656828303392e-09
1936,7.63857030960935e-08,6.0623572828433225e-09
1937,5.162358363008934e-08,0.0
1938,3.241303758727554e-08,1.2965214457594243e-09
1939,7.647025057622159e-08,6.117620188206274e-09
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,6.198155233505531e-08,0.0
1942,3.034211815133858e-08,0.0
1943,5.8064703267746154e-08,8.709705845433291e-09
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,4.7927088075994106e-08,0.0
1946,5.8468636154884734e-08,2.7842208538686464e-09
1947,6.318061451793255e-08,4.7683483828109274e-09
1948,5.544662684542345e-08,0.0
1949,5.3011845579931105e-08,3.9268033269479474e-09
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,5.970385075215745e-08,2.1322803522849654e-09
1952,5.377849987553418e-08,9.490323193972472e-09
1953,3.663101466599983e-08,3.232148326759443e-09
1954,5.570345606997762e-08,9.772536113672459e-10
1955,4.974372203037092e-08,1.8771215692936494e-09
1956,5.843164885277474e-08,8.72114158667614e-10
1957,6.096176008441034e-08,4.417518795207798e-09
1958,6.700517474200751e-08,3.3088973783179654e-09
1959,2.6352543258667538e-08,5.425523585955716e-09
1960,4.6369581951921646e-08,2.7683333403416555e-09
1961,4.168895628708924e-08,5.55852741612739e-09
1962,4.693047728210331e-08,6.341956404476434e-10
1963,5.1728427763464424e-08,4.526237162849611e-09
1964,5.2322128851756133e-08,7.300761772910391e-09
1965,4.6512369067386317e-08,1.6416130677043839e-09
1966,4.985167123550127e-08,4.431259803538978e-09
1967,6.803863072946115e-08,3.944268467392931e-09
1968,6.332896163030455e-08,8.982831367632116e-09
1969,5.268439196015606e-08,2.2708788183223305e-09
1970,7.08203629073978e-08,5.058597540852361e-09
1971,4.881477622120656e-08,3.083038491169532e-09
1972,5.84836747918871e-08,4.6171320100540925e-09
1973,4.520827090459534e-08,6.615844760915479e-09
1974,3.600365872102884e-08,1.6876715580593782e-09
1975,3.1413140533231854e-08,2.8557400888473694e-09
1976,2.5710871653927825e-08,2.285410749536254e-09
1977,3.290997696581144e-08,2.938390863960194e-09
1978,3.9801960838303785e-08,4.158414057542359e-09
1979,3.4526642878063285e-08,1.7555920051037788e-09
1980,2.8994268319593175e-08,1.1370301367108482e-09
1981,2.5934753011824796e-08,6.325549417596221e-09
1982,2.855450986771757e-08,3.1037510339615437e-09
1983,1.894594880980094e-08,2.5261264191556165e-09
1984,2.0876431250371752e-08,6.378909400694965e-09
1985,1.6843562988810845e-08,4.812446441349039e-09
1986,4.495863947795442e-08,2.997242676272549e-09
1987,3.238733015109574e-08,3.0554083707556856e-09
1988,2.5185526553173077e-08,4.197587610832443e-09
1989,2.798942233539492e-08,1.0976244357863152e-09
1990,2.0160008773473237e-08,3.2691906959314565e-09
1991,2.6376593353916178e-08,2.9307325455363298e-09
1992,2.7549720726938176e-08,4.4079553340736766e-09
1993,2.7142116110212555e-08,1.661762283333701e-09
1994,2.320967773528082e-08,3.164955852952289e-09
1995,2.6570008415660595e-08,5.422450821690461e-10
1996,1.92171327739743e-08,1.067618438099771e-09
1997,1.7261619689179497e-08,3.3564262480467733e-09
1998,1.954932926651054e-08,4.768129224785866e-10
1999,2.833524703760304e-08,5.484241505371301e-09
2000,2.076474814316498e-08,3.5344251969604557e-09
2001,3.1544725942467267e-08,8.762423564512289e-10
2002,2.9354184860608257e-08,4.381221607729913e-09
2003,2.25013838672794e-08,1.6667691671301554e-09
2004,1.6738207264666016e-08,4.404791253964646e-10
2005,2.7472871977352042e-08,2.702249757291497e-09
2006,1.729513776638214e-08,1.2353669198716943e-09
2007,1.6377365241737607e-08,3.994479469415779e-10
2008,2.3841662866175284e-08,1.2772318758180745e-09
2009,2.2410505451375684e-08,3.814554005998616e-09
2010,3.023227534981743e-08,1.8895172093635892e-09
2011,3.020937811015756e-08,3.823971805871906e-09
2012,4.765953676155732e-08,2.382976926895708e-09
2013,5.048316253919438e-08,3.3469500504423877e-09
2014,5.067141728432034e-08,6.279790909502481e-09
2015,1.1016379630746087e-07,6.871383906315032e-09
2016,6.669714736062815e-08,5.178350193091319e-09
2017,3.09420187249998e-08,2.7671724911471074e-09
2018,4.440122580717798e-08,8.26069346260283e-09
2019,9.438655013127573e-08,4.846876677788714e-09
