year,furent_VERB en_ADP,furent_VERB quand_ADV
1800,2.1160226424399298e-06,0.0
1801,1.9787628389167367e-06,0.0
1802,2.2512672330776695e-06,0.0
1803,2.3384566247841576e-06,0.0
1804,1.6981615544864326e-06,0.0
1805,2.422131728962995e-06,0.0
1806,1.8990199350810144e-06,0.0
1807,1.9957155927841086e-06,0.0
1808,2.560663688200293e-06,0.0
1809,2.3945724478835473e-06,0.0
1810,1.984427399293054e-06,0.0
1811,2.466963451297488e-06,0.0
1812,2.0990928533137776e-06,0.0
1813,1.782959770935122e-06,0.0
1814,2.583421974122757e-06,0.0
1815,2.200934432039503e-06,0.0
1816,1.944469659065362e-06,0.0
1817,2.476985628163675e-06,0.0
1818,2.564245278335875e-06,0.0
1819,2.4697606022527907e-06,0.0
1820,2.7518369734025327e-06,0.0
1821,2.6399204671179177e-06,0.0
1822,2.410158003840479e-06,0.0
1823,3.1930960631143535e-06,0.0
1824,4.164240181125933e-06,0.0
1825,3.6137537335889647e-06,0.0
1826,4.632999662135262e-06,0.0
1827,2.9744139737886144e-06,0.0
1828,3.0571279694413533e-06,0.0
1829,2.637108991621062e-06,0.0
1830,2.7125336146127665e-06,0.0
1831,2.0861034499830566e-06,0.0
1832,2.317683765795664e-06,0.0
1833,2.3155673716246383e-06,0.0
1834,2.6799439183378126e-06,0.0
1835,3.200698756700149e-06,0.0
1836,3.7286720271367813e-06,5.376600054063374e-09
1837,3.351615987412515e-06,0.0
1838,3.945101070712553e-06,5.680945491803868e-09
1839,3.094426801908412e-06,0.0
1840,3.0402522952499567e-06,0.0
1841,2.796791022774414e-06,0.0
1842,2.544444896557252e-06,4.695785538189057e-09
1843,2.619124416014529e-06,0.0
1844,2.4451539957226487e-06,0.0
1845,2.4843175197020173e-06,0.0
1846,2.299062771271565e-06,2.3418005312692003e-09
1847,2.3492882519349223e-06,0.0
1848,2.168187165807467e-06,0.0
1849,1.955755351445987e-06,0.0
1850,2.082864057229017e-06,6.788996032014438e-10
1851,2.1515327262022765e-06,6.449438760824933e-10
1852,2.296920456501539e-06,0.0
1853,2.276500481457333e-06,0.0
1854,2.4372861844312865e-06,1.558699391779328e-09
1855,2.069705487883766e-06,0.0
1856,2.0563795715133892e-06,0.0
1857,2.3655793484067544e-06,9.763018171682347e-10
1858,2.520732550692628e-06,0.0
1859,2.3021716515359003e-06,0.0
1860,2.1759931314591086e-06,0.0
1861,2.0038130514876684e-06,0.0
1862,2.0782736100954935e-06,0.0
1863,2.144690142813488e-06,0.0
1864,1.944741597981192e-06,0.0
1865,2.079483920169878e-06,0.0
1866,2.0761569885507924e-06,4.865612912574591e-10
1867,2.1949265374132665e-06,0.0
1868,2.1276036932249554e-06,0.0
1869,2.161933934985427e-06,0.0
1870,2.207035322498996e-06,0.0
1871,2.0647569272114197e-06,0.0
1872,2.171599589928519e-06,0.0
1873,1.8532670083004632e-06,0.0
1874,2.1317405298759695e-06,0.0
1875,1.920716613312834e-06,5.721527140956084e-10
1876,1.7412522765880567e-06,0.0
1877,2.0502664028754225e-06,0.0
1878,1.9494177649903577e-06,0.0
1879,1.925048309203703e-06,0.0
1880,1.70201280980109e-06,0.0
1881,1.6162272231667885e-06,0.0
1882,1.7004508663376328e-06,0.0
1883,1.5817305438758922e-06,0.0
1884,1.5962903034960618e-06,0.0
1885,1.626878429306089e-06,0.0
1886,1.7753478687154711e-06,0.0
1887,1.4252642586143338e-06,0.0
1888,1.5712042795712478e-06,0.0
1889,1.500500275142258e-06,4.385595886446936e-09
1890,1.2905586572742322e-06,0.0
1891,1.4456730923484429e-06,0.0
1892,1.473100383009296e-06,6.268512375839919e-10
1893,1.4644714383393875e-06,0.0
1894,1.65856511102902e-06,0.0
1895,1.4637270169259864e-06,0.0
1896,1.452438255000743e-06,0.0
1897,1.3453881138048018e-06,0.0
1898,1.4372221812664066e-06,0.0
1899,1.5880732462392189e-06,0.0
1900,1.3745908518103533e-06,0.0
1901,1.4055677866053884e-06,0.0
1902,1.2580147767948802e-06,0.0
1903,1.4964010688345297e-06,0.0
1904,1.3689170828001807e-06,0.0
1905,1.5219078477457515e-06,0.0
1906,1.432140948054439e-06,0.0
1907,1.3330250112630893e-06,0.0
1908,1.3354066368265194e-06,0.0
1909,1.4616113048759871e-06,0.0
1910,1.4113901443124632e-06,0.0
1911,1.5312036794057349e-06,0.0
1912,1.3518448440663633e-06,0.0
1913,1.4265042409533635e-06,0.0
1914,1.4130129102341016e-06,0.0
1915,1.4054448911338113e-06,0.0
1916,1.537145976726606e-06,0.0
1917,1.3784795100946212e-06,0.0
1918,1.5001207884779433e-06,0.0
1919,1.4529985037370352e-06,0.0
1920,1.4561401258106343e-06,0.0
1921,1.338861693511717e-06,0.0
1922,1.4453376024903264e-06,0.0
1923,1.5584212178509915e-06,0.0
1924,1.5753564639453543e-06,0.0
1925,1.4781551271880744e-06,0.0
1926,1.4679463902211864e-06,0.0
1927,1.3724695691053057e-06,0.0
1928,1.4156864835968008e-06,0.0
1929,1.5362620615633205e-06,0.0
1930,1.4442455267271725e-06,1.0503603542488804e-09
1931,1.4530423868563958e-06,0.0
1932,1.4926888525224058e-06,0.0
1933,1.3730382306675892e-06,0.0
1934,1.3682964663530583e-06,0.0
1935,1.492444994255493e-06,0.0
1936,1.3191689731684164e-06,0.0
1937,1.306958097302413e-06,0.0
1938,1.2524396879598498e-06,0.0
1939,1.2143476624260074e-06,0.0
1940,1.5037193179523456e-06,0.0
1941,1.2012615115963854e-06,0.0
1942,1.4533874264088809e-06,0.0
1943,1.419682007508527e-06,0.0
1944,1.3495381381289917e-06,0.0
1945,1.4792042293265695e-06,0.0
1946,1.4310895721791894e-06,0.0
1947,1.451962134524365e-06,0.0
1948,1.2448311963453307e-06,0.0
1949,1.3743812132815947e-06,0.0
1950,1.1762709846152575e-06,0.0
1951,1.2495162309278385e-06,0.0
1952,1.3022832945353002e-06,0.0
1953,1.2077460951331886e-06,0.0
1954,1.2733614767057588e-06,0.0
1955,1.180709432446747e-06,0.0
1956,1.070956159310299e-06,0.0
1957,1.300517510571808e-06,1.7670075402875796e-09
1958,1.1399151844670996e-06,0.0
1959,1.1711380238921265e-06,0.0
1960,1.161315822173492e-06,0.0
1961,1.2228759942445322e-06,0.0
1962,1.16374894787441e-06,0.0
1963,1.2175578376627527e-06,0.0
1964,1.2417378911777632e-06,0.0
1965,1.2788165122401551e-06,0.0
1966,1.2994669305044226e-06,0.0
1967,1.5639024013580638e-06,0.0
1968,1.2885872138213017e-06,1.7965663401398047e-09
1969,1.2180994417576585e-06,0.0
1970,1.1437028888394707e-06,0.0
1971,1.1931358585570706e-06,0.0
1972,1.1122158412035787e-06,0.0
1973,9.774910267879022e-07,0.0
1974,1.0727965218393365e-06,0.0
1975,1.0806120371853467e-06,0.0
1976,1.024435391627776e-06,0.0
1977,9.908254696711083e-07,0.0
1978,1.084157929653884e-06,0.0
1979,1.0012726079366985e-06,0.0
1980,9.505571938461799e-07,0.0
1981,1.0032321142716683e-06,6.325549528618524e-10
1982,1.0801054486364592e-06,0.0
1983,9.599280019756407e-07,0.0
1984,9.42338886034122e-07,0.0
1985,9.125601536652539e-07,1.8046674155058895e-09
1986,9.58518171501055e-07,0.0
1987,9.53898506850237e-07,0.0
1988,9.528524174129416e-07,0.0
1989,9.467010499975004e-07,0.0
1990,9.883852953862515e-07,0.0
1991,9.126301279138715e-07,0.0
1992,1.067276230060088e-06,0.0
1993,1.0230916132059065e-06,0.0
1994,9.231121680386423e-07,0.0
1995,9.603160151527845e-07,0.0
1996,1.0526717915126937e-06,0.0
1997,1.103784711631306e-06,0.0
1998,9.679301911091898e-07,0.0
1999,9.848783975030528e-07,0.0
2000,9.569456551616895e-07,0.0
2001,1.0663869716154295e-06,0.0
2002,1.0002328281188966e-06,0.0
2003,9.767267101778998e-07,0.0
2004,9.051846063812263e-07,0.0
2005,9.72809857557877e-07,0.0
2006,9.121126254285628e-07,0.0
2007,9.890330829875893e-07,0.0
2008,9.140723022937891e-07,0.0
2009,8.673342222209612e-07,0.0
2010,7.345498147515173e-07,0.0
2011,6.913741117386962e-07,0.0
2012,6.937867169654055e-07,0.0
2013,7.435807560796093e-07,0.0
2014,7.873558729443175e-07,0.0
2015,7.915390938251221e-07,0.0
2016,8.919190008782607e-07,0.0
2017,6.507886496365245e-07,0.0
2018,7.070637479955622e-07,0.0
2019,7.515209858866001e-07,0.0
