year,petit_ADJ otage_NOUN,petit_ADJ cottage_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,1.8434546111834038e-09
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,2.0873671680021744e-09
1831,0.0,0.0
1832,0.0,9.470978667991403e-09
1833,0.0,0.0
1834,0.0,1.6802156110884425e-08
1835,0.0,2.2689263801112247e-09
1836,0.0,2.688300027031687e-09
1837,0.0,4.87052354003481e-09
1838,0.0,3.1560809521380406e-09
1839,0.0,1.2584655095793096e-08
1840,0.0,1.6561189752906103e-08
1841,0.0,6.420548537278137e-10
1842,0.0,1.475818312002275e-08
1843,0.0,1.4176587015413133e-08
1844,0.0,5.488561161115513e-09
1845,0.0,7.812318791877715e-09
1846,0.0,9.952652035849496e-09
1847,0.0,1.1865092020002521e-08
1848,0.0,7.24069959545659e-09
1849,0.0,1.75967720394965e-08
1850,0.0,2.308258650884909e-08
1851,0.0,1.6123596680017727e-08
1852,0.0,1.0416872697760482e-08
1853,0.0,3.523439673358553e-08
1854,0.0,1.3508727469968562e-08
1855,0.0,1.5920811335945473e-08
1856,0.0,3.158085348786699e-08
1857,0.0,2.001418764052687e-08
1858,0.0,2.3489644007668176e-08
1859,3.055304009791371e-09,2.64793023063703e-08
1860,0.0,3.066713105681629e-08
1861,0.0,1.9335450573976232e-08
1862,0.0,1.9427341513278407e-08
1863,0.0,2.6970951694238465e-08
1864,0.0,1.965838514195184e-08
1865,0.0,4.094954419997521e-08
1866,0.0,2.432806489593986e-08
1867,0.0,2.91168689159349e-08
1868,0.0,3.112120694481746e-08
1869,0.0,6.055563517293194e-08
1870,0.0,1.0321287824410774e-08
1871,0.0,6.585129597169725e-08
1872,0.0,3.688877114882416e-08
1873,0.0,2.3944018323618366e-08
1874,0.0,2.6885741633009275e-08
1875,0.0,2.1169650921137873e-08
1876,0.0,1.3301232115736639e-08
1877,6.184815992682502e-10,2.4739264858908427e-08
1878,1.2078177347163432e-09,1.69094480639842e-08
1879,0.0,2.504823370941267e-08
1880,1.9253538763308597e-09,2.9522093214495726e-08
1881,0.0,3.2073533162702006e-08
1882,0.0,3.1945848633085916e-08
1883,0.0,4.73950407808843e-08
1884,0.0,1.2543224237049344e-08
1885,0.0,3.4161868001092444e-08
1886,0.0,1.8069698626277386e-08
1887,0.0,3.982643903555072e-08
1888,0.0,2.9800888867725916e-08
1889,6.265136742733546e-10,2.8193115397812107e-08
1890,0.0,3.342736931699619e-08
1891,1.2748440081367107e-09,2.932141285327816e-08
1892,0.0,1.3790726782758611e-08
1893,0.0,1.970693297437265e-08
1894,0.0,4.4110773700367645e-08
1895,0.0,5.2963805785566365e-08
1896,0.0,3.066455178668548e-08
1897,0.0,4.428302347037061e-08
1898,0.0,2.8857609635224435e-08
1899,0.0,2.5979618456517528e-08
1900,0.0,2.7512582434496835e-08
1901,0.0,2.4031576728589243e-08
1902,0.0,2.258730624760119e-08
1903,1.0800440541913758e-09,1.5120615870500842e-08
1904,0.0,2.042357571951925e-08
1905,0.0,2.6835946798087207e-08
1906,0.0,1.6461390472954918e-08
1907,1.028568674676933e-09,1.5942815068115124e-08
1908,0.0,3.634427869769752e-08
1909,0.0,1.925344328412848e-08
1910,0.0,2.3514262537105424e-08
1911,0.0,1.9685383989553884e-08
1912,0.0,1.927485904218429e-08
1913,0.0,4.8787505591008085e-08
1914,0.0,1.0714789944188396e-08
1915,0.0,1.767114277129167e-08
1916,0.0,7.69122365795738e-09
1917,0.0,3.180263163926611e-08
1918,0.0,3.9053681177847466e-08
1919,0.0,3.314825391953491e-08
1920,0.0,1.1358347151713133e-08
1921,0.0,4.4679211441689404e-08
1922,0.0,2.87739485571592e-08
1923,3.1847844361720945e-09,2.5478275489376756e-08
1924,0.0,2.9650736976805092e-08
1925,1.0998177923937646e-09,2.3096173862313663e-08
1926,0.0,2.229227646921572e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,2.399468712610542e-08
1929,0.0,1.7824650200282122e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,2.737285598186645e-08
1932,0.0,2.4110979879310435e-08
1933,0.0,2.523545639121494e-08
1934,0.0,2.516131836216573e-08
1935,0.0,2.2739740757060645e-08
1936,0.0,2.7886843056990074e-08
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,2.5930429359277696e-08
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,3.836953510472085e-08
1942,0.0,1.517105907566929e-08
1943,0.0,3.193558839598154e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,2.832055301382752e-08
1946,0.0,3.480275978517966e-08
1947,0.0,2.3841742802233057e-08
1948,0.0,3.4790041070209554e-08
1949,0.0,1.570721330779179e-08
1950,0.0,1.1698897850465073e-08
1951,0.0,1.2793682557799002e-08
1952,0.0,7.381362632230548e-09
1953,0.0,1.508335856215126e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,1.220129064449793e-08
1956,0.0,1.0465369904011368e-08
1957,2.6505113659425206e-09,2.3854601849393475e-08
1958,0.0,1.7371711180658167e-08
1959,0.0,1.5501495198577686e-08
1960,1.3841666701708277e-09,2.2146666722733244e-08
1961,1.3896318540318475e-09,2.292892631317045e-08
1962,0.0,1.7123282347597524e-08
1963,1.939815863494232e-09,1.8751554975438012e-08
1964,6.083968329129164e-10,2.1902286206909594e-08
1965,0.0,1.2585699593614663e-08
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,0.0,1.5777073869571723e-08
1968,0.0,2.110965446888713e-08
1969,0.0,1.4533624970169967e-08
1970,2.7592350626548523e-09,5.058597540852361e-09
1971,0.0,1.0276794526475896e-08
1972,0.0,1.2825367434743384e-08
1973,0.0,4.9618833486420044e-09
1974,0.0,1.6314157136321228e-08
1975,5.711480177694739e-10,7.4249242310031605e-09
1976,5.713526873840635e-10,1.8283285996290033e-08
1977,1.7630346071939584e-09,4.11374712072643e-09
1978,5.940591352171509e-10,1.1881182260253809e-08
1979,0.0,1.1703946256602649e-08
1980,0.0,5.969408078954075e-08
1981,0.0,1.2651098835192442e-08
1982,0.0,9.311253101884631e-09
1983,0.0,1.5788289786655696e-08
1984,1.1598016991243298e-09,1.1018116197192285e-08
1985,6.015558051686298e-10,8.421781494405423e-09
1986,0.0,9.591176741707841e-09
1987,0.0,1.7721369260925712e-08
1988,0.0,1.139345240375178e-08
1989,0.0,1.4817929994137558e-08
1990,3.2691906959314565e-09,1.2531897297662908e-08
1991,2.344586080837985e-09,7.6199047072123e-09
1992,1.65298330578878e-09,6.61193322315512e-09
1993,1.661762283333701e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,1.2132331583813993e-08
1995,2.1689803286761844e-09,8.675921314704738e-09
1996,0.0,8.007138063703678e-09
1997,4.79489448146353e-10,9.58978851883785e-09
1998,0.0,1.144351013948608e-08
1999,4.570201161957499e-10,1.1882523409667556e-08
2000,1.3254094488601709e-09,6.627047355323157e-09
2001,4.3812117822561447e-10,1.095302959441824e-08
2002,0.0,8.762443215459825e-09
2003,4.1669229178253886e-10,1.0833999475323708e-08
2004,1.3214374039449694e-09,1.3654853248112886e-08
2005,0.0,1.216012357474483e-08
2006,1.2353669198716943e-09,1.729513776638214e-08
2007,1.997239706952314e-09,4.833320232933147e-08
2008,4.257439678578834e-10,7.109924382575628e-08
2009,1.907277002999308e-09,5.769512867459525e-08
2010,2.8342759250676863e-09,1.0061679489581365e-07
2011,3.823971805871906e-09,1.0324724541987962e-07
2012,2.0425516833455504e-09,1.222126684297109e-07
2013,2.5102124823206395e-09,1.269051921326536e-07
2014,1.5158115873603606e-09,1.264619982066506e-07
2015,1.5516027351836215e-09,1.6646481526549906e-07
2016,1.0356699942093428e-09,1.5431483291195036e-07
2017,7.54683426862357e-10,1.3081178451557207e-07
2018,2.8396134332808742e-09,1.2545928029794595e-07
2019,1.53059265262101e-09,1.3086567207665212e-07
