year,pouvant_VERB oser_VERB,pouvant_VERB causer_VERB
1800,0.0,2.5153315874604232e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,9.751696339321825e-09
1804,0.0,9.887403784603066e-09
1805,0.0,3.1271653710973624e-08
1806,0.0,3.1698359492793315e-08
1807,0.0,5.124519120158766e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,4.44624070894406e-08
1811,0.0,4.763445815569867e-08
1812,0.0,1.600324850414836e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,6.293354282149721e-09
1815,0.0,3.236668177919455e-08
1816,0.0,2.5493642752394408e-08
1817,1.556873407970727e-09,4.670620334934483e-09
1818,0.0,2.026600220972341e-08
1819,0.0,5.072014630513877e-08
1820,0.0,2.3732962262101864e-09
1821,0.0,1.8736827200882544e-08
1822,0.0,1.1028177482330648e-08
1823,0.0,1.1859224713361982e-08
1824,0.0,2.4421225930382207e-08
1825,3.522177216552791e-09,2.201360693732113e-08
1826,0.0,3.3470339388941284e-08
1827,0.0,1.3825909306319772e-08
1828,0.0,3.3020285172824515e-08
1829,0.0,3.086343269842473e-08
1830,0.0,1.6698937344017395e-08
1831,0.0,2.494592976631793e-08
1832,0.0,5.0060886991332154e-08
1833,0.0,3.8225973497674204e-08
1834,0.0,2.6136685704614138e-08
1835,0.0,4.0084366048631637e-08
1836,0.0,1.344150035720304e-08
1837,0.0,2.922314124020886e-08
1838,0.0,3.471689069556305e-08
1839,0.0,2.7266752411492234e-08
1840,0.0,2.5478755105723394e-08
1841,0.0,2.3756030032018316e-08
1842,0.0,3.287049921141261e-08
1843,0.0,2.4218335781256428e-08
1844,0.0,2.140538946093784e-08
1845,0.0,3.5155437672074186e-08
1846,0.0,3.33706573485415e-08
1847,0.0,2.7505439703645607e-08
1848,0.0,1.689496542667257e-08
1849,0.0,4.273501730267526e-08
1850,0.0,2.308258650884909e-08
1851,0.0,2.5152811389261842e-08
1852,0.0,2.2135854038651814e-08
1853,0.0,1.911018188138769e-08
1854,0.0,3.117398605922972e-08
1855,0.0,1.3798036491152743e-08
1856,0.0,1.9673318973900678e-08
1857,0.0,2.147863931156735e-08
1858,0.0,3.572383633354548e-08
1859,0.0,2.189634606963864e-08
1860,0.0,2.4716793944890014e-08
1861,0.0,2.0750240636857598e-08
1862,9.035972525772706e-10,1.9427341513278407e-08
1863,0.0,3.296449690992631e-08
1864,4.794727948009836e-10,2.2535221688713136e-08
1865,4.706844358715045e-10,2.9653119071326728e-08
1866,0.0,2.5301186923343266e-08
1867,4.85281148598915e-10,3.105799351033056e-08
1868,1.975949626142892e-09,4.00129813726835e-08
1869,0.0,2.0999133099053324e-08
1870,0.0,2.2936195165357276e-08
1871,0.0,3.080141297573391e-08
1872,0.0,5.019291648977742e-08
1873,0.0,4.788803664723673e-08
1874,0.0,3.883495836021211e-08
1875,0.0,2.6319025181464895e-08
1876,0.0,3.688068872520489e-08
1877,0.0,2.4120781816350245e-08
1878,0.0,3.5026715750063886e-08
1879,0.0,3.421222061206208e-08
1880,0.0,3.401458670282409e-08
1881,0.0,4.811030152040985e-08
1882,0.0,4.1263387373646765e-08
1883,0.0,4.2339571848515334e-08
1884,0.0,3.300848305798354e-08
1885,0.0,3.867381437316908e-08
1886,0.0,4.001147502208369e-08
1887,0.0,5.6148753202478474e-08
1888,0.0,4.375024076352929e-08
1889,0.0,4.8868066926388565e-08
1890,0.0,4.5880703680722945e-08
1891,0.0,7.585321526448752e-08
1892,1.8805537127519756e-09,7.898325549149376e-08
1893,3.695050043717174e-09,5.234653954744317e-08
1894,6.301539290376468e-09,4.852185142567578e-08
1895,0.0,6.861220214204877e-08
1896,1.7691086373616827e-09,7.66613794667137e-08
1897,0.0,5.477110676110897e-08
1898,0.0,6.620275172508627e-08
1899,1.6582735185011188e-09,6.356714976618605e-08
1900,0.0,4.049021384844309e-08
1901,0.0,4.806315345717849e-08
1902,0.0,6.923499995536986e-08
1903,0.0,5.184211460118604e-08
1904,0.0,4.1384613069794796e-08
1905,0.0,3.8705692873008957e-08
1906,0.0,4.218231453023691e-08
1907,0.0,4.6799875974556926e-08
1908,0.0,4.862275204686739e-08
1909,0.0,6.106091632318567e-08
1910,0.0,5.50447509795049e-08
1911,5.3203743632934675e-09,5.7460042057755345e-08
1912,0.0,4.5842906359894187e-08
1913,0.0,4.560571298384275e-08
1914,0.0,4.486818383497848e-08
1915,0.0,7.304072369151982e-08
1916,0.0,5.7134801778602196e-08
1917,0.0,3.5092558192673096e-08
1918,0.0,2.6418664589300533e-08
1919,0.0,3.775218004875569e-08
1920,0.0,2.7260034229925623e-08
1921,0.0,4.316466117870732e-08
1922,4.426761179843197e-09,3.9840852394945614e-08
1923,0.0,2.866305948145964e-08
1924,0.0,4.769901096324247e-08
1925,0.0,4.7292164850887275e-08
1926,0.0,4.2355324580967135e-08
1927,0.0,4.0137209111890115e-08
1928,0.0,6.512843242489907e-08
1929,1.1140406375176326e-09,4.567566591617833e-08
1930,0.0,5.7769820926978355e-08
1931,0.0,3.9918749195066994e-08
1932,0.0,3.06867029564728e-08
1933,0.0,3.785318369864399e-08
1934,0.0,4.912448048344231e-08
1935,0.0,3.7101681726881e-08
1936,7.274828739411987e-09,3.758661648589623e-08
1937,0.0,4.784624962894668e-08
1938,0.0,4.797129449229942e-08
1939,0.0,3.5176316970364496e-08
1940,0.0,6.339457314652464e-08
1941,0.0,5.312704587367989e-08
1942,0.0,5.461581054078124e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,3.897909195416105e-08
1947,0.0,3.5762614203349585e-08
1948,0.0,2.9354097819123126e-08
1949,0.0,4.712163814701853e-08
1950,0.0,6.7002780212988e-08
1951,0.0,6.183613265875465e-08
1952,0.0,5.061505703451985e-08
1953,0.0,3.232148060305917e-08
1954,0.0,4.593092128857279e-08
1955,0.0,5.631364530245264e-08
1956,0.0,4.273359266449006e-08
1957,0.0,3.6223653410161205e-08
1958,1.6544486891589827e-09,6.783239570040678e-08
1959,7.750747821333448e-10,3.8753739772801055e-08
1960,0.0,5.7442917977823527e-08
1961,0.0,2.848745239703021e-08
1962,1.9025869768540815e-09,3.614915300431676e-08
1963,0.0,3.9442923593924206e-08
1964,0.0,3.589541464066315e-08
1965,0.0,4.377634610364112e-08
1966,0.0,2.215629990587331e-08
1967,0.0,3.1554147739143446e-08
1968,4.4914158503495116e-10,2.5601069708613977e-08
1969,0.0,3.587988572917311e-08
1970,0.0,4.920635632288395e-08
1971,0.0,3.596878173084406e-08
1972,5.130146862875051e-10,3.5398013409349005e-08
1973,0.0,4.0246387555953334e-08
1974,0.0,4.331690206527128e-08
1975,0.0,3.4268879289811593e-08
1976,0.0,2.856763359204706e-08
1977,0.0,4.172515133404886e-08
1978,1.7821774056514528e-09,4.396037667220298e-08
1979,1.7555920051037788e-09,3.3941446986318624e-08
1980,0.0,3.354238842234736e-08
1981,0.0,4.8706731092806876e-08
1982,0.0,3.972801465579323e-08
1983,0.0,3.726036368334462e-08
1984,0.0,4.6392067076794774e-08
1985,0.0,2.8273122509858695e-08
1986,0.0,5.514926471050785e-08
1987,6.110816852533674e-10,3.6053819485459826e-08
1988,0.0,3.7178633505163816e-08
1989,0.0,4.884428861373635e-08
1990,1.089730194969718e-09,4.413407239667322e-08
1991,0.0,3.51687923227928e-08
1992,0.0,4.7936513425383964e-08
1993,0.0,3.43430848204207e-08
1994,2.1099706426497278e-09,3.745197929561073e-08
1995,0.0,4.663307606733724e-08
1996,0.0,3.3096171137003694e-08
1997,0.0,4.6989967472654826e-08
1998,9.536258449571733e-10,4.052909829965756e-08
1999,0.0,4.341691095532951e-08
2000,0.0,4.9040149718848625e-08
2001,4.3812117822561447e-10,4.249775287235025e-08
2002,0.0,3.680225901803169e-08
2003,0.0,5.958699844654802e-08
2004,1.7619165015858584e-09,5.5059889092490266e-08
2005,0.0,4.593824698417848e-08
2006,0.0,4.817931298362055e-08
2007,1.5977917877663117e-09,6.311277900294954e-08
2008,8.514879357157668e-10,6.471308466871051e-08
2009,9.53638501499654e-10,6.627787740853819e-08
2010,4.723793023408973e-10,7.983210537076957e-08
2011,0.0,7.571464522015958e-08
2012,0.0,6.672335217672298e-08
2013,2.789125042035323e-10,4.155796418103819e-08
2014,0.0,3.7462200452864636e-08
2015,1.5516027351836215e-09,5.120289259252786e-08
2016,8.285360175719347e-10,5.551191151198509e-08
2017,7.54683426862357e-10,5.886530374255017e-08
2018,0.0,5.059674634821931e-08
2019,0.0,5.688702842121529e-08
