year,grand_ADJ art_NOUN,grand_ADJ quart_NOUN
1893,1.0851130154421185e-06,5.480990594719515e-08
1894,1.1846893750444565e-06,6.238524008495006e-08
1895,1.2994188871573442e-06,7.402896073926968e-08
1896,1.1552279453042047e-06,4.8945342001616154e-08
1897,1.0622098791657208e-06,5.651912005077975e-08
1898,1.0032263690895604e-06,7.695362569393183e-08
1899,1.0425012320069982e-06,5.9145087050183065e-08
1900,1.2801136701767746e-06,4.8276795894253155e-08
1901,1.1373083541599271e-06,6.4829372092845e-08
1902,9.530860882733805e-07,1.1097241525703794e-07
1903,1.0800440346514506e-06,6.642270733436817e-08
1904,1.1614564883188905e-06,3.547252447333449e-08
1905,1.09459703878656e-06,3.9221767167418875e-08
1906,1.014947600630478e-06,6.790323681116206e-08
1907,9.683973978269478e-07,3.959989314239465e-08
1908,1.087381567899115e-06,6.679488961935931e-08
1909,1.1480553130382987e-06,7.041258953677243e-08
1910,1.0565386086014428e-06,7.268045010278001e-08
1911,1.0050186620702561e-06,5.054355511902031e-08
1912,1.1476354551120949e-06,5.365703970028335e-08
1913,1.133248865414771e-06,5.1438998838193584e-08
1914,9.9714515400251e-07,3.8171439342704616e-08
1915,6.114215636010556e-07,6.361611326610728e-08
1916,8.932806521144698e-07,3.625862632361532e-08
1917,6.864981809684423e-07,6.68951898319392e-08
1918,9.154642155451143e-07,3.9053681177847466e-08
1919,1.1841292923975288e-06,2.762354434082681e-08
1920,1.0305807904842368e-06,6.057785384427916e-08
1921,1.14727118827318e-06,5.982470696608289e-08
1922,1.1421044234793953e-06,3.8365264742878935e-08
1923,1.1061817559721021e-06,2.9724654737606215e-08
1924,1.1847403342812868e-06,5.9301473953610184e-08
1925,1.050326021712067e-06,6.708888378170741e-08
1926,1.1814907026064247e-06,6.576221522891501e-08
1927,1.1528298529128733e-06,1.3156085287846508e-07
1928,1.1951639038443318e-06,6.969884935870141e-08
1929,1.0850756151370433e-06,7.01845621620123e-08
1930,1.1574971523486965e-06,5.3568378177715203e-08
1931,9.238338876116359e-07,7.071321306284517e-08
1932,8.022380657557449e-07,6.24693612394367e-08
1933,8.47681913995757e-07,5.850037609889114e-08
1934,8.494940484382596e-07,4.4331848414458364e-08
1935,9.407071477340878e-07,3.111753699158726e-08
1936,8.1356833270263e-07,5.941110003959693e-08
1937,7.667990864490548e-07,3.651424407280501e-08
1938,9.140475949465099e-07,4.019216603978748e-08
1939,7.738789706834837e-07,2.4470480752825097e-08
1940,6.339457536697068e-07,5.5787225505810056e-08
1941,8.765962817847139e-07,4.7224041566096275e-08
1942,1.055905647362465e-06,4.8547388331598995e-08
1943,8.883899509370963e-07,6.387117679196308e-08
1944,8.900525756416755e-07,5.1410978585408884e-08
1945,9.215072167556571e-07,6.753362669087437e-08
1946,9.842220904943133e-07,4.872386583087973e-08
1947,1.040692046316849e-06,4.52993091926146e-08
1948,1.0002137091902341e-06,5.3272248834446145e-08
1949,9.306523907071096e-07,4.22131343214005e-08
1950,7.551106691039422e-07,4.998619829166273e-08
1951,9.040868711451822e-07,6.716683031982029e-08
1952,7.803155028796027e-07,4.8506098693223976e-08
1953,7.918763023084807e-07,4.740483916521043e-08
1954,9.1861840090246e-07,6.058972701339371e-08
1955,9.010183301683128e-07,4.411235821066839e-08
1956,7.927517700068165e-07,2.616342520411763e-08
1957,7.712987697416906e-07,2.6505112771246786e-08
1958,7.138946163109949e-07,3.4743422361316334e-08
1959,7.766249074947496e-07,3.410329085795638e-08
1960,9.121658628430396e-07,4.290916777449638e-08
1961,8.240517033186734e-07,4.794229724325305e-08
1962,8.130388362559415e-07,4.1856910826254534e-08
1963,8.593384954735939e-07,4.7202188824257973e-08
1964,8.255944905499746e-07,3.832900219435942e-08
1965,8.74979727782943e-07,2.7360217202954118e-08
1966,8.081510340929299e-07,7.366969612121466e-08
1967,9.352846674914872e-07,3.254021407883556e-08
1968,1.1745052308498316e-06,4.042274426296899e-08
1969,7.730072031364443e-07,4.723428048691858e-08
1970,8.663997963509473e-07,2.8052221878738237e-08
1971,9.876000035546895e-07,3.699646100585596e-08
1972,1.0403937462655222e-06,4.565830735714371e-08
1973,6.946636901261627e-07,4.2451670623222526e-08
1974,6.328767963026394e-07,3.037808582462276e-08
1975,7.447770116186803e-07,1.599214449754527e-08
1976,6.930508353875098e-07,2.399681342524218e-08
1977,6.105976435577531e-07,2.703319701424789e-08
1978,6.938610885853791e-07,2.198018833610149e-08
1979,7.432006103869071e-07,2.0481905949054635e-08
1980,8.067228982611141e-07,2.615169236719339e-08
1981,7.502101873058109e-07,2.340453342242199e-08
1982,6.797215075238228e-07,2.1726258125909226e-08
1983,7.180514565163776e-07,2.273513821648976e-08
1984,6.953011038035584e-07,2.7255339318799088e-08
1985,6.996094246147777e-07,1.3835783185811579e-08
1986,7.517084883446046e-07,2.577628777089558e-08
1987,8.280156951201434e-07,1.8943532964499354e-08
1988,7.7535441800336e-07,2.6384837426007834e-08
1989,7.968753461540246e-07,2.1952487827547884e-08
1990,7.58997105165804e-07,2.5608660081388734e-08
1991,7.748857164813217e-07,2.6962739596569918e-08
1992,8.286956258984901e-07,3.195767561692264e-08
1993,8.657780945497962e-07,2.9911721100006616e-08
1994,7.590619572894752e-07,2.9012095836833396e-08
1995,8.29634984711447e-07,2.76544991351102e-08
1996,7.702867250714007e-07,2.7224270837677977e-08
1997,7.278649887254574e-07,2.4453962410575514e-08
1998,8.930706307808123e-07,2.527108478034279e-08
1999,6.873582716337978e-07,3.153438754566196e-08
2000,7.983382896981084e-07,3.401884285381129e-08
2001,7.062513187605646e-07,4.249775287235025e-08
2002,7.009954554604292e-07,4.205972459203622e-08
2003,8.125499402211744e-07,3.333538245442469e-08
2004,7.254691380964573e-07,3.3916894182084434e-08
2005,7.976140246057639e-07,4.053374524914943e-08
2006,7.910466379712489e-07,4.117890028965121e-08
2007,7.61347795474876e-07,5.472436725995067e-08
2008,7.109924009540691e-07,4.044567702976565e-08
2009,6.966329433311103e-07,3.147006921722095e-08
2010,6.48576788719879e-07,2.8815136943194375e-08
2011,7.376442088258273e-07,3.1738967010142005e-08
2012,6.144676216734979e-07,5.174464234869447e-08
2013,6.122129718733049e-07,5.1598814110320745e-08
2014,7.472951164544384e-07,7.145968794475266e-08
2015,9.107908205407966e-07,6.361571536217525e-08
2016,8.285359909265821e-07,8.513207916394094e-08
2017,5.300393288720784e-07,3.270294612889302e-08
2018,6.389130211559291e-07,5.266192104613765e-08
2019,6.910625938161274e-07,6.734607893577049e-08
