year,avait_VERB en_PRON,avait_VERB quand_ADV
1800,4.4018303668735825e-08,0.0
1801,1.1905912700171939e-08,0.0
1802,6.713520406265161e-09,0.0
1803,1.950339267864365e-08,0.0
1804,4.2021465418429216e-08,0.0
1805,2.842877711017877e-09,0.0
1806,1.152667650217154e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,2.945896149242344e-08,0.0
1809,3.388545621874073e-08,0.0
1810,3.510190182964834e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,4.026038169513413e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,5.394447111228828e-09,0.0
1816,3.9399267848239106e-08,0.0
1817,2.0239355080775567e-08,0.0
1818,3.099506074022429e-08,0.0
1819,3.622867339458935e-08,0.0
1820,2.610625848831205e-08,0.0
1821,4.2404398215012407e-08,0.0
1822,4.210758675071702e-08,1.0025615893027862e-09
1823,3.063632902922109e-08,0.0
1824,2.6105450245950124e-08,0.0
1825,2.553578504205234e-08,0.0
1826,3.963592831723872e-08,2.642395191543301e-09
1827,2.3964910056406552e-08,9.217273055917019e-10
1828,3.8523666034961934e-08,0.0
1829,3.1720752247110795e-08,0.0
1830,4.905312778191728e-08,0.0
1831,2.3386808933878456e-08,1.5591206103948707e-09
1832,2.841293600397421e-08,5.411987746839486e-09
1833,3.359252431778259e-08,0.0
1834,3.360431222176885e-08,0.0
1835,4.386591001548368e-08,0.0
1836,4.5701099793404865e-08,0.0
1837,5.775049416456568e-08,0.0
1838,5.112851297894849e-08,0.0
1839,3.425822825420255e-08,0.0
1840,6.17859825524647e-08,6.369688665408546e-10
1841,1.733548060656176e-08,0.0
1842,3.152884531232303e-08,6.708265054555795e-10
1843,4.3120451209688326e-08,5.906911071384968e-10
1844,4.8848196598783034e-08,4.390849017710252e-09
1845,5.412821124650691e-08,0.0
1846,3.805426018743674e-08,0.0
1847,3.343798482546845e-08,5.393223645455691e-10
1848,4.022610866627474e-08,0.0
1849,4.1897074254393374e-08,8.379414939696517e-10
1850,4.480737203493845e-08,6.788996032014438e-10
1851,5.3530342825069965e-08,1.2898877521649865e-09
1852,3.711010876372711e-08,1.3021090872200602e-09
1853,5.01642283268211e-08,0.0
1854,6.33871053423718e-08,0.0
1855,5.466145225341279e-08,0.0
1856,6.160855292591805e-08,5.177189232874468e-10
1857,5.906625943907784e-08,0.0
1858,5.431980554249094e-08,0.0
1859,5.754155907311542e-08,5.092173349652285e-10
1860,5.126446112058147e-08,4.577183909670879e-10
1861,5.7063161307269183e-08,0.0
1862,5.647482836934614e-08,4.517986262886353e-10
1863,6.89257646513397e-08,4.994620828036034e-10
1864,6.376988181955312e-08,4.794727948009836e-10
1865,6.401308638714909e-08,0.0
1866,6.033359767343427e-08,4.865612912574591e-10
1867,8.007138774246414e-08,4.85281148598915e-10
1868,5.977247496957716e-08,2.4699371437009177e-09
1869,5.616047005219116e-08,0.0
1870,9.919904186972417e-08,1.1468097582678638e-09
1871,6.054071377548098e-08,1.0621177271019633e-09
1872,7.801067880564005e-08,0.0
1873,8.440266441311906e-08,5.986004469882289e-10
1874,7.587753714233259e-08,5.974609140757536e-10
1875,6.179249112392426e-08,0.0
1876,8.101660142756373e-08,1.209202959984168e-09
1877,5.8755752263550676e-08,0.0
1878,5.737134145533673e-08,6.039088673581716e-10
1879,7.147910707772098e-08,1.221865053580018e-09
1880,7.444701566328149e-08,0.0
1881,6.623881887435346e-08,0.0
1882,8.186123778841647e-08,0.0
1883,6.824885900869049e-08,6.319338941018771e-10
1884,6.007544328667791e-08,6.601696966868076e-10
1885,8.830520670244368e-08,6.445635691854079e-10
1886,8.583106847481758e-08,0.0
1887,7.834709236931303e-08,1.3057849246322917e-09
1888,7.989174832800927e-08,0.0
1889,6.390439466485986e-08,1.2530273485467092e-09
1890,6.423298515301212e-08,0.0
1891,6.565446852846435e-08,0.0
1892,5.202865338560514e-08,6.268512375839919e-10
1893,8.744951429662251e-08,0.0
1894,4.852185142567578e-08,6.301539290376468e-10
1895,5.838056083007359e-08,6.018614495673091e-10
1896,7.13540515562272e-08,5.89702897624278e-10
1897,7.516460698298033e-08,5.826713556089658e-10
1898,6.507108452069588e-08,5.6583548957434e-10
1899,6.411990938204326e-08,0.0
1900,5.813979697677496e-08,0.0
1901,6.25938767484513e-08,0.0
1902,5.4995179965544594e-08,0.0
1903,7.560308290521789e-08,0.0
1904,6.879520242364379e-08,0.0
1905,6.089695858690902e-08,0.0
1906,5.812928449699939e-08,5.144184522798412e-10
1907,7.91997862847893e-08,0.0
1908,5.5007557620001535e-08,4.911389073214423e-10
