year,avait_VERB en_PRON,avait_VERB quand_ADV
1909,4.565816524859656e-08,0.0
1910,6.41298072423524e-08,5.344150677544235e-10
1911,4.8947441655400326e-08,0.0
1912,5.730363383804615e-08,0.0
1913,7.212066321926613e-08,5.30298971401777e-10
1914,5.893134513712539e-08,0.0
1915,5.0657277483878715e-08,0.0
1916,1.0108465176017489e-07,0.0
1917,7.347504293875318e-08,0.0
1918,6.432370724951397e-08,0.0
1919,5.248473655683483e-08,0.0
1920,4.846228307542333e-08,1.514446346106979e-09
1921,4.316466117870732e-08,0.0
1922,4.721878710256533e-08,0.0
1923,3.1847843473542525e-08,0.0
1924,3.867487308184536e-08,0.0
1925,4.8391981977147225e-08,1.0998177923937646e-09
1926,4.56991671171636e-08,1.1146138456652466e-09
1927,2.8987985345452216e-08,0.0
1928,2.5137291359556002e-08,1.1426041224282812e-09
1929,2.2280811862174232e-08,0.0
1930,3.466189113510154e-08,0.0
1931,3.763767608688795e-08,0.0
1932,2.9590749406338546e-08,0.0
1933,3.785318369864399e-08,2.2941324395731044e-09
1934,3.4746584276490466e-08,0.0
1935,3.590485420090772e-08,0.0
1936,3.758661648589623e-08,1.2124714565686645e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,2.852347158466273e-08,1.2965214457594243e-09
1939,5.047036566452334e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,0.0
1942,3.6410540360520827e-08,3.034211770724937e-09
1943,3.193558839598154e-08,0.0
1944,4.819779064746399e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,0.0
1946,3.897909195416105e-08,0.0
1947,3.2186353138285995e-08,1.1920870957027319e-09
1948,4.4574740343250596e-08,1.0871887834440486e-09
1949,5.2030145525350235e-08,0.0
1950,3.828730044119766e-08,0.0
1951,5.117473023119601e-08,0.0
1952,3.585233443459401e-08,1.0544803918932644e-09
1953,5.386913670690774e-08,1.0773827385790469e-09
1954,4.49536656788041e-08,1.9545072227344917e-09
1955,3.566530892840092e-08,0.0
1956,4.098936656760088e-08,0.0
1957,5.9194753987412696e-08,8.835037701437898e-10
1958,4.384289198355873e-08,1.6544486891589827e-09
1959,4.8829711829512235e-08,3.100299128533379e-09
1960,5.9519166484278685e-08,0.0
1961,5.975417138870398e-08,2.08444772553662e-09
1962,4.693047728210331e-08,0.0
1963,5.4314845954195334e-08,0.0
1964,5.4755716405452404e-08,6.083968329129164e-10
1965,5.964527360902139e-08,5.472043373977442e-10
1966,6.148373188352707e-08,5.539074754423723e-10
1967,7.39550358730412e-08,0.0
1968,7.455750505869219e-08,1.3474247273492779e-09
1969,6.63096670905361e-08,1.8167030935156703e-09
1970,8.231717885109902e-08,1.839490032518043e-09
1971,6.063309143655715e-08,0.0
1972,7.336110030564669e-08,2.0520586896388693e-09
1973,5.733732066914854e-08,5.513203782392395e-10
1974,5.62557183059198e-08,0.0
1975,6.739546876133318e-08,0.0
1976,9.02737227193029e-08,1.7140580066410394e-09
1977,7.404744906125416e-08,1.7630345516828072e-09
1978,5.405938097169383e-08,1.7821774056514528e-09
1979,7.783124544857856e-08,0.0
1980,8.470874490740243e-08,5.685150683554241e-10
1981,6.958104137311238e-08,6.325549528618524e-10
1982,7.386928047026231e-08,1.8622506869903077e-09
1983,8.462523481966855e-08,6.315316047889041e-10
1984,7.132780410756823e-08,1.1598016991243298e-09
1985,7.639759047606276e-08,1.8046674155058895e-09
1986,7.912721144975876e-08,1.1988970927134801e-09
1987,6.905222704745029e-08,6.110816852533674e-10
1988,8.155313224733618e-08,4.197587721854745e-09
1989,9.76885772274727e-08,5.488122178931576e-10
1990,9.753085095098868e-08,5.44865097484859e-10
1991,8.909427151593263e-08,0.0
1992,9.807700962483068e-08,1.6529832502776287e-09
1993,9.638220888064097e-08,0.0
1994,1.0127858729447325e-07,2.1099706426497278e-09
1995,7.537206414554021e-08,5.422450821690461e-10
1996,1.0676184558633395e-07,1.067618438099771e-09
1997,9.877482654019332e-08,4.79489448146353e-10
1998,1.072829078907489e-07,4.768129224785866e-10
1999,1.0557164387137163e-07,1.3710603485872497e-09
2000,9.587128602106532e-08,1.7672125984802278e-09
2001,9.726289817990619e-08,0.0
2002,8.937691831079064e-08,1.314366449012283e-09
2003,9.875607531739661e-08,0.0
2004,8.413151419972564e-08,4.404791253964646e-10
2005,1.225019872208577e-07,1.3511248786457486e-09
2006,7.865169493470603e-08,4.1178899179428186e-10
2007,9.466916139899695e-08,1.9972397624634652e-09
2008,1.0558450469488889e-07,2.128719839289417e-09
2009,9.774794307304546e-08,4.76819250749827e-10
2010,1.143157888350288e-07,2.3618965117044866e-09
2011,1.3536860876683932e-07,1.91198598620268e-09
2012,1.1948927181038016e-07,1.3617010852229328e-09
2013,1.2969431395504216e-07,1.1156500168141292e-09
2014,1.3858849001735507e-07,6.496335691608124e-10
2015,1.210250104577426e-07,3.3248631625681924e-09
2016,1.124737636359896e-07,1.0356699942093428e-09
2017,1.1747904693493183e-07,1.257805665177969e-09
2018,1.2081264344487863e-07,1.5488799687268795e-09
2019,1.1275366063046022e-07,2.040790147983529e-09
