year,fut_VERB ouverte_ADJ,fut_VERB couverte_ADJ
1868,1.1855697756857353e-08,6.421836395986702e-09
1869,1.4650557211837167e-08,1.1720445947105418e-08
1870,1.7202147262196377e-08,4.587239033071455e-09
1871,1.3807530230280918e-08,3.18635318130589e-09
1872,2.1770421909650395e-08,2.4189357183956872e-09
1873,1.3169209722718733e-08,0.0
1874,2.2703515512034755e-08,1.1949218281515073e-09
1875,9.7265964171811e-09,1.716458086775674e-09
1876,1.753344314181504e-08,6.650616057868319e-09
1877,8.658742167710898e-09,1.2369631985365004e-09
1878,9.058632954861423e-09,0.0
1879,1.3440515367335593e-08,1.832797580370027e-09
1880,5.776061406947974e-09,1.9253538763308597e-09
1881,1.1156012114099667e-08,2.7890030285249168e-09
1882,1.2645231528551903e-08,4.6587693702804245e-09
1883,2.1485751844352308e-08,0.0
1884,1.4523733327109767e-08,2.6406787867472303e-09
1885,1.2246707647989297e-08,6.445635691854079e-10
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,1.3057849024278312e-08,0.0
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,2.380751951136517e-08,7.51816386923565e-09
1890,1.7696843102044113e-08,1.9663159989136147e-09
1891,1.8485238229004608e-08,1.9122659011827636e-09
1892,2.8835156484774416e-08,0.0
1893,2.278614097406262e-08,1.2316833108982905e-09
1894,1.1342770278588432e-08,3.780923574225881e-09
1895,1.625025980445116e-08,0.0
1896,1.0024948871034667e-08,5.89702897624278e-10
1897,1.7480140002135158e-08,0.0
1898,1.9804241802034994e-08,1.13167097914868e-09
1899,1.713549302451156e-08,1.1055156790007459e-09
1900,1.349673794948103e-08,2.07642125715779e-09
1901,1.676621685930968e-08,3.353243460679778e-09
1902,8.838511256215043e-09,4.910283846193408e-10
1903,1.0800440541913758e-08,2.7001101354784396e-09
1904,1.1824175416563776e-08,2.1498500757388683e-09
1905,2.2707340008309984e-08,3.096455536422127e-09
1906,1.1317205839134203e-08,5.144184522798412e-10
1907,7.199980611716228e-09,5.142843373384665e-10
1908,1.817213934884876e-08,9.822778146428846e-10
1909,2.2554033307642385e-08,5.500983557560346e-10
1910,1.1222716089775986e-08,5.344150677544235e-10
1911,7.980561100850991e-09,0.0
1912,7.293189607793238e-09,2.0837684910901544e-09
1913,7.954484182448596e-09,5.30298971401777e-10
1914,1.6072185360371805e-08,6.696743715117748e-10
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,6.592477230782379e-09,2.197492410260793e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,2.6418664589300533e-08,3.44591288836682e-09
1919,7.366278698128781e-09,0.0
1920,6.815008557481406e-09,0.0
1921,1.5145495524393482e-08,0.0
1922,7.377935595798135e-09,7.377935484775833e-10
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,2.9650736976805092e-08,1.289162443462999e-09
1925,1.8696901804560184e-08,3.299453377181294e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,1.0034302277972529e-08,0.0
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,1.4482528065684619e-08,2.2280812750352652e-09
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,1.261772819560747e-08,0.0
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.6705325123211878e-08,0.0
1947,1.1920870957027319e-09,0.0
1948,5.435944139264848e-09,0.0
1949,4.908504269707237e-09,0.0
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,5.272402070488624e-09,7.381362632230548e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,1.4658803948464083e-08,0.0
1955,3.754243138587299e-09,0.0
1956,7.849027205963921e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,6.617794756635931e-09,1.6544486891589827e-09
1959,6.200598257066758e-09,0.0
1960,3.460416619915918e-09,6.920833350854139e-10
1961,2.08444772553662e-09,0.0
1962,3.805173953708163e-09,2.5367825617905737e-09
1963,5.819448034571906e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,1.2167936658258327e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,1.2185964237687585e-08,0.0
1967,7.395503320850594e-09,9.860671168482327e-10
1968,3.5931326802796093e-09,1.3474247273492779e-09
1969,5.450109252791435e-09,4.5417578031781147e-10
1970,5.978342709767048e-09,4.5987250119061684e-10
1971,5.138397263237948e-09,2.0553589941130213e-09
1972,7.69522046084603e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,5.711480177694739e-09,0.0
1976,4.570821499072508e-09,1.142705374768127e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,4.752473081737207e-09,2.3762365408686037e-09
1979,7.022368020415115e-09,0.0
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,1.0753434587229549e-08,1.2651099057237047e-09
1982,3.1037510339615437e-09,0.0
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,9.624892882698077e-09,1.8046674155058895e-09
1986,2.997242676272549e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,5.448650863826288e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,9.366905473484621e-09,0.0
1993,2.2156829704300662e-09,0.0
1994,5.274926717646622e-09,1.0549853213248639e-09
1995,5.422450821690461e-10,5.422450821690461e-10
1996,4.270473752399084e-09,0.0
1997,3.3564262480467733e-09,4.79489448146353e-10
1998,5.72175506974304e-09,0.0
1999,3.656160929565999e-09,9.140402323914998e-10
2000,4.859834756842929e-09,0.0
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,3.9430991805033955e-09,0.0
2003,3.333538334260311e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,0.0
2005,3.1526248278623825e-09,0.0
2006,3.294311934354255e-09,4.1178899179428186e-10
2007,3.595031605740928e-09,7.988958938831558e-10
2008,2.1287198670449925e-09,4.257439678578834e-10
2009,6.198650481792356e-09,0.0
2010,9.447586046817946e-10,0.0
2011,1.911985902935953e-09,0.0
2012,5.1063788752969685e-09,3.404252713057332e-10
2013,4.183687618564136e-09,0.0
2014,5.413613113347537e-09,0.0
2015,5.098123256885856e-09,0.0
2016,4.971216327476213e-09,1.2428040818690533e-09
2017,4.024978128569501e-09,1.2578056374223934e-09
2018,4.130346731301415e-09,0.0
2019,5.612172948588068e-09,2.55098775436835e-10
