year,petit_ADJ art_NOUN,petit_ADJ quart_NOUN
1875,4.634436967521083e-08,7.552415581812966e-08
1876,1.5054576962825195e-07,5.501873445723504e-08
1877,3.401648751566455e-08,6.617753456339415e-08
1878,5.3747890527144904e-08,7.428079129567777e-08
1879,4.1543410711497586e-08,9.958200308801679e-08
1880,4.620849325398524e-08,9.04916319655058e-08
1881,3.974329437772539e-08,7.600033313792665e-08
1882,3.593907815790942e-08,8.0530156765235e-08
1883,4.99227781891598e-08,5.624211496524367e-08
1884,2.6406787867472303e-08,8.780256877116699e-08
1885,2.964992407150646e-08,8.637152149049143e-08
1886,2.2587124282047455e-08,4.58195934527339e-08
1887,4.1132226735740574e-08,6.071899605331055e-08
1888,3.23371354138402e-08,6.78445744028977e-08
1889,2.0674951528576457e-08,7.894072240333116e-08
1890,1.0487018642368895e-08,8.520702721170892e-08
1891,2.2947192146460793e-08,7.202868346212199e-08
1892,1.2537024529635232e-08,6.895363924286357e-08
1893,1.23168328869383e-08,7.513268229786263e-08
1894,3.213785193523222e-08,1.0334524347399565e-07
1895,2.106515073485582e-08,1.0773320013868215e-07
1896,1.2383760572554081e-08,6.309821287686646e-08
1897,2.913356778044829e-08,8.914872040577393e-08
1898,2.7160104165702137e-08,1.1486460493870254e-07
1899,1.326618814800895e-08,9.783813936792285e-08
1900,2.5955264937316258e-08,4.6200373304827735e-08
1901,2.1237207714630557e-08,8.10367168924131e-08
1902,2.1605249256317904e-08,1.1097241525703794e-07
1903,2.5381035939631147e-08,6.642270733436817e-08
1904,2.2573424907079698e-08,5.159640181773284e-08
1905,1.5998353308788182e-08,6.605771574186292e-08
1906,2.2634412566446827e-08,9.56818340114296e-08
1907,1.3885677219160897e-08,7.662836765121028e-08
1908,2.013669497813453e-08,6.286578013714461e-08
1909,1.3752459060434319e-08,7.97642627503592e-08
1910,1.870452726038252e-08,8.336875367831453e-08
1911,7.980560989828689e-09,6.863282919766789e-08
1912,1.9795801164956828e-08,7.970414372948653e-08
1913,2.75755464018701e-08,6.946916641936696e-08
1914,1.808120764223986e-08,5.960101745472457e-08
1915,1.7671142660269368e-08,1.0013647511186718e-07
1916,1.3184954461564757e-08,6.922100936890274e-08
1917,2.1932848426331475e-08,5.3735480065597585e-08
1918,1.1486376294556067e-08,6.317507228459363e-08
1919,1.1970203273037328e-08,6.721729306491397e-08
1920,1.2872793941909322e-08,7.193619921963545e-08
1921,1.0601846234248313e-08,7.64847456480311e-08
1922,1.3280284150152255e-08,6.49258353746518e-08
1923,6.369568872344189e-09,6.157249998750558e-08
1924,3.351822430719409e-08,7.86389122708897e-08
1925,2.3096174084358267e-08,9.128487477028102e-08
1926,4.01260994431496e-08,8.582526334066642e-08
1927,3.01029075000514e-08,1.1260716803462856e-07
1928,1.942427008128078e-08,7.084145892122251e-08
1929,2.6736974856333973e-08,6.461435475557664e-08
1930,5.2518018822667045e-09,5.882018072611572e-08
1931,2.0529641986399838e-08,5.930785462737731e-08
1932,6.575722188983946e-09,8.219652158913959e-08
1933,3.555905370156154e-08,5.964744076436546e-08
1934,1.0783422155213884e-08,7.188948103475923e-08
1935,3.8298508364675854e-08,5.2660450222674626e-08
1936,2.0612015205756506e-08,4.849885826274658e-08
1937,2.8959571851672194e-08,8.561960385122802e-08
1938,1.037217134403079e-08,5.704694316932546e-08
1939,1.988226561167039e-08,6.117620188206274e-08
1940,1.0143131667916805e-08,8.114505334333444e-08
1941,2.066051862925633e-08,5.312704587367989e-08
1942,2.730790527039062e-08,9.709477666319799e-08
1943,2.9032352522051497e-08,7.83873517207212e-08
1944,2.2492303131116387e-08,6.105053529381621e-08
1945,1.5249528306782167e-08,9.149717072887142e-08
1946,1.3921104269343232e-08,6.682130049284751e-08
1947,1.1920871401116528e-08,8.702235732016561e-08
1948,2.0656586885436923e-08,7.610321262063735e-08
1949,1.0798709260129158e-08,5.890204946013e-08
1950,7.444753036267571e-09,8.189228140054183e-08
1951,9.595261474260042e-09,8.529121231504178e-08
1952,9.49032352703938e-09,8.119499028680366e-08
1953,7.54167928107563e-09,9.911921239336152e-08
1954,2.736310134032749e-08,5.961246785091134e-08
1955,1.595553333899602e-08,5.631364530245264e-08
1956,1.4825940697349438e-08,6.976912914069544e-08
1957,4.4175189062301e-09,7.509782307124624e-08
1958,6.617794756635931e-09,7.196851470325782e-08
1959,1.7826719878044628e-08,7.130687862400009e-08
1960,1.0381249748725452e-08,6.159541499073384e-08
1961,3.335116405267513e-08,7.712456806530099e-08
1962,1.5220695148698837e-08,7.9908652139693e-08
1963,9.69907976156037e-09,6.595374202333915e-08
1964,1.0342745937474973e-08,7.726639950078606e-08
1965,1.1491291473930687e-08,9.19303317914455e-08
1966,1.7725039436200518e-08,8.474784607415131e-08
1967,1.2818872185960117e-08,6.064312429998608e-08
1968,1.706738020357257e-08,7.186265094105693e-08
1969,1.7258679291254353e-08,6.767218962977495e-08
1970,6.898087712148282e-09,4.5067505283213904e-08
1971,3.1344224216134364e-08,5.806389324902739e-08
1972,3.950213012249293e-08,6.258779450263319e-08
1973,1.3783009789047895e-08,7.222296716236087e-08
1974,7.875800289713908e-09,6.300640364997889e-08
1975,1.4278700888326057e-08,8.281646302066292e-08
1976,1.8283285663223126e-08,7.370449850441219e-08
1977,1.116588538296881e-08,6.28815683967332e-08
1978,8.910887250301869e-09,9.920787391592967e-08
1979,6.43717057435822e-09,7.72460495568339e-08
1980,1.7055451828618118e-08,6.424220089229493e-08
1981,1.644642960707543e-08,8.539491602732596e-08
1982,6.207502289967692e-09,8.7525783953879e-08
1983,8.209910862255754e-09,9.409821188910428e-08
1984,1.6237224120807525e-08,1.1598017124470061e-07
1985,1.8046673599947383e-08,7.459291850864247e-08
1986,1.1988971038157104e-08,9.471286688267355e-08
1987,1.0999470334560613e-08,1.0388388460569331e-07
1988,1.1993107784658008e-08,9.53452072849359e-08
1989,9.329807371116772e-09,9.384688581803857e-08
1990,8.717841726291198e-09,1.0842815356681967e-07
1991,8.20605139395525e-09,1.260215043430435e-07
1992,1.2672871863017576e-08,7.438424631800444e-08
1993,9.970573311424147e-09,9.084300245376653e-08
1994,2.004472143823932e-08,1.09190978037077e-07
1995,1.735184240736487e-08,1.1712494085713843e-07
1996,1.1209993155958387e-08,8.594328448907618e-08
1997,2.3015494066136455e-08,9.925431498913895e-08
1998,1.0013071150005715e-08,7.485962782993738e-08
1999,1.0511462422702067e-08,1.0739972822193522e-07
2000,2.0322944327411108e-08,1.3121552910888568e-07
2001,1.3143635679835342e-08,9.682477752903651e-08
2002,1.2705542173918616e-08,1.0558743923638758e-07
2003,1.5417615240043148e-08,8.500522596932569e-08
2004,1.3214374039449694e-08,1.0923882598490309e-07
2005,1.3961623857028371e-08,1.1664711507819447e-07
2006,1.0294724850368198e-08,1.0171188336016712e-07
2007,1.47795736760159e-08,1.6736869667965948e-07
2008,5.534671554396908e-09,1.630599371083008e-07
2009,9.53638501499654e-09,1.783303957836324e-07
2010,1.3698999934419476e-08,2.8248283001630625e-07
2011,3.0591775501687124e-09,2.4549899535486475e-07
2012,6.468080210320082e-09,2.7982957817584975e-07
2013,4.7415126269712005e-09,2.460008374782774e-07
2014,8.01214718182397e-09,3.1052482540872006e-07
2015,1.0417904455772842e-08,2.7308209382681525e-07
2016,1.284230832787614e-08,2.978586906010605e-07
2017,6.037467220609827e-09,2.779750616355159e-07
2018,7.486253561506118e-09,3.035804923001706e-07
2019,6.12237061048404e-09,3.035675320006703e-07
