year,est_VERB en_ADP,est_VERB quand_ADV
1969,9.43100531003438e-05,8.629339465215935e-09
1970,9.587284148437902e-05,9.19745013483464e-09
1971,9.54334027483128e-05,8.735275613958038e-09
1972,9.565312939230353e-05,9.234264353175092e-09
1973,9.501344902673736e-05,9.37244637455592e-09
1974,9.471381054027006e-05,8.438357679274588e-09
1975,9.556391160003841e-05,1.028066431985053e-08
1976,9.5698720542714e-05,6.8562320265641574e-09
1977,9.738004155224189e-05,9.40285116435291e-09
1978,9.61514379014261e-05,9.504946274496717e-09
1979,9.701694216346368e-05,1.4629933042797916e-08
1980,0.00010041738278232515,1.0233271341419936e-08
1981,9.868996130535379e-05,1.138598948458025e-08
1982,0.00010168820153921843,8.69050320595477e-09
1983,0.00010054741142084822,1.0104505676622466e-08
1984,9.930918167810887e-05,8.118612004892611e-09
1985,9.959177259588614e-05,6.015557829641693e-09
1986,9.993466665036976e-05,1.0190625288064581e-08
1987,0.00010122140520252287,1.3443797630685594e-08
1988,0.00010246011515846476,1.139345240375178e-08
1989,9.948483784683049e-05,7.683370939481904e-09
1990,0.00010273267980664968,8.71784133771314e-09
1991,0.0001026987301884219,8.206051227421796e-09
1992,0.00010220120020676404,1.1019888557228796e-08
1993,0.00010153699258808047,7.754890507527534e-09
1994,0.00010313272650819272,6.329911705904578e-09
1995,0.00010329280485166237,6.506941208073158e-09
1996,0.00010698711412260309,6.939519847648512e-09
1997,0.00010801554890349507,8.151320729510303e-09
1998,0.0001077892811736092,1.5258013075225563e-08
1999,0.00010877490421989933,9.14040199084809e-09
2000,0.00011075784277636558,1.5021307531171146e-08
2001,0.00010862688941415399,1.4896119671092833e-08
2002,0.00011084096331615001,9.200565365130586e-09
2003,0.00010988301073666662,1.1667383947866483e-08
2004,0.00010992332681780681,1.2773895052831108e-08
2005,0.00010958613711409271,1.3511248786457486e-08
2006,0.00011077577073592693,1.1941881261634535e-08
2007,0.00010926699178526178,1.3181782776428008e-08
2008,0.00010825094068422914,1.4475294740634581e-08
2009,0.00010738398850662634,1.0013204265746367e-08
2010,0.00010542797099333256,9.447586268862551e-09
2011,0.00010403995111119002,1.3383901764640882e-08
2012,9.920673619490117e-05,1.565956264659718e-08
2013,9.566977678332478e-05,1.3666712872506537e-08
2014,9.239673090633005e-05,1.4941572201720987e-08
2015,9.152439452009276e-05,1.4186082863965055e-08
2016,9.094322012970224e-05,1.470651400659051e-08
2017,9.84562502708286e-05,1.4087423894082463e-08
2018,9.336906805401668e-05,1.3681773491924787e-08
2019,9.18758669286035e-05,1.2754939104908658e-08
