year,est_VERB en_ADP,est_VERB quand_ADV
1800,8.012588659767061e-05,0.0
1801,7.804326014593244e-05,4.7623651688866175e-09
1802,8.012810576474294e-05,0.0
1803,8.20527202449739e-05,1.950339223455444e-09
1804,7.760622975183651e-05,7.4155528384522995e-09
1805,7.60412949603051e-05,0.0
1806,7.141352398321033e-05,0.0
1807,7.662579446332529e-05,8.540865348294346e-09
1808,7.359528535744175e-05,1.1330369975581789e-08
1809,7.188913150457665e-05,9.036122294858728e-09
1810,6.479577132267877e-05,1.4040760110134443e-08
1811,7.123607792891562e-05,7.521229861140455e-09
1812,7.705831376370043e-05,2.6672082320544632e-09
1813,7.450184057233855e-05,2.8757416448144113e-09
1814,6.868566561024636e-05,0.0
1815,6.590126577066258e-05,2.697223555614414e-09
1816,7.277971599251032e-05,6.952811659743929e-09
1817,7.833875861251727e-05,1.4011860338669635e-08
1818,6.660958024440333e-05,2.384235475716423e-09
1819,6.922161264810711e-05,6.210630232317271e-09
1820,6.399000267265365e-05,0.0
1821,6.850479985587299e-05,7.889190523080458e-09
1822,6.960584869375452e-05,9.023054303725075e-09
1823,6.312862387858331e-05,2.174191138237802e-08
1824,6.500930612673983e-05,1.6842225392110777e-08
1825,6.443206802941859e-05,8.805443041381977e-10
1826,6.480034062406048e-05,4.403992170942672e-09
1827,6.504444900201634e-05,8.295545805836468e-09
1828,6.973792187636718e-05,3.6689205562545624e-09
1829,6.989710527705029e-05,1.714635211591542e-09
1830,6.944878987269476e-05,5.218417920005436e-09
1831,7.627061859238893e-05,1.247296466111436e-08
1832,7.02070101397112e-05,1.0823975604701275e-08
1833,7.34193527023308e-05,1.0425265539737438e-08
1834,7.291855581570417e-05,6.534171870242744e-09
1835,7.177899533417076e-05,1.285724948729694e-08
1836,7.090660074027255e-05,4.7045251028166035e-09
1837,7.181100227171555e-05,6.957890930081589e-10
1838,6.693542673019692e-05,1.2624323808552163e-09
1839,7.028180698398501e-05,3.4957376993105527e-09
1840,7.172842742875218e-05,2.547875410652267e-09
1841,7.352170359808952e-05,8.988767952189392e-09
1842,6.902536551933736e-05,8.049918065466954e-09
1843,7.328350329771638e-05,2.3627644285539873e-09
1844,7.02771867509e-05,5.488561272137815e-10
1845,6.986891821725294e-05,2.2320912340667576e-09
1846,7.369470404228196e-05,2.9272506640865004e-09
1847,6.7432556534186e-05,3.235934187273415e-09
1848,6.87842330080457e-05,3.218088684420195e-09
1849,7.020106568234041e-05,7.541473445726865e-09
1850,7.059130439301953e-05,2.1045888587423178e-08
1851,6.987128290347755e-05,7.094382636907426e-09
1852,7.119151268852875e-05,3.906327261660181e-09
1853,7.298596756299958e-05,5.3747386541402875e-09
1854,7.104915130184963e-05,3.117398783558656e-09
1855,7.070857100188732e-05,3.1841622671890946e-09
1856,7.468302646884695e-05,1.1389816201301528e-08
1857,7.280526915565133e-05,1.757343293107283e-08
1858,7.262948929565027e-05,5.3830435664536935e-09
1859,7.346019992837682e-05,1.018434669930457e-09
1860,7.064288365654647e-05,5.492620580582752e-09
1861,7.668157195439562e-05,8.488734604128467e-09
1862,7.559178629890084e-05,2.2589931591987522e-09
1863,7.34543937142007e-05,2.497310414018017e-09
1864,7.658379036001861e-05,7.1920918109924514e-09
1865,7.533445750596002e-05,1.8827377989971694e-09
1866,7.533331518061459e-05,1.1677470990179017e-08
1867,7.858982280595228e-05,1.0190904120577216e-08
1868,7.891596760600805e-05,2.469937032678615e-09
1869,7.961357187014073e-05,9.278686707858697e-09
1870,7.77542736614123e-05,4.587239033071455e-09
1871,7.665091106900945e-05,4.248470908407853e-09
1872,7.85428419476375e-05,4.837871547813677e-09
1873,8.031841571209952e-05,4.190203073406451e-09
1874,7.994863699423149e-05,1.7923826867161097e-09
1875,7.934785389807075e-05,5.149374482371627e-09
1876,8.304261427838355e-05,7.859819017852487e-09
1877,7.875744631746784e-05,5.566334393414252e-09
1878,7.975100015755743e-05,6.039088784604019e-09
1879,7.856225420255214e-05,5.498392852132383e-09
1880,7.726765761617571e-05,1.9253538763308597e-09
1881,7.937502959975973e-05,1.1853262482652838e-08
1882,8.197504212148488e-05,1.4641846846075168e-08
1883,8.143289596773684e-05,4.423537369735442e-09
1884,8.204655023291707e-05,3.300848483434038e-09
1885,8.09307603049092e-05,8.379326565943757e-09
1886,8.093869837466627e-05,4.5174246565693466e-09
1887,8.376675395993516e-05,7.834709381260296e-09
1888,8.219085430027917e-05,7.60873763994141e-09
1889,8.228129445342347e-05,6.891650361495749e-09
1890,8.287300443043932e-05,4.5880705901168994e-09
1891,8.539606642443687e-05,1.0198752065093686e-08
1892,8.456662180833519e-05,1.002961980134387e-08
1893,8.509084000252187e-05,3.0792083327568776e-09
1894,8.487354352837428e-05,2.520615716150587e-09
1895,8.24935341370292e-05,2.4074457982692365e-09
1896,8.389349386561662e-05,5.307325912085048e-09
1897,8.555829845136032e-05,1.7480140668268973e-09
1898,8.487928425893188e-05,6.2241903853177405e-09
1899,8.395009353989735e-05,5.527578395003729e-09
1900,8.512185013387352e-05,5.710158568206225e-09
1901,8.7084285041783e-05,3.3532433496574754e-09
1902,9.747011790750548e-05,8.838511256215043e-09
1903,8.615241677034646e-05,3.2401321625741275e-09
1904,8.601818990428001e-05,7.524475265086039e-09
1905,8.531766798114404e-05,1.5482277126999122e-09
1906,8.496803638990968e-05,7.716276950731071e-09
1907,8.617862476967275e-05,4.114274698707732e-09
1908,8.505592995788902e-05,6.875944702500192e-09
1909,8.642375178169459e-05,3.850688434781091e-09
1910,8.443972183158621e-05,7.481810837539626e-09
1911,8.471152978017926e-05,5.852411444351446e-09
1912,8.516987145412713e-05,1.0418842455450772e-08
1913,8.634381083538756e-05,5.833288740930698e-09
1914,8.524084114469588e-05,7.366418142140674e-09
1915,8.251363760791719e-05,3.5342285764627945e-09
1916,8.474519563606009e-05,8.789969641043172e-09
1917,8.327573596034199e-05,8.773139770212879e-09
1918,8.248366793850437e-05,2.2972752589112133e-09
1919,8.109720511129126e-05,6.445494027396137e-09
1920,8.552229701308534e-05,6.815008557481406e-09
1921,8.535470988135785e-05,2.27182422873895e-09
1922,8.582014561397955e-05,2.21338064543275e-09
1923,8.741384226595983e-05,7.431163684401554e-09
1924,8.554237138014287e-05,2.578324886925998e-09
1925,8.4549596067518e-05,4.399271169575059e-09
1926,8.397389319725335e-05,8.916910765321973e-09
1927,8.411533053731546e-05,2.2298449753321847e-09
1928,8.441787940682843e-05,5.713020501119104e-09
1929,8.29659475130029e-05,7.798284462623428e-09
1930,8.542685827706009e-05,4.201441416995522e-09
1931,8.646172500448301e-05,4.5621426636444085e-09
1932,8.531998901162297e-05,4.383814644626227e-09
1933,8.574434468755499e-05,9.176529536247813e-09
1934,8.689641254022717e-05,9.585264137967897e-09
1935,8.718894969206303e-05,5.98414207075848e-09
1936,8.598241402069107e-05,8.487300195980652e-09
1937,8.578832785133272e-05,8.813782592653752e-09
1938,8.758909825701267e-05,1.2965214457594243e-08
1939,8.711643749848008e-05,6.117620188206274e-09
1940,8.486504520988092e-05,0.0
1941,8.533679647371173e-05,1.4757513433494296e-08
1942,8.58257117215544e-05,6.068423541449874e-09
1943,8.794770110398531e-05,2.9032352077962287e-09
1944,8.783244265941903e-05,1.2852744646352221e-08
1945,8.592455560574308e-05,8.714016175304096e-09
1946,8.765284292167053e-05,4.1763312808029696e-09
1947,9.020880679599941e-05,5.960435478513659e-09
1948,9.05900087673217e-05,4.348755133776194e-09
1949,9.494617552263662e-05,8.835307596655184e-09
1950,9.22394247027114e-05,6.381216888229346e-09
1951,9.208785922965035e-05,6.396841278899501e-09
1952,9.389831393491477e-05,5.272401959466322e-09
1953,9.40091849770397e-05,4.30953106533849e-09
1954,9.494311962043867e-05,5.863521668203475e-09
1955,9.356418740935624e-05,7.508486277174597e-09
1956,9.661542571848258e-05,6.104799110673298e-09
1957,9.316370415035635e-05,7.068030272172621e-09
1958,9.50240864767693e-05,1.2408365446248126e-08
1959,9.491488162893802e-05,6.975673039200103e-09
1960,9.438563574803993e-05,3.4604167309382206e-09
1961,9.725269046612084e-05,6.94815938118154e-09
1962,9.574705472914502e-05,4.439369538644655e-09
1963,9.687893907539546e-05,8.405868889838075e-09
1964,9.499508450971916e-05,9.125952438182594e-09
1965,9.5841744041536e-05,4.924839203113152e-09
1966,9.663137461757287e-05,3.323444963676536e-09
1967,9.561300976201892e-05,1.1832804958089582e-08
1968,9.440596477361396e-05,6.737123525724087e-09
