year,était_VERB assez_ADV,était_VERB cassée_ADJ,etait_VERB assez_ADV
1846,4.555387477012118e-06,1.2294452567118697e-08,2.9272506640865004e-09
1847,4.289230673748534e-06,2.9662729161827883e-08,7.550513103637968e-09
1848,3.589777861634502e-06,3.057184372323718e-08,4.82713291560799e-09
1849,4.0380400605499744e-06,2.5976186535103807e-08,7.54147322368226e-09
1850,4.110736881557386e-06,2.7834882843080777e-08,3.394498016007219e-09
1851,4.383038685773499e-06,4.1921353499674296e-08,1.9348316282474798e-09
1852,4.31258513344801e-06,1.1067927019325907e-08,3.2552727180501506e-09
1853,4.424007329362212e-06,1.0152284346531815e-08,4.777545470346922e-09
1854,4.061970685143024e-06,2.0782657372819813e-08,8.832629738719788e-09
1855,4.308702045818791e-06,3.078023524949458e-08,5.837630823180007e-09
1856,4.144339982303791e-06,2.1226476576430287e-08,2.0708756931497874e-09
1857,4.330875071900664e-06,2.0502337605421417e-08,2.9289055625270066e-09
1858,4.2418382690811995e-06,1.2234189661342043e-08,4.893676130990343e-09
1859,4.449032076081494e-06,2.5460867192350634e-08,4.582956236731661e-09
1860,4.769425686390605e-06,1.373155189554609e-08,7.323494255473406e-09
1861,4.398107648739824e-06,3.584132457490341e-08,3.772770984511453e-09
1862,4.513016392593272e-06,3.5240294238292336e-08,6.325180851307621e-09
1863,4.3023665057262406e-06,2.1976331865403154e-08,3.496234635136375e-09
1864,4.413547230797121e-06,1.4863656971897399e-08,5.2742009648554244e-09
1865,4.339710358181037e-06,3.106517354467542e-08,4.236159922843541e-09
1866,4.445224021765171e-06,2.6760870852626795e-08,2.432806400776144e-09
1867,4.335501671448583e-06,2.426405742994575e-08,2.91168689159349e-09
1868,4.407355845614802e-06,2.766329387782207e-08,3.951899252285784e-09
1869,4.573903879645513e-06,2.3440891894210836e-08,6.8369265804335555e-09
1870,4.3504228415258694e-06,1.7202147262196377e-08,5.734048791339319e-09
1871,4.307949438953074e-06,2.442870794538976e-08,2.1242354542039266e-09
1872,4.6080726860964205e-06,1.9351485747165498e-08,7.256807155187062e-09
1873,4.357212674221955e-06,2.6338419445437466e-08,5.986004469882289e-10
1874,4.746827016788302e-06,3.883495836021211e-08,2.3898436007918633e-09
1875,4.497120244195685e-06,1.830888685105947e-08,4.577221712764867e-09
1876,4.243697730998974e-06,1.6928840551599933e-08,3.02300739996042e-09
1877,4.184028057352407e-06,2.2265338017746217e-08,5.566334393414252e-09
1878,4.1995822357421275e-06,3.38188961279684e-08,4.22736201599605e-09
1879,4.287524461688008e-06,1.8938909107646396e-08,1.832797580370027e-09
1880,4.098436420463258e-06,3.144744553651435e-08,3.2089231272180996e-09
1881,3.899026069120737e-06,2.091752193678076e-08,4.183504653809678e-09
1882,4.330659066908993e-06,2.1297232422057277e-08,2.6621540527571597e-09
1883,4.166340204392327e-06,3.4124429504345244e-08,4.423537369735442e-09
1884,4.351838470029179e-06,2.970763546272792e-08,3.9610181801208455e-09
1885,4.011763849121053e-06,2.2559724754955823e-08,3.2228178459270396e-09
1886,3.935322183679091e-06,2.5168509054651622e-08,2.5813854942491332e-09
1887,4.0407512642559595e-06,3.0685946228459215e-08,5.876032105334161e-09
1888,3.933083462470677e-06,2.4094335415725254e-08,9.510921605837552e-09
1889,3.904433015122777e-06,2.944614330147033e-08,3.132568426877924e-09
1890,3.7405884540930856e-06,2.7528423984790606e-08,1.3108772956016423e-09
1891,4.026594979222864e-06,1.1473596295275001e-08,2.5496880162734215e-09
1892,3.91029789170716e-06,1.7551833764173352e-08,3.1342561879199593e-09
1893,3.8077489534771303e-06,2.2170299374124625e-08,4.310891532632866e-09
1894,3.91955745726591e-06,1.7014155417882648e-08,5.671385139294216e-09
1895,4.1913631321222056e-06,1.2037228991346183e-08,3.0093072478365457e-09
1896,4.094897121831309e-06,2.4177818858106548e-08,4.717623180994224e-09
1897,3.682482883959892e-06,1.3984112534615178e-08,2.330685422435863e-09
1898,3.834667040791828e-06,2.546259736391221e-08,1.13167097914868e-09
1899,3.707346877490636e-06,1.4371703827009696e-08,3.3165470370022376e-09
1900,3.7214661006146343e-06,1.453494924419374e-08,4.67194793962733e-09
1901,3.708687245307374e-06,1.7325090695408107e-08,7.265360535413379e-09
1902,3.338010856168694e-06,1.3748794991386148e-08,1.4730852093691738e-09
1903,3.57008570972539e-06,1.0800440541913758e-08,3.2401321625741275e-09
1904,3.6310968880570726e-06,1.289910045443321e-08,5.912087708281888e-09
1905,3.6455601275520166e-06,2.37394921498435e-08,3.6125313851442797e-09
1906,3.588583012970048e-06,2.41776678677752e-08,5.658602919567102e-09
1907,3.4755335036606994e-06,3.085705913008496e-08,2.0571372938427146e-09
1908,3.589734205888817e-06,2.161011281032188e-08,2.9468334439286537e-09
1909,3.653203293652041e-06,2.585462333115629e-08,6.60118004702781e-09
1910,3.5324835607752902e-06,1.9238942883248455e-08,7.481810948561929e-09
1911,3.558798198355362e-06,2.2877609140437016e-08,1.5961122423746588e-09
1912,3.5220896279497538e-06,1.3023552902780011e-08,3.6465949149189214e-09
1913,3.6601234114641557e-06,1.484837142129436e-08,4.242391771214216e-09
1914,3.6236081086826744e-06,1.6072185360371805e-08,4.018046229070649e-09
1915,3.084203399339458e-06,2.3561524287174507e-08,4.712304768617059e-09
1916,3.224820147806895e-06,3.84561182897869e-08,4.394984820521586e-09
1917,3.0991116091172444e-06,6.57985488317081e-09,4.386569774084137e-09
1918,3.2896982702368405e-06,1.6080926812378493e-08,2.2972752589112133e-09
1919,3.155529611831298e-06,3.498982437122322e-08,9.207848372660976e-10
1920,3.333296490382054e-06,9.843901693784574e-09,5.300562211374427e-09
1921,3.231291429983685e-06,2.4232791773215467e-08,5.300923255902035e-09
1922,3.3687654195091454e-06,1.770704471937279e-08,1.4755870969551665e-09
1923,3.3875489862111863e-06,2.441668023323018e-08,5.307974060286824e-09
1924,3.5812931855616625e-06,3.480738541838946e-08,7.734974660777993e-09
1925,3.3148508009617217e-06,2.859526304632709e-08,7.698724768800957e-09
1926,3.3549877116456628e-06,3.343841470382358e-08,3.343841648018042e-09
1927,3.886619651893852e-06,3.5677519605314956e-08,7.804457635707251e-09
1928,3.6677593016065657e-06,2.0566874425753667e-08,1.1426041224282812e-09
1929,3.666307748062536e-06,1.7824650200282122e-08,6.684243825105796e-09
1930,3.882131750287954e-06,2.10072066408884e-08,1.0503603542488804e-09
1931,3.279040129200439e-06,1.9389105432310316e-08,9.124285327288817e-09
1932,3.604591483963304e-06,1.4247397928102146e-08,1.0959536389520963e-08
1933,3.7359945963544305e-06,2.867665571670841e-08,6.882397540763918e-09
1934,3.229035883123288e-06,2.875579241390369e-08,2.3963160344919743e-09
1935,3.4145514291594736e-06,1.9149254626427137e-08,2.393656828303392e-09
1936,3.287010031272075e-06,1.576212937948185e-08,8.487300195980652e-09
1937,3.4990716812899336e-06,1.1332006444320086e-08,8.813782814698357e-09
1938,3.614701881815563e-06,1.8151300906765755e-08,6.482607339819424e-09
1939,3.407514441278181e-06,4.588215141154706e-09,7.647025235257843e-09
1940,3.1215488434099825e-06,2.7893612752905028e-08,1.2678914806940611e-08
1941,3.158107801937149e-06,2.066051862925633e-08,5.9030051957620344e-09
1942,3.1039985515235458e-06,1.517105907566929e-08,1.2136847082899749e-08
1943,3.524527528497856e-06,2.6129116648121453e-08,2.9032352077962287e-09
1944,3.6019816889165668e-06,1.6065930807940276e-08,6.4263723231761105e-09
1945,3.71870646631578e-06,2.178504132643866e-08,6.535512131478072e-09
1946,3.5470973216433777e-06,2.227376683094917e-08,5.568441707737293e-09
1947,3.5488433240971062e-06,2.8610090296865565e-08,2.3841741914054637e-09
1948,3.085441676375922e-06,1.9569398546082084e-08,0.0
1949,2.9244868073874386e-06,1.2762110479513922e-08,4.908504269707237e-09
1950,3.2033708521339577e-06,1.595304155443955e-08,5.317680518146517e-09
1951,3.2570583243796136e-06,2.0256663901818683e-08,7.462981344019681e-09
1952,3.2467451092088595e-06,2.4253049346611988e-08,5.272402070488624e-09
1953,3.3625115065660793e-06,2.2625037843226892e-08,6.464296653518886e-09
1954,3.2249370178760728e-06,2.5408594339637602e-08,3.9090144454689835e-09
1955,3.160134156132699e-06,1.9709776921672528e-08,4.6928039232341234e-09
1956,3.050655323022511e-06,1.831439710997529e-08,4.36057079333807e-09
1957,3.10816631099442e-06,2.9155623693100097e-08,2.6505113659425206e-09
1958,3.3179967431351542e-06,2.0680609225109947e-08,7.445019101215422e-09
1959,3.0049650376895443e-06,2.40273188012452e-08,5.425523585955716e-09
1960,3.148979203615454e-06,1.6610000486139143e-08,3.460416619915918e-09
1961,3.0300923299364513e-06,2.91822690456911e-08,5.55852741612739e-09
1962,3.2363002446800238e-06,2.3465238641051656e-08,3.805173953708163e-09
1963,3.284108515799744e-06,3.2330266463986845e-08,4.526237162849611e-09
1964,2.9914872357039712e-06,2.6769461314302134e-08,4.258777774879263e-09
1965,3.0216624509193935e-06,1.4774516721161035e-08,6.5664522708175355e-09
1966,3.0110411444184138e-06,2.76953731059848e-08,4.431259692516676e-09
1967,2.9986301797180204e-06,2.3172576746333107e-08,3.944268467392931e-09
1968,2.980503495564335e-06,2.1558795637588446e-08,1.0330256650092906e-08
1969,2.8690283215837553e-06,2.2254612375149918e-08,1.3625273131978588e-09
1970,2.7008311462850543e-06,1.9314645882673176e-08,1.1956685419534097e-08
1971,2.7279752430331428e-06,2.4150468291850302e-08,3.5968783507200897e-09
1972,2.615348876133794e-06,2.3085661382538092e-08,8.208234980600082e-09
1973,2.5967190140363527e-06,1.929621262775072e-08,6.6158443723374205e-09
1974,2.4184332687582355e-06,2.700274492895005e-08,5.063014507644681e-09
1975,2.2520366655953694e-06,1.4278700888326057e-08,4.569184142155791e-09
1976,2.5156659830827266e-06,1.7140580510499603e-08,6.8562320265641574e-09
1977,2.3272057205758756e-06,1.5867311020656416e-08,9.990529126202574e-09
1978,2.4712860522413393e-06,2.1386128423728223e-08,3.5643548113029055e-09
1979,2.4437840693281032e-06,1.521513048885481e-08,3.5111840102075575e-09
1980,2.41164093495172e-06,3.752199617679253e-08,5.68515062804309e-09
1981,2.3372906525764847e-06,2.5934753011824796e-08,4.427884781055269e-09
1982,2.32533034250082e-06,2.5450759721934446e-08,3.1037510339615437e-09
1983,2.258356971651665e-06,2.7155859783078995e-08,5.683784443100137e-09
1984,2.200723656642367e-06,2.0876431250371752e-08,2.8995041922996734e-09
1985,2.1938740246696398e-06,1.9249785765396155e-08,3.0077789148208467e-09
1986,2.3432444322679657e-06,2.1580147446798037e-08,7.1933827783254856e-09
1987,2.267113131892984e-06,2.3221103262471843e-08,6.721898426764739e-09
1988,2.2007352526998147e-06,2.4585871116755698e-08,1.798966087207532e-09
1989,2.270984850838431e-06,2.6342986458871565e-08,4.939309850016116e-09
1990,2.1200701212364947e-06,2.1249737969242233e-08,2.724325431913144e-09
1991,2.068511093966663e-06,2.5790447111262438e-08,3.5168792322792797e-09
1992,2.155490165023366e-06,1.8182815253453555e-08,1.046889380740268e-08
1993,2.0938205125276e-06,2.8249957040316076e-08,3.323524400133948e-09
1994,2.0440340904315235e-06,2.0572214154412904e-08,4.747434001473039e-09
1995,2.0670381672971416e-06,2.1689803730851054e-08,7.591431483433553e-09
1996,2.04395541913982e-06,2.6156651955488996e-08,3.736664311304594e-09
1997,1.9659066765598254e-06,1.5343662340683295e-08,6.233362714880286e-09
1998,2.0626926016120706e-06,2.2410207023426665e-08,1.0489884516573511e-08
1999,2.0949801182723604e-06,2.2393985332769262e-08,5.0272213059088244e-09
2000,2.0543845948850503e-06,1.8113929911578452e-08,3.092622158362701e-09
2001,2.100791107295663e-06,2.8477876057309004e-08,4.8193329327261836e-09
2002,2.0972906895622145e-06,2.716357272447567e-08,2.6287327870022636e-09
2003,2.1251307771308348e-06,2.375146124222738e-08,2.083461403401543e-09
2004,2.124871343767154e-06,3.1274016265570026e-08,6.166707589017051e-09
2005,2.173509528802242e-06,3.2426996199319547e-08,3.602999676388663e-09
2006,2.244661800432368e-06,2.6766285188273287e-08,4.529678854225949e-09
2007,2.527307060518069e-06,3.7947554432093966e-08,1.5977917877663117e-09
2008,2.5659589937276905e-06,3.789121194586187e-08,3.8316958494988285e-09
2009,2.8075116915715626e-06,4.196009228962794e-08,1.430457752249481e-09
2010,3.5145019410265377e-06,5.90474122930118e-08,0.0
2011,3.68133783013036e-06,7.150827485702393e-08,3.82397197240536e-10
2012,4.48714536105399e-06,9.25956769037839e-08,2.7234021704458655e-09
2013,4.865628852712689e-06,1.1017043988204023e-07,4.741512571460049e-09
2014,5.268528184387833e-06,1.0827226049059391e-07,6.496335552830246e-10
2015,5.218261776462896e-06,1.0883385215265662e-07,8.866301581811342e-10
2016,5.430432338471292e-06,1.0998815724860833e-07,4.1426800878596737e-10
2017,4.7031867325131316e-06,1.0917753456851642e-07,1.509366853724714e-09
2018,5.393458195612766e-06,1.1229380447730364e-07,3.872199894061623e-09
2019,5.189729563426226e-06,1.0663129046406539e-07,5.1019755087367e-10
