year,eut_VERB omis_VERB,eut_VERB commis_VERB
1800,0.0,2.2009151834367913e-08
1801,0.0,1.904946067554647e-08
1802,0.0,6.713520406265161e-09
1803,0.0,1.950339223455444e-09
1804,4.943701892301533e-09,4.943701892301533e-09
1805,0.0,2.55858996212055e-08
1806,1.4408345627714425e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,0.0,1.8128591960930862e-08
1809,2.259030518203531e-09,5.873479480555943e-08
1810,7.020380277111826e-09,2.574139479349924e-08
1811,2.5070767684098882e-09,2.5070768572277302e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,2.300593315851529e-08
1814,0.0,6.608021863030444e-08
1815,1.0788894222457657e-08,2.1577788444915313e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,7.784366928831332e-09
1818,0.0,1.4305412854298538e-08
1819,1.035105001712111e-09,2.794783426907088e-08
1820,0.0,2.4919611263385377e-08
1821,1.97229765852569e-09,1.676452932031225e-08
1822,6.015369535816717e-09,3.709477880420309e-08
1823,1.9765373782121287e-09,2.668325471688604e-08
1824,8.421112696055388e-10,4.29476756380609e-08
1825,8.805443041381977e-10,1.1447076175841175e-08
1826,2.642395191543301e-09,6.429828403042848e-08
1827,4.608636583469661e-09,2.5808365222701468e-08
1828,0.0,4.219258542548232e-08
1829,0.0,1.2859763920403111e-08
1830,0.0,3.026682549034376e-08
1831,0.0,1.4032085715598441e-08
1832,2.705993873419743e-09,3.2471927369215337e-08
1833,0.0,4.865124125785769e-08
1834,1.3068342852307069e-08,1.5868701908061666e-08
1835,7.563087933704082e-10,2.117664621437143e-08
1836,4.704525213838906e-09,4.435695188931277e-08
1837,6.957891152126194e-09,2.0873672568200163e-08
1838,0.0,2.9667161172142187e-08
1839,4.194885327990505e-09,3.2859933440931854e-08
1840,1.2739377330817092e-09,4.0129037870428874e-08
1841,6.420548537278137e-10,1.1556987367100646e-08
1842,0.0,2.4149754196400863e-08
1843,1.1813822142769936e-09,1.1813821920725331e-08
1844,2.195424508855126e-09,3.0187088384536764e-08
1845,1.674068439427856e-09,3.0691253982695343e-08
1846,1.1709002656346001e-09,1.8734404250153602e-08
1847,5.393223645455691e-10,1.5640349459999925e-08
1848,4.02261068899179e-09,1.287235473768078e-08
1849,7.54147322368226e-09,1.005529792763582e-08
1850,6.788996032014438e-10,1.765138968323754e-08
1851,3.2247193804124663e-09,2.1283147688677673e-08
1852,2.6042181744401205e-09,2.7344290387532055e-08
1853,1.7915795513800958e-09,3.4040009921909586e-08
1854,1.558699391779328e-09,1.8704392701351935e-08
1855,1.0613874223963649e-09,1.9104973603134567e-08
1856,1.0354378465748937e-09,1.346069211649592e-08
1857,3.4170564155999728e-09,2.0502337605421417e-08
1858,3.9149408159744326e-09,1.7127865348243176e-08
1859,1.5276520048956854e-09,2.64793023063703e-08
1860,1.373155145145688e-09,2.197048232233101e-08
1861,1.4147891747029462e-09,1.839225838295988e-08
1862,4.517986262886353e-10,2.710791768834042e-08
1863,0.0,2.0477944673302773e-08
1864,0.0,2.0617330065419992e-08
1865,9.41368871743009e-10,1.553258677233771e-08
1866,9.731225825149181e-10,1.3137154475373336e-08
1867,0.0,2.620518202434141e-08
1868,2.9639244392143382e-09,2.420538258718352e-08
1869,1.4650557433881772e-09,9.278686263769487e-09
1870,1.7202146374017957e-09,2.465641024684828e-08
1871,1.0621177271019633e-09,1.805600113868877e-08
1872,0.0,1.3908880269752899e-08
1873,0.0,8.380406590902112e-09
1874,1.7923826867161097e-09,1.5533982988813477e-08
1875,1.1443054281912168e-09,1.4303817685856757e-08
1876,2.418405919968336e-09,1.0278225381910033e-08
1877,2.4739263970730008e-09,1.0514186854493346e-08
1878,2.4156354694326865e-09,1.7513357875031943e-08
1879,0.0,1.710611030603104e-08
1880,0.0,1.6044616302224313e-08
1881,6.972507571312292e-10,2.5798277292210514e-08
1882,6.655385131892899e-10,2.2628309892525067e-08
1883,1.2638677882037541e-09,2.0221884611260066e-08
1884,6.601696966868076e-10,1.386356363042296e-08
1885,1.2891271383708158e-09,1.5469526104539e-08
1886,0.0,1.2261581083805595e-08
1887,6.528924623161458e-10,1.4363633837888301e-08
1888,1.9021844099853524e-09,2.4728397107764977e-08
1889,0.0,1.1277245803853475e-08
1890,0.0,8.520702365899524e-09
1891,3.1871101313640793e-09,2.4859458491732767e-08
1892,6.268512375839919e-10,1.3790726782758611e-08
1893,6.158416554491453e-10,4.926733243593162e-09
1894,0.0,1.1972924873759894e-08
1895,1.2037228991346183e-09,1.023164486468886e-08
1896,4.1279202278587945e-09,1.47425724961181e-08
1897,0.0,1.3401440845939305e-08
1898,5.6583548957434e-10,1.640922953072277e-08
1899,5.527578395003729e-10,1.0502398950507086e-08
1900,1.5573159428683425e-09,1.2977633190303095e-08
1901,1.676621730339889e-09,1.2854099118442264e-08
1902,9.820567692386817e-10,1.718599307309887e-08
1903,2.7001101354784396e-09,1.5660639007819555e-08
1904,2.1498500757388683e-09,7.524475265086039e-09
1905,0.0,1.0321517862621477e-08
1906,1.5432553013283723e-09,1.388929860013377e-08
1907,0.0,8.742834012309686e-09
1908,0.0,1.1296195090437777e-08
1909,2.2003934230241384e-09,9.901770070541716e-09
1910,3.206490406526541e-09,2.404867771588215e-08
1911,2.6601871816467337e-09,9.044636151145369e-09
1912,5.209421227725386e-10,7.814131564032323e-09
1913,0.0,7.954484182448596e-09
1914,0.0,1.808120764223986e-08
1915,1.1780761921542648e-09,3.416420923940677e-08
1916,0.0,2.6369908923129515e-08
1917,0.0,1.315970976634162e-08
1918,0.0,8.040463406189247e-09
1919,9.207848372660976e-10,2.025726608678724e-08
1920,0.0,1.741613253614105e-08
1921,7.572747429129834e-10,6.058197943303867e-09
1922,0.0,5.902348387820666e-09
1923,0.0,9.554353752605493e-09
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,0.0,4.458455382660986e-09
1927,0.0,7.804457524684949e-09
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,1.2254447234738564e-08
1930,2.100720708497761e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,0.0,4.383814644626227e-09
1933,0.0,5.735331320977366e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,2.393656828303392e-09
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,0.0,7.853606653895895e-09
1950,0.0,5.317680518146517e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,0.0,7.381362632230548e-09
1953,2.1547654771580937e-09,0.0
1954,0.0,7.818028890937967e-09
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,1.744228317335228e-09,5.232684952005684e-09
1957,1.7670075402875796e-09,1.3252556385623393e-08
1958,8.272243445794913e-10,6.617794756635931e-09
1959,0.0,7.750747599288843e-09
1960,0.0,4.844583401109048e-09
1961,0.0,9.72742331128984e-09
1962,0.0,7.610347907416326e-09
1963,0.0,5.819448034571906e-09
1964,6.083968329129164e-10,1.4601523545820783e-08
1965,5.472043373977442e-10,5.47204326295514e-09
1966,5.539074754423723e-10,1.0524241922382771e-08
1967,4.930335584241163e-10,1.035370456037299e-08
1968,4.4914158503495116e-10,5.838840522187638e-09
1969,4.5417578031781147e-10,1.1354394757745467e-08
1970,0.0,1.103694025061941e-08
1971,5.138397485282553e-10,6.166076982339064e-09
1972,0.0,3.5911027485013847e-09
1973,0.0,4.9618833486420044e-09
1974,1.1251143350321513e-09,6.750686232237513e-09
1975,0.0,5.140332159925265e-09
1976,0.0,5.142174241967723e-09
1977,0.0,1.1165885105413054e-08
1978,5.940591352171509e-10,8.910887139279566e-09
1979,0.0,1.2289143924704149e-08
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,6.325549528618524e-10,5.69299452024552e-09
1982,1.8622506869903077e-09,6.828252629986764e-09
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,5.799008495621649e-10,8.69851302098823e-09
1985,0.0,1.0226449020933615e-08
1986,0.0,5.994485352545098e-09
1987,0.0,4.277571630240118e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,1.6345953479657283e-09,2.724325431913144e-09
1991,5.861465202094962e-10,2.9307325455363298e-09
1992,0.0,6.61193322315512e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,6.329911705904578e-09
1995,5.422450821690461e-10,7.0491861237087505e-09
1996,1.6014276571496566e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,5.274384040632185e-09
1998,4.768129224785866e-10,5.2449422582867555e-09
1999,1.3710603763428253e-09,5.484241505371301e-09
2000,4.4180314962005696e-10,6.627047355323157e-09
2001,4.3812117822561447e-10,6.133696661692056e-09
2002,0.0,3.066854992184176e-09
2003,4.1669229178253886e-10,6.667076668520622e-09
2004,0.0,5.726228824443069e-09
2005,9.007499190971657e-10,1.0808999029165989e-08
2006,4.1178899179428186e-10,8.235780057930242e-09
2007,7.988958938831558e-10,2.3966877371606188e-09
2008,4.257439678578834e-10,4.6831836186811415e-09
2009,0.0,3.814554005998616e-09
2010,9.447586046817946e-10,5.196172381261022e-09
2011,3.82397197240536e-10,4.206369030868018e-09
2012,6.808505426114664e-10,6.468080293586809e-09
2013,0.0,1.0319762822064149e-08
2014,0.0,7.145969149746634e-09
2015,2.2165753954528356e-10,6.871383906315032e-09
2016,0.0,8.078226088059637e-09
2017,1.0062445321423752e-09,7.043711836018929e-09
2018,7.744400121190154e-10,4.130346731301415e-09
2019,0.0,7.1427654901867754e-09
