year,ont_VERB en_PRON,ont_VERB quand_ADV
1800,4.087413785214267e-08,0.0
1801,5.000483582762172e-08,2.3811825844433088e-09
1802,8.951360541686881e-08,4.475680270843441e-09
1803,5.265916058760922e-08,0.0
1804,8.157108055684148e-08,0.0
1805,5.970043304159844e-08,2.842877711017877e-09
1806,8.645007198992971e-08,2.881669125542885e-09
1807,6.263301344233696e-08,0.0
1808,7.251436784372345e-08,4.5321479902327155e-09
1809,2.4849335034105025e-08,0.0
1810,7.020380365929668e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,4.5342538612658245e-08,0.0
1813,4.888760685162197e-08,0.0
1814,1.5733385794192145e-07,0.0
1815,5.933891955578474e-08,0.0
1816,6.721051448721482e-08,0.0
1817,4.670620157298799e-08,1.556873407970727e-09
1818,3.337929754820834e-08,0.0
1819,6.314140676977331e-08,0.0
1820,5.6959109429044474e-08,1.1866481131050932e-09
1821,4.2404398215012407e-08,0.0
1822,4.912551787583652e-08,4.010246357211145e-09
1823,5.138997138942614e-08,9.882686891060644e-10
1824,3.536867154707579e-08,2.5263338088166165e-09
1825,6.163810439829831e-08,8.805443041381977e-10
1826,4.492072136486058e-08,0.0
1827,4.424290978022327e-08,9.217273055917019e-10
1828,4.3109814384934e-08,0.0
1829,4.8009784592295546e-08,8.57317605795771e-10
1830,7.410153557430021e-08,1.0436835840010872e-09
1831,5.9246584527272717e-08,1.5591206103948707e-09
1832,6.22378593106987e-08,0.0
1833,6.602667923516492e-08,3.4750886612755494e-09
1834,4.85395617033646e-08,2.8003592777992026e-09
1835,6.050470346963266e-08,1.5126175867408165e-09
1836,6.58633538819231e-08,2.016224964762614e-09
1837,7.097048637660919e-08,0.0
1838,6.817134590164642e-08,0.0
1839,7.760537101830778e-08,6.9914751765765e-10
1840,8.344292012907317e-08,2.5478754661634184e-09
1841,6.099521243640993e-08,0.0
1842,8.519496930148307e-08,2.683306021822318e-09
1843,7.324569395450453e-08,1.1813822142769936e-09
1844,7.409557412074719e-08,2.1954245643662773e-09
1845,6.138250796539069e-08,0.0
1846,6.6741314697083e-08,2.3418005312692003e-09
1847,1.2026889351091086e-07,5.393223645455691e-10
1848,9.412909207640041e-08,0.0
1849,1.0139092410099693e-07,1.6758829879393033e-09
1850,1.5003681141934067e-07,6.788996032014438e-10
1851,1.1673483868435142e-07,6.449438760824933e-10
1852,1.23049304079359e-07,0.0
1853,1.176470547648023e-07,8.360704573107114e-09
1854,9.975676107387699e-08,1.2989161302101593e-08
1855,9.446348059327647e-08,3.1841622671890946e-09
1856,1.1338044458852892e-07,2.5885946719483854e-09
1857,1.0788134829908813e-07,7.81041464836818e-09
1858,1.0227783064920004e-07,4.404308251437783e-09
1859,1.059172092254812e-07,3.055304009791371e-09
1860,9.795173383508882e-08,0.0
1861,1.1176834391335433e-07,0.0
1862,9.849210158563437e-08,2.710791813242963e-09
1863,1.2486552236623538e-07,4.994620828036034e-10
1864,1.0836085095888848e-07,1.9178911792039344e-09
1865,1.1014015655064213e-07,2.3534221238463715e-09
1866,1.3526404529784486e-07,1.9462451650298362e-09
1867,1.305406271967513e-07,2.426405742994575e-09
1868,1.1164115676365327e-07,0.0
1869,1.1280928902124288e-07,1.4650557433881772e-09
1870,1.628469874503935e-07,1.7202146374017957e-09
1871,1.8799484280407341e-07,1.0621177271019633e-09
1872,2.177042119910766e-07,1.2094678591978436e-09
1873,1.7958014097985142e-07,5.986004469882289e-10
1874,1.6310683292886097e-07,0.0
1875,1.567698433291298e-07,0.0
1876,1.4752275490081956e-07,6.04601479992084e-10
1877,1.843075096985558e-07,0.0
1878,2.0110165621645137e-07,3.0195443923020093e-09
1879,1.979421426767658e-07,6.10932526790009e-10
1880,1.6686399817444908e-07,1.2835692508872398e-09
1881,2.1196423460878577e-07,6.972507571312292e-10
1882,1.5440492973084474e-07,0.0
1883,1.9337177548095497e-07,1.2638677882037541e-09
1884,2.006915877927895e-07,0.0
1885,2.2044073944016418e-07,1.2891271383708158e-09
1886,1.7682491204595863e-07,1.936039106809062e-09
1887,1.710578203528712e-07,6.528924623161458e-10
1888,1.8514595012675272e-07,1.268122939990235e-09
1889,1.8482153052445938e-07,0.0
1890,1.8352281472289178e-07,6.554386478008212e-10
1891,1.842149544017957e-07,1.9122659011827636e-09
1892,1.9495072933750635e-07,0.0
1893,1.7428318699330703e-07,1.2316833108982905e-09
1894,1.6825110549234523e-07,1.8904617871129403e-09
1895,1.9620682678578305e-07,0.0
1896,1.8693582148898713e-07,4.127920338881097e-09
1897,2.033523003319715e-07,2.913356778044829e-09
1898,2.1275414496813028e-07,1.6975064687230201e-09
1899,2.166810730841462e-07,0.0
1900,1.8324418249449081e-07,0.0
1901,1.5145482734624238e-07,5.588738916095792e-10
1902,1.4190720776241506e-07,9.820567692386817e-10
1903,1.6524674606444023e-07,2.1600881083827517e-09
1904,1.590888984992489e-07,5.374625189347171e-10
1905,1.6204784003548411e-07,2.5803795766776716e-09
1906,1.5072460257670173e-07,5.144184522798412e-10
1907,1.6817098469346092e-07,1.5428529565042481e-09
1908,1.8172138993577391e-07,4.4202501658929805e-09
1909,1.6833010363370704e-07,1.6502950672681038e-09
1910,1.9078618151979754e-07,2.137660271017694e-09
1911,1.7025197962539096e-07,3.7242618988742038e-09
1912,1.6565959981562628e-07,1.0418842455450772e-09
1913,1.787107493100848e-07,2.121195885607108e-09
1914,1.8951784852561104e-07,3.3483718020477227e-09
1915,2.0027295022373437e-07,2.3561523843085297e-09
1916,2.2634171159552352e-07,0.0
1917,2.017822140487624e-07,2.1932848870420685e-09
1918,1.6770108857144805e-07,1.1486376294556067e-09
1919,1.8415697411455767e-07,1.8415696745321952e-09
1920,1.1812681321998753e-07,0.0
1921,9.314479143540666e-08,7.572747429129834e-10
1922,1.1214461892450345e-07,1.4755870969551665e-09
1923,6.688047449188161e-08,0.0
1924,5.9301473953610184e-08,1.289162443462999e-09
1925,6.928851803422731e-08,1.0998177923937646e-09
1926,6.241837269271855e-08,0.0
1927,5.5746124161260013e-08,0.0
1928,4.227635130860108e-08,0.0
1929,4.790374674712439e-08,1.1140406375176326e-09
1930,4.621585603103995e-08,2.100720708497761e-09
1931,3.763767608688795e-08,1.1405356659111021e-09
1932,4.931791508511196e-08,0.0
1933,4.588265056781893e-08,1.1470662197865522e-09
1934,4.193552882725271e-08,4.7926320689839486e-09
1935,3.111753699158726e-08,1.196828414151696e-09
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,4.910535977842301e-08,1.2591118148108649e-09
1938,5.315737894306949e-08,3.8895642262559704e-09
1939,3.364691281149135e-08,0.0
