year,ont_VERB en_PRON,ont_VERB quand_ADV
1940,8.621661606866837e-08,5.0715658339584024e-09
1941,7.083606590185809e-08,0.0
1942,6.068423630267716e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,6.42637232317611e-08,3.2131861615880553e-09
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,6.40370814153357e-08,2.7842208538686464e-09
1947,5.8412268799656886e-08,3.5762612871081956e-09
1948,6.19697573256417e-08,4.348755133776194e-09
1949,6.086545312200542e-08,0.0
1950,4.892266147749069e-08,0.0
1951,3.944718685033877e-08,3.198420528427448e-09
1952,5.694194271654851e-08,6.326882462381889e-09
1953,5.4946518446286063e-08,1.0773827385790469e-09
1954,6.743049851820615e-08,6.840775279570721e-09
1955,4.598947711542678e-08,3.754243138587299e-09
1956,7.238547539145657e-08,2.616342476002842e-09
1957,6.802979157782829e-08,1.7670075402875796e-09
1958,6.783239570040678e-08,1.6544486891589827e-09
1959,6.89816559429346e-08,0.0
1960,7.889750008871488e-08,6.920833350854139e-10
1961,7.851419780990909e-08,3.47407969059077e-09
1962,6.912732430919277e-08,1.9025869213429303e-09
1963,7.435961180135564e-08,4.526237384894216e-09
1964,8.335036483231306e-08,1.2167936658258327e-09
1965,8.043903676480113e-08,1.6416130677043839e-09
1966,9.028691749790596e-08,2.215629901769489e-09
1967,9.3183345484249e-08,9.860671168482327e-10
1968,9.836200831614406e-08,1.7965663401398047e-09
1969,1.2716921560240735e-07,3.6334061870313406e-09
1970,1.2416558092809282e-07,1.839490032518043e-09
1971,8.992195432711014e-08,2.5691987426412766e-09
1972,8.618646774039007e-08,4.6171320100540925e-09
1973,7.883881636416845e-08,2.7566018356850464e-09
1974,1.0238540681939412e-07,4.500457451150908e-09
1975,8.738564361010503e-08,5.711480177694739e-10
1976,1.0912836501120182e-07,3.9994687561772935e-09
1977,9.579154180983096e-08,4.701425582176455e-09
1978,1.1762370633050523e-07,2.3762365408686037e-09
1979,9.948355028654987e-08,5.266775904289034e-09
1980,9.664756106531058e-08,3.4110904101325445e-09
1981,1.290412114940409e-07,2.5302198114474095e-09
1982,1.2042553976243653e-07,4.966001942996456e-09
1983,1.1746487871278077e-07,1.8945948143667124e-09
1984,1.1308066660831173e-07,4.059306057957457e-09
1985,1.0045982179462953e-07,2.4062232206745193e-09
1986,1.1209687755808773e-07,2.997242676272549e-09
1987,1.2343849675744423e-07,4.277571630240118e-09
1988,1.0793797144970085e-07,5.3968984281560495e-09
1989,1.322637501743884e-07,1.6464366536794728e-09
1990,1.1987032166871359e-07,3.269190529398003e-09
1991,1.2953837824625225e-07,2.9307325455363298e-09
1992,1.1460684135045085e-07,2.2039776670368383e-09
1993,1.1964688440002647e-07,1.6617622278225497e-09
1994,1.4506048273688066e-07,1.5824779264761446e-09
1995,1.355612653242133e-07,1.0844901643380922e-09
1996,1.382565812946268e-07,1.6014276571496566e-09
1997,1.5583407275698846e-07,3.3564262480467733e-09
1998,1.492424388516156e-07,9.536258449571733e-10
1999,1.585859763508779e-07,1.3710603763428253e-09
2000,1.3298274836870405e-07,4.8598346458206265e-09
2001,1.3275071353291423e-07,8.762423564512289e-10
2002,1.1654049103526631e-07,8.76244299341522e-10
2003,1.4625899780185136e-07,0.0
2004,1.3170325985356612e-07,1.761916529341434e-09
2005,1.3421173150618415e-07,9.007499190971657e-10
2006,1.2559564765979303e-07,1.2353669753828456e-09
2007,1.430023672810421e-07,0.0
2008,1.3070339832665923e-07,2.9802078027607593e-09
2009,1.106220679503167e-07,1.430457752249481e-09
2010,9.164158143448731e-08,4.723793023408973e-10
2011,9.980566773037935e-08,1.5295887612065684e-09
2012,8.476589385963962e-08,2.3829768713845567e-09
2013,8.897308845234875e-08,1.952387529424726e-09
2014,6.669571206430192e-08,1.0827225921383743e-09
2015,6.49456595169795e-08,1.1082876977264178e-09
2016,5.3854840587064245e-08,3.1070102046726333e-09
2017,7.496521448047133e-08,8.553078689743643e-09
2018,7.228106824186398e-08,1.0325866828253538e-09
2019,6.632568272380013e-08,1.275493877184175e-09
