year,voulait_VERB analyser_VERB,voulait_VERB canaliser_VERB
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,2.3406890647947876e-08,0.0
1927,5.574612327308159e-09,0.0
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,2.10072066408884e-08,0.0
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,0.0
1933,1.261772819560747e-08,0.0
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,0.0
1936,7.274828739411987e-09,0.0
1937,3.777335333410292e-09,0.0
1938,1.6854778905894818e-08,0.0
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,2.174377566888097e-09,0.0
1949,4.908504269707237e-09,4.908504269707237e-09
1950,1.595304155443955e-08,2.1270722960764488e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,7.54167928107563e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,6.976913269340912e-09,8.72114158667614e-10
1957,5.301022731885041e-09,8.835037701437898e-10
1958,9.926692356998501e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,5.536666680683311e-09,2.7683333403416555e-09
1961,4.86371165564492e-09,6.948159270159238e-10
1962,9.512934440181198e-09,6.341956404476434e-10
1963,1.2285501505004959e-08,3.879631726988464e-09
1964,9.125952438182594e-09,6.083968329129164e-10
1965,5.47204326295514e-09,1.0944086747954884e-09
1966,1.163205709531212e-08,5.539074754423723e-10
1967,7.395503320850594e-09,9.860671168482327e-10
1968,7.635406973349745e-09,0.0
1969,4.541757636644661e-09,1.3625273131978588e-09
1970,5.978342709767048e-09,1.8394900047624674e-09
1971,6.166076982339064e-09,1.0276794970565106e-09
1972,1.0260293947794707e-08,1.0260293725750103e-09
1973,5.513203671370093e-09,0.0
1974,7.313243344242437e-09,5.625571675160757e-10
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,5.289103821581875e-09,1.1753563677885381e-09
1978,2.1386128423728223e-08,2.970295565063452e-09
1979,1.521513048885481e-08,5.851973350345929e-10
1980,5.116635559687666e-09,5.685150683554241e-10
1981,8.223214109648325e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,5.052252838311233e-09,6.315316047889041e-10
1984,8.118611560803402e-09,0.0
1985,7.820225356169885e-09,6.015558051686298e-10
1986,1.019062523255343e-08,5.994485463567401e-10
1987,7.332980445085013e-09,6.110816852533674e-10
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,3.841685636274406e-09,0.0
1990,1.198703181159999e-08,5.44865097484859e-10
1991,1.2895223555631219e-08,0.0
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,1.1078414852150331e-09
1994,4.2199412852994556e-09,4.2199412852994556e-09
1995,7.0491861237087505e-09,2.1689803286761844e-09
1996,5.871901187504136e-09,1.067618438099771e-09
1997,1.006927874414032e-08,4.79489448146353e-10
1998,5.2449422582867555e-09,4.768129224785866e-10
1999,3.1991407301035224e-09,0.0
2000,4.859834756842929e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,2.6287270138425356e-09
2002,6.571832411594869e-09,2.1906108038649563e-09
2003,5.8336921959778465e-09,0.0
2004,5.726228824443069e-09,4.404791253964646e-10
2005,4.954124666056714e-09,1.3511248786457486e-09
2006,7.000412693969338e-09,4.1178899179428186e-10
2007,6.391167151065247e-09,1.997239706952314e-09
2008,7.663391698997657e-09,1.7029758714315335e-09
2009,6.198650481792356e-09,1.430457752249481e-09
2010,3.7790344187271785e-09,1.4171379625338432e-09
2011,6.883149605840799e-09,7.64794394481072e-10
2012,5.7872298064864935e-09,0.0
2013,5.578249862026041e-09,8.367375126105969e-10
2014,4.980523993225461e-09,1.2992671383216248e-09
2015,5.098123256885856e-09,8.866301581811342e-10
2016,5.178350193091319e-09,4.1426800878596737e-10
2017,7.798394818792076e-09,5.031222660711876e-10
2018,5.937373259712331e-09,5.162933414126769e-10
2019,7.1427654901867754e-09,1.02039510174734e-09
