year,tant_ADV osé_VERB,tant_ADV causé_VERB
1800,1.2576657937302116e-08,5.65949598296811e-08
1801,4.7623651688866175e-09,4.0480102825313224e-08
1802,2.4616241489638924e-08,1.1189200677108602e-08
1803,9.751696339321825e-09,1.755305234496518e-08
1804,1.2359254952798437e-08,2.4718509461507665e-09
1805,3.1271653710973624e-08,0.0
1806,0.0,0.0
1807,0.0,2.8469550272802735e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,2.259030518203531e-09
1810,1.1700633351097167e-08,4.680253340438867e-08
1811,2.5070767684098882e-09,1.0028307073639553e-08
1812,2.6672083208723052e-08,2.6672082320544632e-09
1813,1.4378708002027452e-08,1.7254450312975678e-08
1814,6.608021863030444e-08,0.0
1815,8.091670444798638e-09,5.394447111228828e-09
1816,2.3176038865813098e-08,3.0128852301913867e-08
1817,9.341240669868967e-09,2.3353100786493997e-08
1818,1.3113295338484932e-08,1.3113295338484932e-08
1819,1.5526575580793178e-08,1.6561680027393777e-08
1820,3.9159388620646496e-08,7.119888678630559e-09
1821,1.7750679148775816e-08,2.070912508145284e-08
1822,1.7043547018147365e-08,1.0025615893027862e-08
1823,5.929612356680991e-09,6.917880934764753e-09
1824,5.052667617633233e-08,1.7684335773537896e-08
1825,9.245714949202011e-08,1.2327619813845558e-08
1826,1.5854372037438225e-08,9.688783109140786e-09
1827,9.217273166939322e-09,6.452091305675367e-09
1828,5.503380862137419e-08,5.503380862137419e-09
1829,2.3147574523818548e-08,1.971830521085849e-08
1830,1.0436835395921662e-08,1.2524203008013046e-08
1831,1.7150327380477393e-08,1.091384405071949e-08
1832,4.058990921151917e-09,2.976593194148336e-08
1833,6.950177322551099e-09,2.3167256557599103e-08
1834,1.9602515166639023e-08,8.401078055442213e-09
1835,1.663879345414898e-08,6.050470346963266e-09
1836,3.427582484505365e-08,4.704525213838906e-09
1837,3.409366655660051e-08,9.74104708006962e-09
1838,1.8936486156917454e-08,8.2058102535143e-09
1839,1.5381244722334486e-08,3.2859933440931854e-08
1840,4.0129037870428874e-08,7.64362617644565e-09
1841,3.723918240439161e-08,8.346713542550788e-09
1842,1.9453969102301016e-08,1.7441490030023488e-08
1843,2.5990408047960045e-08,1.5357969118667825e-08
1844,3.2931367854871496e-08,2.9638231424655714e-08
1845,1.2834524554250493e-08,1.4508592549589139e-08
1846,9.952652035849496e-09,4.6836010625384006e-09
1847,9.707802561820245e-09,2.6966118227278457e-09
1848,1.930853166243196e-08,4.82713291560799e-09
1849,1.508294644736452e-08,1.005529792763582e-08
1850,2.1045888587423178e-08,8.146795238417326e-09
1851,1.096404567135778e-08,1.9348316282474798e-09
1852,2.7344290387532055e-08,9.765818376195057e-09
1853,1.1943863675867306e-08,1.4929829816878737e-08
1854,2.8056588163849483e-08,8.313063126763609e-09
1855,2.812676669350367e-08,7.960405667972736e-09
1856,1.501384794266869e-08,1.9673318973900678e-08
1857,1.757343248698362e-08,1.9037885934380938e-08
1858,1.9085335978274998e-08,1.565976326389773e-08
1859,2.2914779407301467e-08,1.2221216039165483e-08
1860,1.327383358784573e-08,6.408057640072684e-09
1861,3.914249901981748e-08,2.5937801240161207e-08
1862,1.9879140111811466e-08,1.0391368654438793e-08
1863,2.6471489888990618e-08,2.447364266799923e-08
1864,1.4863656971897399e-08,1.2945765348604255e-08
1865,2.8241066374334878e-08,2.023943146411966e-08
1866,2.092213513549268e-08,7.784980660119345e-09
1867,7.279217228983725e-09,1.5043715606566366e-08
1868,1.6301584082611953e-08,5.9278488784286765e-09
1869,1.4162205630441349e-08,8.790334682373668e-09
1870,1.548193218070537e-08,6.880858549607183e-09
1871,1.1683295220166201e-08,1.805600113868877e-08
1872,1.9351485747165498e-08,6.652073114565837e-09
1873,1.1373408881354408e-08,1.616221290134945e-08
1874,1.7326366119618797e-08,8.961913877669758e-09
1875,3.94785359958405e-08,1.2587359599081083e-08
1876,2.1765654167893445e-08,1.6324239737741664e-08
1877,1.4225077116236662e-08,1.0514186854493346e-08
1878,9.662541877730746e-09,1.268208649207736e-08
1879,2.5659165459046562e-08,4.27652757650776e-09
1880,5.134277003548959e-09,1.6044616302224313e-08
1881,8.367009307619355e-09,1.6036766581351003e-08
1882,1.1979693681496428e-08,1.8635077481121698e-08
1883,1.0742875922176154e-08,1.4534479397809719e-08
1884,1.9144920315739e-08,1.4523733327109767e-08
1885,1.4180398189012067e-08,1.8047780159236027e-08
1886,1.1616235084943582e-08,8.38950331427668e-09
1887,5.876032105334161e-09,8.48760173255414e-09
1888,2.53624587998047e-09,4.4384300679212174e-09
1889,1.8168895721260014e-08,1.1277245803853475e-08
1890,1.3108772733971819e-08,5.898947996740844e-09
1891,7.649063604731055e-09,1.466070642663908e-08
1892,1.191017329205124e-08,8.775916882086676e-09
1893,6.774258043407144e-09,6.15841644346915e-09
1894,5.041231432301174e-09,1.0082462864602348e-08
1895,1.3240951446391591e-08,2.4074457982692365e-09
1896,1.179405795248556e-09,5.897029087265082e-09
1897,5.2440420894583895e-09,5.2440420894583895e-09
1898,1.0750873968845553e-08,9.05336783318944e-09
1899,7.738609753005221e-09,1.326618814800895e-08
1900,8.824790675987515e-09,2.2321527737290126e-08
1901,8.941982265753268e-09,1.5648469187112823e-08
1902,4.419255628107521e-09,6.874397495693074e-09
1903,9.1803746826713e-09,6.480264325148255e-09
1904,6.987012746151322e-09,3.7622376325430196e-09
1905,4.64468330463319e-09,7.741138396966107e-09
1906,1.0288369045596824e-09,1.800464666246171e-08
1907,2.5714217422034835e-09,4.6285588695127444e-09
1908,5.893666887857307e-09,8.840499887696751e-09
1909,1.1001967337165297e-08,1.265226234892225e-08
1910,9.085056262847502e-09,2.1911017000775246e-08
1911,2.6601871816467337e-09,1.0108711201439746e-08
1912,7.293189607793238e-09,1.6670147928721235e-08
1913,1.0075680734189518e-08,2.1211958411981868e-08
1914,3.3483718020477227e-09,8.036092680185902e-09
1915,1.295883844676382e-08,3.534228465440492e-09
1916,1.2086208478478966e-08,8.789969641043172e-09
1917,6.57985488317081e-09,1.0966424213165737e-08
1918,9.189101035644853e-09,2.2972752589112133e-08
1919,3.6831393490643904e-09,1.1970202606903513e-08
1920,7.572231730534895e-09,5.300562211374427e-09
1921,1.2873671018098776e-08,6.815472630705699e-09
1922,1.2542490601674672e-08,1.0329110011753073e-08
1923,1.5923921736771263e-08,6.369568872344189e-09
1924,1.675911143195208e-08,2.578324886925998e-09
1925,9.898360353588487e-09,1.3197813508725176e-08
1926,2.229227691330493e-09,4.458455382660986e-09
1927,1.6723836537835268e-08,1.5608915049369898e-08
1928,1.0283437212876834e-08,1.2568645679778001e-08
1929,7.798284684668033e-09,1.4482528065684619e-08
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,5.568441707737293e-09,1.3921104269343232e-08
1947,1.3112957830685446e-08,1.0728784083369192e-08
1948,4.348755133776194e-09,2.174377566888097e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,5.301022731885041e-09,8.835037590415595e-09
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,6.200598257066758e-09
1960,4.152500121534786e-09,1.4533750203327145e-08
1961,4.86371165564492e-09,6.948159270159238e-10
1962,3.805173953708163e-09,3.170978146727066e-09
1963,2.5864212993553792e-09,5.1728425987107585e-09
1964,6.6923653285755336e-09,5.475571551727398e-09
1965,6.5664522708175355e-09,2.188817349590977e-09
1966,7.200797291773142e-09,1.606331601067268e-08
1967,1.3311906243984595e-08,9.367637332502454e-09
1968,8.982831367632116e-09,3.1439910674890825e-09
1969,6.8126366770115965e-09,7.2668124850849836e-09
1970,6.438214850135182e-09,9.197449912790034e-09
1971,3.083038491169532e-09,1.0790635052160269e-08
1972,5.643161493651405e-09,8.208234980600082e-09
1973,3.3079223804577396e-09,6.064523994098181e-09
1974,1.6876715580593782e-09,2.2502286700643026e-09
1975,4.569184142155791e-09,1.7134440533084216e-09
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,5.289103821581875e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,4.158414057542359e-09
1979,4.096381456264453e-09,8.192762912528906e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,3.7245013739806154e-09,7.449002747961231e-09
1983,6.315316269933646e-09,6.946847541655643e-09
1984,1.739702604197646e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,2.997242676272549e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,2.398621523624911e-09
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,1.6345953479657283e-09,3.2691906959314565e-09
1991,2.9307325455363298e-09,3.5168792322792797e-09
1992,0.0,7.162927584403178e-09
1993,1.1078414852150331e-09,8.308811416668505e-09
1994,1.0549853213248639e-09,3.164955852952289e-09
1995,5.422450821690461e-10,7.591431483433553e-09
1996,5.338092190498855e-10,5.871901187504136e-09
1997,0.0,1.438468344439059e-09
1998,4.7681290027412615e-09,3.814503379828693e-09
1999,9.140402323914998e-10,5.484241505371301e-09
2000,0.0,4.859834756842929e-09
2001,4.381211837767296e-09,6.571817756650944e-09
2002,4.381221607729913e-09,2.6287327870022636e-09
2003,2.083461403401543e-09,4.166922806803086e-09
2004,4.404791253964646e-10,1.7619165015858584e-09
2005,3.602999676388663e-09,4.053374524914943e-09
2006,1.2353669198716943e-09,4.941467679486777e-09
2007,5.592271090648637e-09,7.988958827809256e-09
2008,2.554463751636149e-09,5.5346713878634546e-09
2009,3.337734755248789e-09,4.76819250749827e-09
2010,1.4171379625338432e-09,5.196172381261022e-09
2011,2.2943831279320648e-09,3.4415748029203996e-09
2012,3.063827413996023e-09,6.127654827992046e-09
2013,6.9728125495771565e-09,6.9728125495771565e-09
2014,3.031623174720721e-09,9.961047986450922e-09
2015,4.43315073539452e-09,7.75801378694041e-09
2016,7.2496901815100045e-09,9.528164035543796e-09
2017,1.2578056374223934e-09,5.534344982294215e-09
2018,1.290733298020541e-09,7.486253394972664e-09
2019,6.377469219387422e-09,8.673358031785483e-09
