year,soit_VERB en_ADP,soit_VERB quand_ADV
1900,3.3373279819670643e-06,0.0
1901,3.2817075918956107e-06,0.0
1902,3.927245074919483e-06,0.0
1903,3.4183395314357767e-06,0.0
1904,3.3344175278671173e-06,0.0
1905,3.463901393274682e-06,0.0
1906,3.3637822625109948e-06,5.144184522798412e-10
1907,3.4801621353608425e-06,5.142843373384665e-10
1908,3.5111520020336684e-06,1.964555629285769e-09
1909,3.476071469776798e-06,1.6502950117569526e-09
1910,3.2267982277289775e-06,2.6720753387721174e-09
1911,3.4194044076230057e-06,5.320374141248863e-10
1912,3.370495605281576e-06,0.0
1913,3.5174730896869733e-06,1.5908969142053309e-09
1914,3.3677924804464965e-06,6.696743715117748e-10
1915,3.3822568283881083e-06,0.0
1916,3.5665301894027834e-06,0.0
1917,3.649626108881421e-06,0.0
1918,3.488412488650283e-06,0.0
1919,3.584615349438991e-06,0.0
1920,3.6543590624660283e-06,0.0
1921,3.3729017943073814e-06,0.0
1922,3.283919177476946e-06,1.4755870969551665e-09
1923,3.5128172797271873e-06,0.0
1924,3.2319301794814237e-06,1.289162443462999e-09
1925,3.5755076623900095e-06,4.399271169575059e-09
1926,3.4943143703003443e-06,0.0
1927,3.4562596340492746e-06,4.4596899506643695e-09
1928,3.441523688252346e-06,0.0
1929,3.3242973103142504e-06,0.0
1930,3.764491438573714e-06,5.2518016602221e-09
1931,3.548206436221335e-06,3.4216069977333063e-09
1932,3.818302559466247e-06,1.0959536611565568e-09
1933,3.3769629084190456e-06,0.0
1934,3.2997272043644443e-06,1.1981580172459871e-09
1935,3.3571036937019016e-06,0.0
1936,3.324596683285108e-06,0.0
1937,3.646387710887211e-06,5.0364472592434595e-09
1938,3.443560991911454e-06,0.0
1939,3.584925380550885e-06,0.0
1940,3.4664151797869636e-06,0.0
1941,3.5978816441684103e-06,2.9515025978810172e-09
1942,3.216264552463599e-06,0.0
1943,3.3764624767229634e-06,0.0
1944,3.4638146715337825e-06,0.0
1945,3.5945316341212674e-06,0.0
1946,3.5262157851434495e-06,2.7842208538686464e-09
1947,3.6608994236075887e-06,2.3841741914054637e-09
1948,3.3778956307628505e-06,0.0
1949,3.628366357588675e-06,0.0
1950,3.627721767429648e-06,5.317680740191122e-09
1951,3.602487737452975e-06,0.0
1952,3.4091352034693045e-06,2.1089607837865287e-09
1953,3.5219642100514648e-06,2.1547654771580937e-09
1954,3.636360716541276e-06,0.0
1955,3.5477596753707985e-06,0.0
1956,3.5913660880737552e-06,0.0
1957,3.4209266672746708e-06,0.0
1958,3.566164217261303e-06,1.6544486891589827e-09
1959,3.7250093853913313e-06,0.0
1960,3.840370396801518e-06,0.0
1961,3.936132287662986e-06,0.0
1962,3.7633168687989382e-06,4.43936931660005e-09
1963,3.726386566427209e-06,0.0
1964,3.964922072441368e-06,5.475571551727398e-09
1965,3.9513623377729346e-06,3.830430306273058e-09
1966,3.870151495277696e-06,1.1078149508847446e-09
1967,3.915179288327408e-06,3.451234853457663e-09
1968,3.742247699278778e-06,2.245707841908029e-09
1969,3.913178375114512e-06,1.3625273131978588e-09
1970,4.0146867377188755e-06,4.5987250119061684e-10
1971,3.773125218486939e-06,5.138397485282553e-10
1972,3.694731802283968e-06,5.130146862875051e-10
1973,3.721963892644453e-06,1.102640756478479e-09
1974,3.766320222808872e-06,0.0
1975,3.7084641419937725e-06,2.2845920710778955e-09
1976,3.703508113517273e-06,0.0
1977,3.606581017834287e-06,0.0
1978,3.5851468709324763e-06,1.1881182704343018e-09
1979,3.6147639619343863e-06,5.851973350345929e-10
1980,3.6328112109629274e-06,0.0
1981,3.6643908565281436e-06,0.0
1982,3.864791025876002e-06,0.0
1983,3.7298255506357236e-06,6.315316047889041e-10
1984,3.6429371004231825e-06,0.0
1985,3.5401559355108247e-06,0.0
1986,3.68241251891277e-06,0.0
1987,3.7453195904646464e-06,1.2221633705067347e-09
1988,3.6968755203758974e-06,5.996553809062277e-10
1989,3.6770418780918135e-06,1.6464366536794728e-09
1990,3.807517366283264e-06,0.0
1991,3.787678858557797e-06,2.344586136349136e-09
1992,3.6238902367813353e-06,5.509944167592096e-10
1993,3.7794013358904976e-06,0.0
1994,3.774737514561366e-06,0.0
1995,3.8033068925358293e-06,5.422450821690461e-10
1996,3.894138220772447e-06,0.0
1997,3.830161613649352e-06,0.0
1998,3.974235792014724e-06,1.43043876743576e-09
1999,3.9143773804539705e-06,4.570201161957499e-10
2000,3.974019177732657e-06,0.0
2001,4.025457364775775e-06,0.0
2002,4.014951493047647e-06,3.0668551032064784e-09
2003,4.239844091813438e-06,4.1669229178253886e-10
2004,4.262957041589743e-06,4.404791253964646e-10
2005,4.162365264903656e-06,0.0
2006,4.150009417003275e-06,0.0
2007,4.130291737070024e-06,3.994479469415779e-10
2008,4.144617534507233e-06,8.514879357157668e-10
2009,4.127347605020759e-06,0.0
2010,4.079940122636572e-06,0.0
2011,4.1390674709873565e-06,0.0
2012,4.003741755909118e-06,0.0
2013,3.944380518206003e-06,1.9523875849358774e-09
2014,3.652889551730709e-06,2.1654451842767486e-10
2015,3.908708933408889e-06,8.866301581811342e-10
2016,3.833014861953643e-06,6.214020409345267e-10
2017,4.022210834619955e-06,7.54683426862357e-10
2018,3.875555844246037e-06,2.0651733656507076e-09
2019,3.890511475646008e-06,1.2754939326953263e-09
